age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
38,technician,single,primary,yes,439,yes,no,unknown,31,aug,1269,6,89,5,failure,no
35,entrepreneur,single,secondary,yes,7572,yes,yes,unknown,13,aug,569,2,526,9,failure,yes
54,unemployed,married,unknown,no,5669,no,no,telephone,15,sep,144,25,3,0,unknown,yes
39,retired,divorced,tertiary,yes,148,yes,no,telephone,18,apr,1453,5,564,3,unknown,no
36,housemaid,married,tertiary,no,2361,yes,no,unknown,4,jan,458,1,-1,3,other,yes
27,self-employed,single,tertiary,no,2149,yes,no,cellular,5,aug,688,4,72,0,success,yes
38,self-employed,single,unknown,yes,822,yes,no,cellular,18,apr,1520,1,1,0,failure,yes
59,admin.,married,tertiary,no,1843,no,yes,unknown,9,may,212,9,325,0,unknown,no
35,entrepreneur,divorced,unknown,no,319,no,yes,telephone,28,dec,1466,5,78,2,unknown,no
39,housemaid,divorced,secondary,no,22188,yes,no,unknown,27,jun,333,2,-1,2,success,yes
60,services,single,tertiary,no,3683,yes,no,cellular,27,may,43,1,74,4,unknown,yes
45,management,divorced,primary,yes,42973,yes,yes,cellular,25,apr,187,1,-1,3,unknown,yes
48,student,divorced,tertiary,no,5819,yes,no,telephone,17,oct,732,14,81,4,failure,yes
69,admin.,single,unknown,yes,3726,yes,yes,telephone,31,jan,614,10,52,7,unknown,no
38,services,married,secondary,no,224,no,no,cellular,3,jun,139,3,-1,3,success,no
26,services,divorced,tertiary,yes,686,no,no,unknown,17,jun,26,9,79,2,unknown,no
38,self-employed,single,primary,no,5483,yes,no,telephone,13,may,440,2,167,1,unknown,yes
40,unemployed,single,primary,no,354,yes,no,unknown,17,sep,657,4,-1,2,unknown,yes
51,management,married,secondary,no,1114,yes,no,telephone,20,apr,211,4,-1,0,success,yes
48,self-employed,divorced,unknown,yes,403,yes,no,cellular,11,apr,218,12,33,6,success,yes
25,unemployed,single,primary,no,451,yes,no,unknown,24,dec,2252,6,102,2,unknown,no
41,retired,single,secondary,no,589,no,yes,unknown,15,may,423,6,-1,3,other,no
33,unknown,single,unknown,no,25801,yes,no,unknown,29,dec,1414,2,-1,3,success,no
27,services,married,tertiary,no,-295,no,yes,cellular,8,apr,157,13,351,1,other,no
22,technician,divorced,tertiary,no,33786,yes,no,telephone,20,apr,344,2,85,8,unknown,no
34,unemployed,single,unknown,no,687,yes,no,unknown,31,dec,1421,11,-1,3,other,no
53,self-employed,married,secondary,no,1120,no,no,unknown,23,aug,548,6,532,6,success,no
51,management,divorced,primary,yes,-123,no,no,cellular,12,sep,292,1,202,0,other,yes
53,technician,married,unknown,yes,2360,no,no,unknown,13,apr,1154,5,123,1,success,yes
27,technician,single,unknown,no,-183,yes,no,unknown,14,jul,1117,4,391,0,failure,yes
24,retired,divorced,tertiary,no,11015,no,no,unknown,29,sep,499,2,-1,3,success,yes
31,unemployed,divorced,secondary,no,511,yes,yes,cellular,4,jul,506,2,81,9,other,no
55,admin.,married,secondary,no,2066,yes,yes,cellular,18,jul,162,10,-1,0,other,no
38,unemployed,single,secondary,yes,535,no,no,unknown,20,sep,2355,1,175,5,unknown,no
32,retired,divorced,primary,no,-125,no,yes,telephone,14,may,353,6,298,5,other,yes
45,self-employed,single,unknown,yes,3157,no,no,cellular,11,feb,1314,4,150,4,unknown,no
43,technician,married,unknown,no,3779,no,no,cellular,15,jul,200,9,2,6,failure,no
37,blue-collar,married,primary,yes,168,no,no,unknown,11,may,227,6,36,8,unknown,no
36,services,married,tertiary,yes,230,no,no,telephone,24,nov,1405,2,2,2,unknown,yes
52,admin.,divorced,secondary,no,182,no,yes,telephone,1,sep,1711,3,62,2,other,yes
40,blue-collar,divorced,secondary,yes,497,yes,no,cellular,10,oct,440,3,-1,1,success,yes
68,housemaid,married,secondary,yes,15995,yes,no,telephone,21,apr,1281,2,171,14,success,no
34,admin.,single,primary,no,10212,no,yes,unknown,20,jul,1390,4,254,2,failure,yes
44,services,married,primary,no,5338,yes,no,cellular,14,jul,164,6,150,1,unknown,yes
45,entrepreneur,divorced,tertiary,no,-845,yes,no,telephone,28,jun,969,9,102,3,failure,no
39,self-employed,divorced,unknown,no,8700,no,no,unknown,6,oct,416,10,323,3,other,no
40,management,divorced,unknown,no,4437,no,no,unknown,2,mar,1853,6,74,6,unknown,yes
36,management,single,unknown,yes,6691,yes,no,cellular,20,may,2154,3,51,0,failure,yes
24,blue-collar,divorced,unknown,yes,858,no,no,unknown,24,apr,216,3,161,1,unknown,yes
56,admin.,married,primary,yes,879,yes,yes,telephone,17,may,647,20,89,12,unknown,no
42,retired,married,primary,yes,6220,no,yes,telephone,20,jan,335,1,34,3,unknown,yes
36,services,married,unknown,no,3363,no,no,cellular,14,mar,229,6,-1,0,other,yes
47,blue-collar,single,primary,yes,-194,no,no,unknown,15,feb,636,1,2,0,unknown,yes
28,services,single,unknown,yes,2166,no,yes,cellular,12,sep,179,4,90,10,unknown,no
35,admin.,single,unknown,no,3934,no,yes,unknown,22,may,911,1,-1,0,success,yes
40,retired,single,tertiary,no,166,no,no,cellular,8,feb,2054,3,163,8,other,no
36,blue-collar,divorced,tertiary,no,2618,yes,yes,telephone,27,mar,603,8,34,10,unknown,no
41,self-employed,married,tertiary,no,-646,no,no,cellular,2,may,127,1,-1,1,success,yes
43,self-employed,divorced,tertiary,no,141,yes,no,telephone,4,nov,1185,5,175,1,failure,yes
63,unknown,divorced,tertiary,no,4476,no,no,telephone,12,jan,304,3,47,3,success,yes
58,entrepreneur,divorced,tertiary,no,4814,no,no,cellular,20,may,207,13,111,0,unknown,yes
60,unknown,married,tertiary,no,1843,yes,no,unknown,7,aug,2099,1,118,0,success,yes
39,entrepreneur,single,primary,no,4700,no,no,cellular,11,mar,218,31,86,9,failure,no
61,retired,married,secondary,no,1835,yes,no,telephone,23,sep,1058,1,0,13,success,yes
38,student,single,primary,no,1597,no,no,telephone,8,apr,1722,33,-1,2,success,yes
59,housemaid,divorced,tertiary,no,-926,yes,no,cellular,19,nov,865,6,72,3,other,yes
33,housemaid,single,primary,yes,2882,no,yes,cellular,14,aug,866,1,17,2,failure,no
58,technician,divorced,primary,no,676,no,no,telephone,18,jul,689,6,240,1,success,yes
33,management,divorced,tertiary,yes,627,no,no,telephone,25,mar,184,6,-1,2,other,yes
55,entrepreneur,single,tertiary,no,863,yes,no,cellular,2,jul,1886,5,91,0,failure,no
37,student,divorced,unknown,no,1060,no,yes,unknown,16,sep,556,1,-1,2,failure,yes
57,student,married,secondary,no,1484,no,no,cellular,8,aug,71,5,1,5,failure,no
30,retired,divorced,primary,yes,1516,no,yes,telephone,28,oct,79,27,-1,6,unknown,yes
28,admin.,single,tertiary,no,4899,yes,no,cellular,27,sep,366,2,-1,0,unknown,no
78,unknown,divorced,tertiary,yes,3134,no,no,cellular,17,jun,284,4,-1,4,other,no
45,housemaid,married,tertiary,yes,-396,no,yes,unknown,21,jun,288,9,104,0,failure,yes
37,retired,divorced,tertiary,no,650,yes,yes,unknown,25,jul,1042,7,-1,11,success,yes
51,blue-collar,married,primary,no,2719,yes,no,cellular,13,sep,258,2,259,3,success,yes
31,student,divorced,secondary,no,6564,no,yes,telephone,22,dec,186,2,-1,2,success,yes
55,entrepreneur,divorced,unknown,yes,823,yes,no,unknown,8,jan,762,2,-1,0,failure,yes
27,admin.,divorced,secondary,no,13913,yes,no,cellular,18,apr,994,2,409,1,unknown,yes
34,student,divorced,primary,yes,214,yes,yes,cellular,24,dec,2130,2,105,5,failure,no
58,blue-collar,married,primary,yes,7812,yes,no,unknown,13,jan,219,6,-1,4,unknown,yes
42,housemaid,single,unknown,yes,7069,yes,no,unknown,17,sep,48,2,-1,3,unknown,yes
53,unemployed,divorced,unknown,yes,958,yes,yes,cellular,17,mar,2,4,407,9,unknown,yes
29,unknown,divorced,primary,no,1116,no,no,telephone,18,aug,405,3,179,1,failure,no
70,student,divorced,unknown,no,10172,yes,no,telephone,18,jun,62,5,26,1,unknown,no
39,self-employed,divorced,tertiary,no,724,yes,no,telephone,4,jul,295,2,75,4,unknown,yes
40,technician,single,tertiary,no,4660,no,yes,unknown,5,jan,326,3,674,5,unknown,no
39,housemaid,single,primary,yes,34130,no,no,unknown,2,oct,863,3,140,2,failure,no
53,retired,married,tertiary,yes,129,yes,no,telephone,23,nov,461,4,368,1,failure,no
72,admin.,divorced,unknown,yes,-1,yes,yes,cellular,26,oct,350,2,140,1,success,yes
29,technician,married,primary,no,17,yes,no,cellular,13,feb,717,2,210,7,other,no
45,unknown,single,secondary,yes,36065,no,no,telephone,1,jul,362,1,93,2,unknown,yes
39,services,married,secondary,no,2669,yes,yes,cellular,25,may,814,3,-1,13,unknown,no
35,self-employed,divorced,unknown,yes,3427,yes,no,cellular,27,dec,1246,10,-1,2,other,yes
78,technician,single,primary,yes,1636,no,no,cellular,16,nov,40,5,66,0,unknown,no
28,services,married,tertiary,yes,334,yes,yes,cellular,23,aug,783,4,266,7,unknown,yes
39,self-employed,married,unknown,yes,107,no,no,cellular,17,oct,2428,2,148,5,success,yes
34,self-employed,married,primary,no,2532,no,no,telephone,1,jun,157,4,100,2,success,yes
37,entrepreneur,single,secondary,no,3295,no,no,cellular,23,jul,258,5,88,2,other,no
56,retired,married,tertiary,yes,-575,no,no,telephone,13,jun,652,3,25,6,other,yes
86,admin.,single,tertiary,yes,1109,yes,no,cellular,18,jun,117,2,102,2,unknown,yes
44,self-employed,married,tertiary,no,326,yes,no,cellular,31,apr,1772,9,-1,0,unknown,no
50,admin.,single,unknown,no,2010,yes,yes,telephone,24,dec,2079,2,90,0,failure,no
35,blue-collar,married,secondary,no,899,no,no,cellular,21,jan,1768,2,264,0,unknown,no
26,entrepreneur,married,tertiary,no,25547,yes,yes,unknown,17,jun,324,3,103,4,failure,no
35,housemaid,single,tertiary,yes,5361,yes,yes,telephone,20,mar,402,14,81,0,unknown,yes
39,services,married,primary,no,679,no,no,telephone,6,feb,266,1,160,1,other,yes
30,technician,single,tertiary,no,9829,yes,no,unknown,16,aug,1217,3,-1,0,unknown,yes
53,services,married,primary,no,4010,yes,yes,unknown,19,feb,1552,2,-1,3,failure,no
42,self-employed,divorced,tertiary,yes,2964,no,yes,cellular,13,dec,180,1,89,5,unknown,yes
31,housemaid,single,primary,no,3462,yes,no,cellular,18,jun,313,1,-1,2,failure,yes
49,retired,married,primary,yes,1283,yes,no,unknown,5,nov,184,5,-1,2,failure,no
56,retired,divorced,primary,no,5934,yes,no,telephone,16,nov,1460,2,87,3,other,no
60,self-employed,married,primary,no,5918,no,no,cellular,12,apr,1902,2,-1,4,unknown,yes
41,retired,single,secondary,yes,21628,no,no,telephone,31,dec,147,6,190,5,unknown,yes
41,blue-collar,divorced,tertiary,no,1278,no,no,unknown,7,may,343,4,-1,2,unknown,yes
36,student,single,unknown,yes,-265,yes,no,cellular,23,may,799,5,10,1,failure,no
29,services,divorced,tertiary,yes,1708,yes,no,unknown,25,jun,352,2,-1,3,failure,no
44,unemployed,single,unknown,yes,331,yes,yes,unknown,5,dec,717,1,179,0,failure,no
35,retired,single,tertiary,yes,-120,no,no,cellular,10,aug,2293,4,294,3,success,no
43,technician,married,unknown,no,1530,no,no,cellular,10,may,121,13,345,2,unknown,no
42,entrepreneur,single,secondary,no,37,no,no,cellular,28,jan,292,16,-1,0,success,no
29,self-employed,divorced,tertiary,yes,12357,no,no,unknown,6,jun,502,6,-1,2,unknown,yes
40,services,single,secondary,no,-302,no,no,telephone,11,jan,5,4,394,2,success,no
52,services,single,unknown,no,2666,yes,yes,unknown,14,dec,113,6,70,2,other,yes
35,admin.,divorced,primary,no,4869,yes,yes,telephone,23,jul,295,6,-1,0,unknown,yes
40,technician,single,primary,yes,1161,no,no,unknown,15,mar,1101,11,461,0,success,yes
23,self-employed,divorced,tertiary,no,291,no,yes,unknown,9,jan,563,20,67,3,unknown,no
53,housemaid,married,primary,no,500,no,no,telephone,18,nov,302,15,213,2,unknown,no
44,services,married,primary,yes,-1915,no,no,unknown,6,jul,821,1,89,1,success,yes
59,admin.,divorced,primary,no,18854,yes,no,unknown,28,oct,1328,5,99,0,failure,no
40,unemployed,single,primary,no,20753,no,no,telephone,16,jan,128,1,211,2,failure,no
48,services,divorced,tertiary,yes,3671,no,no,unknown,14,sep,905,2,-1,0,unknown,yes
58,retired,single,secondary,yes,1753,yes,no,unknown,7,feb,1614,1,2,3,unknown,yes
65,student,married,secondary,no,7875,no,no,unknown,3,nov,263,4,75,2,other,no
49,blue-collar,single,secondary,no,1722,no,no,unknown,2,jan,233,5,0,0,unknown,yes
60,technician,married,secondary,no,-763,yes,no,cellular,10,jan,969,4,-1,2,success,no
71,self-employed,single,tertiary,yes,1872,yes,no,unknown,12,apr,290,13,854,6,other,no
45,retired,single,tertiary,no,394,no,yes,telephone,17,aug,594,1,-1,1,other,yes
30,retired,divorced,tertiary,no,883,yes,no,telephone,15,feb,114,23,242,0,success,no
31,management,single,tertiary,yes,6838,yes,yes,unknown,1,apr,1292,1,182,8,failure,yes
25,services,single,tertiary,no,-273,yes,yes,telephone,24,may,1549,5,113,0,other,yes
43,technician,single,secondary,no,4504,yes,no,telephone,29,may,687,6,198,9,unknown,no
52,retired,single,unknown,yes,506,no,no,cellular,29,feb,1217,1,34,0,unknown,no
32,housemaid,married,unknown,no,-493,yes,no,unknown,12,dec,61,2,30,1,other,yes
42,admin.,married,unknown,yes,-913,no,yes,cellular,30,aug,1274,30,38,3,failure,no
40,housemaid,single,unknown,yes,5746,no,no,telephone,20,dec,837,6,2,4,success,no
38,unknown,married,secondary,yes,941,no,no,cellular,17,jul,435,5,183,10,failure,no
41,self-employed,married,primary,no,4538,no,yes,unknown,11,apr,69,2,306,5,unknown,no
33,housemaid,married,primary,yes,4227,yes,no,telephone,15,feb,733,1,171,0,failure,no
76,blue-collar,married,unknown,no,3413,yes,yes,unknown,19,may,1151,1,85,3,other,yes
39,unknown,divorced,primary,yes,-9,yes,yes,telephone,18,mar,2190,9,72,1,unknown,yes
32,services,single,unknown,no,230,no,no,cellular,5,sep,64,10,172,4,failure,no
74,services,divorced,unknown,yes,961,no,yes,unknown,15,mar,729,8,68,2,unknown,yes
72,unknown,divorced,primary,no,94,no,no,cellular,15,nov,1617,4,424,0,success,no
61,entrepreneur,divorced,primary,yes,4272,no,no,cellular,5,mar,1039,4,-1,0,unknown,yes
58,retired,married,primary,yes,-81,no,no,telephone,31,aug,883,12,-1,5,other,no
29,entrepreneur,married,tertiary,no,2637,no,no,unknown,5,jun,539,3,-1,7,success,yes
45,services,divorced,tertiary,no,11412,yes,yes,cellular,24,feb,570,1,151,4,failure,no
41,housemaid,married,primary,no,31092,no,no,telephone,19,apr,226,6,105,5,success,no
25,unemployed,married,primary,no,1684,yes,no,telephone,17,jan,730,3,95,2,unknown,yes
45,services,single,unknown,no,354,yes,yes,cellular,2,jun,1677,8,-1,4,other,no
67,services,married,primary,no,4435,yes,no,unknown,5,jul,209,6,188,6,failure,yes
26,retired,single,tertiary,no,7385,no,no,cellular,23,dec,117,3,67,3,unknown,yes
39,services,single,tertiary,no,120,yes,yes,telephone,31,may,751,2,81,2,failure,yes
77,student,divorced,secondary,no,1772,yes,yes,telephone,23,mar,582,4,-1,8,unknown,yes
39,self-employed,married,tertiary,no,331,no,yes,unknown,17,mar,144,4,-1,9,unknown,yes
79,blue-collar,married,unknown,no,5700,yes,yes,telephone,6,may,1021,1,192,5,unknown,yes
83,technician,married,primary,yes,2084,yes,yes,telephone,26,mar,1824,3,-1,5,failure,yes
62,self-employed,married,secondary,yes,3479,no,no,cellular,16,dec,952,9,7,9,unknown,yes
41,services,married,secondary,no,715,no,no,cellular,19,jan,1211,2,80,1,success,yes
35,unknown,divorced,tertiary,yes,5654,no,yes,cellular,15,sep,565,3,0,14,unknown,yes
44,housemaid,single,tertiary,yes,1128,yes,no,cellular,17,aug,395,3,-1,0,success,yes
48,self-employed,single,tertiary,yes,-139,no,no,telephone,21,may,921,24,42,2,failure,no
38,management,single,secondary,no,4998,no,no,telephone,26,oct,1414,3,43,1,failure,no
46,technician,single,primary,yes,-323,yes,no,cellular,28,jun,160,2,853,2,other,no
53,admin.,divorced,unknown,no,321,no,no,telephone,15,apr,1129,4,91,4,other,yes
69,blue-collar,married,tertiary,yes,-428,yes,yes,cellular,22,dec,470,4,-1,0,success,no
32,blue-collar,single,primary,no,18523,no,no,cellular,20,aug,191,4,69,2,unknown,yes
78,management,divorced,unknown,no,-977,yes,yes,cellular,21,feb,72,4,83,5,other,no
38,admin.,married,secondary,yes,4364,yes,no,cellular,4,may,478,2,96,6,failure,no
55,unknown,married,secondary,no,4432,yes,yes,unknown,12,nov,948,10,345,0,failure,yes
78,unemployed,divorced,unknown,no,6159,no,no,unknown,14,feb,905,1,-1,1,unknown,yes
41,entrepreneur,married,secondary,yes,-189,yes,no,cellular,10,jun,280,11,84,0,unknown,yes
85,student,divorced,unknown,yes,5124,no,no,unknown,11,apr,607,13,27,15,failure,yes
34,services,divorced,primary,no,3946,no,yes,cellular,8,dec,259,4,-1,1,other,no
47,blue-collar,single,tertiary,no,1882,no,yes,cellular,5,dec,1112,2,-1,0,other,no
27,management,married,primary,no,15724,yes,no,telephone,28,may,770,1,81,3,other,no
34,student,divorced,secondary,no,6475,no,no,unknown,10,jan,620,2,-1,2,other,yes
31,entrepreneur,married,secondary,no,2167,yes,no,cellular,5,jun,155,4,186,1,unknown,no
39,unemployed,single,unknown,no,-855,no,no,telephone,14,dec,338,2,77,1,success,yes
72,housemaid,divorced,unknown,no,1599,no,yes,unknown,29,apr,254,6,-1,2,other,yes
74,retired,divorced,unknown,no,6621,yes,no,unknown,29,jul,409,2,-1,4,unknown,no
51,self-employed,married,tertiary,yes,566,yes,yes,cellular,21,oct,289,2,173,2,unknown,no
34,unemployed,divorced,unknown,no,9553,yes,no,cellular,27,feb,372,2,124,3,failure,no
48,blue-collar,married,secondary,no,713,yes,yes,cellular,29,dec,745,12,155,4,success,yes
58,admin.,divorced,secondary,no,-167,no,no,telephone,21,aug,754,7,-1,4,other,no
38,entrepreneur,married,unknown,yes,6951,no,yes,cellular,16,feb,1510,1,82,5,unknown,yes
41,entrepreneur,single,secondary,yes,-245,no,no,unknown,25,dec,109,12,-1,2,failure,yes
35,retired,married,tertiary,no,2731,yes,yes,telephone,5,apr,1736,1,132,4,unknown,yes
30,unemployed,single,tertiary,no,28470,no,yes,cellular,9,jan,861,2,77,2,success,no
41,unknown,married,tertiary,no,2174,no,no,unknown,5,nov,134,5,-1,0,success,no
48,retired,single,primary,yes,322,no,yes,cellular,16,jul,1256,2,36,3,success,no
34,housemaid,married,unknown,yes,3842,yes,yes,unknown,18,nov,356,1,230,3,success,yes
42,self-employed,single,secondary,no,7335,yes,no,telephone,12,sep,500,4,854,3,failure,yes
75,blue-collar,divorced,tertiary,yes,-795,no,no,telephone,13,apr,92,5,-1,1,unknown,yes
51,housemaid,single,secondary,yes,1101,no,yes,cellular,12,aug,867,3,150,7,success,yes
47,technician,divorced,unknown,no,4230,no,no,cellular,16,nov,146,9,316,3,unknown,no
46,management,divorced,unknown,yes,485,yes,no,unknown,15,oct,548,2,74,4,failure,no
35,unknown,single,secondary,no,2900,yes,no,telephone,21,dec,1022,4,66,0,success,no
36,unknown,married,tertiary,no,8673,yes,no,unknown,15,aug,1298,1,88,3,success,yes
60,admin.,divorced,primary,yes,393,no,no,unknown,16,nov,626,2,-1,0,success,no
36,entrepreneur,divorced,secondary,no,3620,no,no,cellular,3,oct,966,3,124,4,other,no
58,entrepreneur,married,primary,yes,3287,no,yes,unknown,23,jul,149,3,-1,2,success,yes
30,student,divorced,secondary,yes,28,yes,no,cellular,22,feb,324,2,-1,0,unknown,no
30,unknown,divorced,primary,no,-185,yes,no,cellular,27,feb,1741,7,70,4,failure,yes
45,housemaid,married,unknown,no,11035,no,yes,telephone,1,sep,1569,2,-1,4,failure,yes
66,management,divorced,tertiary,no,1928,yes,no,unknown,12,sep,709,20,220,0,unknown,no
21,services,single,secondary,no,3481,yes,yes,cellular,19,dec,903,3,-1,2,unknown,no
51,entrepreneur,married,primary,no,158,no,no,cellular,13,apr,1717,1,74,5,other,yes
24,self-employed,single,tertiary,yes,1520,yes,no,unknown,28,jul,1864,7,-1,1,unknown,no
56,blue-collar,divorced,unknown,no,-246,no,no,telephone,1,oct,132,6,-1,1,unknown,yes
30,unknown,single,primary,yes,278,yes,no,unknown,14,sep,296,2,167,3,failure,yes
49,management,single,primary,no,756,no,no,unknown,12,jan,412,2,162,0,failure,no
50,admin.,divorced,unknown,yes,7454,yes,yes,cellular,15,nov,1450,3,302,4,unknown,yes
68,retired,married,unknown,no,418,yes,yes,telephone,4,apr,129,4,-1,12,failure,no
44,housemaid,divorced,primary,yes,1230,yes,yes,telephone,21,mar,74,2,-1,0,success,no
29,management,married,tertiary,no,7648,yes,no,cellular,19,oct,375,1,94,5,unknown,no
39,unemployed,married,tertiary,no,80,yes,no,unknown,10,jan,725,1,66,4,other,yes
34,technician,married,secondary,no,489,no,no,telephone,12,sep,278,3,-1,11,success,yes
50,unemployed,divorced,secondary,no,4030,yes,no,cellular,15,mar,249,21,82,7,success,no
77,retired,single,tertiary,no,4254,no,no,cellular,17,apr,954,2,146,2,success,yes
41,entrepreneur,single,unknown,no,3981,yes,no,cellular,28,dec,1398,2,-1,2,success,no
41,blue-collar,married,secondary,no,-175,yes,no,unknown,29,feb,950,1,75,5,success,no
46,blue-collar,divorced,unknown,no,278,yes,yes,unknown,27,sep,1908,2,-1,2,unknown,no
29,student,married,secondary,yes,74,no,no,telephone,18,aug,211,3,86,0,unknown,yes
43,technician,single,secondary,no,1678,no,no,unknown,21,apr,867,4,552,0,other,no
56,management,single,primary,yes,206,yes,no,cellular,27,jul,466,4,133,4,unknown,yes
35,unknown,married,unknown,no,3648,no,no,telephone,19,may,611,3,73,3,success,no
43,retired,married,secondary,no,439,no,no,telephone,31,jul,900,29,-1,6,failure,yes
41,services,married,tertiary,no,4122,yes,no,unknown,18,nov,167,1,53,0,unknown,no
40,technician,divorced,tertiary,yes,614,yes,yes,unknown,31,jul,387,2,304,14,failure,yes
40,admin.,single,primary,yes,606,no,no,cellular,15,mar,306,3,825,5,success,yes
52,blue-collar,married,primary,no,-606,yes,yes,cellular,8,dec,89,3,101,0,success,no
47,student,single,secondary,yes,-2535,yes,no,telephone,8,jul,1916,3,760,2,success,yes
37,management,single,secondary,yes,1316,no,no,cellular,22,feb,433,5,34,3,unknown,no
35,blue-collar,divorced,unknown,yes,-360,yes,no,cellular,28,may,929,5,59,2,unknown,no
64,self-employed,divorced,unknown,no,-12,no,no,unknown,7,jul,544,1,20,4,other,yes
32,retired,married,tertiary,no,5380,yes,no,cellular,3,apr,700,13,128,3,failure,no
41,technician,married,primary,no,903,no,yes,unknown,20,oct,334,6,-1,2,unknown,yes
68,unemployed,divorced,secondary,no,-191,no,yes,cellular,25,oct,201,5,1,4,failure,no
40,unknown,married,secondary,no,2279,yes,no,unknown,2,jul,1627,1,498,0,unknown,yes
42,retired,single,tertiary,no,2615,no,no,unknown,20,aug,522,14,77,5,failure,yes
44,services,married,secondary,no,1577,yes,no,cellular,12,sep,654,4,-1,2,success,yes
34,technician,divorced,primary,no,480,no,yes,cellular,29,may,1617,8,-1,8,failure,no
35,technician,married,tertiary,no,-938,yes,no,unknown,4,dec,1226,2,27,0,success,yes
74,housemaid,single,tertiary,no,3549,no,no,cellular,20,may,116,6,100,4,unknown,yes
26,entrepreneur,single,primary,no,1943,no,no,cellular,14,mar,122,3,91,15,unknown,yes
41,technician,divorced,secondary,no,11233,yes,no,telephone,27,jan,261,1,27,4,other,no
34,entrepreneur,single,tertiary,yes,1724,yes,yes,telephone,9,feb,492,2,65,5,failure,no
49,management,married,tertiary,no,-43,no,no,cellular,1,may,1558,2,86,3,other,no
36,unemployed,married,tertiary,no,5888,yes,no,unknown,9,oct,93,9,-1,0,other,no
33,student,single,tertiary,yes,4063,no,yes,telephone,6,jul,503,1,209,0,other,no
39,unemployed,married,unknown,yes,-262,yes,yes,telephone,29,mar,727,3,67,0,failure,yes
73,blue-collar,single,tertiary,yes,-1431,yes,no,unknown,18,aug,1486,6,372,3,failure,no
41,retired,divorced,primary,no,442,no,yes,cellular,30,oct,495,4,76,6,unknown,no
39,retired,divorced,primary,no,-141,yes,no,unknown,17,mar,281,10,0,1,other,no
67,admin.,married,tertiary,yes,8835,no,yes,telephone,7,dec,1694,6,306,3,failure,no
26,housemaid,married,secondary,yes,-1379,no,no,unknown,16,may,349,9,370,2,success,yes
50,unknown,married,primary,yes,-198,yes,no,telephone,30,nov,1217,1,94,0,success,no
63,housemaid,single,tertiary,yes,23534,no,no,unknown,19,mar,422,1,227,5,unknown,yes
37,services,divorced,primary,no,3356,yes,yes,cellular,10,may,15,1,28,3,success,yes
25,self-employed,single,tertiary,no,1385,yes,no,cellular,30,may,198,8,-1,2,unknown,yes
23,admin.,married,tertiary,no,-148,yes,no,cellular,10,nov,163,24,-1,3,unknown,no
26,services,single,secondary,no,6690,no,no,unknown,29,dec,990,5,104,8,success,yes
53,unemployed,married,tertiary,yes,1824,no,no,unknown,17,jan,1286,3,0,0,success,yes
27,unemployed,married,tertiary,no,468,yes,yes,telephone,27,aug,763,11,115,4,success,yes
52,admin.,married,unknown,no,-542,yes,no,telephone,5,aug,1230,4,-1,0,unknown,no
38,self-employed,single,secondary,no,-5742,no,no,telephone,10,dec,34,7,7,0,unknown,no
63,admin.,divorced,unknown,no,-173,no,yes,unknown,15,nov,406,14,-1,3,unknown,yes
88,unemployed,single,tertiary,yes,34501,yes,yes,cellular,13,nov,819,1,50,2,unknown,yes
95,unknown,divorced,unknown,no,-126,no,no,unknown,28,mar,1753,4,44,2,unknown,yes
37,housemaid,single,secondary,no,9010,yes,yes,cellular,13,jun,609,1,-1,1,failure,no
64,management,married,primary,no,-182,no,no,telephone,10,mar,1055,13,206,2,unknown,no
49,services,married,unknown,no,1732,yes,no,unknown,22,aug,1769,1,-1,2,failure,yes
34,blue-collar,married,tertiary,no,135,yes,no,telephone,25,may,141,4,-1,2,unknown,no
72,services,single,tertiary,no,257,yes,yes,telephone,22,oct,1808,6,163,3,other,yes
38,self-employed,single,primary,no,956,no,no,unknown,16,aug,2012,2,-1,2,failure,yes
25,admin.,married,tertiary,no,699,no,yes,cellular,12,dec,162,2,102,1,success,yes
60,admin.,divorced,tertiary,no,18537,no,no,unknown,19,apr,265,1,93,2,success,yes
42,retired,married,tertiary,no,11334,yes,no,cellular,7,aug,491,5,77,4,success,yes
34,self-employed,married,primary,yes,-575,yes,yes,cellular,15,jun,381,3,123,3,unknown,yes
60,student,single,secondary,no,632,no,no,unknown,31,apr,1719,1,81,1,other,yes
50,management,single,secondary,yes,-1020,no,no,telephone,19,nov,259,2,332,0,unknown,no
30,unemployed,married,secondary,no,779,no,no,cellular,10,dec,387,5,-1,2,success,no
38,entrepreneur,divorced,unknown,yes,8177,no,no,telephone,9,aug,524,8,40,0,unknown,yes
30,self-employed,married,unknown,no,15380,no,yes,cellular,21,dec,74,1,353,0,success,no
38,admin.,married,unknown,yes,566,yes,no,telephone,5,may,169,4,-1,0,unknown,yes
38,admin.,single,tertiary,no,506,no,yes,cellular,13,jul,65,2,-1,2,unknown,no
41,services,single,unknown,no,1024,yes,yes,unknown,13,may,1261,1,160,0,success,no
35,management,married,tertiary,yes,-392,yes,no,telephone,17,dec,94,2,82,2,unknown,no
59,retired,divorced,tertiary,no,999,no,no,cellular,19,sep,194,2,-1,1,other,yes
32,services,divorced,secondary,yes,-344,no,yes,cellular,8,jul,102,3,111,0,unknown,yes
38,admin.,married,unknown,yes,10362,no,no,unknown,6,nov,75,1,262,2,failure,no
