job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
Data Analyst,Startup,Education,India,Remote,Mid,13,PhD,1,0,0,0,0,87026,11,2022,High,1
Data Analyst,Medium,Healthcare,Singapore,Hybrid,Mid,12,Master,1,0,0,0,0,51574,12,2021,High,6
Machine Learning Engineer,MNC,Finance,Australia,Hybrid,Entry,14,Master,1,1,1,1,1,72608,2,2026,High,4
Business Analyst,Medium,Finance,Canada,Remote,Senior,14,PhD,1,0,0,0,0,155926,3,2020,Low,6
Data Analyst,Startup,Finance,UK,Onsite,Mid,8,PhD,1,0,0,1,1,93836,6,2023,High,9
Data Scientist,Startup,Healthcare,Singapore,Remote,Senior,7,Master,0,0,1,1,0,126319,2,2021,Low,4
Data Engineer,Enterprise,Healthcare,Australia,Remote,Mid,2,Master,0,0,1,0,0,109997,1,2020,High,6
Data Scientist,MNC,Education,Australia,Remote,Senior,3,PhD,1,1,0,0,0,98395,12,2024,Low,7
Machine Learning Engineer,Enterprise,E-commerce,Canada,Onsite,Mid,14,Bachelor,1,0,1,0,1,171286,9,2025,High,4
Machine Learning Engineer,Medium,Retail,Singapore,Remote,Mid,1,PhD,0,1,1,1,1,92085,7,2021,High,3
AI Engineer,Medium,Finance,Canada,Onsite,Entry,9,Bachelor,0,1,0,0,0,45083,3,2022,Low,9
AI Engineer,Enterprise,Retail,Singapore,Onsite,Entry,1,Bachelor,0,1,1,0,1,112684,1,2020,Low,9
Data Scientist,Startup,Technology,Germany,Remote,Entry,4,PhD,1,0,0,1,0,72080,12,2022,High,4
Business Analyst,Medium,E-commerce,USA,Remote,Entry,7,Bachelor,1,0,0,1,1,157242,5,2025,Medium,6
Business Analyst,Enterprise,Retail,Canada,Remote,Senior,12,Bachelor,1,0,0,1,0,82812,7,2024,High,6
Data Scientist,Medium,Technology,Australia,Hybrid,Entry,1,Bachelor,1,1,0,1,1,114983,3,2020,Low,6
Data Analyst,Medium,E-commerce,USA,Onsite,Entry,4,Master,1,0,1,1,1,45083,4,2023,High,6
Data Scientist,MNC,Technology,Singapore,Remote,Senior,7,Bachelor,0,0,0,1,0,62946,6,2026,Medium,3
AI Engineer,MNC,Healthcare,UK,Remote,Entry,14,Master,1,1,0,0,1,119282,12,2021,High,1
Data Engineer,Medium,E-commerce,India,Hybrid,Senior,12,PhD,0,0,1,0,0,95900,8,2021,High,7
Business Analyst,Startup,Technology,Canada,Onsite,Mid,2,PhD,1,1,1,1,1,148569,11,2024,High,6
Machine Learning Engineer,Medium,Retail,India,Remote,Entry,11,PhD,1,0,0,1,0,85609,3,2023,Low,5
Machine Learning Engineer,Medium,Technology,Canada,Onsite,Entry,13,Master,1,0,0,0,1,108943,1,2024,High,7
Business Analyst,MNC,Technology,Australia,Hybrid,Senior,11,PhD,1,1,0,0,0,127590,9,2022,Low,3
AI Engineer,Startup,Education,Germany,Onsite,Senior,9,PhD,1,1,1,0,1,59334,1,2025,High,2
Business Analyst,Startup,Retail,Germany,Hybrid,Senior,5,Bachelor,0,1,0,1,1,92794,11,2025,High,5
Data Engineer,Startup,Retail,UK,Onsite,Mid,7,Master,1,0,1,0,0,111114,7,2022,Medium,8
Business Analyst,Enterprise,Healthcare,India,Onsite,Entry,14,Master,0,1,0,1,1,111137,12,2020,High,4
Data Scientist,Enterprise,Retail,USA,Hybrid,Entry,4,Bachelor,0,0,1,1,1,100231,12,2026,High,8
Business Analyst,Enterprise,Healthcare,India,Onsite,Entry,14,PhD,1,0,0,0,1,98691,3,2024,Low,3
Data Scientist,Startup,Retail,UK,Hybrid,Mid,12,Master,1,1,1,0,1,80013,1,2022,High,6
Data Engineer,MNC,E-commerce,Canada,Onsite,Entry,6,PhD,0,1,0,1,1,47583,4,2022,High,4
Data Engineer,Medium,Finance,USA,Remote,Mid,3,Master,0,0,0,0,1,109524,12,2026,High,5
AI Engineer,Startup,Technology,UK,Onsite,Senior,5,Bachelor,0,1,1,0,0,95084,12,2021,High,7
Machine Learning Engineer,MNC,Healthcare,India,Hybrid,Senior,5,PhD,1,1,0,1,0,117817,1,2026,High,8
Business Analyst,Startup,Technology,India,Hybrid,Senior,1,Master,1,1,0,0,0,101404,9,2021,High,6
Data Scientist,Enterprise,Healthcare,Canada,Remote,Entry,14,PhD,0,0,0,1,0,99490,3,2024,High,5
Machine Learning Engineer,Medium,Finance,Australia,Remote,Entry,5,PhD,0,0,1,0,0,73287,12,2021,Medium,9
AI Engineer,Startup,Technology,UK,Remote,Entry,14,Master,1,1,0,1,0,88113,5,2024,High,3
Data Analyst,MNC,Technology,UK,Hybrid,Senior,13,PhD,0,0,0,1,1,99498,7,2023,Low,3
Machine Learning Engineer,Startup,Finance,UK,Hybrid,Entry,13,Master,1,1,0,0,0,45083,7,2025,Low,6
Data Analyst,Medium,E-commerce,USA,Hybrid,Senior,3,Bachelor,1,1,1,1,1,104656,7,2021,High,2
Data Scientist,Medium,Healthcare,India,Remote,Mid,7,Master,0,1,0,1,1,70423,4,2022,High,3
Data Scientist,Medium,Technology,Germany,Hybrid,Mid,6,Bachelor,1,0,0,0,0,113399,8,2022,Low,2
Business Analyst,MNC,Technology,Australia,Remote,Senior,6,PhD,0,1,1,0,0,66890,8,2022,High,8
Data Analyst,MNC,E-commerce,Singapore,Hybrid,Senior,13,Bachelor,1,0,1,1,0,142673,6,2022,High,4
Data Scientist,Enterprise,Healthcare,India,Remote,Entry,9,Master,1,0,1,1,1,100692,9,2021,Low,8
Business Analyst,Medium,Retail,Germany,Remote,Entry,6,Master,1,0,0,0,1,45083,3,2026,Medium,8
Business Analyst,Enterprise,Healthcare,Australia,Remote,Entry,14,PhD,1,1,0,1,0,65884,12,2024,Medium,6
AI Engineer,Medium,Healthcare,Australia,Remote,Senior,10,Bachelor,1,1,0,0,0,84301,9,2024,High,3
Data Scientist,Medium,Healthcare,UK,Onsite,Mid,5,Bachelor,0,1,0,1,0,91371,8,2024,Low,4
Business Analyst,Medium,E-commerce,India,Onsite,Entry,5,Master,0,0,0,0,1,111740,1,2020,High,4
Data Analyst,Medium,E-commerce,Singapore,Hybrid,Mid,5,PhD,0,0,0,0,1,143794,11,2022,High,3
Data Scientist,Startup,Retail,USA,Remote,Entry,1,PhD,1,0,1,0,0,101674,6,2025,High,4
Data Analyst,Enterprise,E-commerce,USA,Onsite,Entry,12,PhD,1,0,1,0,0,97027,1,2022,High,6
Business Analyst,Startup,E-commerce,USA,Hybrid,Senior,11,PhD,0,0,1,0,1,67960,10,2020,High,2
Data Scientist,Medium,Retail,Canada,Remote,Senior,1,Master,1,0,0,0,0,53155,11,2020,Medium,2
Machine Learning Engineer,MNC,Retail,Germany,Onsite,Entry,7,PhD,0,0,0,0,1,100243,1,2025,High,3
Machine Learning Engineer,Startup,Retail,Germany,Onsite,Entry,11,PhD,1,1,0,1,0,120055,10,2024,High,3
Data Engineer,Enterprise,E-commerce,Germany,Remote,Entry,1,Bachelor,0,0,0,1,1,88776,8,2020,Low,5
Business Analyst,Enterprise,Technology,Singapore,Onsite,Senior,14,Bachelor,1,0,0,1,0,139022,12,2025,High,3
Business Analyst,Medium,Retail,UK,Onsite,Senior,1,Master,1,0,1,1,1,136547,9,2020,Medium,6
Data Engineer,MNC,Retail,Canada,Remote,Senior,14,Master,1,1,1,0,1,49140,11,2020,Low,1
Data Engineer,Enterprise,Technology,Singapore,Hybrid,Senior,14,Bachelor,1,0,1,1,1,203171,2,2022,Low,9
Business Analyst,Medium,Healthcare,Canada,Hybrid,Senior,7,PhD,0,0,1,0,0,100803,4,2020,Low,7
Business Analyst,MNC,Education,India,Remote,Mid,7,Bachelor,1,0,1,0,0,115155,9,2020,Medium,9
Data Engineer,MNC,Finance,UK,Remote,Senior,10,Master,1,0,1,1,1,84946,12,2024,Medium,2
Business Analyst,Enterprise,E-commerce,Australia,Hybrid,Entry,2,Bachelor,1,1,1,0,0,106577,12,2026,High,7
Machine Learning Engineer,MNC,Finance,Canada,Hybrid,Mid,10,PhD,1,0,0,0,1,45083,10,2024,High,6
Data Scientist,Medium,Healthcare,Germany,Remote,Senior,9,Bachelor,0,1,0,0,0,125164,8,2020,High,7
Business Analyst,Medium,E-commerce,Australia,Remote,Entry,5,Master,1,0,0,1,0,69522,1,2022,Medium,5
Business Analyst,Startup,E-commerce,India,Hybrid,Mid,10,Master,0,0,1,0,0,79281,1,2025,High,8
Data Engineer,Startup,Technology,USA,Remote,Mid,13,Master,0,1,0,1,1,130070,5,2020,Low,3
AI Engineer,Startup,Education,India,Hybrid,Senior,14,Bachelor,0,1,0,1,0,92032,1,2021,High,3
Data Analyst,Enterprise,Healthcare,Germany,Hybrid,Senior,12,Bachelor,1,1,0,1,1,45083,3,2023,Medium,2
Business Analyst,Enterprise,E-commerce,Germany,Hybrid,Entry,14,Bachelor,1,0,0,1,0,72686,1,2021,High,2
Data Engineer,MNC,Technology,Singapore,Remote,Mid,10,Master,0,1,0,1,1,92581,3,2020,High,7
Machine Learning Engineer,Medium,Retail,Canada,Remote,Senior,5,PhD,1,0,1,0,0,128029,8,2023,High,9
Data Analyst,Enterprise,Healthcare,Canada,Onsite,Senior,1,Master,1,0,1,1,1,100022,1,2020,High,4
Machine Learning Engineer,Medium,Retail,Canada,Remote,Senior,7,Bachelor,0,0,1,1,1,46433,3,2026,Medium,6
AI Engineer,Enterprise,Education,UK,Remote,Entry,12,Bachelor,0,0,0,0,0,204143,8,2024,High,1
Data Engineer,Startup,Technology,Australia,Onsite,Mid,4,PhD,0,1,1,0,0,82593,11,2022,High,5
Data Scientist,MNC,E-commerce,Australia,Remote,Mid,14,Master,0,0,0,1,1,45083,12,2021,Medium,6
Data Scientist,Medium,Technology,Australia,Onsite,Mid,14,Master,1,0,1,0,0,104436,4,2021,High,3
Business Analyst,Enterprise,Education,India,Hybrid,Entry,1,Master,1,0,0,0,1,98775,11,2025,High,9
AI Engineer,Enterprise,Finance,Singapore,Remote,Senior,8,PhD,0,0,0,1,1,45083,5,2024,Medium,1
Data Scientist,Medium,Finance,Australia,Remote,Mid,8,Bachelor,0,0,0,1,0,132431,12,2023,Low,5
Business Analyst,Medium,Finance,UK,Hybrid,Entry,13,Master,1,1,1,1,1,116269,8,2023,Medium,7
Data Analyst,Enterprise,Retail,Australia,Remote,Mid,8,PhD,1,0,0,0,0,116043,10,2022,Low,3
Machine Learning Engineer,Enterprise,Technology,Germany,Remote,Mid,8,PhD,0,0,1,1,1,95103,1,2024,Low,5
Data Analyst,Medium,E-commerce,UK,Onsite,Mid,14,Bachelor,1,1,1,0,0,99128,10,2023,Medium,7
Data Analyst,Startup,Retail,UK,Onsite,Entry,2,Bachelor,0,1,1,0,1,89234,9,2026,Low,8
Machine Learning Engineer,Startup,Healthcare,India,Hybrid,Entry,9,PhD,0,0,1,1,1,131942,10,2023,Medium,6
Data Scientist,MNC,E-commerce,USA,Remote,Mid,5,Bachelor,0,0,0,0,0,89616,10,2020,Low,8
Machine Learning Engineer,Medium,Retail,Canada,Remote,Entry,8,Bachelor,0,0,0,0,1,45083,11,2020,Medium,4
Data Scientist,Medium,E-commerce,UK,Hybrid,Entry,0,PhD,1,0,0,0,1,107195,12,2025,Low,9
Business Analyst,MNC,Finance,India,Remote,Entry,4,PhD,0,1,0,0,1,103082,1,2023,Medium,7
Machine Learning Engineer,Medium,Finance,Germany,Onsite,Senior,8,Bachelor,0,0,0,0,1,123100,5,2020,Low,5
AI Engineer,Enterprise,E-commerce,UK,Hybrid,Senior,4,Bachelor,0,1,0,0,0,116256,7,2021,Medium,1
AI Engineer,Startup,Education,Canada,Onsite,Mid,10,PhD,1,0,1,0,1,122353,7,2022,Medium,4
Machine Learning Engineer,MNC,Education,India,Hybrid,Senior,9,Master,0,0,1,1,0,116054,9,2023,Medium,3
Business Analyst,Medium,Finance,UK,Hybrid,Mid,12,Bachelor,1,1,1,1,0,86589,8,2021,High,9
Data Scientist,Enterprise,Technology,USA,Hybrid,Entry,9,Master,1,1,0,0,0,73601,3,2025,Medium,8
Data Analyst,Startup,Retail,USA,Hybrid,Senior,10,Bachelor,0,1,1,1,0,122672,2,2025,High,7
Business Analyst,Medium,Finance,Germany,Remote,Mid,4,Bachelor,1,1,0,1,1,118993,10,2026,Medium,2
Business Analyst,Enterprise,E-commerce,USA,Remote,Entry,0,PhD,1,1,1,0,0,68987,7,2025,High,1
Data Scientist,Startup,Technology,UK,Remote,Mid,5,Master,1,0,1,0,1,108631,4,2025,High,1
Data Analyst,Medium,Healthcare,Singapore,Remote,Senior,12,Bachelor,0,1,0,1,0,133882,12,2023,Medium,5
Business Analyst,MNC,E-commerce,Germany,Hybrid,Mid,14,PhD,1,1,1,0,1,96969,6,2021,High,1
Business Analyst,Enterprise,Healthcare,Germany,Hybrid,Entry,8,PhD,1,0,0,1,0,50820,12,2025,Low,4
Machine Learning Engineer,MNC,Healthcare,India,Remote,Senior,13,PhD,0,1,0,0,1,121815,4,2026,High,4
AI Engineer,Startup,Healthcare,Australia,Remote,Mid,13,PhD,0,1,1,1,1,122293,10,2021,High,1
Business Analyst,Startup,Technology,Australia,Onsite,Mid,11,PhD,0,0,0,1,1,102534,12,2025,Low,7
AI Engineer,Enterprise,Finance,USA,Hybrid,Mid,5,Bachelor,1,1,1,0,0,90752,11,2025,Medium,5
Machine Learning Engineer,Startup,Technology,Canada,Onsite,Mid,4,PhD,1,1,0,1,1,45083,1,2023,Medium,2
Data Engineer,Medium,Technology,USA,Onsite,Mid,8,PhD,1,1,1,1,1,103319,2,2024,High,3
Business Analyst,MNC,E-commerce,India,Onsite,Entry,11,Bachelor,1,0,1,0,1,130635,8,2021,Low,8
Machine Learning Engineer,Startup,Healthcare,Singapore,Remote,Mid,13,Master,0,1,0,1,1,114897,7,2021,Medium,4
Data Analyst,Medium,Retail,India,Remote,Senior,10,Bachelor,0,0,1,0,1,58844,2,2024,Medium,3
Data Analyst,Enterprise,Retail,India,Onsite,Entry,5,Bachelor,0,1,1,1,0,90208,11,2026,Medium,6
Machine Learning Engineer,Enterprise,E-commerce,UK,Remote,Senior,11,Master,1,1,0,0,0,145717,12,2024,High,6
AI Engineer,MNC,Retail,Germany,Hybrid,Entry,13,Bachelor,1,1,1,1,1,124975,1,2022,Medium,3
Data Scientist,MNC,Technology,UK,Hybrid,Entry,12,Master,1,1,0,1,0,82544,8,2025,Low,7
Machine Learning Engineer,MNC,Technology,Singapore,Remote,Senior,8,Master,1,1,0,0,1,141083,8,2023,High,1
Business Analyst,Startup,E-commerce,UK,Onsite,Entry,9,Bachelor,0,1,1,1,0,79876,9,2021,Medium,5
Machine Learning Engineer,Startup,Healthcare,India,Onsite,Senior,1,PhD,1,0,0,1,0,90411,1,2026,Low,4
Data Engineer,Enterprise,Healthcare,India,Hybrid,Mid,10,PhD,1,1,0,0,1,45083,4,2026,Medium,1
Data Analyst,Startup,Finance,India,Onsite,Senior,7,PhD,0,1,1,0,0,70786,1,2022,High,2
Machine Learning Engineer,Startup,Healthcare,Canada,Remote,Senior,12,PhD,0,1,0,0,0,130424,10,2026,Medium,7
Data Analyst,MNC,Finance,Germany,Remote,Mid,12,Master,0,0,1,1,0,63696,10,2023,High,6
Data Analyst,MNC,Finance,Australia,Remote,Senior,9,Master,1,0,0,1,1,159767,5,2021,High,7
Data Engineer,Startup,Education,UK,Hybrid,Mid,12,Master,1,1,1,0,1,131952,9,2021,Medium,5
Business Analyst,Startup,Finance,Germany,Onsite,Entry,1,PhD,0,0,1,0,1,92886,4,2020,Medium,2
Machine Learning Engineer,Medium,E-commerce,UK,Remote,Senior,4,Master,1,1,1,0,1,128529,2,2022,Medium,7
Data Analyst,Enterprise,Finance,UK,Onsite,Senior,2,Bachelor,1,0,1,0,0,107230,12,2021,Low,6
Data Scientist,Startup,Education,USA,Remote,Mid,9,Bachelor,1,1,1,0,0,96148,10,2021,Medium,8
Data Analyst,Enterprise,E-commerce,Singapore,Hybrid,Mid,13,Master,1,1,0,0,1,104862,1,2024,High,8
Data Engineer,Enterprise,Finance,Germany,Onsite,Entry,11,Master,0,0,1,0,0,126334,12,2022,Low,4
AI Engineer,Startup,Finance,Canada,Onsite,Mid,3,Bachelor,1,0,1,0,0,118457,5,2022,Medium,8
Data Analyst,Startup,Technology,Australia,Onsite,Mid,11,Master,1,0,0,1,0,104735,6,2022,High,6
Machine Learning Engineer,MNC,Retail,Australia,Hybrid,Mid,13,Master,0,0,1,1,0,117909,3,2026,Medium,4
Data Engineer,Startup,Education,USA,Remote,Mid,7,Master,0,1,0,1,1,45083,2,2022,High,3
Machine Learning Engineer,Startup,Healthcare,Australia,Hybrid,Mid,14,Master,1,1,1,1,0,68835,1,2022,High,4
AI Engineer,Enterprise,Retail,UK,Onsite,Senior,7,Bachelor,0,1,0,0,0,60424,11,2020,Medium,6
Data Analyst,MNC,Technology,Australia,Remote,Entry,10,PhD,1,0,1,0,0,69622,8,2025,High,2
Business Analyst,MNC,Technology,India,Onsite,Entry,10,Bachelor,1,0,0,0,0,120830,9,2020,High,9
AI Engineer,MNC,Finance,Canada,Onsite,Entry,10,PhD,0,1,1,0,1,75284,1,2022,Medium,1
Data Scientist,Enterprise,Technology,Germany,Remote,Senior,7,Bachelor,1,1,1,0,1,109019,11,2024,High,9
Business Analyst,Enterprise,Technology,UK,Onsite,Mid,12,Bachelor,0,1,0,1,1,136602,4,2021,High,3
Data Analyst,Medium,Technology,Canada,Onsite,Entry,2,Master,1,1,1,1,0,129201,1,2026,High,8
Data Scientist,Medium,Retail,Singapore,Onsite,Mid,13,Bachelor,1,1,1,1,0,108043,1,2026,Low,9
AI Engineer,Medium,Healthcare,Canada,Remote,Senior,9,PhD,1,0,0,0,1,124124,7,2023,Medium,1
Data Engineer,Enterprise,E-commerce,Australia,Onsite,Senior,8,Bachelor,1,1,0,1,0,74316,11,2024,Low,1
AI Engineer,Enterprise,E-commerce,USA,Hybrid,Senior,12,Bachelor,1,1,1,0,1,70212,8,2022,High,1
Data Engineer,Startup,Finance,India,Onsite,Entry,10,PhD,0,1,1,1,0,94780,8,2025,High,8
Data Engineer,Medium,Education,Singapore,Onsite,Mid,14,PhD,0,0,1,1,1,86401,12,2025,Medium,8
Machine Learning Engineer,MNC,Technology,Germany,Hybrid,Entry,11,Master,0,0,1,0,1,99364,8,2022,High,3
Data Engineer,Enterprise,Healthcare,India,Remote,Senior,11,Bachelor,1,0,0,0,0,85843,3,2021,High,8
Data Analyst,Startup,Finance,Singapore,Onsite,Mid,4,PhD,0,1,0,1,1,108441,4,2026,High,8
Data Engineer,Startup,Technology,UK,Hybrid,Senior,12,Bachelor,0,1,0,1,0,46552,6,2025,Low,8
Data Engineer,MNC,Retail,UK,Onsite,Mid,12,Bachelor,1,0,1,0,0,52303,11,2026,Medium,3
Data Engineer,Enterprise,E-commerce,UK,Hybrid,Senior,2,Master,0,0,0,0,0,119248,5,2020,High,3
Data Engineer,MNC,Technology,Australia,Remote,Mid,5,Master,0,0,0,1,1,204143,12,2023,Medium,8
Business Analyst,Enterprise,E-commerce,Germany,Hybrid,Senior,14,Bachelor,0,1,1,1,0,82031,4,2022,High,2
Machine Learning Engineer,Enterprise,Finance,UK,Hybrid,Mid,12,PhD,1,1,1,1,1,101821,6,2022,Low,1
Data Engineer,MNC,Retail,Singapore,Onsite,Entry,6,Bachelor,1,0,1,0,0,107613,3,2022,High,3
Data Analyst,Medium,Education,Canada,Hybrid,Senior,2,Bachelor,0,0,1,1,1,94770,11,2024,Medium,3
AI Engineer,MNC,Education,Australia,Onsite,Mid,5,PhD,1,0,1,1,0,129238,1,2025,High,4
AI Engineer,MNC,E-commerce,Australia,Hybrid,Entry,14,Bachelor,1,0,1,1,0,101142,5,2020,Low,9
Data Analyst,MNC,Healthcare,Canada,Hybrid,Entry,14,Master,0,0,1,1,1,114803,4,2025,Low,5
Machine Learning Engineer,Enterprise,Finance,Canada,Hybrid,Senior,3,Bachelor,1,1,1,0,0,122985,1,2022,Low,7
Machine Learning Engineer,Medium,Retail,UK,Hybrid,Senior,8,PhD,0,1,0,1,1,53394,1,2024,Low,9
Business Analyst,MNC,Education,UK,Onsite,Mid,6,Bachelor,1,0,1,0,0,134004,5,2022,High,4
AI Engineer,Enterprise,E-commerce,Australia,Remote,Mid,9,Master,1,1,1,1,1,110348,6,2023,Low,7
Machine Learning Engineer,Medium,E-commerce,UK,Hybrid,Senior,10,Master,1,1,0,0,1,177491,4,2020,Medium,2
AI Engineer,Enterprise,Finance,Australia,Onsite,Entry,0,Master,1,1,0,0,1,104020,3,2025,Low,8
Machine Learning Engineer,Startup,Education,Germany,Onsite,Mid,4,Bachelor,1,0,1,0,1,100460,1,2023,High,4
Data Engineer,Startup,Technology,Canada,Remote,Senior,4,Bachelor,1,0,1,1,1,140009,4,2020,Low,3
Data Scientist,MNC,Healthcare,India,Remote,Senior,9,Master,1,1,0,1,1,153942,10,2023,Low,2
Data Scientist,Startup,Finance,Australia,Hybrid,Senior,14,Bachelor,1,0,0,0,0,59026,7,2026,High,4
AI Engineer,MNC,Finance,Singapore,Remote,Entry,1,Master,1,0,1,1,0,178423,1,2023,Medium,7
Machine Learning Engineer,MNC,Technology,Australia,Onsite,Entry,9,PhD,0,0,0,1,0,104798,7,2021,High,3
Data Engineer,Enterprise,Education,Australia,Remote,Senior,5,Master,1,0,1,1,0,123660,9,2021,High,3
Data Analyst,Medium,E-commerce,USA,Hybrid,Senior,11,PhD,1,0,0,1,1,69710,12,2021,High,7
Machine Learning Engineer,Medium,E-commerce,Germany,Onsite,Mid,9,Bachelor,0,1,1,0,0,129274,4,2022,Low,2
Data Analyst,Startup,Retail,India,Onsite,Senior,3,Bachelor,0,1,1,1,0,140208,10,2025,High,9
AI Engineer,Enterprise,Education,Singapore,Hybrid,Senior,10,PhD,1,1,0,1,0,135029,6,2020,High,6
Machine Learning Engineer,MNC,Healthcare,Germany,Onsite,Entry,1,Bachelor,0,1,0,0,0,85369,1,2022,High,5
Business Analyst,Medium,Finance,India,Onsite,Mid,6,Bachelor,0,0,1,1,1,45083,12,2021,Medium,8
Machine Learning Engineer,MNC,Finance,UK,Remote,Senior,6,Bachelor,1,1,0,1,1,45083,2,2020,Medium,1
Data Scientist,Enterprise,Retail,UK,Remote,Senior,12,Bachelor,0,1,0,1,1,107425,4,2024,Low,5
Data Engineer,Startup,Education,USA,Hybrid,Entry,9,Bachelor,0,0,1,0,1,105742,12,2020,High,5
AI Engineer,MNC,E-commerce,Germany,Hybrid,Entry,14,PhD,0,1,0,1,0,80220,6,2023,Low,6
Data Analyst,Enterprise,Technology,Germany,Onsite,Entry,8,Master,0,1,0,0,0,102007,7,2025,High,4
Data Analyst,Startup,Technology,UK,Hybrid,Entry,13,Bachelor,1,1,1,0,1,83187,10,2022,High,6
AI Engineer,Medium,Finance,USA,Onsite,Mid,8,PhD,1,0,1,1,0,116410,11,2026,Low,7
Data Scientist,Medium,Retail,USA,Hybrid,Senior,2,PhD,0,1,1,0,1,94356,8,2020,Low,4
AI Engineer,Startup,E-commerce,India,Onsite,Mid,2,PhD,1,1,1,1,1,109753,3,2024,Low,6
Data Scientist,MNC,Technology,Singapore,Onsite,Senior,7,PhD,0,0,1,1,0,106587,1,2025,Low,1
AI Engineer,Enterprise,Education,Singapore,Hybrid,Senior,3,Master,0,1,1,0,0,84615,10,2023,High,4
AI Engineer,Enterprise,Technology,Germany,Remote,Senior,14,Master,1,0,1,0,1,116731,1,2025,High,9
AI Engineer,Medium,Education,India,Hybrid,Mid,12,Bachelor,1,0,0,1,1,101039,12,2024,High,6
Data Scientist,MNC,Healthcare,USA,Hybrid,Entry,3,Master,1,1,0,0,0,95558,1,2020,Medium,9
Data Engineer,MNC,Retail,UK,Onsite,Entry,11,Master,1,1,0,0,1,114708,10,2026,Low,7
AI Engineer,MNC,Education,Germany,Hybrid,Senior,13,Bachelor,0,1,1,0,1,135529,8,2022,Low,4
AI Engineer,Medium,Finance,UK,Onsite,Mid,5,Master,1,0,1,0,0,101079,6,2025,High,3
AI Engineer,MNC,Healthcare,Germany,Onsite,Mid,0,Master,0,0,0,0,0,104923,4,2025,High,3
Data Engineer,Medium,E-commerce,Australia,Remote,Senior,8,PhD,1,1,1,1,1,113674,3,2021,High,7
Data Analyst,Startup,Healthcare,USA,Onsite,Senior,0,Master,0,0,1,0,1,121628,2,2023,Medium,3
Machine Learning Engineer,Enterprise,Healthcare,USA,Onsite,Senior,13,PhD,0,0,0,0,0,114367,11,2021,Low,2
Data Analyst,Startup,Finance,India,Hybrid,Mid,11,PhD,1,0,1,0,1,128066,11,2023,High,4
Data Scientist,MNC,Technology,India,Remote,Mid,14,Bachelor,0,0,0,1,0,79378,11,2026,Low,2
Data Engineer,Enterprise,E-commerce,India,Hybrid,Senior,0,Master,1,1,1,1,0,142618,1,2024,High,1
Data Analyst,MNC,Education,Australia,Hybrid,Mid,12,Bachelor,0,1,1,0,1,102791,6,2023,High,4
Data Engineer,MNC,Finance,Singapore,Onsite,Mid,5,Bachelor,1,0,1,0,1,62278,7,2023,High,9
Data Scientist,Medium,E-commerce,Germany,Hybrid,Senior,4,Master,1,1,0,0,1,61887,12,2021,High,1
Data Analyst,Startup,Technology,Canada,Onsite,Mid,5,PhD,1,0,0,1,0,97976,6,2023,Low,2
Business Analyst,Medium,E-commerce,Singapore,Onsite,Senior,7,Master,1,0,0,1,0,52503,10,2023,Medium,8
Data Engineer,Enterprise,Education,Canada,Onsite,Mid,8,Master,0,0,1,0,0,111092,8,2023,High,2
Data Analyst,MNC,Technology,India,Hybrid,Mid,14,Bachelor,1,1,0,1,0,120577,10,2020,High,5
Machine Learning Engineer,MNC,Technology,Singapore,Remote,Senior,2,Master,0,0,0,0,1,125997,11,2021,High,2
Machine Learning Engineer,Startup,Healthcare,India,Hybrid,Senior,13,Bachelor,0,1,1,1,1,123176,2,2021,High,6
Data Analyst,Medium,Healthcare,Canada,Hybrid,Mid,11,PhD,1,1,1,0,0,172017,8,2023,Low,4
Data Analyst,Enterprise,Healthcare,Canada,Onsite,Entry,6,PhD,1,1,0,0,1,113717,8,2024,High,2
Data Analyst,Enterprise,Technology,India,Hybrid,Entry,12,Bachelor,1,0,1,0,0,50091,6,2026,High,6
AI Engineer,MNC,Healthcare,Germany,Remote,Senior,14,Master,1,1,0,0,0,102015,4,2022,High,9
Business Analyst,Enterprise,Education,Canada,Remote,Mid,10,Master,0,0,1,0,1,60508,12,2026,High,4
Data Engineer,Enterprise,Education,USA,Hybrid,Senior,8,Bachelor,0,1,1,0,1,110344,2,2026,High,3
Data Engineer,Startup,Education,India,Remote,Mid,7,Master,1,0,0,0,1,64139,1,2022,Low,9
Data Scientist,Enterprise,Healthcare,Germany,Remote,Senior,14,Bachelor,0,1,1,1,1,75879,5,2024,High,2
AI Engineer,Medium,E-commerce,Australia,Hybrid,Senior,9,Master,1,1,0,1,1,103345,11,2024,High,7
Machine Learning Engineer,Enterprise,Technology,Singapore,Onsite,Entry,12,Master,1,0,1,1,0,142228,2,2022,High,1
Data Scientist,MNC,Education,UK,Onsite,Senior,3,Master,1,1,1,1,0,101162,9,2026,High,3
Data Engineer,Enterprise,E-commerce,Canada,Hybrid,Entry,6,Bachelor,1,1,1,1,1,107611,5,2021,High,5
Data Engineer,Enterprise,E-commerce,UK,Remote,Mid,4,Master,0,1,1,0,1,111788,5,2022,High,7
AI Engineer,MNC,Technology,India,Hybrid,Senior,13,Master,0,1,1,1,1,114753,1,2022,High,4
Data Analyst,Enterprise,Retail,India,Onsite,Entry,1,Bachelor,0,0,0,0,0,81265,3,2022,High,6
