age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase
40.0,Female,Tablet,19.43,12.0,9.0,5.0,1.0,0.0,0.0,25.38,73.73,1.0
22.0,Male,,22.73,9.0,11.0,9.0,1.0,1.0,1.0,12.53,62.89,1.0
33.0,Male,Mobile,24.11,11.0,11.0,5.0,0.0,0.0,1.0,13.15,21.51,
48.0,Female,Mobile,16.7,6.0,4.0,6.0,0.0,0.0,,6.45,65.14,
21.0,Female,,15.43,18.0,3.0,0.0,1.0,0.0,0.0,15.25,89.11,
50.0,Female,Tablet,23.28,10.0,11.0,7.0,0.0,0.0,0.0,17.36,64.25,1.0
45.0,Female,Tablet,21.35,17.0,4.0,3.0,1.0,1.0,,10.93,75.41,1.0
27.0,,,7.36,13.0,12.0,4.0,1.0,0.0,0.0,24.07,27.54,0.0
35.0,Male,Mobile,18.66,12.0,7.0,7.0,,1.0,0.0,24.64,49.73,
51.0,,Tablet,15.2,3.0,5.0,7.0,0.0,0.0,0.0,28.32,34.75,1.0
22.0,Male,Mobile,3.27,12.0,1.0,6.0,0.0,,1.0,1.16,16.78,0.0
34.0,Female,Mobile,20.85,5.0,4.0,3.0,1.0,1.0,0.0,1.87,92.3,
37.0,Female,Tablet,10.04,3.0,11.0,8.0,1.0,,1.0,30.63,75.18,1.0
23.0,,Mobile,16.67,12.0,13.0,7.0,0.0,1.0,0.0,12.13,76.32,1.0
36.0,,Mobile,27.3,6.0,12.0,2.0,,0.0,0.0,12.59,57.81,
28.0,Male,Mobile,25.99,17.0,14.0,5.0,1.0,,1.0,16.1,50.44,0.0
30.0,Male,,15.0,14.0,12.0,9.0,0.0,,,32.31,66.04,
30.0,Female,Desktop,7.22,8.0,9.0,1.0,0.0,,1.0,28.24,46.92,1.0
36.0,,Tablet,22.14,9.0,12.0,8.0,1.0,1.0,,12.1,94.33,1.0
37.0,Male,,7.86,2.0,7.0,,1.0,0.0,0.0,16.98,47.24,1.0
57.0,Male,Mobile,19.96,10.0,9.0,1.0,0.0,1.0,0.0,11.16,3.69,1.0
52.0,Male,,26.45,2.0,10.0,8.0,0.0,0.0,0.0,21.89,41.85,1.0
29.0,Female,Tablet,5.63,7.0,12.0,8.0,0.0,0.0,0.0,20.45,79.9,
55.0,Male,,17.85,5.0,3.0,9.0,0.0,1.0,0.0,16.28,11.93,0.0
27.0,Male,,1.0,12.0,10.0,0.0,0.0,1.0,1.0,2.65,4.74,1.0
59.0,Female,,14.13,10.0,14.0,2.0,,,0.0,3.12,23.47,0.0
38.0,Male,Mobile,26.84,8.0,0.0,8.0,0.0,0.0,,10.76,46.33,1.0
31.0,Male,Mobile,3.0,10.0,5.0,1.0,1.0,1.0,1.0,3.55,17.66,1.0
33.0,Female,,27.83,8.0,8.0,5.0,,1.0,1.0,6.98,69.84,1.0
59.0,,Tablet,30.0,10.0,12.0,8.0,0.0,1.0,1.0,11.9,5.3,0.0
47.0,,Mobile,28.51,4.0,9.0,2.0,1.0,,0.0,1.68,99.97,1.0
58.0,Female,Tablet,20.66,1.0,14.0,,1.0,,,18.65,83.35,1.0
30.0,Female,Mobile,6.76,11.0,11.0,5.0,0.0,1.0,1.0,10.84,31.76,0.0
45.0,,Mobile,1.0,9.0,3.0,2.0,0.0,1.0,,29.72,19.24,0.0
33.0,Male,,20.45,10.0,4.0,4.0,0.0,0.0,1.0,15.51,88.52,0.0
41.0,Male,Mobile,16.48,12.0,2.0,8.0,1.0,,0.0,5.08,61.87,1.0
36.0,,Tablet,17.49,9.0,0.0,9.0,1.0,1.0,1.0,27.01,91.23,1.0
21.0,Male,,14.68,10.0,1.0,9.0,1.0,0.0,0.0,19.18,3.13,
42.0,,Mobile,7.24,9.0,14.0,4.0,1.0,0.0,1.0,26.8,0.01,1.0
37.0,,Tablet,9.92,,6.0,2.0,1.0,,0.0,18.01,52.51,1.0
19.0,,Tablet,3.02,4.0,14.0,0.0,0.0,0.0,0.0,10.75,84.0,0.0
41.0,Male,Desktop,13.52,11.0,12.0,8.0,1.0,1.0,0.0,20.2,18.75,
56.0,Female,Desktop,27.3,19.0,7.0,0.0,1.0,,0.0,1.4,70.37,1.0
31.0,Female,Mobile,24.1,19.0,4.0,7.0,0.0,0.0,,6.87,38.29,0.0
20.0,Male,Desktop,11.23,10.0,7.0,0.0,0.0,1.0,,7.58,83.41,
35.0,Female,Tablet,15.99,10.0,13.0,4.0,0.0,0.0,0.0,10.32,0.01,0.0
28.0,,Tablet,22.78,1.0,3.0,1.0,1.0,0.0,0.0,39.82,20.91,1.0
32.0,Female,,5.66,8.0,5.0,,1.0,1.0,1.0,21.53,15.22,
29.0,Female,,11.44,11.0,7.0,0.0,0.0,0.0,0.0,17.97,90.23,1.0
18.0,Male,,16.21,15.0,12.0,4.0,0.0,,,6.79,41.49,0.0
40.0,,Desktop,9.14,10.0,2.0,,,0.0,,9.97,27.85,0.0
47.0,Male,Desktop,19.22,1.0,,9.0,1.0,1.0,0.0,31.33,53.9,0.0
24.0,Female,Desktop,13.68,18.0,6.0,7.0,,0.0,0.0,10.97,25.29,1.0
54.0,Male,Tablet,27.81,6.0,4.0,8.0,0.0,0.0,,27.04,39.89,
48.0,Female,Desktop,,9.0,8.0,,0.0,0.0,0.0,12.08,3.22,
26.0,,Tablet,4.34,10.0,14.0,7.0,,0.0,1.0,14.97,86.61,1.0
43.0,Female,Desktop,24.96,2.0,11.0,6.0,1.0,,,12.62,7.48,
59.0,Male,Mobile,23.86,11.0,6.0,2.0,1.0,1.0,0.0,1.6,96.6,1.0
22.0,Male,Tablet,12.83,18.0,4.0,1.0,1.0,0.0,0.0,12.96,89.77,
50.0,Male,Desktop,26.06,16.0,14.0,0.0,,0.0,1.0,10.34,94.33,0.0
36.0,,Desktop,16.33,4.0,13.0,8.0,1.0,0.0,,5.06,67.87,1.0
24.0,Male,Desktop,30.0,14.0,1.0,1.0,,0.0,0.0,24.46,95.65,
42.0,Female,,14.94,12.0,14.0,4.0,1.0,,0.0,14.2,14.89,0.0
,Male,Desktop,12.92,15.0,7.0,3.0,1.0,1.0,1.0,9.61,,0.0
20.0,Female,Desktop,6.19,11.0,6.0,8.0,0.0,1.0,0.0,16.63,21.69,1.0
38.0,Male,Mobile,12.9,9.0,14.0,7.0,,0.0,1.0,30.07,33.01,
27.0,Male,Desktop,27.35,12.0,5.0,8.0,,,0.0,8.7,79.88,
37.0,Female,Mobile,5.42,18.0,5.0,3.0,1.0,0.0,1.0,10.96,25.8,
24.0,Male,Tablet,21.28,5.0,6.0,2.0,1.0,,0.0,4.61,50.26,1.0
36.0,Female,Tablet,5.5,10.0,7.0,9.0,0.0,,0.0,10.62,45.79,0.0
42.0,,Tablet,14.87,10.0,7.0,8.0,1.0,0.0,1.0,32.86,71.68,1.0
47.0,,,26.34,15.0,10.0,9.0,0.0,0.0,1.0,11.91,32.24,
32.0,Male,Mobile,7.62,6.0,13.0,1.0,1.0,0.0,1.0,8.49,37.6,1.0
37.0,,Tablet,27.96,17.0,14.0,9.0,1.0,1.0,,23.03,33.93,1.0
20.0,Male,Tablet,1.34,15.0,1.0,1.0,0.0,0.0,,8.53,32.28,
21.0,,Tablet,11.49,15.0,14.0,3.0,,0.0,0.0,30.53,55.81,
41.0,Male,Tablet,17.64,5.0,11.0,,0.0,,0.0,40.06,47.94,1.0
22.0,,,17.63,8.0,12.0,1.0,,0.0,1.0,4.63,91.82,0.0
26.0,,Mobile,13.24,18.0,12.0,1.0,,0.0,,30.49,34.15,0.0
59.0,,Mobile,13.13,11.0,14.0,1.0,1.0,0.0,1.0,17.54,22.71,
58.0,Female,Desktop,11.65,8.0,14.0,8.0,1.0,0.0,1.0,25.51,51.46,1.0
43.0,Female,Mobile,4.84,19.0,1.0,4.0,0.0,,1.0,19.44,85.61,1.0
48.0,Female,Desktop,26.69,7.0,14.0,0.0,,0.0,1.0,26.33,36.03,1.0
51.0,Female,Mobile,27.08,13.0,5.0,3.0,0.0,0.0,,29.76,40.69,1.0
33.0,Male,Mobile,16.36,14.0,7.0,9.0,0.0,,1.0,9.54,43.06,1.0
47.0,Male,,4.25,16.0,13.0,9.0,0.0,,,18.78,81.77,0.0
47.0,Male,Tablet,16.8,6.0,7.0,7.0,1.0,1.0,1.0,,63.41,0.0
42.0,Male,Mobile,3.68,2.0,11.0,3.0,0.0,0.0,,0.6,0.01,
56.0,Male,Mobile,11.07,8.0,6.0,6.0,0.0,0.0,1.0,13.81,37.19,1.0
20.0,,Desktop,29.78,18.0,0.0,7.0,1.0,1.0,,2.27,55.29,1.0
37.0,Male,,12.59,9.0,4.0,7.0,,,0.0,17.35,45.16,
42.0,Female,Mobile,28.95,15.0,12.0,5.0,0.0,1.0,0.0,19.2,43.0,
59.0,Female,Tablet,15.61,12.0,10.0,8.0,0.0,1.0,1.0,32.78,45.86,1.0
35.0,Female,Tablet,19.91,10.0,14.0,6.0,1.0,1.0,0.0,5.51,30.01,1.0
22.0,Female,Desktop,23.37,14.0,9.0,8.0,,1.0,0.0,19.01,99.42,1.0
54.0,Male,Desktop,9.02,13.0,6.0,3.0,,,0.0,24.61,54.26,
37.0,Female,Desktop,5.4,2.0,3.0,6.0,1.0,1.0,0.0,11.56,17.44,
59.0,Female,Desktop,29.17,11.0,5.0,7.0,1.0,1.0,1.0,,49.25,
40.0,,Mobile,17.54,19.0,5.0,5.0,,,,9.68,52.18,1.0
58.0,Female,Desktop,24.32,9.0,13.0,7.0,0.0,,,10.16,83.84,0.0
21.0,,Tablet,19.97,10.0,7.0,9.0,1.0,0.0,0.0,16.29,43.04,
37.0,Female,Desktop,30.0,10.0,11.0,5.0,,,1.0,15.66,68.81,0.0
20.0,Male,Mobile,7.91,10.0,4.0,8.0,1.0,0.0,0.0,5.91,57.78,1.0
39.0,Female,Desktop,27.77,16.0,5.0,,0.0,0.0,1.0,4.97,99.97,1.0
59.0,Male,Mobile,30.0,19.0,5.0,5.0,1.0,0.0,0.0,37.64,49.54,1.0
49.0,Female,Tablet,7.68,3.0,0.0,5.0,0.0,1.0,0.0,11.21,56.5,
22.0,Female,,27.65,18.0,12.0,0.0,0.0,,0.0,30.23,74.04,0.0
32.0,Female,Mobile,9.51,17.0,6.0,6.0,0.0,1.0,0.0,11.49,18.71,
58.0,Male,Mobile,,8.0,11.0,1.0,1.0,0.0,1.0,4.9,,1.0
23.0,Male,Desktop,13.82,10.0,9.0,,1.0,0.0,,20.7,61.11,
35.0,Female,Tablet,10.4,11.0,8.0,0.0,0.0,,0.0,0.57,61.58,0.0
24.0,Female,Tablet,25.17,8.0,2.0,7.0,,1.0,1.0,25.64,89.82,1.0
44.0,Female,Mobile,18.35,8.0,13.0,8.0,0.0,,1.0,5.55,52.35,
,Female,Mobile,19.53,18.0,3.0,7.0,0.0,1.0,0.0,41.61,99.97,0.0
49.0,,,6.15,17.0,5.0,5.0,,0.0,0.0,26.57,14.39,
38.0,Male,,16.47,11.0,8.0,9.0,1.0,,,18.45,99.97,1.0
25.0,Male,Mobile,,10.0,,2.0,0.0,0.0,1.0,3.72,65.49,
40.0,Female,Desktop,17.1,8.0,3.0,7.0,0.0,1.0,,17.08,99.43,
36.0,Male,Mobile,26.07,5.0,11.0,9.0,0.0,,0.0,11.82,29.02,1.0
49.0,Female,Desktop,24.31,3.0,5.0,0.0,1.0,,1.0,18.16,64.46,1.0
33.0,Male,,27.62,19.0,14.0,,,1.0,,31.67,52.67,0.0
56.0,Male,,27.62,16.0,4.0,9.0,1.0,0.0,0.0,40.24,50.83,
41.0,Female,,20.93,10.0,4.0,7.0,,1.0,1.0,34.73,33.93,1.0
59.0,Male,Desktop,12.4,14.0,11.0,4.0,0.0,,0.0,35.94,55.04,1.0
43.0,Female,Desktop,6.66,4.0,13.0,1.0,,0.0,1.0,3.21,70.98,
46.0,Male,Desktop,19.5,9.0,0.0,7.0,1.0,1.0,,10.92,54.95,0.0
50.0,,Desktop,9.49,10.0,,8.0,0.0,0.0,0.0,20.84,50.73,1.0
38.0,Male,Mobile,16.67,13.0,4.0,4.0,0.0,1.0,,23.06,25.47,1.0
21.0,Female,Desktop,1.59,2.0,5.0,7.0,,,0.0,11.98,27.93,0.0
47.0,,Desktop,20.73,10.0,,9.0,0.0,0.0,0.0,19.74,75.51,1.0
30.0,Male,Desktop,18.39,19.0,12.0,7.0,0.0,0.0,1.0,21.44,46.76,
46.0,Female,Tablet,5.64,2.0,13.0,5.0,0.0,0.0,0.0,20.92,33.14,1.0
54.0,Male,Desktop,9.85,13.0,11.0,8.0,1.0,,0.0,14.18,27.69,1.0
29.0,Female,Tablet,16.25,12.0,4.0,5.0,,1.0,0.0,30.49,87.18,1.0
59.0,Male,Mobile,12.95,10.0,11.0,7.0,0.0,0.0,,20.27,24.83,
43.0,Female,Desktop,6.61,4.0,0.0,8.0,1.0,1.0,0.0,2.71,21.35,
33.0,,Tablet,27.68,2.0,3.0,9.0,1.0,0.0,1.0,34.9,63.34,
41.0,Female,Tablet,19.87,18.0,5.0,5.0,0.0,1.0,0.0,17.41,23.55,0.0
26.0,Female,Desktop,27.79,9.0,12.0,1.0,1.0,0.0,1.0,24.67,77.29,1.0
48.0,Male,,18.69,11.0,0.0,4.0,0.0,0.0,1.0,0.91,40.86,0.0
34.0,Female,Tablet,5.32,6.0,1.0,7.0,0.0,1.0,1.0,,64.57,1.0
37.0,Female,,10.48,17.0,7.0,6.0,1.0,1.0,0.0,27.48,11.27,0.0
47.0,Male,,11.16,17.0,7.0,1.0,1.0,,0.0,6.12,84.15,0.0
45.0,Male,Desktop,29.66,9.0,12.0,0.0,,,0.0,2.5,49.68,
22.0,Male,Mobile,4.58,15.0,12.0,8.0,1.0,,0.0,1.24,14.28,1.0
18.0,Female,Desktop,25.53,2.0,4.0,5.0,0.0,0.0,1.0,29.4,14.26,
53.0,Female,Tablet,15.59,10.0,14.0,5.0,0.0,1.0,1.0,20.15,85.66,1.0
58.0,Male,Tablet,30.0,18.0,9.0,6.0,,1.0,1.0,34.4,28.24,1.0
34.0,Male,Tablet,14.18,17.0,11.0,1.0,,0.0,1.0,32.19,47.06,1.0
57.0,Male,,21.88,10.0,4.0,0.0,0.0,0.0,1.0,14.44,99.97,1.0
37.0,Male,Mobile,20.19,5.0,14.0,5.0,0.0,1.0,1.0,5.06,48.0,1.0
35.0,Female,Desktop,19.44,9.0,12.0,4.0,0.0,1.0,0.0,36.88,55.9,
53.0,Male,Tablet,29.55,17.0,14.0,2.0,0.0,0.0,,27.33,32.2,0.0
46.0,Male,Tablet,22.02,2.0,14.0,1.0,1.0,0.0,1.0,13.69,89.8,
51.0,Male,,12.56,18.0,12.0,0.0,0.0,0.0,1.0,1.29,59.45,1.0
30.0,Female,Desktop,22.79,16.0,14.0,2.0,0.0,0.0,,20.59,22.48,
25.0,Male,,8.64,17.0,14.0,6.0,,0.0,0.0,22.78,47.37,0.0
33.0,,,11.17,7.0,14.0,9.0,0.0,0.0,,7.0,85.4,
34.0,Female,Tablet,,3.0,11.0,8.0,1.0,0.0,0.0,20.76,79.02,0.0
33.0,Female,Tablet,30.0,11.0,,4.0,0.0,,1.0,20.75,48.71,1.0
19.0,Female,,7.54,9.0,5.0,3.0,1.0,,1.0,26.46,0.01,0.0
40.0,Female,Tablet,16.11,1.0,14.0,1.0,1.0,0.0,,14.4,15.01,
38.0,Male,Desktop,26.37,10.0,9.0,5.0,0.0,0.0,0.0,15.57,38.51,1.0
34.0,Female,,23.85,10.0,11.0,6.0,0.0,0.0,,11.53,33.21,1.0
29.0,Female,Tablet,12.63,8.0,12.0,4.0,,0.0,0.0,4.67,60.62,
42.0,Female,,28.41,5.0,11.0,3.0,1.0,0.0,0.0,42.59,52.6,0.0
58.0,Male,Tablet,14.35,6.0,9.0,7.0,,0.0,1.0,24.35,32.29,1.0
25.0,Female,Mobile,12.31,4.0,7.0,0.0,0.0,0.0,0.0,13.37,45.89,1.0
47.0,Male,Mobile,11.61,19.0,14.0,4.0,,1.0,1.0,15.73,54.65,
49.0,Female,Mobile,22.35,9.0,7.0,7.0,,1.0,1.0,23.5,99.97,0.0
,,,12.53,16.0,4.0,4.0,,1.0,0.0,35.57,33.04,0.0
41.0,Female,Tablet,29.76,7.0,7.0,0.0,0.0,0.0,0.0,21.97,58.77,0.0
39.0,Female,Mobile,20.68,3.0,4.0,8.0,,0.0,,3.83,54.08,0.0
40.0,Male,Tablet,26.86,10.0,7.0,4.0,0.0,1.0,0.0,24.55,82.95,1.0
35.0,Female,Mobile,3.6,10.0,8.0,6.0,0.0,0.0,1.0,14.67,68.66,1.0
41.0,Female,Tablet,29.99,12.0,7.0,1.0,1.0,0.0,1.0,44.75,94.31,0.0
51.0,Male,Tablet,2.79,14.0,14.0,3.0,1.0,1.0,0.0,26.81,95.59,1.0
,Male,Tablet,25.04,,4.0,1.0,,0.0,0.0,7.52,,1.0
49.0,Female,Mobile,19.57,10.0,5.0,,1.0,0.0,0.0,18.54,31.27,
59.0,Female,Tablet,16.99,17.0,7.0,1.0,,0.0,0.0,27.06,28.76,
,Female,Desktop,23.28,18.0,7.0,3.0,,0.0,1.0,4.24,43.47,0.0
59.0,Male,Mobile,17.15,7.0,9.0,4.0,1.0,1.0,,31.51,51.65,0.0
50.0,,Mobile,20.43,7.0,4.0,7.0,,0.0,,32.59,29.54,0.0
52.0,Female,Tablet,17.12,,8.0,4.0,1.0,,0.0,11.17,75.11,0.0
28.0,,Tablet,3.07,10.0,0.0,6.0,1.0,1.0,1.0,3.77,46.79,1.0
59.0,Male,,,9.0,5.0,9.0,0.0,1.0,1.0,10.7,43.28,
53.0,Male,Mobile,22.43,6.0,14.0,0.0,0.0,0.0,,26.47,99.67,0.0
55.0,Female,Tablet,17.59,,5.0,4.0,1.0,1.0,1.0,10.61,81.12,
,Female,Mobile,8.01,9.0,3.0,0.0,0.0,,0.0,1.78,38.96,
57.0,Male,Desktop,16.39,9.0,10.0,9.0,0.0,0.0,0.0,0.57,41.44,
30.0,,Mobile,16.12,18.0,13.0,5.0,1.0,,0.0,13.84,86.71,1.0
28.0,Female,,18.56,11.0,6.0,,1.0,,,8.04,76.59,
54.0,Female,,1.38,10.0,7.0,1.0,,,0.0,16.9,62.93,1.0
31.0,Female,,11.47,5.0,14.0,1.0,0.0,1.0,,4.9,18.99,1.0
40.0,Male,Desktop,25.94,7.0,1.0,1.0,0.0,,1.0,8.27,91.24,1.0
56.0,Male,,11.96,10.0,14.0,3.0,0.0,,0.0,17.18,53.22,1.0
58.0,Female,Tablet,27.5,9.0,3.0,,,1.0,0.0,19.81,41.18,
49.0,,,13.2,9.0,11.0,6.0,0.0,1.0,,4.98,44.97,0.0
32.0,Male,Desktop,22.57,8.0,0.0,7.0,0.0,,1.0,24.55,85.06,1.0
,Female,Mobile,28.03,9.0,4.0,7.0,0.0,1.0,0.0,8.71,39.57,0.0
20.0,,Mobile,14.75,15.0,12.0,5.0,,1.0,1.0,8.98,97.92,1.0
46.0,Male,,19.75,19.0,4.0,5.0,1.0,0.0,,0.57,11.33,1.0
38.0,Male,Mobile,9.7,9.0,13.0,8.0,,1.0,0.0,13.28,72.62,1.0
43.0,Male,Mobile,8.06,17.0,12.0,7.0,0.0,0.0,1.0,13.94,54.72,1.0
46.0,Male,Tablet,17.5,19.0,12.0,7.0,0.0,1.0,0.0,16.68,45.31,0.0
57.0,,Desktop,18.74,19.0,,8.0,1.0,0.0,0.0,5.53,62.77,1.0
33.0,,Desktop,15.97,1.0,11.0,7.0,0.0,1.0,1.0,20.2,,
49.0,Male,Desktop,4.55,14.0,4.0,4.0,,,0.0,19.51,21.66,1.0
54.0,Male,Desktop,19.74,16.0,7.0,8.0,0.0,0.0,0.0,15.2,99.97,1.0
41.0,Male,Mobile,14.66,3.0,1.0,5.0,0.0,1.0,0.0,17.01,55.75,1.0
,Female,Tablet,18.03,2.0,7.0,9.0,1.0,0.0,,44.75,61.51,1.0
28.0,Male,Desktop,22.91,17.0,10.0,9.0,1.0,1.0,0.0,26.24,42.65,1.0
59.0,Male,Desktop,15.02,8.0,6.0,2.0,0.0,1.0,1.0,0.98,58.14,0.0
38.0,Male,Desktop,7.4,13.0,11.0,9.0,,1.0,0.0,2.36,42.94,0.0
25.0,Male,,15.61,,6.0,,,,1.0,22.14,69.53,0.0
33.0,Male,Mobile,11.19,2.0,4.0,3.0,1.0,0.0,,17.32,47.79,1.0
43.0,Male,Desktop,18.52,5.0,10.0,7.0,1.0,,0.0,4.45,27.74,1.0
33.0,Female,,6.66,2.0,0.0,0.0,0.0,,1.0,5.34,65.98,1.0
59.0,Male,Tablet,22.0,9.0,14.0,2.0,0.0,0.0,,11.35,47.15,
34.0,Male,Desktop,11.45,3.0,7.0,0.0,0.0,1.0,0.0,39.7,61.71,1.0
24.0,,Desktop,3.7,1.0,5.0,8.0,0.0,0.0,,0.57,64.06,
58.0,,Mobile,29.23,18.0,1.0,0.0,0.0,0.0,1.0,16.57,56.94,0.0
32.0,Male,Mobile,6.43,10.0,14.0,0.0,1.0,1.0,1.0,35.5,34.74,
46.0,Female,Tablet,13.65,13.0,0.0,8.0,0.0,,1.0,5.11,11.0,1.0
52.0,Female,Mobile,2.37,3.0,11.0,1.0,1.0,,0.0,32.38,17.36,
59.0,Female,Mobile,29.28,3.0,2.0,4.0,0.0,0.0,1.0,12.26,17.62,1.0
35.0,,,28.64,9.0,9.0,8.0,1.0,1.0,1.0,20.0,1.28,
18.0,Male,Mobile,26.89,5.0,12.0,0.0,,0.0,1.0,13.94,62.66,1.0
26.0,Female,Mobile,27.25,10.0,13.0,9.0,,0.0,0.0,21.19,24.43,1.0
20.0,Male,,5.5,11.0,4.0,6.0,0.0,,1.0,21.51,27.64,0.0
48.0,,Tablet,20.99,19.0,13.0,9.0,0.0,1.0,0.0,18.49,56.97,1.0
30.0,Male,Tablet,10.29,12.0,13.0,4.0,1.0,0.0,1.0,23.86,63.8,
43.0,Female,Desktop,18.47,10.0,11.0,7.0,1.0,0.0,0.0,15.77,34.81,
18.0,Male,Desktop,5.08,13.0,5.0,8.0,1.0,1.0,1.0,5.47,81.9,1.0
37.0,Male,,23.87,18.0,6.0,1.0,1.0,0.0,,4.54,85.4,1.0
34.0,Female,Mobile,18.49,2.0,8.0,2.0,,0.0,1.0,4.16,12.23,
41.0,Male,Mobile,29.99,10.0,12.0,7.0,0.0,0.0,,12.94,17.05,1.0
46.0,Female,Mobile,3.78,10.0,14.0,7.0,1.0,0.0,0.0,10.73,71.46,1.0
43.0,Male,Desktop,8.82,16.0,14.0,2.0,0.0,0.0,0.0,10.96,74.05,
27.0,Female,Desktop,18.45,2.0,14.0,3.0,,1.0,0.0,24.55,37.95,
55.0,Female,Mobile,16.23,3.0,11.0,7.0,,1.0,0.0,,99.97,1.0
23.0,Male,Desktop,22.0,4.0,7.0,2.0,1.0,,0.0,26.29,9.24,0.0
25.0,,Desktop,27.1,10.0,7.0,4.0,0.0,1.0,0.0,9.8,54.94,1.0
18.0,Female,Desktop,4.06,6.0,4.0,3.0,0.0,0.0,1.0,3.93,76.12,1.0
53.0,,Tablet,17.63,14.0,6.0,3.0,1.0,0.0,0.0,9.02,99.97,0.0
29.0,,,2.42,3.0,10.0,3.0,0.0,0.0,0.0,18.52,90.28,1.0
,Male,Mobile,16.98,19.0,7.0,9.0,,1.0,0.0,15.7,65.61,
59.0,,,12.65,10.0,10.0,5.0,,0.0,0.0,4.17,29.55,
55.0,Female,Mobile,17.97,16.0,3.0,8.0,0.0,0.0,0.0,38.4,10.61,1.0
51.0,Female,,9.01,6.0,2.0,0.0,1.0,1.0,1.0,1.81,54.09,0.0
59.0,Male,Mobile,26.07,16.0,12.0,6.0,1.0,,0.0,3.2,84.77,1.0
43.0,Female,Mobile,15.44,19.0,2.0,8.0,0.0,0.0,1.0,23.59,60.03,1.0
22.0,Female,Mobile,20.71,19.0,10.0,5.0,1.0,0.0,0.0,27.89,50.64,1.0
39.0,,Tablet,29.62,5.0,9.0,3.0,1.0,1.0,1.0,4.13,57.08,0.0
38.0,Male,,27.55,8.0,4.0,7.0,0.0,1.0,,20.19,11.34,
38.0,,Mobile,1.68,11.0,4.0,0.0,1.0,1.0,1.0,,80.56,1.0
46.0,Female,Tablet,24.12,3.0,13.0,9.0,0.0,1.0,,1.49,37.2,1.0
59.0,,,26.17,5.0,8.0,0.0,1.0,0.0,1.0,15.53,20.09,1.0
45.0,Female,Desktop,8.94,6.0,4.0,8.0,1.0,0.0,1.0,1.48,91.0,1.0
28.0,,Mobile,13.92,4.0,11.0,3.0,1.0,0.0,0.0,0.57,58.57,1.0
30.0,Female,Mobile,6.57,14.0,11.0,6.0,,1.0,1.0,0.57,85.41,1.0
58.0,Female,Mobile,16.57,15.0,10.0,4.0,0.0,0.0,0.0,38.34,44.57,
36.0,,Mobile,25.75,7.0,7.0,5.0,0.0,,0.0,5.2,85.4,1.0
33.0,Male,Desktop,13.42,18.0,12.0,2.0,1.0,,1.0,30.86,33.29,1.0
33.0,,Desktop,14.4,4.0,4.0,5.0,1.0,,0.0,17.13,49.68,1.0
47.0,Male,Mobile,21.03,19.0,11.0,5.0,,0.0,1.0,14.8,23.78,
34.0,Female,Mobile,8.09,3.0,11.0,6.0,1.0,1.0,0.0,16.17,56.73,1.0
47.0,Male,Desktop,27.54,19.0,5.0,5.0,1.0,,,21.55,40.12,0.0
50.0,Female,Desktop,28.92,10.0,8.0,1.0,0.0,1.0,1.0,12.32,25.35,1.0
38.0,,Tablet,19.09,5.0,5.0,5.0,0.0,,1.0,11.57,64.58,0.0
41.0,Male,Mobile,25.35,13.0,2.0,5.0,0.0,1.0,,11.71,58.77,0.0
26.0,Male,Mobile,18.93,19.0,11.0,4.0,,0.0,,42.59,99.97,1.0
42.0,,Mobile,27.28,4.0,7.0,5.0,,,0.0,33.44,35.35,
32.0,Male,Mobile,6.11,8.0,6.0,0.0,0.0,1.0,0.0,4.51,19.07,
20.0,Male,Tablet,25.15,18.0,14.0,7.0,0.0,0.0,0.0,21.75,39.3,1.0
34.0,Male,Tablet,11.62,15.0,14.0,4.0,0.0,,0.0,34.27,53.3,1.0
41.0,Female,Desktop,19.41,19.0,11.0,8.0,1.0,,1.0,15.83,22.97,1.0
21.0,,Mobile,9.31,10.0,3.0,6.0,1.0,1.0,0.0,9.54,49.36,1.0
42.0,Male,Desktop,13.91,10.0,11.0,4.0,1.0,1.0,1.0,36.25,2.82,1.0
46.0,Male,Mobile,13.36,10.0,4.0,6.0,,0.0,1.0,35.43,81.7,0.0
58.0,,Mobile,28.47,8.0,10.0,6.0,,1.0,1.0,26.55,99.97,1.0
54.0,Male,Mobile,13.3,10.0,14.0,1.0,,,0.0,8.32,14.9,
55.0,Female,Desktop,18.26,10.0,12.0,3.0,1.0,1.0,0.0,12.88,45.0,1.0
32.0,,Mobile,28.17,14.0,7.0,6.0,0.0,0.0,1.0,7.85,56.61,1.0
37.0,,Tablet,5.83,3.0,5.0,0.0,1.0,1.0,0.0,34.82,56.83,0.0
59.0,Male,Mobile,17.75,5.0,11.0,7.0,1.0,0.0,,17.14,61.84,0.0
37.0,Male,Tablet,11.04,1.0,12.0,6.0,,0.0,0.0,14.53,5.38,1.0
45.0,Male,Tablet,9.79,10.0,12.0,4.0,1.0,0.0,1.0,16.74,85.26,0.0
30.0,Male,Tablet,21.1,19.0,5.0,2.0,1.0,0.0,1.0,0.82,99.97,1.0
44.0,Male,Tablet,17.0,4.0,7.0,1.0,0.0,1.0,1.0,24.85,9.78,
35.0,,Desktop,18.61,18.0,8.0,3.0,,0.0,1.0,9.62,45.76,
57.0,,Desktop,13.03,19.0,14.0,7.0,,0.0,,16.76,69.83,1.0
