match_no,date,stage,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder
3,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,RR,1,1.5,Riyan Parag,Jacob Duffy,1,0,0,0,0,0,,,
3,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,SRH,2,16.7,Aniket Verma,Shardul Thakur,0,1,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,SRH,2,0.1,Sai Sudharsan,Eshan Malinga,1,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Eden Gardens, Kolkata",CSK,RR,1,10.9,Xavier Bartlett,Mohammed Shami,1,0,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,KKR,1,2.0,Pathum Nissanka,David Payne,1,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,GT,1,6.5,Abhishek Sharma,Ravindra Jadeja,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",CSK,CSK,1,9.6,Shubman Gill,Jofra Archer,0,0,0,0,0,0,,,
2,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,RR,2,11.2,Rinku Singh,Kartik Tyagi,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,LSG,1,15.6,Tristan Stubbs,Nitish Reddy,1,0,0,0,0,0,caught,,
5,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",RCB,RR,1,10.0,Ajinkya Rahane,Axar Patel,0,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,RR,2,15.0,Ajinkya Rahane,Khaleel Ahmed,0,0,0,0,1,0,,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,PBKS,2,12.1,Yashasvi Jaiswal,Varun Chakaravarthy,4,0,0,0,0,0,,,
2,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,GT,1,0.1,Yashasvi Jaiswal,Vijaykumar Vyshak,0,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,KKR,1,9.9,Virat Kohli,Shivang Kumar,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,MI,1,18.6,Travis Head,Vijaykumar Vyshak,1,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RR,RCB,2,4.0,Nitish Rana,Prince Yadav,0,0,0,0,0,0,caught,,
5,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,LSG,2,16.7,Rinku Singh,Jaydev Unadkat,4,0,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,PBKS,1,12.6,Mohsin Khan,Romario Shepherd,0,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,CSK,2,16.6,Aniket Verma,Yuzvendra Chahal,0,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,PBKS,2,4.2,Jamie Overton,Shardul Thakur,4,1,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,SRH,1,0.1,Rinku Singh,Rashid Khan,4,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,RCB,2,1.3,Rohit Sharma,Hardik Pandya,1,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",RR,GT,1,0.1,Sanju Samson,Jaydev Unadkat,6,0,0,0,0,0,,,
5,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,GT,1,0.1,Sunil Narine,Khaleel Ahmed,0,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",CSK,KKR,2,10.9,Hardik Pandya,Lungi Ngidi,1,5,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,SRH,2,18.8,Aniket Verma,Xavier Bartlett,1,0,0,0,0,0,,,
1,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,MI,2,0.1,Angkrish Raghuvanshi,Mohammed Shami,0,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,KKR,2,0.3,Aniket Verma,Eshan Malinga,1,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,RR,1,1.8,Mitchell Marsh,Natarajan,1,1,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,RCB,1,5.0,Nitish Reddy,Mayank Markande,0,0,1,0,0,0,,,
5,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,KKR,2,11.6,Anshul Kamboj,Blessing Muzarabani,0,0,1,0,0,0,bowled,,Arshdeep Singh
6,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",RCB,MI,1,0.1,Sarfaraz Khan,Matt Henry,1,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,RR,1,3.0,Devdutt Padikkal,Vipraj Nigam,1,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RR,SRH,2,16.8,Suryakumar Yadav,Xavier Bartlett,0,1,0,0,0,0,caught,,
6,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,SRH,2,13.0,Devdutt Padikkal,Jasprit Bumrah,4,0,0,0,0,0,caught,,
4,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,CSK,1,9.1,Sarfaraz Khan,Vaibhav Arora,0,1,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Eden Gardens, Kolkata",CSK,PBKS,2,0.1,Vaibhav Sooryavanshi,Prasidh Krishna,0,0,0,0,0,0,caught,,
1,"Mar 28, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,LSG,1,4.9,Finn Allen,Eshan Malinga,0,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,LSG,1,12.6,Travis Head,Arshdeep Singh,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,MI,1,3.5,Abhishek Sharma,Jofra Archer,0,0,1,0,0,0,,,
6,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,SRH,1,0.1,Yashasvi Jaiswal,Romario Shepherd,2,0,0,0,0,0,caught,,
5,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,RR,2,9.9,Heinrich Klaasen,Jaydev Unadkat,4,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,RR,2,1.0,Rohit Sharma,Bhuvneshwar Kumar,1,4,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,RR,2,0.1,Angkrish Raghuvanshi,Sunil Narine,6,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",DC,KKR,2,7.2,Ajinkya Rahane,Marco Jansen,1,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",GT,PBKS,1,0.3,Tristan Stubbs,Hardik Pandya,1,4,0,0,0,0,,,
1,"Mar 28, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,PBKS,2,6.0,Jamie Overton,Anukul Roy,0,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,DC,1,15.0,Ajinkya Rahane,Mohammed Shami,1,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",SRH,PBKS,1,0.1,Heinrich Klaasen,Anshul Kamboj,0,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,DC,2,12.0,Ajinkya Rahane,Vaibhav Arora,0,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",DC,MI,1,0.1,Suryakumar Yadav,Vaibhav Arora,0,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,KKR,2,13.1,Heinrich Klaasen,Sunil Narine,0,0,0,0,0,0,,Vaibhav Sooryavanshi,
2,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,RCB,1,0.1,Jamie Overton,Washington Sundar,0,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",DC,PBKS,2,0.1,Ajinkya Rahane,Romario Shepherd,4,1,1,0,0,0,,,
3,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DC,RCB,1,18.1,Jamie Overton,Ravindra Jadeja,0,0,0,0,0,0,,,
6,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,DC,1,8.0,Ryan Rickelton,Yuzvendra Chahal,6,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"Eden Gardens, Kolkata",DC,RR,1,0.1,Suryakumar Yadav,Anshul Kamboj,1,0,0,0,0,0,,,Harsh Dubey
5,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",RCB,RCB,1,3.1,David Payne,Brijesh Sharma,1,0,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,KKR,2,0.2,Sameer Rizvi,Mayank Markande,2,0,0,0,0,0,,,
6,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",RCB,GT,1,0.1,Varun Chakaravarthy,Kuldeep Yadav,0,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",PBKS,SRH,1,2.7,Harsh Dubey,Jacob Duffy,0,0,1,0,0,0,caught,,
1,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,RR,2,0.1,Shahrukh Khan,Jacob Duffy,0,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,MI,2,3.7,Cameron Green,Trent Boult,0,1,0,0,1,0,,,
6,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",MI,MI,1,0.1,Shubman Gill,Kuldeep Yadav,0,0,0,0,0,0,bowled,Shubman Gill,
2,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH,2,0.4,Angkrish Raghuvanshi,Romario Shepherd,0,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,RR,2,4.6,Yashasvi Jaiswal,Jofra Archer,0,0,0,0,0,0,,,
2,"Mar 31, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,DC,2,0.1,Cooper Connolly,Ashok Sharma,0,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,KKR,1,10.7,Travis Head,Krunal Pandya,1,1,0,0,0,0,,,
6,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,PBKS,1,0.1,Jaydev Unadkat,Yuzvendra Chahal,1,0,0,0,0,0,,Nitish Rana,
5,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",RR,KKR,1,0.1,Tim David,David Payne,1,0,0,1,0,0,,,
2,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,GT,2,13.2,Tristan Stubbs,Hardik Pandya,0,1,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",MI,RCB,1,0.1,Angkrish Raghuvanshi,Kuldeep Yadav,0,0,0,1,0,0,,,
4,"Apr 01, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,PBKS,2,8.7,Shreyas Iyer,AM Ghazanfar,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",MI,PBKS,1,4.0,Cameron Green,Anshul Kamboj,0,2,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,RCB,1,9.1,Travis Head,Harsh Dubey,2,1,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",DC,KKR,2,1.3,Devdutt Padikkal,Kartik Tyagi,0,1,0,0,0,0,,Noor Ahmad,
3,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",SRH,PBKS,1,5.0,Heinrich Klaasen,Yuzvendra Chahal,0,0,0,0,0,0,,,Cameron Green
5,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,SRH,2,10.5,Sameer Rizvi,Blessing Muzarabani,1,0,0,0,0,0,,,Harsh Dubey
2,"Apr 02, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,CSK,1,12.5,Finn Allen,Nitish Reddy,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,SRH,2,1.8,Rajat Patidar,Anrich Nortje,0,1,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,LSG,2,18.2,Sameer Rizvi,David Payne,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,KKR,2,2.0,Travis Head,Jofra Archer,2,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,GT,2,3.0,Jamie Overton,Harsh Dubey,0,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,RR,2,0.5,Travis Head,AM Ghazanfar,2,1,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,KKR,2,16.6,Yashasvi Jaiswal,Kartik Tyagi,4,0,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",KKR,RR,1,9.2,Angkrish Raghuvanshi,Anrich Nortje,1,0,1,0,0,0,,,
2,"Mar 31, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,LSG,2,3.3,Harsh Dubey,Lungi Ngidi,0,0,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",KKR,GT,2,4.1,Rohit Sharma,Prince Yadav,4,0,0,0,0,0,,,Abhinandan Singh
4,"Mar 29, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",DC,SRH,1,5.4,Washington Sundar,Axar Patel,1,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",KKR,PBKS,2,0.1,Heinrich Klaasen,Blessing Muzarabani,6,0,0,0,0,0,,,
3,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,KKR,1,7.1,Rinku Singh,Marco Jansen,4,0,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",DC,LSG,1,0.5,Abhishek Sharma,Blessing Muzarabani,0,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,KKR,2,10.9,Glenn Phillips,Nandre Burger,1,0,0,1,0,0,,,Heinrich Klaasen
2,"Apr 02, 2026",League stage,"Eden Gardens, Kolkata",LSG,LSG,2,0.1,Riyan Parag,Ravindra Jadeja,0,0,0,0,0,0,,,
6,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,SRH,1,10.8,Washington Sundar,Sunil Narine,1,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",DC,MI,2,0.1,Cooper Connolly,Romario Shepherd,1,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,MI,1,0.3,Devdutt Padikkal,Kuldeep Yadav,0,1,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",MI,GT,1,0.5,Heinrich Klaasen,Nitish Reddy,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",SRH,SRH,1,9.9,Yashasvi Jaiswal,Kartik Tyagi,1,0,0,0,0,0,caught,,
3,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,GT,2,8.4,Heinrich Klaasen,Kartik Tyagi,1,0,0,0,0,0,,,
2,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,KKR,2,2.2,Jamie Overton,Ravi Bishnoi,0,0,1,0,0,0,,,
3,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,GT,1,0.1,Shahrukh Khan,Mohammed Shami,1,0,0,0,0,0,,,Aniket Verma
5,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,KKR,1,18.4,Sai Sudharsan,Shardul Thakur,2,0,0,0,0,0,,,
5,"Apr 01, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",MI,DC,1,0.9,Angkrish Raghuvanshi,Anshul Kamboj,0,1,0,1,0,0,,,
5,"Mar 29, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",PBKS,MI,1,0.6,Rahul,Shivang Kumar,4,0,0,0,0,0,caught,,
2,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",GT,LSG,1,4.6,Ryan Rickelton,David Payne,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,RR,1,11.4,Shahbaz Ahmed,David Payne,1,0,0,0,0,0,,,Kuldeep Yadav
1,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",PBKS,KKR,2,1.7,Nicholas Pooran,Jaydev Unadkat,2,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",DC,SRH,2,0.1,Tristan Stubbs,Axar Patel,4,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KKR,DC,1,10.7,Rohit Sharma,Ravi Bishnoi,2,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,LSG,2,6.7,Heinrich Klaasen,Prince Yadav,1,0,0,0,0,0,,,
4,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,MI,1,11.2,Prabhsimran Singh,Khaleel Ahmed,1,0,0,0,0,0,,,
2,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",DC,DC,1,1.7,Tilak Varma,Prasidh Krishna,0,0,0,0,0,0,,,
3,"Apr 01, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,PBKS,2,0.1,Ajinkya Rahane,Kuldeep Yadav,6,2,0,0,0,0,caught,,
2,"Apr 02, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,MI,1,0.1,Jos Buttler,AM Ghazanfar,0,0,0,0,0,0,,,
3,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,DC,1,9.9,Ramandeep Singh,Nandre Burger,2,0,0,0,0,0,,,Eshan Malinga
5,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",MI,SRH,2,2.3,Heinrich Klaasen,Krunal Pandya,4,1,0,0,0,0,,,
1,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,GT,1,3.6,Cooper Connolly,Mohammed Shami,0,0,0,1,0,0,,Prabhsimran Singh,
6,"Mar 29, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,CSK,2,12.2,Sameer Rizvi,Abhinandan Singh,0,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,LSG,1,3.5,Washington Sundar,Jaydev Unadkat,0,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",KKR,SRH,2,0.1,Nitish Reddy,Abhinandan Singh,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,SRH,2,11.1,Sai Sudharsan,Arshdeep Singh,1,0,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",CSK,RR,1,4.2,Aiden Markram,Harshal Patel,6,0,0,0,0,0,bowled,,
3,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",LSG,GT,2,11.1,Riyan Parag,Hardik Pandya,1,0,0,0,0,0,,,
5,"Mar 28, 2026",League stage,"Wankhede Stadium, Mumbai",SRH,GT,1,14.1,Aiden Markram,Harshal Patel,0,0,0,0,0,0,bowled,,
2,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,RCB,2,3.3,Ishan Kishan,Matt Henry,0,0,1,0,0,0,,,
4,"Mar 31, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",CSK,PBKS,2,0.1,Ryan Rickelton,Romario Shepherd,0,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",CSK,MI,1,0.1,Sunil Narine,Eshan Malinga,1,0,0,0,0,0,,,
2,"Apr 02, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",RCB,LSG,1,0.1,Ruturaj Gaikwad,Varun Chakaravarthy,0,0,0,0,0,0,,,
4,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,PBKS,1,0.1,Angkrish Raghuvanshi,Jacob Duffy,1,0,0,0,0,0,,,
1,"Apr 01, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",GT,MI,2,0.9,Axar Patel,Jasprit Bumrah,1,0,0,0,0,0,,,
1,"Mar 30, 2026",League stage,"Eden Gardens, Kolkata",DC,LSG,1,1.7,Rinku Singh,Brijesh Sharma,4,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",GT,DC,2,2.1,Nitish Reddy,Romario Shepherd,1,0,0,0,1,0,caught,,
5,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RCB,LSG,1,1.5,Sarfaraz Khan,Sunil Narine,1,0,0,0,0,0,,,
4,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,CSK,1,0.8,Riyan Parag,Vaibhav Arora,0,0,0,0,0,0,,,
3,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",LSG,RR,1,5.5,Finn Allen,Varun Chakaravarthy,1,0,0,0,0,0,,,Ramandeep Singh
6,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",SRH,KKR,1,13.1,Yashasvi Jaiswal,Eshan Malinga,1,0,0,0,0,0,,,
2,"Mar 29, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",SRH,DC,2,12.1,Virat Kohli,Vipraj Nigam,0,0,0,0,0,0,,,
1,"Mar 31, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",MI,DC,1,2.9,Virat Kohli,Vijaykumar Vyshak,0,0,0,0,0,0,,,
2,"Apr 01, 2026",League stage,"Wankhede Stadium, Mumbai",MI,GT,2,9.5,Mohammed Shami,Mohsin Khan,0,0,0,1,0,0,,,
5,"Mar 30, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",LSG,PBKS,2,10.3,Sai Sudharsan,Eshan Malinga,0,0,0,0,0,0,,,
3,"Mar 29, 2026",League stage,"M.Chinnaswamy Stadium, Bengaluru",LSG,RCB,2,0.1,Travis Head,Mohammed Shami,1,1,0,0,0,0,,,
4,"Mar 30, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",RCB,KKR,1,5.3,Ryan Rickelton,Anukul Roy,0,0,0,0,0,0,,,Marco Jansen
2,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RCB,SRH,2,0.1,Travis Head,Jaydev Unadkat,0,0,0,0,0,0,,,
4,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",KKR,KKR,2,3.1,Devdutt Padikkal,Jaydev Unadkat,1,0,0,0,0,0,,,
6,"Mar 28, 2026",League stage,"Barsapara Cricket Stadium, Guwahati",CSK,MI,2,13.8,Ryan Rickelton,Brijesh Sharma,6,0,0,0,0,0,,,
5,"Mar 30, 2026",League stage,"Wankhede Stadium, Mumbai",GT,GT,1,13.0,Shubman Gill,Jofra Archer,4,0,0,0,0,0,,,
3,"Mar 28, 2026",League stage,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",RR,MI,1,1.6,Shivang Kumar,Varun Chakaravarthy,4,0,0,0,0,0,,,
5,"Mar 31, 2026",League stage,"Eden Gardens, Kolkata",CSK,GT,1,0.1,Finn Allen,AM Ghazanfar,1,0,0,0,0,0,,,
1,"Apr 02, 2026",League stage,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",GT,CSK,2,0.9,Angkrish Raghuvanshi,Jacob Duffy,0,0,0,0,0,0,,,
