Student_ID,Age,Gender,Education_Level,City,AI_Tool_Used,Daily_Usage_Hours,Purpose,Impact_on_Grades,Satisfaction_Level
165,20,Male,School,Murphyborough,Grammarly,0.8,Learning,No Change,High
112,15,Female,College,Garciaton,ChatGPT,1.5,Learning,No Change,High
74,16,Male,School,Suttonburgh,Notion AI,1.1,Coding,Improved,Low
30,24,Female,School,New Jennifermouth,Copilot,0.5,Coding,No Change,High
93,17,Female,College,Hammondbury,Notion AI,1.3,Homework,Slight Decline,High
54,16,Male,University,North Vanessa,Notion AI,2.0,Writing,Slight Decline,Low
11,23,Male,School,East Charles,ChatGPT,0.5,Learning,Slight Decline,Medium
-76,17,Male,College,Samanthaland,Gemini,1.2,Coding,No Change,Medium
36,19,Male,College,Port Samantha,Gemini,0.5,Coding,Slight Decline,Low
293,16,Male,School,East Tinaburgh,Grammarly,0.5,Learning,Slight Decline,High
-35,19,Male,University,West Thomas,Grammarly,2.6,Coding,Improved,Low
190,24,Male,School,North Marioville,Copilot,3.2,Writing,No Change,Low
7,21,Female,University,Brettmouth,Notion AI,0.9,Coding,No Change,Medium
-16,19,Male,College,Justinberg,Gemini,0.8,Homework,No Change,Medium
-20,20,Male,School,North Teresaside,Gemini,4.1,Homework,Slight Decline,Medium
-34,19,Female,University,Pinedaborough,Gemini,1.0,Coding,Improved,Medium
59,23,Male,College,Gloriaside,ChatGPT,0.5,Coding,Slight Decline,Medium
109,24,Male,College,Martinstad,Grammarly,0.8,Learning,Slight Decline,Low
17,20,Male,College,New Russell,Grammarly,3.1,Coding,No Change,High
190,23,Female,College,Josephton,Copilot,1.1,Learning,Slight Decline,Medium
170,21,Male,University,Mendozafort,Grammarly,2.4,Writing,No Change,Low
180,17,Female,University,Johnstown,Notion AI,0.5,Learning,No Change,High
-11,19,Female,College,Ellisland,Grammarly,1.1,Writing,No Change,Low
40,16,Female,University,South Jessicaside,Copilot,4.5,Homework,Slight Decline,Medium
-19,22,Female,College,East Max,Gemini,2.5,Writing,No Change,Medium
-96,24,Female,College,West Robertfort,ChatGPT,2.6,Learning,Improved,Low
-30,22,Male,College,New Davidburgh,Gemini,4.8,Coding,Slight Decline,Medium
22,16,Female,University,West Tracy,Grammarly,0.5,Learning,Improved,High
146,20,Male,University,Port Marymouth,Copilot,4.0,Coding,No Change,Low
193,15,Male,University,Lake Saraview,Copilot,2.7,Coding,No Change,Medium
3,18,Male,College,West Christopherburgh,Grammarly,4.2,Coding,No Change,High
108,20,Female,University,New Amanda,Gemini,3.4,Research,Slight Decline,High
-38,17,Male,College,Bowenport,Notion AI,4.7,Research,Slight Decline,High
