age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
63,unemployed,married,primary,no,4551,no,yes,telephone,27,jan,264,5,691,1,failure,no
57,blue-collar,married,primary,no,3058,no,yes,telephone,8,may,1008,7,157,6,success,yes
45,housemaid,single,secondary,no,1246,yes,yes,telephone,14,nov,788,33,181,0,success,no
37,technician,married,primary,no,474,yes,yes,cellular,26,jan,865,4,-1,1,success,no
60,retired,single,secondary,no,1877,yes,no,cellular,7,sep,351,2,-1,3,unknown,yes
39,unemployed,married,primary,no,3696,no,no,telephone,10,aug,162,5,780,4,unknown,yes
27,unknown,married,secondary,yes,76,yes,no,cellular,23,sep,588,3,97,6,unknown,yes
30,services,married,secondary,yes,1237,yes,no,unknown,24,jul,418,6,1,0,failure,yes
42,housemaid,divorced,primary,yes,2843,no,yes,cellular,14,sep,739,4,1,13,success,yes
33,blue-collar,single,unknown,no,244,yes,no,cellular,22,dec,351,4,373,3,failure,no
63,technician,married,primary,no,4319,yes,no,unknown,24,dec,173,8,-1,1,success,yes
51,services,divorced,tertiary,yes,6929,no,no,cellular,17,jun,553,5,641,0,unknown,no
39,retired,single,secondary,yes,2959,no,no,telephone,24,apr,1224,9,309,1,unknown,yes
37,self-employed,married,primary,no,1622,no,no,unknown,18,jun,2090,10,0,1,failure,yes
46,self-employed,married,unknown,yes,562,yes,yes,cellular,22,sep,212,2,-1,1,other,no
39,self-employed,married,primary,no,4360,yes,no,cellular,12,jun,280,2,167,3,unknown,yes
42,admin.,divorced,unknown,no,3805,yes,no,cellular,6,aug,871,10,137,7,unknown,yes
61,housemaid,single,secondary,no,1753,yes,no,telephone,15,aug,478,2,-1,5,other,no
28,services,married,secondary,no,-3,no,no,telephone,15,dec,1915,9,621,0,unknown,yes
31,entrepreneur,single,secondary,yes,2038,no,yes,telephone,7,oct,191,10,264,0,unknown,yes
66,technician,single,primary,no,1664,yes,yes,telephone,28,dec,333,2,175,1,unknown,no
39,unemployed,divorced,unknown,no,7006,yes,no,telephone,23,feb,120,2,200,2,unknown,yes
26,management,single,secondary,yes,5901,no,yes,unknown,28,mar,423,7,-1,1,unknown,no
46,self-employed,single,tertiary,no,7736,no,no,telephone,16,dec,1197,2,187,5,failure,yes
39,entrepreneur,single,tertiary,no,450,no,yes,cellular,1,jul,602,4,182,5,failure,no
43,housemaid,married,secondary,no,971,yes,yes,unknown,23,may,1416,6,235,0,unknown,no
53,blue-collar,divorced,primary,yes,5054,no,no,telephone,17,jan,205,3,90,6,success,no
58,blue-collar,divorced,tertiary,yes,8334,no,yes,telephone,16,may,488,4,151,1,unknown,no
49,management,divorced,unknown,yes,10150,yes,yes,cellular,16,apr,504,6,-1,1,unknown,yes
54,unemployed,single,primary,no,4221,no,no,telephone,23,jun,684,3,-1,0,unknown,yes
22,management,single,tertiary,no,47,no,yes,cellular,29,aug,152,8,-1,4,failure,yes
48,blue-collar,married,secondary,no,6514,yes,yes,unknown,14,may,1294,4,521,15,success,no
40,student,divorced,secondary,no,25,yes,no,unknown,24,apr,576,5,169,2,unknown,yes
28,admin.,married,primary,no,2485,yes,no,cellular,23,aug,410,7,177,15,success,yes
45,admin.,divorced,tertiary,no,1657,no,no,telephone,5,may,786,7,-1,1,other,no
43,student,married,primary,no,882,yes,no,telephone,21,jun,561,17,79,1,failure,yes
25,unemployed,married,tertiary,no,3386,no,no,unknown,1,dec,305,4,51,0,failure,no
30,unemployed,single,secondary,no,866,yes,no,telephone,9,feb,426,1,-1,1,unknown,no
86,entrepreneur,married,unknown,yes,6188,no,yes,telephone,4,may,718,7,-1,1,other,no
58,admin.,divorced,secondary,no,2855,no,no,unknown,15,nov,964,6,292,0,success,no
66,self-employed,single,secondary,no,5552,yes,no,cellular,16,oct,939,9,448,0,unknown,yes
55,housemaid,married,tertiary,yes,375,no,yes,cellular,26,apr,102,4,210,3,other,no
28,student,single,secondary,no,3391,yes,no,cellular,29,may,512,2,854,2,unknown,yes
44,retired,single,secondary,yes,11824,yes,no,unknown,8,oct,302,9,-1,3,unknown,no
57,self-employed,single,unknown,yes,1017,yes,yes,unknown,11,nov,187,4,83,0,failure,yes
93,unknown,married,primary,no,-160,yes,yes,cellular,11,mar,47,2,86,3,success,no
45,self-employed,married,primary,yes,409,no,no,cellular,26,feb,337,3,108,0,success,yes
72,housemaid,divorced,unknown,yes,359,yes,yes,cellular,21,sep,2111,35,176,5,success,yes
55,blue-collar,married,secondary,yes,4856,no,no,telephone,8,apr,1043,5,84,0,other,no
43,unemployed,divorced,primary,no,3981,no,no,cellular,14,jun,401,4,-1,0,failure,no
32,services,single,primary,no,127,yes,no,telephone,22,sep,155,2,82,0,unknown,yes
51,services,divorced,secondary,yes,4086,no,yes,unknown,29,feb,2,2,27,3,other,no
29,blue-collar,married,secondary,yes,5894,yes,yes,unknown,10,oct,916,16,45,4,unknown,no
56,student,single,unknown,no,8878,yes,no,cellular,22,nov,206,6,-1,3,unknown,yes
44,blue-collar,divorced,primary,no,554,no,no,cellular,4,jan,1155,7,19,1,success,no
41,retired,single,secondary,no,4751,no,no,telephone,6,jun,61,4,-1,6,other,no
42,retired,married,primary,yes,1904,yes,yes,unknown,27,nov,92,7,112,0,unknown,no
40,services,single,unknown,no,596,yes,yes,cellular,20,may,449,1,82,9,failure,yes
53,housemaid,married,secondary,yes,1095,no,yes,cellular,25,jun,714,5,96,1,success,yes
54,technician,single,primary,yes,160,no,no,cellular,13,jun,82,3,174,10,other,no
24,blue-collar,single,tertiary,yes,-252,no,yes,unknown,28,aug,648,4,-1,7,success,no
39,technician,married,secondary,yes,505,yes,no,telephone,10,apr,787,4,-1,0,unknown,no
57,unknown,single,primary,yes,335,no,yes,telephone,15,jun,731,4,53,9,failure,no
50,technician,single,unknown,yes,12032,yes,yes,unknown,14,nov,2329,1,346,3,unknown,no
84,management,married,unknown,no,2791,no,yes,unknown,13,may,75,12,440,3,unknown,yes
40,student,single,tertiary,no,4,no,no,telephone,17,jun,832,1,43,0,unknown,yes
41,technician,married,tertiary,no,4882,no,no,cellular,7,aug,600,1,157,3,failure,no
47,unemployed,married,unknown,yes,409,yes,no,unknown,20,may,523,5,9,3,success,yes
71,management,married,secondary,no,-2733,no,yes,telephone,30,jun,572,6,350,1,other,yes
33,entrepreneur,married,unknown,no,7651,yes,yes,cellular,11,oct,224,3,47,1,unknown,yes
56,entrepreneur,single,tertiary,no,1466,no,no,unknown,28,aug,379,8,-1,12,unknown,yes
38,services,married,unknown,yes,130,yes,no,telephone,30,jun,179,5,175,5,unknown,yes
60,blue-collar,single,primary,yes,11109,yes,no,cellular,15,nov,530,7,246,4,unknown,no
31,entrepreneur,married,secondary,no,-3627,no,yes,cellular,20,mar,961,2,79,5,success,no
37,management,married,secondary,no,2543,yes,no,unknown,25,mar,183,29,-1,3,success,yes
21,student,married,tertiary,yes,5441,no,no,cellular,13,sep,337,4,1,0,failure,yes
54,self-employed,single,secondary,no,533,yes,yes,unknown,17,aug,302,3,104,1,success,yes
24,unemployed,single,tertiary,no,1061,no,yes,unknown,3,may,2092,4,78,6,failure,no
60,unknown,married,secondary,no,-171,no,yes,cellular,22,dec,580,2,90,3,other,yes
36,student,married,tertiary,no,7269,yes,no,telephone,12,jun,284,3,372,1,other,yes
85,entrepreneur,married,primary,no,-138,yes,yes,telephone,9,jan,254,9,93,3,success,no
30,housemaid,single,secondary,no,287,no,no,telephone,27,nov,2333,3,-1,7,success,no
46,blue-collar,divorced,unknown,yes,441,no,yes,telephone,4,mar,878,10,81,10,unknown,no
61,services,divorced,primary,no,4342,yes,no,cellular,22,aug,386,2,402,0,failure,no
44,blue-collar,married,tertiary,yes,4992,yes,no,unknown,4,sep,702,4,148,3,unknown,yes
76,technician,divorced,secondary,no,35140,yes,no,telephone,9,oct,1484,4,-1,7,unknown,yes
47,unemployed,divorced,secondary,no,2356,yes,yes,cellular,14,aug,83,10,0,7,other,yes
52,entrepreneur,married,primary,no,-370,yes,no,cellular,26,jan,122,12,154,0,failure,yes
21,services,married,primary,yes,729,no,yes,cellular,15,jul,321,13,203,11,failure,no
49,admin.,divorced,secondary,no,36785,yes,no,cellular,17,nov,266,6,83,1,success,yes
54,management,single,unknown,yes,249,no,no,cellular,14,jun,613,2,-1,3,unknown,no
40,housemaid,married,primary,no,7672,no,no,telephone,14,jun,56,6,-1,1,unknown,no
37,self-employed,single,unknown,no,274,no,no,unknown,10,oct,1112,18,106,6,unknown,yes
52,admin.,single,unknown,no,805,no,no,unknown,15,jul,362,6,72,1,failure,yes
81,housemaid,divorced,secondary,yes,2360,no,yes,unknown,19,may,1272,2,170,3,other,no
34,entrepreneur,divorced,secondary,yes,2909,yes,no,cellular,2,may,268,5,-1,1,unknown,yes
55,housemaid,married,unknown,yes,19605,yes,yes,unknown,29,oct,276,4,204,1,unknown,yes
26,unknown,married,primary,no,2642,yes,yes,cellular,12,sep,264,9,272,3,unknown,yes
35,retired,single,tertiary,no,317,no,no,cellular,27,jun,218,14,-1,2,failure,yes
54,services,married,primary,no,247,no,no,telephone,5,oct,396,3,-1,3,failure,no
37,blue-collar,single,tertiary,yes,-111,no,no,telephone,27,may,1131,3,-1,0,unknown,yes
59,entrepreneur,single,unknown,no,574,no,no,cellular,12,jun,306,3,100,0,unknown,no
31,entrepreneur,single,tertiary,no,-295,yes,yes,cellular,23,feb,120,6,83,3,unknown,yes
58,retired,single,tertiary,yes,1026,yes,yes,cellular,1,jan,1172,1,344,0,success,no
38,admin.,divorced,tertiary,no,2379,yes,no,unknown,21,dec,1072,4,92,0,failure,no
48,management,married,secondary,no,3680,yes,yes,telephone,6,may,1698,3,123,1,failure,yes
68,unknown,divorced,tertiary,no,3607,yes,yes,cellular,20,may,638,3,-1,3,failure,yes
52,retired,married,tertiary,no,19418,yes,yes,cellular,19,aug,20,6,-1,3,success,no
49,self-employed,single,secondary,no,2054,no,yes,cellular,29,jun,790,20,0,2,unknown,no
73,self-employed,married,tertiary,no,5252,no,yes,telephone,19,apr,2250,1,147,2,failure,yes
40,housemaid,single,primary,yes,367,yes,no,cellular,23,oct,592,1,225,4,unknown,no
24,entrepreneur,single,primary,no,38446,yes,yes,cellular,29,nov,712,4,187,6,unknown,yes
67,student,single,unknown,yes,114,yes,no,unknown,25,jul,474,19,-1,2,unknown,yes
50,blue-collar,married,tertiary,no,804,yes,yes,telephone,4,jul,173,5,145,1,success,no
27,services,single,tertiary,no,-109,no,yes,cellular,1,oct,683,12,695,6,other,yes
18,technician,married,unknown,no,45,yes,yes,telephone,9,may,554,4,239,0,unknown,yes
22,self-employed,single,unknown,yes,475,yes,yes,telephone,26,jul,775,1,123,4,failure,yes
31,retired,married,tertiary,no,350,no,no,unknown,7,may,577,6,-1,1,success,yes
30,retired,married,secondary,no,8274,yes,no,cellular,10,may,263,4,61,8,other,yes
45,housemaid,married,secondary,yes,717,yes,no,telephone,10,oct,632,6,347,8,unknown,no
45,technician,single,primary,no,227,no,no,unknown,24,jul,591,23,109,3,unknown,yes
55,management,single,primary,no,2075,no,yes,cellular,9,sep,504,7,0,1,success,yes
27,technician,single,unknown,no,-1670,yes,yes,cellular,21,dec,1098,2,162,6,unknown,yes
44,retired,single,secondary,yes,32386,no,no,cellular,10,jun,326,4,188,3,other,no
39,unknown,married,unknown,no,30390,no,no,telephone,16,feb,146,6,-1,5,unknown,yes
36,housemaid,married,tertiary,yes,-2,yes,no,cellular,16,nov,140,3,-1,1,unknown,yes
34,housemaid,divorced,primary,yes,2302,no,no,unknown,13,feb,300,4,83,3,success,yes
34,management,married,tertiary,yes,2689,no,no,unknown,17,sep,447,2,13,3,success,yes
23,self-employed,single,secondary,no,637,yes,no,cellular,27,may,1910,3,-1,5,unknown,no
31,entrepreneur,divorced,secondary,no,-61,yes,no,unknown,21,dec,1585,16,173,8,unknown,yes
45,management,single,tertiary,no,-407,yes,no,unknown,19,may,921,15,3,0,unknown,no
52,housemaid,married,tertiary,no,3716,yes,no,telephone,9,aug,358,4,547,0,unknown,no
21,technician,married,tertiary,no,4149,no,no,unknown,4,aug,1373,4,203,15,failure,no
30,entrepreneur,divorced,secondary,no,6299,no,yes,cellular,7,feb,268,3,108,3,unknown,yes
49,services,married,secondary,yes,4253,yes,yes,cellular,25,aug,765,7,147,3,success,no
40,admin.,married,tertiary,yes,12717,no,no,unknown,16,oct,77,9,-1,0,unknown,yes
44,unknown,single,unknown,yes,1632,no,no,telephone,15,mar,220,1,2,0,success,no
31,entrepreneur,single,primary,no,452,yes,yes,cellular,23,may,804,2,92,4,failure,yes
45,housemaid,married,unknown,no,3812,yes,no,cellular,31,jun,46,7,100,2,success,yes
32,management,divorced,unknown,yes,-813,yes,no,telephone,6,jun,60,4,249,1,other,no
22,technician,single,secondary,yes,-222,yes,no,cellular,8,jul,1228,8,1,2,failure,no
40,housemaid,divorced,secondary,no,4640,yes,yes,unknown,9,jul,391,2,15,8,unknown,yes
30,student,married,primary,no,4414,yes,no,unknown,11,oct,196,7,115,1,unknown,yes
19,student,married,primary,no,-1569,no,yes,telephone,22,aug,602,11,162,1,unknown,no
22,admin.,divorced,primary,no,1098,yes,yes,unknown,9,nov,1072,2,-1,0,unknown,yes
90,retired,single,secondary,no,8278,yes,no,telephone,20,sep,696,9,148,3,failure,no
62,technician,single,tertiary,no,3988,no,no,cellular,20,jul,194,6,283,3,failure,yes
84,retired,married,tertiary,no,9780,yes,yes,cellular,11,feb,384,5,76,1,failure,no
44,student,divorced,secondary,yes,1750,yes,no,cellular,15,may,294,4,59,1,unknown,no
37,technician,single,primary,no,38876,yes,no,unknown,17,apr,467,4,-1,1,failure,no
23,services,single,unknown,yes,269,no,no,unknown,19,jun,1636,4,-1,1,unknown,no
37,student,divorced,secondary,no,216,yes,no,cellular,6,nov,508,4,180,14,failure,no
66,admin.,single,secondary,no,8373,no,no,telephone,11,dec,715,2,104,5,unknown,no
54,blue-collar,single,secondary,no,10788,yes,yes,telephone,13,apr,481,2,-1,1,failure,no
57,unemployed,married,tertiary,yes,872,no,yes,cellular,28,jul,1113,1,142,5,failure,yes
73,unknown,single,secondary,no,1612,no,yes,cellular,27,oct,766,13,193,3,unknown,no
50,admin.,single,primary,no,1839,yes,no,cellular,12,may,835,15,-1,0,other,yes
44,management,single,secondary,yes,23,no,no,cellular,30,aug,244,14,-1,4,unknown,yes
64,services,married,tertiary,no,1521,yes,yes,telephone,17,sep,987,2,542,0,success,yes
25,student,married,secondary,yes,7970,no,no,cellular,15,sep,171,2,-1,4,success,no
28,unemployed,divorced,unknown,no,2558,no,yes,cellular,6,feb,24,3,76,4,other,yes
30,services,married,primary,yes,1050,yes,yes,telephone,28,dec,772,3,87,0,unknown,yes
44,blue-collar,single,primary,no,642,no,yes,cellular,18,oct,543,4,-1,4,failure,yes
59,services,married,secondary,yes,287,yes,yes,cellular,10,aug,1014,2,104,3,other,no
48,unemployed,single,primary,yes,6737,yes,no,cellular,31,may,717,3,-1,4,success,no
31,admin.,married,tertiary,no,218,yes,yes,cellular,13,nov,112,4,-1,4,unknown,yes
62,admin.,divorced,secondary,no,755,yes,yes,cellular,20,oct,1358,21,-1,3,unknown,no
63,self-employed,married,tertiary,no,4438,yes,no,telephone,17,may,1950,3,185,3,unknown,no
41,technician,married,unknown,yes,6606,yes,no,cellular,14,apr,954,20,66,0,other,no
38,technician,married,secondary,no,525,yes,yes,unknown,19,aug,705,26,2,7,other,yes
49,management,divorced,primary,no,14215,no,no,cellular,16,jun,861,2,158,3,other,yes
47,services,divorced,unknown,no,5280,yes,yes,unknown,18,nov,1617,14,248,4,other,yes
43,student,married,tertiary,no,3092,yes,yes,cellular,4,aug,373,25,64,14,failure,no
32,technician,divorced,secondary,no,2653,yes,no,telephone,28,dec,2024,1,267,2,unknown,yes
88,unknown,single,secondary,no,11065,no,yes,unknown,17,dec,76,3,660,4,success,no
29,retired,single,tertiary,no,81,no,yes,unknown,14,jul,1988,2,-1,0,unknown,yes
75,services,single,primary,no,15581,yes,no,unknown,17,jan,73,11,209,9,success,yes
49,self-employed,divorced,secondary,yes,4379,no,no,cellular,24,jun,1209,2,198,1,unknown,yes
71,technician,single,primary,yes,2928,yes,yes,unknown,7,nov,256,2,165,2,failure,yes
18,entrepreneur,married,secondary,no,14045,no,yes,telephone,16,nov,376,2,143,1,failure,no
40,technician,married,secondary,yes,2276,no,yes,telephone,9,oct,1379,4,76,1,failure,yes
34,services,single,tertiary,no,3587,yes,no,cellular,21,nov,1390,11,362,0,failure,no
50,management,married,secondary,no,401,yes,no,telephone,16,sep,2091,14,143,0,success,no
31,blue-collar,married,primary,no,1739,yes,no,cellular,18,apr,1011,19,-1,0,other,yes
45,unknown,divorced,primary,no,1004,yes,no,cellular,3,nov,1722,7,260,1,other,no
24,services,married,secondary,no,4471,yes,yes,cellular,17,apr,226,4,1,7,failure,yes
38,services,married,secondary,no,5351,yes,no,telephone,10,jul,1279,7,141,2,unknown,yes
40,blue-collar,married,tertiary,no,-5311,no,yes,unknown,14,jul,1313,1,190,2,unknown,yes
39,services,divorced,tertiary,no,7558,yes,yes,cellular,23,mar,382,4,-1,2,unknown,yes
27,technician,single,tertiary,yes,-219,no,yes,unknown,19,feb,1134,5,0,4,success,no
70,entrepreneur,single,tertiary,yes,456,no,no,cellular,13,sep,799,3,105,12,unknown,no
56,retired,married,secondary,no,3434,yes,yes,cellular,19,sep,6,7,146,1,unknown,yes
41,unknown,married,unknown,no,1138,yes,yes,cellular,22,nov,696,2,-1,3,other,no
40,technician,divorced,secondary,no,6048,no,no,unknown,17,feb,263,6,202,1,success,no
34,admin.,married,primary,no,13765,yes,no,telephone,27,feb,791,4,-1,1,other,no
54,admin.,married,unknown,no,1623,no,no,cellular,5,jul,648,11,-1,2,failure,no
60,housemaid,married,tertiary,no,304,no,no,unknown,14,jul,832,2,284,1,success,yes
31,management,single,unknown,yes,-244,yes,no,cellular,26,mar,220,2,194,1,failure,no
39,technician,single,secondary,no,433,no,no,unknown,15,sep,819,3,215,1,unknown,no
35,unemployed,divorced,secondary,yes,21729,yes,yes,cellular,10,nov,546,5,25,1,unknown,yes
52,admin.,single,secondary,no,2075,no,yes,telephone,13,aug,170,4,-1,2,success,no
35,unknown,married,primary,no,15124,yes,yes,cellular,11,nov,201,2,192,8,unknown,no
52,management,single,primary,no,-40,yes,yes,telephone,17,jun,656,4,-1,0,unknown,no
39,entrepreneur,single,tertiary,no,544,yes,yes,cellular,23,jul,161,2,-1,8,failure,no
32,self-employed,single,primary,no,5135,yes,no,cellular,23,feb,372,2,102,2,unknown,yes
37,self-employed,divorced,primary,yes,2223,yes,no,telephone,23,apr,168,13,224,9,unknown,yes
47,unemployed,divorced,tertiary,yes,1338,no,no,telephone,12,nov,549,15,457,0,failure,yes
40,housemaid,married,unknown,yes,4867,no,yes,telephone,5,jan,2414,18,196,9,failure,no
37,admin.,single,secondary,no,-83,yes,no,unknown,25,oct,157,2,287,3,other,yes
44,unemployed,married,secondary,no,3797,yes,yes,cellular,29,jan,2336,1,94,5,other,yes
24,unknown,single,secondary,no,1338,yes,yes,cellular,26,may,1434,6,45,2,unknown,yes
22,blue-collar,single,unknown,yes,4961,yes,no,telephone,17,jan,205,2,-1,0,unknown,yes
67,technician,married,tertiary,yes,16,yes,no,telephone,30,apr,1747,13,239,1,unknown,yes
52,blue-collar,married,secondary,no,8868,no,no,unknown,12,sep,81,2,-1,1,success,yes
38,blue-collar,single,primary,no,1598,no,no,cellular,4,feb,255,3,6,1,unknown,no
38,housemaid,married,tertiary,no,3855,yes,no,cellular,5,apr,293,1,218,0,other,no
38,housemaid,married,unknown,no,-242,no,no,telephone,20,jun,550,2,-1,1,success,yes
57,retired,married,secondary,yes,2539,yes,yes,unknown,19,aug,1234,6,91,6,unknown,yes
47,retired,single,tertiary,yes,-893,no,no,telephone,17,jul,1219,2,170,1,unknown,no
45,unemployed,single,primary,no,4946,no,no,cellular,11,sep,610,6,170,0,unknown,no
35,student,married,tertiary,no,3298,no,yes,cellular,2,aug,841,1,134,0,unknown,yes
57,admin.,divorced,unknown,yes,4970,no,no,cellular,18,aug,567,11,103,4,success,yes
24,management,divorced,tertiary,no,11990,no,no,cellular,6,aug,1360,6,-1,2,success,yes
38,admin.,divorced,tertiary,yes,2598,no,no,unknown,15,may,461,15,-1,5,failure,yes
30,technician,divorced,secondary,no,3577,yes,yes,cellular,26,jan,163,5,192,1,failure,yes
52,admin.,married,secondary,no,10,yes,no,cellular,28,jun,450,3,-1,2,unknown,no
36,housemaid,married,secondary,yes,12534,no,no,unknown,27,aug,420,2,-1,3,success,no
48,retired,divorced,secondary,yes,2236,no,yes,cellular,26,oct,1085,12,13,0,unknown,yes
61,management,single,tertiary,yes,853,no,no,cellular,7,oct,455,1,-1,1,unknown,no
65,technician,divorced,tertiary,no,398,no,no,unknown,14,dec,951,4,43,1,unknown,yes
31,management,married,primary,no,123,yes,no,unknown,8,jul,280,9,-1,2,unknown,no
52,student,single,primary,yes,398,yes,no,unknown,2,nov,160,2,95,0,unknown,yes
37,retired,divorced,secondary,no,270,yes,yes,telephone,15,aug,1666,3,78,8,unknown,no
49,self-employed,divorced,unknown,yes,-48,yes,yes,cellular,28,jan,1746,9,189,0,other,no
38,unemployed,divorced,unknown,no,5613,yes,no,cellular,9,aug,877,11,141,2,failure,yes
39,student,married,primary,no,371,yes,no,cellular,27,apr,344,8,203,2,success,no
46,unemployed,married,primary,yes,-223,yes,yes,telephone,4,oct,350,3,83,9,unknown,yes
20,services,single,primary,no,-322,no,no,unknown,12,jun,1599,5,150,7,unknown,no
28,self-employed,divorced,tertiary,no,69,yes,no,cellular,18,apr,293,1,179,2,failure,yes
28,admin.,divorced,tertiary,no,3397,yes,yes,unknown,28,jun,202,9,-1,8,failure,no
42,management,divorced,secondary,no,1527,no,yes,cellular,16,jul,1378,1,190,2,unknown,no
30,retired,divorced,unknown,no,3105,yes,yes,cellular,26,may,837,15,-1,0,unknown,no
34,unknown,married,unknown,no,3820,yes,no,unknown,22,dec,226,2,-1,2,success,no
36,management,single,primary,no,1167,yes,no,cellular,22,sep,195,4,-1,10,success,no
53,admin.,divorced,tertiary,no,1570,yes,no,cellular,11,may,1629,4,640,12,success,yes
23,services,single,tertiary,no,3622,no,yes,cellular,20,jul,1421,2,1,4,unknown,yes
19,services,single,secondary,yes,1549,no,yes,telephone,17,oct,700,4,-1,6,failure,no
38,management,single,unknown,no,2298,no,yes,cellular,10,nov,1234,5,33,1,other,no
35,retired,divorced,unknown,yes,1011,yes,no,telephone,12,sep,1036,4,285,3,success,no
52,admin.,single,unknown,yes,164,yes,no,telephone,10,apr,2288,1,38,2,other,no
47,self-employed,married,secondary,no,-172,no,yes,telephone,19,aug,212,2,82,0,success,no
64,management,married,primary,no,10584,yes,yes,telephone,28,dec,1127,4,59,2,failure,yes
55,housemaid,single,primary,no,1019,yes,yes,cellular,21,dec,879,4,108,4,other,yes
43,blue-collar,married,secondary,no,10588,no,yes,telephone,14,oct,326,3,53,1,unknown,yes
44,management,single,tertiary,yes,-894,yes,yes,telephone,16,jun,531,4,-1,7,unknown,yes
72,housemaid,divorced,secondary,no,1212,no,yes,telephone,16,may,210,7,89,5,unknown,no
28,entrepreneur,married,secondary,yes,224,no,no,cellular,17,may,204,16,425,5,success,yes
41,admin.,divorced,primary,no,-36,no,no,unknown,9,dec,860,6,0,4,unknown,no
55,technician,divorced,unknown,no,5734,no,yes,cellular,27,apr,1044,1,122,4,other,no
27,retired,married,tertiary,no,4848,no,yes,cellular,25,jan,1642,4,92,3,other,yes
57,blue-collar,divorced,unknown,no,19736,yes,no,unknown,29,nov,126,7,0,3,unknown,yes
28,admin.,divorced,tertiary,no,607,no,no,cellular,4,apr,154,1,168,5,other,yes
42,unknown,married,secondary,no,-1475,yes,no,cellular,8,may,633,12,87,4,other,yes
57,admin.,divorced,secondary,no,4046,no,yes,cellular,1,jan,257,8,35,4,other,yes
51,self-employed,divorced,tertiary,yes,283,no,yes,cellular,15,jun,219,9,63,0,unknown,no
28,entrepreneur,single,secondary,no,7709,yes,yes,cellular,2,aug,631,3,160,1,unknown,no
23,management,divorced,tertiary,no,3050,yes,no,cellular,29,dec,812,2,321,5,other,no
27,entrepreneur,single,primary,no,-381,yes,no,unknown,26,apr,190,4,393,1,unknown,no
35,technician,single,unknown,no,6022,no,no,unknown,13,nov,598,3,163,0,failure,yes
40,technician,divorced,tertiary,yes,2745,no,no,cellular,9,jul,175,34,114,12,unknown,yes
40,services,single,secondary,yes,50,yes,no,cellular,19,jun,1169,3,81,3,unknown,no
40,self-employed,single,primary,no,8869,no,yes,unknown,28,jun,1236,8,129,3,failure,no
51,blue-collar,single,tertiary,yes,3584,no,no,cellular,3,may,469,9,-1,4,failure,yes
22,technician,single,secondary,no,5423,yes,yes,telephone,2,dec,233,4,195,6,unknown,yes
37,student,married,secondary,no,4669,yes,no,telephone,20,nov,390,12,239,1,unknown,yes
55,admin.,divorced,unknown,no,3643,yes,no,telephone,12,jan,341,4,157,4,success,no
37,unemployed,divorced,secondary,no,4101,yes,no,unknown,8,sep,701,11,103,2,unknown,yes
21,self-employed,divorced,tertiary,no,7806,no,yes,telephone,7,may,499,1,-1,0,unknown,yes
41,housemaid,single,tertiary,no,1823,yes,no,cellular,18,sep,2005,2,170,5,unknown,yes
38,unknown,single,secondary,yes,-3385,no,no,cellular,29,nov,768,3,293,3,failure,yes
54,blue-collar,married,tertiary,yes,5604,no,no,cellular,17,nov,90,1,-1,6,unknown,yes
53,management,divorced,secondary,no,1033,no,no,cellular,22,may,506,2,171,8,success,no
19,management,divorced,secondary,no,16115,no,no,telephone,15,jul,207,1,76,1,unknown,no
33,admin.,single,tertiary,no,5233,yes,no,cellular,6,jun,247,4,74,3,unknown,yes
46,retired,married,secondary,no,1881,yes,no,unknown,27,jan,135,26,198,2,success,no
63,admin.,married,primary,yes,15643,yes,yes,cellular,27,may,752,15,74,1,unknown,yes
37,retired,divorced,primary,no,-165,yes,no,unknown,1,nov,1117,7,78,4,failure,yes
41,technician,divorced,secondary,no,746,no,yes,telephone,13,may,441,3,156,3,unknown,yes
61,entrepreneur,married,primary,no,2772,yes,yes,cellular,1,oct,128,2,181,14,failure,no
78,housemaid,single,unknown,no,14182,yes,yes,cellular,6,oct,1143,6,-1,1,unknown,yes
54,unknown,married,primary,no,1937,yes,no,unknown,28,dec,714,6,158,3,unknown,no
63,entrepreneur,single,secondary,no,5314,no,no,cellular,20,oct,165,14,-1,1,success,no
20,technician,divorced,secondary,no,318,no,no,cellular,3,may,113,1,88,0,unknown,yes
41,unknown,married,secondary,no,895,no,no,telephone,24,may,487,6,65,3,unknown,yes
54,student,divorced,unknown,no,-218,no,yes,telephone,2,may,739,7,-1,0,failure,no
47,student,single,tertiary,no,12910,yes,no,unknown,8,dec,245,4,1,3,other,no
64,unemployed,divorced,tertiary,no,4448,no,no,unknown,17,dec,1930,19,245,3,failure,yes
48,technician,divorced,primary,no,293,no,no,telephone,26,oct,81,1,-1,3,unknown,no
62,entrepreneur,divorced,tertiary,no,1789,yes,yes,unknown,28,oct,1787,6,-1,0,unknown,yes
45,retired,married,tertiary,no,67,no,yes,cellular,24,mar,1117,7,-1,0,success,no
48,management,single,secondary,no,818,no,yes,unknown,27,feb,534,10,229,5,success,yes
36,housemaid,divorced,unknown,yes,1555,yes,yes,unknown,15,jul,708,1,-1,2,failure,yes
36,retired,single,unknown,yes,715,yes,no,telephone,3,sep,1082,11,130,7,unknown,yes
40,admin.,married,secondary,no,1837,no,no,cellular,20,dec,1929,4,81,3,unknown,yes
35,unknown,married,unknown,no,-44,no,yes,unknown,13,may,282,2,293,3,unknown,no
48,technician,single,primary,yes,1495,no,yes,unknown,16,apr,625,6,311,0,unknown,no
