Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1088746,42,male,2,own,little,moderate,5839,17,radio/TV,good
3514677,33,female,2,rent,little,little,2176,5,car,good
7750815,19,female,3,own,little,,250,43,repairs,bad
9023212,19,male,2,own,,moderate,2897,48,radio/TV,good
9072499,28,male,3,own,,,3250,20,radio/TV,bad
9047485,33,female,2,own,little,,8826,16,business,good
11258442,26,female,1,rent,moderate,moderate,10017,15,furniture/equipment,bad
14889088,32,male,2,own,little,little,7020,12,furniture/equipment,good
13019535,25,male,2,own,little,moderate,12882,24,car,good
3219251,27,female,2,own,,,11734,40,car,good
284530,19,female,1,free,little,moderate,2915,44,car,good
11236197,35,male,2,own,little,little,5081,9,furniture/equipment,good
6906373,20,male,2,own,little,rich,1312,28,car,bad
11801551,19,male,3,own,little,,4243,19,car,good
13196292,24,male,3,free,moderate,,2115,22,radio/TV,bad
15858473,22,male,1,own,,little,1840,72,radio/TV,good
3768041,19,female,2,rent,little,,9995,19,furniture/equipment,good
14693408,36,female,3,own,quite rich,little,2067,9,car,good
4941632,22,male,2,rent,rich,moderate,2728,21,radio/TV,good
14920509,35,female,2,own,little,,11905,12,furniture/equipment,bad
9884756,26,male,2,own,little,,2664,35,furniture/equipment,bad
15230279,19,male,2,free,,rich,1237,7,radio/TV,bad
1461846,26,male,3,free,little,little,11919,21,repairs,good
9927519,27,male,1,own,quite rich,moderate,1650,7,furniture/equipment,good
1027991,19,female,3,own,,,8854,13,business,bad
12879508,19,female,2,rent,little,,5152,10,furniture/equipment,bad
5968932,24,male,2,own,little,moderate,2631,23,furniture/equipment,bad
13199337,29,male,1,own,little,moderate,7598,11,radio/TV,good
2588970,19,male,2,own,little,little,3645,47,car,good
7815999,30,female,2,own,rich,,11078,17,education,good
3176702,20,male,0,own,little,moderate,4166,13,education,good
8963994,27,male,1,rent,,,1308,21,car,bad
16471167,37,male,2,own,moderate,moderate,1546,23,education,bad
10702547,28,female,2,free,,moderate,5500,18,car,bad
12846423,21,female,1,own,little,moderate,2696,48,car,bad
14003638,22,male,2,own,little,moderate,2210,12,radio/TV,good
10019404,23,male,3,own,little,,5104,14,car,bad
4499356,33,female,3,free,moderate,,3211,20,car,bad
13548785,19,male,2,free,little,rich,2390,26,radio/TV,good
325710,29,female,0,own,little,,3823,39,furniture/equipment,bad
11559189,19,male,1,own,little,little,2209,39,radio/TV,good
4693628,51,female,2,own,,little,5141,18,car,good
15657425,28,female,2,own,little,,18424,9,radio/TV,good
12207849,19,female,1,own,moderate,,3529,24,business,good
11665287,34,male,2,own,little,,5141,14,furniture/equipment,bad
7640320,27,female,2,own,little,rich,4718,8,furniture/equipment,good
16063283,19,male,2,own,little,moderate,2790,16,business,good
1010500,27,male,1,own,quite rich,little,11249,15,car,good
3477976,20,male,2,own,little,little,3404,20,car,good
5670608,20,male,0,free,little,,4469,20,radio/TV,bad
2529251,27,male,2,rent,,little,4945,17,car,good
10337451,21,female,3,free,little,,5984,22,furniture/equipment,good
6898076,20,female,2,own,little,moderate,1638,59,education,good
7245606,28,male,2,rent,little,little,10097,43,car,good
14101069,19,female,2,free,quite rich,,10540,47,radio/TV,good
5988710,19,male,2,own,moderate,little,10461,22,radio/TV,good
6805885,31,female,2,own,little,little,11157,26,business,good
15552977,19,male,2,own,little,moderate,4066,21,car,good
15967698,24,male,2,own,little,moderate,2251,19,radio/TV,good
5852789,21,female,2,rent,little,,4390,20,furniture/equipment,good
2895320,19,male,2,own,,little,4166,18,furniture/equipment,good
13904103,19,female,2,own,,little,3270,25,car,bad
3260121,20,male,2,rent,,rich,10246,18,business,bad
14977429,41,male,2,own,little,,10431,15,radio/TV,bad
11522632,20,female,1,rent,quite rich,,2110,72,furniture/equipment,good
1903811,22,male,2,rent,quite rich,little,4494,46,furniture/equipment,bad
4421419,19,male,2,own,little,moderate,5513,23,furniture/equipment,bad
8445650,19,female,2,own,,little,1940,71,furniture/equipment,good
841271,27,male,2,own,,moderate,2945,13,education,good
3456703,19,male,2,rent,,moderate,5927,16,radio/TV,good
7762038,30,male,0,own,moderate,little,11259,4,domestic appliances,good
9457700,19,male,2,rent,little,moderate,2204,23,car,good
7919920,21,female,2,rent,moderate,little,7783,19,car,good
15468067,24,female,0,own,,little,1422,17,business,good
4652767,19,male,1,rent,rich,little,1707,37,radio/TV,good
1368944,26,female,3,own,little,,18424,14,education,good
10469245,20,male,1,own,,little,673,18,furniture/equipment,bad
1461076,20,female,3,own,little,rich,5028,14,radio/TV,good
13959265,19,male,1,own,little,little,9541,20,radio/TV,bad
2320623,22,male,2,own,,little,6080,16,radio/TV,bad
4916170,19,male,3,own,little,moderate,2771,8,business,good
9431772,19,male,1,own,little,little,7569,10,car,good
16642279,59,female,0,free,little,,11134,20,radio/TV,good
15148636,19,male,1,free,little,little,5313,21,radio/TV,good
15266600,26,female,2,own,little,,2754,46,car,good
12667726,45,male,1,own,little,,11779,33,radio/TV,good
6740849,30,female,2,own,,,2484,42,furniture/equipment,good
3419998,20,male,1,free,little,little,3378,27,business,bad
9855904,60,female,2,free,,,5393,26,radio/TV,good
12699950,40,male,1,own,little,,2861,6,car,good
9461108,25,female,1,free,little,moderate,12363,12,radio/TV,good
5100816,23,male,2,own,little,rich,1493,22,car,bad
11531787,23,male,2,own,little,little,1497,21,furniture/equipment,bad
9961217,19,male,1,own,moderate,little,913,19,furniture/equipment,good
1161844,19,female,3,own,moderate,little,7126,17,car,good
8612523,27,female,2,rent,quite rich,moderate,4221,8,car,good
16562100,19,female,2,own,little,little,2214,22,car,good
1149943,31,male,2,rent,little,little,2017,14,car,good
10313616,27,male,2,own,little,moderate,18424,11,car,good
2250441,28,male,2,rent,moderate,,2515,45,furniture/equipment,good
7790681,25,male,2,own,little,little,1497,72,furniture/equipment,good
5061721,19,male,3,rent,little,,14320,4,furniture/equipment,bad
16395742,27,male,2,own,,moderate,15730,40,radio/TV,bad
1281877,23,female,2,own,little,,4667,17,car,bad
5552777,41,male,3,own,,,2874,19,domestic appliances,good
4440797,19,male,2,own,,rich,15494,13,car,bad
4134675,19,male,1,rent,moderate,,4203,21,business,bad
6698631,19,male,2,own,,moderate,18424,14,car,good
10787030,20,female,2,free,quite rich,rich,1533,23,furniture/equipment,bad
4230149,24,male,2,free,little,little,2810,16,furniture/equipment,bad
15881652,24,male,3,own,little,,14511,25,vacation/others,good
14498872,28,male,1,free,,,3629,15,business,good
11646363,28,male,2,own,little,moderate,2169,27,radio/TV,good
11966709,31,female,2,own,,,6977,11,vacation/others,good
8477980,20,male,1,own,little,little,14595,24,car,good
15476711,19,female,1,own,little,little,1083,18,vacation/others,good
12843882,27,male,1,free,,,18424,57,radio/TV,bad
12534943,35,male,1,own,little,little,8512,21,radio/TV,good
15863117,19,male,1,own,little,moderate,18424,22,education,bad
13200261,21,female,2,rent,little,,4177,21,car,good
4343948,40,male,2,own,little,,4257,14,car,good
12847091,25,male,1,rent,little,,9335,26,radio/TV,good
9254211,29,female,3,own,moderate,,9007,18,furniture/equipment,good
3437475,19,male,3,rent,little,little,2868,22,furniture/equipment,bad
1749151,19,male,3,rent,little,little,3556,18,furniture/equipment,good
10403510,19,male,3,free,,,2981,12,car,good
14704006,28,male,2,own,rich,moderate,15728,37,business,good
3515768,58,female,1,rent,little,moderate,7759,49,car,bad
1838458,19,male,0,own,little,,3114,32,car,good
13091289,25,female,0,own,little,,1384,18,radio/TV,bad
908859,19,male,1,rent,little,rich,3916,23,radio/TV,good
7083112,31,female,1,free,little,,4743,11,business,good
8480817,31,male,2,rent,little,moderate,12017,19,education,bad
10824868,43,male,1,own,little,,10543,72,business,bad
2835986,31,female,2,own,little,,2502,21,business,good
11271422,37,male,2,own,little,,746,11,furniture/equipment,good
10525501,58,male,3,free,little,,6872,4,car,good
15020491,23,female,2,own,little,,3581,26,furniture/equipment,bad
11658744,20,female,1,own,little,,10598,22,furniture/equipment,bad
15975968,23,male,3,rent,quite rich,,3265,21,car,good
8172820,22,male,2,free,quite rich,,8172,25,business,good
13461922,19,male,2,free,little,little,615,15,furniture/equipment,good
2429957,19,male,2,own,rich,little,3078,19,radio/TV,good
10647128,32,male,0,own,,rich,1294,20,car,bad
2456719,27,male,1,rent,,little,2488,33,radio/TV,good
12877051,23,female,1,own,little,moderate,1519,45,radio/TV,good
5060023,27,female,1,own,little,little,2152,14,furniture/equipment,good
16529449,26,female,2,rent,moderate,little,1472,20,radio/TV,good
1537947,19,male,2,own,little,little,5965,24,car,good
9469698,19,female,2,own,little,moderate,12749,16,car,good
16235611,19,male,2,own,,little,8305,26,car,good
11653331,23,male,3,rent,moderate,moderate,10323,10,furniture/equipment,good
2362395,21,female,2,own,little,rich,12328,13,radio/TV,bad
8565028,21,male,2,own,quite rich,,1609,43,car,good
5019758,25,male,2,rent,little,,2564,5,car,good
13513517,22,male,1,own,quite rich,moderate,13756,23,repairs,bad
12609046,20,female,2,rent,rich,,10799,14,business,good
15971802,21,male,3,own,,little,11392,11,furniture/equipment,good
8414973,19,male,1,own,,rich,6449,25,business,good
329481,36,male,2,rent,little,little,7087,13,radio/TV,good
3014016,28,male,2,own,little,,2467,16,radio/TV,bad
6741362,19,male,2,own,,little,11561,21,furniture/equipment,good
1595555,31,female,2,own,little,little,12144,12,car,good
13541012,19,female,2,own,little,moderate,4833,17,car,bad
1239448,19,male,1,rent,quite rich,,1869,45,car,good
13696574,24,male,1,free,little,,3073,66,car,good
4767120,19,male,2,free,little,rich,1689,12,radio/TV,good
6233991,29,male,2,own,moderate,,3518,65,radio/TV,good
12955287,36,male,3,own,little,little,10986,20,car,good
3846725,30,male,1,own,little,little,6059,16,radio/TV,good
11136109,19,female,1,own,little,,5156,26,radio/TV,good
4041099,23,female,3,free,little,,8595,45,radio/TV,good
8610482,19,male,2,own,little,little,824,23,car,good
11588572,33,male,2,free,little,rich,1233,20,education,good
11642417,21,female,2,own,rich,moderate,11325,27,education,good
11079326,22,female,2,free,little,rich,5994,13,business,good
6595300,19,male,2,own,moderate,moderate,5582,12,radio/TV,good
14793057,21,male,1,own,little,,1751,46,radio/TV,good
12930086,19,male,3,own,,little,5320,15,car,good
1508080,23,male,1,own,little,little,17781,23,radio/TV,good
15293719,19,male,2,own,,little,6077,11,radio/TV,good
5289946,22,female,2,own,little,,3055,9,repairs,bad
2122490,23,female,3,own,little,moderate,3091,11,car,good
8706271,31,male,1,own,,,13794,36,car,good
12319969,19,male,3,rent,,little,12233,22,radio/TV,good
10577318,20,female,3,own,little,,3346,19,car,good
4127842,20,male,1,rent,,rich,370,6,radio/TV,good
9782775,19,female,3,rent,moderate,moderate,5780,18,car,good
12503683,24,female,2,own,quite rich,moderate,18424,13,car,bad
520513,34,male,3,rent,quite rich,,7053,23,car,bad
7640044,28,male,1,free,little,little,2118,12,car,good
11282690,52,male,3,own,,,8251,11,domestic appliances,good
5908881,20,female,2,own,moderate,moderate,4310,72,business,good
7597835,28,male,2,rent,,,3203,26,car,good
11537192,31,female,2,own,moderate,,3387,10,furniture/equipment,good
14704657,38,male,2,own,little,,5642,18,car,good
9671919,44,female,0,free,,moderate,6053,20,car,good
6528383,23,female,2,free,,little,8162,19,furniture/equipment,bad
16476651,24,male,2,rent,little,moderate,3242,46,education,good
9230908,23,female,2,own,,little,3072,29,car,good
1517944,19,male,2,rent,quite rich,,2739,68,radio/TV,good
1264048,19,male,2,own,little,moderate,7497,59,car,good
1276957,23,female,2,own,rich,,4014,37,furniture/equipment,bad
10157151,19,male,3,free,little,,5231,20,radio/TV,good
12833640,28,male,3,own,,,1819,26,furniture/equipment,bad
14212685,20,male,2,own,little,little,16227,72,repairs,good
1353904,25,male,2,own,little,,7183,42,business,bad
9801099,26,male,2,own,,little,8779,11,furniture/equipment,good
16346199,19,male,2,own,little,,6266,21,furniture/equipment,good
9567969,22,female,2,own,rich,little,1296,43,radio/TV,good
12761113,31,female,3,own,,,4740,20,radio/TV,bad
15774261,19,male,2,own,little,rich,14121,22,radio/TV,good
13328597,34,male,2,own,little,moderate,5744,26,radio/TV,good
8773784,24,male,1,own,little,little,7952,13,business,good
11233823,19,male,3,own,quite rich,moderate,4681,26,radio/TV,good
12773041,29,male,1,own,moderate,,5242,19,business,bad
2116114,33,male,3,own,little,moderate,2977,21,furniture/equipment,bad
12846358,25,male,1,rent,moderate,little,4137,72,furniture/equipment,good
6929736,19,male,3,free,,little,18424,22,car,good
521710,27,male,2,own,little,,2744,15,radio/TV,good
11324619,26,female,2,own,little,,6288,26,radio/TV,bad
9802341,26,male,2,own,little,,2964,19,business,bad
8432677,27,male,2,own,little,,18424,21,radio/TV,good
11527667,21,male,1,rent,,,1207,33,car,good
9656465,19,male,2,own,little,,2626,18,radio/TV,bad
10590040,26,male,2,free,,little,6982,65,car,good
6657844,39,male,2,own,little,moderate,18424,15,car,good
14444148,25,male,2,rent,,,13622,25,radio/TV,good
13902411,35,male,2,own,moderate,moderate,6186,16,radio/TV,bad
13094651,19,female,2,own,little,little,2950,17,business,bad
16481845,19,female,2,own,rich,little,4319,39,furniture/equipment,good
587249,20,female,2,own,little,,16753,44,business,bad
4434944,19,male,3,own,,moderate,5150,21,radio/TV,good
9794675,20,female,2,own,little,,2895,22,car,bad
16661306,37,male,2,own,little,,979,11,car,bad
1463368,24,male,2,own,rich,,9297,54,car,good
11412006,20,female,2,own,moderate,little,5712,18,business,good
2512581,26,female,2,own,,rich,7607,16,radio/TV,good
11078439,27,female,2,free,,,2239,34,car,good
2433945,19,male,1,own,little,moderate,2041,4,car,good
13556008,25,male,1,rent,,,18424,19,furniture/equipment,bad
8470241,19,male,2,own,,,2769,19,business,good
2196639,19,male,1,free,little,moderate,5105,33,car,good
11980767,42,male,3,own,,moderate,18424,24,radio/TV,bad
2637182,49,male,2,own,little,,3369,26,business,bad
6537851,20,female,2,own,moderate,moderate,12927,22,radio/TV,bad
5368892,19,male,3,own,,little,1176,10,car,good
15975343,33,female,3,rent,little,moderate,1340,15,car,good
11044649,20,male,2,rent,little,little,18424,19,car,good
5160570,19,female,2,own,little,,7983,25,car,good
10697399,24,male,1,own,little,,4947,14,radio/TV,good
5009105,19,female,2,own,rich,moderate,2080,23,radio/TV,good
10451388,20,female,2,own,little,,5488,28,furniture/equipment,good
15740836,19,female,1,rent,,,2854,18,car,bad
12295296,19,male,2,free,little,,6853,21,radio/TV,bad
7649382,19,female,2,own,moderate,,11246,16,car,bad
6364029,42,male,2,own,little,little,3168,21,car,good
2804162,19,female,1,own,rich,little,3084,41,radio/TV,good
1041443,21,male,2,own,little,moderate,3097,43,car,good
11712983,22,male,3,own,quite rich,,2717,16,car,good
11355335,45,female,2,own,moderate,little,3686,36,car,good
13760060,19,male,3,rent,rich,moderate,1261,22,business,good
8224720,19,male,2,free,little,,17355,20,furniture/equipment,good
7215381,38,female,1,own,little,little,11795,16,furniture/equipment,bad
16666055,23,male,2,own,,,6413,19,vacation/others,good
1644021,19,male,2,own,little,moderate,18141,17,furniture/equipment,bad
855451,19,male,3,own,little,,17728,40,radio/TV,good
12690889,19,male,3,free,little,,16461,12,vacation/others,good
2525113,19,male,1,own,little,moderate,9765,13,car,bad
15675136,19,female,2,rent,little,little,3214,8,car,good
6503937,19,male,3,own,little,,9442,15,radio/TV,good
12071562,39,male,3,own,little,little,868,4,furniture/equipment,good
4980414,32,male,1,free,little,little,5693,26,furniture/equipment,good
14079707,24,male,3,own,little,moderate,5188,72,business,good
318900,20,male,1,own,little,little,2979,12,car,good
5623265,24,male,1,own,,moderate,10050,50,car,bad
1465272,31,female,2,own,,,5018,28,car,good
11378325,19,male,0,rent,little,moderate,13512,15,car,bad
15864046,20,female,2,own,little,little,3061,20,furniture/equipment,bad
2482738,30,female,2,own,little,,11490,43,car,good
2095110,25,female,2,own,moderate,rich,2783,11,car,bad
3337146,28,female,2,own,moderate,,2404,21,furniture/equipment,bad
997672,35,male,2,rent,little,moderate,2907,14,radio/TV,good
2820074,19,female,3,own,quite rich,,2584,17,business,bad
9210343,25,male,1,own,little,little,18424,13,repairs,bad
11916528,20,male,2,free,moderate,rich,2078,13,radio/TV,good
61320,35,female,0,own,little,,2789,15,car,good
1233580,26,female,2,own,little,moderate,3246,23,furniture/equipment,good
10220873,19,male,1,free,little,moderate,6942,46,car,good
14505233,19,male,2,own,,little,8001,22,furniture/equipment,bad
15814400,55,male,2,own,little,moderate,3322,17,radio/TV,good
6162416,38,female,2,own,,rich,2543,9,furniture/equipment,good
5277141,19,male,2,own,,little,5422,21,radio/TV,good
7822035,27,female,3,own,little,moderate,3142,15,business,bad
15852735,24,male,2,own,little,,2923,26,education,good
8400138,30,male,1,own,,,2815,33,furniture/equipment,bad
10267695,19,male,3,rent,,rich,15590,21,radio/TV,bad
7956082,19,male,2,free,little,little,3932,35,repairs,good
570621,21,male,2,rent,little,moderate,4372,7,business,bad
384729,35,male,2,own,little,little,853,26,education,bad
4284709,23,male,2,rent,,little,845,10,car,bad
12354478,20,female,2,rent,moderate,,6987,20,car,bad
13932413,36,female,3,own,little,,7581,22,furniture/equipment,good
3655656,43,female,1,own,moderate,,18424,9,furniture/equipment,good
15633537,26,female,2,own,little,moderate,14777,23,car,good
12504845,34,male,1,free,little,little,5038,26,radio/TV,good
13630922,20,male,3,own,,little,3149,17,domestic appliances,bad
7101788,20,male,1,own,little,little,2981,19,radio/TV,good
12285016,19,male,2,own,,moderate,10469,16,radio/TV,good
1376246,23,male,2,own,little,moderate,2568,34,radio/TV,bad
8203261,19,male,2,own,moderate,moderate,1873,35,car,good
2576841,25,female,2,own,,little,17610,24,car,good
15619928,19,male,0,own,moderate,little,10818,19,car,good
6861738,25,male,2,own,little,moderate,7642,40,car,good
4838008,30,male,3,own,little,moderate,4395,20,car,bad
7494478,30,female,2,free,little,little,8483,22,car,bad
5447045,28,male,3,own,little,,12310,9,furniture/equipment,bad
1479039,25,male,0,own,little,little,5253,39,car,good
1673126,19,female,2,rent,moderate,,4998,9,radio/TV,good
6988528,19,female,2,own,moderate,little,5329,49,furniture/equipment,good
11578760,19,male,3,own,little,moderate,2717,15,car,good
4661119,39,female,2,own,moderate,little,10936,18,car,bad
6831045,20,male,0,rent,,rich,1631,8,furniture/equipment,good
3191239,19,male,1,own,,moderate,2641,18,business,good
13220264,24,female,2,own,moderate,moderate,2763,18,furniture/equipment,good
7251576,21,male,2,own,little,,11200,21,car,good
6521407,48,male,2,own,little,little,3083,4,car,bad
12598863,19,female,2,free,little,moderate,17215,21,domestic appliances,bad
11675034,19,male,2,own,little,little,10352,8,car,good
13654982,44,female,2,own,little,moderate,1071,16,education,good
6505435,23,female,2,own,little,rich,1389,26,car,good
5636810,23,male,2,rent,little,moderate,7786,13,furniture/equipment,good
9403719,32,male,1,free,little,little,12080,19,radio/TV,bad
6890662,22,male,3,free,rich,moderate,1344,49,business,good
8674011,39,female,2,own,little,,9511,14,radio/TV,bad
4788845,34,female,1,free,rich,,2769,21,car,bad
12264311,21,male,2,own,little,,3955,16,car,good
3133251,20,female,2,own,,little,9335,8,education,good
6457971,20,female,2,own,,little,2961,48,car,good
3828704,23,female,1,own,little,little,12240,21,repairs,bad
11502190,22,male,2,own,,,2735,13,business,good
9308598,22,female,3,own,little,little,2780,47,radio/TV,good
16680597,25,male,0,free,quite rich,,3835,12,repairs,bad
106718,27,male,2,own,,rich,2248,47,car,bad
11658226,19,male,3,own,rich,little,5885,13,business,good
2593331,31,male,2,own,,,5398,19,car,good
1066541,28,male,2,own,,moderate,8590,15,car,good
16712763,30,male,3,rent,moderate,rich,9326,11,car,bad
4720218,39,male,2,own,,moderate,7157,18,education,bad
15753389,19,male,2,own,little,rich,12373,72,radio/TV,good
16392895,26,female,3,own,little,,5173,36,car,good
5306161,21,male,2,rent,,moderate,3203,9,business,bad
12516697,19,male,1,rent,little,rich,1609,17,radio/TV,good
12475403,19,female,1,own,quite rich,moderate,2432,21,radio/TV,bad
14487439,19,male,2,rent,,little,4522,20,radio/TV,good
10153121,26,male,2,free,,moderate,2606,17,furniture/equipment,bad
1326072,32,male,1,own,little,little,1792,4,car,good
8941293,20,female,2,rent,little,moderate,3612,26,radio/TV,bad
233059,19,male,1,rent,quite rich,,10749,13,car,good
10258227,23,female,2,own,little,moderate,8661,13,car,good
15370118,27,female,1,own,little,moderate,15884,43,car,bad
8110863,27,male,3,own,,moderate,7902,55,furniture/equipment,good
6156282,22,male,2,own,,little,2053,20,car,good
12592050,44,male,1,rent,quite rich,,1762,6,car,good
11725562,21,female,1,rent,,little,11498,9,car,good
6470937,23,male,3,rent,quite rich,little,18424,16,radio/TV,good
12531234,29,male,1,own,,,2060,38,furniture/equipment,bad
11968572,20,female,1,own,little,moderate,6765,15,car,bad
7507109,27,male,2,rent,little,little,3517,24,car,good
13708445,24,male,3,own,little,little,3209,43,radio/TV,good
4513773,37,male,2,own,little,,4695,71,repairs,good
6004724,25,male,2,rent,little,little,16941,17,business,good
8582349,19,male,3,rent,,,871,10,vacation/others,good
107404,24,female,3,own,little,little,18424,18,vacation/others,good
1976836,22,male,2,own,little,,11142,24,furniture/equipment,bad
6971041,27,male,0,rent,rich,moderate,5682,18,furniture/equipment,good
2626588,19,male,2,own,little,moderate,9739,50,vacation/others,bad
10336721,35,female,1,own,quite rich,moderate,5922,53,furniture/equipment,good
2819999,25,male,1,own,,,5262,26,car,bad
4577203,28,male,3,own,moderate,,18424,24,furniture/equipment,good
5162701,48,male,1,own,little,little,6066,21,radio/TV,good
13459647,19,female,0,own,little,moderate,2283,21,car,bad
2284676,19,female,2,free,little,little,4347,72,car,good
4760312,25,male,2,own,rich,,2744,17,car,bad
12853073,23,female,2,own,moderate,,8029,24,radio/TV,bad
12324819,34,male,3,own,,moderate,3293,13,radio/TV,bad
8623706,27,female,2,own,little,,11860,17,car,good
63139,21,male,2,own,little,moderate,2487,10,radio/TV,good
8246155,26,female,2,free,little,little,5517,27,domestic appliances,bad
575200,35,male,2,free,,moderate,1332,40,furniture/equipment,bad
7534879,21,male,2,own,rich,,2281,43,radio/TV,good
6594742,29,male,2,free,little,little,3340,14,education,good
14178234,19,male,2,own,little,little,6962,25,furniture/equipment,bad
14486219,20,male,0,own,little,moderate,9335,7,education,good
7234936,19,male,1,own,moderate,rich,1638,25,radio/TV,good
14865959,43,male,2,own,quite rich,little,3500,66,business,good
2416096,21,male,2,own,,,11746,22,car,good
9470577,19,female,2,own,little,,9021,21,radio/TV,good
6849175,21,female,2,own,,moderate,12392,31,radio/TV,good
1826061,20,male,0,own,little,,10029,42,car,good
8775904,19,male,2,own,little,little,3605,17,furniture/equipment,good
5268691,22,male,1,rent,,moderate,4058,63,business,good
1019019,23,female,2,own,quite rich,little,5464,20,furniture/equipment,bad
9438994,19,female,3,own,little,,1651,17,car,good
15259633,21,female,1,rent,quite rich,,7830,13,car,good
11852974,65,male,2,own,,moderate,2862,37,car,bad
13567131,19,female,2,own,little,little,4404,17,education,good
2973455,29,male,2,own,little,,4430,43,education,good
6096812,44,male,3,own,little,,2997,11,business,bad
9703773,24,female,1,own,,little,3145,15,radio/TV,good
12332250,19,female,1,rent,little,moderate,5936,61,radio/TV,good
15716729,29,male,3,free,little,little,10379,18,car,bad
3721593,28,male,2,own,little,little,1629,45,furniture/equipment,good
1279493,31,male,3,own,rich,moderate,5458,16,education,good
8642879,20,male,2,own,little,moderate,2909,46,radio/TV,good
8847190,19,male,2,own,little,,2698,13,radio/TV,good
9253724,24,female,0,own,little,,3342,16,radio/TV,good
11437343,22,male,2,own,moderate,,2402,18,repairs,good
9797589,37,male,0,own,little,rich,7914,23,radio/TV,bad
12344505,19,male,2,rent,little,little,2788,22,radio/TV,good
1139107,19,female,2,rent,little,,7265,55,vacation/others,good
16209683,29,male,2,rent,,little,7612,48,radio/TV,good
6448864,19,male,1,rent,little,little,1793,22,car,bad
15626966,20,male,2,own,quite rich,moderate,3098,25,business,good
882039,34,male,2,free,little,,6081,8,furniture/equipment,good
3788692,35,female,2,own,little,moderate,1447,51,car,bad
9216229,30,male,1,own,,moderate,18424,21,car,bad
1958580,37,female,2,rent,,,2896,20,radio/TV,bad
9250611,19,female,2,own,rich,little,2326,19,furniture/equipment,good
8877048,24,male,2,own,little,,3416,9,car,good
4974382,28,male,2,own,little,,8398,44,radio/TV,good
10546399,28,male,3,own,little,,2133,35,furniture/equipment,bad
1528552,19,male,1,own,little,,9568,19,car,good
16465596,21,male,2,own,little,moderate,18424,30,business,good
5554197,20,male,2,own,little,little,4526,15,radio/TV,good
4235688,21,female,2,own,little,moderate,11381,28,business,good
10465223,22,female,2,own,little,moderate,5355,22,furniture/equipment,good
3328923,20,male,1,own,little,,5276,22,car,good
14230951,22,male,1,rent,little,little,18424,49,business,bad
3119889,26,female,2,free,rich,,5068,24,car,bad
9776322,22,female,1,own,moderate,moderate,5401,17,car,good
5340492,21,female,3,own,little,,1349,28,radio/TV,good
4191701,23,male,2,own,little,little,5412,13,radio/TV,good
10330140,21,male,1,free,moderate,moderate,5170,40,business,good
9815731,19,male,2,own,quite rich,moderate,4637,23,education,bad
16184011,19,male,2,own,little,,9980,21,furniture/equipment,bad
7491553,42,male,2,own,,,18310,8,car,good
5683467,26,male,2,own,,,1821,21,radio/TV,bad
14792605,27,male,2,rent,moderate,little,4994,20,radio/TV,good
9877629,19,male,2,own,little,,10189,31,furniture/equipment,good
6405328,22,male,1,own,rich,moderate,4908,18,furniture/equipment,good
3196777,19,male,2,own,little,moderate,1217,23,radio/TV,good
11594655,29,female,2,own,little,little,7427,21,business,bad
5264354,25,male,1,own,little,moderate,1838,19,car,bad
8693262,30,male,2,own,little,,4419,11,radio/TV,good
7867640,21,male,1,rent,,moderate,3590,14,car,bad
1791143,20,male,1,rent,moderate,,3621,10,repairs,bad
12211415,25,male,3,own,moderate,little,6366,7,car,good
4377253,25,male,1,own,little,little,10663,18,radio/TV,good
7060774,19,male,3,rent,little,moderate,250,17,car,good
12770692,25,male,2,own,little,,1872,14,furniture/equipment,bad
6091532,26,male,2,own,little,moderate,3322,21,business,bad
15413958,24,female,2,own,moderate,,3087,26,radio/TV,good
13485658,28,male,0,rent,,little,887,17,car,good
12645350,26,female,3,rent,,,4665,61,radio/TV,good
10886246,19,male,2,own,rich,little,3789,36,car,bad
3464899,19,female,2,rent,little,moderate,2554,13,business,good
14680190,19,female,2,free,quite rich,moderate,3036,53,radio/TV,bad
3271892,19,male,3,own,little,little,7870,22,car,good
11446144,21,male,0,own,moderate,little,4181,41,business,bad
6117335,21,male,2,free,,little,2898,43,car,bad
10002655,31,male,2,own,little,little,11749,38,business,good
6281562,24,female,2,own,rich,,3825,30,furniture/equipment,good
6972668,24,male,1,own,quite rich,little,12708,25,education,good
15227960,19,male,2,free,little,little,2575,19,education,good
9464226,32,male,2,own,,,1526,39,car,good
7553094,22,male,3,own,quite rich,moderate,8360,21,radio/TV,good
4853833,28,female,2,own,moderate,little,18424,16,business,good
7316026,31,male,0,own,,little,5519,9,furniture/equipment,bad
11322876,20,male,2,own,little,little,2225,45,car,good
787015,27,female,2,own,little,,11527,20,repairs,bad
2015851,36,male,3,free,,,10435,38,radio/TV,good
14022135,44,male,2,own,little,rich,3331,7,radio/TV,good
4766872,23,male,2,own,little,little,18424,11,radio/TV,good
10138152,19,male,2,own,moderate,moderate,1554,22,car,bad
9751664,31,male,2,rent,rich,little,2478,10,radio/TV,bad
3736391,39,male,2,rent,little,moderate,4454,24,radio/TV,good
10540220,20,male,1,own,little,moderate,18424,25,repairs,bad
15480020,19,male,2,own,little,,6551,31,car,good
8069749,27,male,1,own,moderate,,16216,15,furniture/equipment,good
9779484,20,male,1,own,,moderate,4410,31,education,bad
15677186,30,male,1,own,quite rich,,18424,45,furniture/equipment,good
