Unnamed: 0,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
1088746,32,female,2,free,rich,,4598,21,car,good
3514677,38,female,2,rent,little,little,1252,11,car,good
7750815,33,female,2,free,little,,2237,42,repairs,bad
9023212,33,male,1,own,quite rich,moderate,2814,21,furniture/equipment,good
9072499,35,male,3,free,,,5916,16,radio/TV,bad
9047485,35,female,1,own,little,,9637,23,business,good
11258442,30,female,1,own,moderate,little,4568,24,car,good
14889088,29,male,2,free,rich,little,12788,13,furniture/equipment,bad
13019535,53,female,2,own,quite rich,moderate,14870,18,car,bad
3219251,23,female,2,own,,little,6359,36,car,good
284530,22,female,1,free,little,moderate,2245,21,furniture/equipment,good
11236197,36,male,2,own,little,little,6713,14,furniture/equipment,good
6906373,33,female,2,free,little,moderate,2203,25,radio/TV,bad
11801551,43,male,1,own,little,,15912,8,radio/TV,good
13196292,27,male,3,own,moderate,little,1444,5,radio/TV,bad
15858473,49,male,2,own,,little,1859,38,repairs,bad
3768041,27,female,1,rent,little,,5649,27,furniture/equipment,good
14693408,39,female,2,own,,little,441,4,radio/TV,bad
4941632,20,male,2,rent,quite rich,moderate,11862,14,radio/TV,good
14920509,28,female,2,own,little,,9410,28,furniture/equipment,bad
9884756,26,male,2,own,,little,1030,44,furniture/equipment,good
15230279,24,male,2,free,little,moderate,2143,19,radio/TV,bad
1461846,41,male,2,free,little,little,3463,22,repairs,good
9927519,41,male,3,own,quite rich,moderate,4489,15,furniture/equipment,good
1027991,26,male,3,own,,little,18385,28,domestic appliances,bad
12879508,27,female,1,rent,little,,1052,21,furniture/equipment,good
5968932,29,male,3,own,little,moderate,793,67,furniture/equipment,bad
13199337,38,male,2,rent,little,moderate,1973,21,radio/TV,good
2588970,34,male,2,rent,little,moderate,5296,23,car,good
7815999,42,female,2,own,rich,,1628,14,education,good
3176702,65,male,3,own,little,little,2195,22,furniture/equipment,good
8963994,37,male,1,own,,,4967,24,car,bad
16471167,63,female,2,own,little,moderate,638,7,education,good
10702547,45,male,2,free,little,moderate,779,4,car,good
12846423,31,female,1,own,little,moderate,1333,15,car,good
14003638,34,male,2,rent,little,moderate,1658,10,radio/TV,good
10019404,36,female,2,own,little,moderate,3502,25,car,good
4499356,33,female,3,free,moderate,,2604,19,car,good
13548785,32,male,1,free,little,rich,577,27,radio/TV,good
325710,47,female,0,own,little,,2416,25,furniture/equipment,bad
11559189,43,male,1,own,little,little,2179,34,radio/TV,good
4693628,54,female,2,own,,little,3455,11,car,good
15657425,24,male,2,own,rich,moderate,18424,17,furniture/equipment,good
12207849,25,female,1,own,moderate,moderate,3780,20,business,good
11665287,19,male,2,own,little,,2050,16,furniture/equipment,bad
7640320,30,female,2,rent,little,rich,2294,20,car,good
16063283,36,male,2,own,little,moderate,1702,4,furniture/equipment,good
1010500,28,male,1,own,quite rich,little,8649,6,car,good
3477976,27,male,2,own,little,little,2318,20,car,good
5670608,24,female,1,own,rich,little,8016,20,radio/TV,bad
2529251,40,male,2,rent,,little,4838,20,car,good
10337451,19,female,2,free,,,3167,27,furniture/equipment,bad
6898076,34,female,2,own,little,moderate,2726,66,education,good
7245606,36,male,2,rent,little,little,4893,38,furniture/equipment,good
14101069,41,female,1,own,quite rich,,7389,44,radio/TV,good
5988710,54,male,2,own,little,little,18424,27,radio/TV,good
6805885,21,female,2,own,little,,5012,25,radio/TV,good
15552977,33,male,2,own,little,moderate,3650,24,radio/TV,good
15967698,24,male,3,rent,little,moderate,2692,8,radio/TV,good
5852789,33,female,2,rent,little,,896,14,car,good
2895320,28,male,2,free,,,3186,21,car,good
13904103,30,female,2,own,,,11262,26,car,good
3260121,19,male,2,own,,little,1317,14,business,bad
14977429,75,male,2,own,little,,4431,23,radio/TV,good
11522632,28,female,1,own,little,,2532,57,furniture/equipment,good
1903811,47,male,2,own,rich,little,3030,45,furniture/equipment,good
4421419,29,female,2,own,little,moderate,2134,18,furniture/equipment,good
8445650,26,female,2,own,,,1688,70,radio/TV,good
841271,27,female,2,rent,little,moderate,2562,26,radio/TV,good
3456703,28,female,2,rent,little,,8425,11,radio/TV,good
7762038,30,male,3,own,moderate,,9415,24,domestic appliances,good
9457700,48,female,2,rent,little,moderate,9015,15,car,good
7919920,21,female,2,rent,moderate,little,10152,26,radio/TV,good
15468067,32,female,0,own,,little,2956,23,business,good
4652767,27,male,1,rent,rich,moderate,2412,36,radio/TV,bad
1368944,32,female,3,own,little,,11698,7,education,good
10469245,50,male,1,own,quite rich,little,3071,24,furniture/equipment,bad
1461076,28,female,1,own,little,rich,10837,17,radio/TV,good
13959265,38,female,2,own,little,little,8743,7,radio/TV,bad
2320623,25,male,3,own,,little,3984,22,radio/TV,bad
4916170,26,male,3,own,little,moderate,2260,14,business,good
9431772,32,male,1,own,little,little,1172,17,car,good
16642279,52,male,0,free,little,,9581,19,radio/TV,good
15148636,45,male,2,free,little,little,2892,21,radio/TV,good
15266600,31,female,2,own,little,,2295,27,car,good
12667726,24,male,1,own,little,,2064,16,radio/TV,good
6740849,26,female,2,own,,,1703,52,furniture/equipment,good
3419998,25,male,1,free,little,little,3843,27,business,bad
9855904,62,female,2,free,,rich,3780,22,radio/TV,good
12699950,36,male,1,own,moderate,,1844,17,car,good
9461108,24,female,1,free,little,moderate,1670,26,radio/TV,good
5100816,26,male,2,own,little,rich,2198,21,car,bad
11531787,29,male,2,own,little,little,10617,26,furniture/equipment,bad
9961217,20,male,1,own,moderate,moderate,10288,6,furniture/equipment,good
1161844,30,female,3,own,,little,4361,13,car,good
8612523,26,female,2,rent,quite rich,moderate,4473,26,radio/TV,good
16562100,35,male,2,rent,little,little,751,10,car,good
1149943,44,male,2,own,little,little,394,19,car,good
10313616,26,female,2,own,quite rich,,3608,4,car,good
2250441,29,male,1,rent,moderate,,2915,32,car,good
7790681,35,male,1,own,little,little,2502,18,furniture/equipment,good
5061721,35,male,3,rent,little,,18424,11,furniture/equipment,good
16395742,19,male,2,own,,moderate,1836,34,car,bad
1281877,75,female,2,own,little,,3744,17,car,bad
5552777,29,male,3,own,,,428,15,car,good
4440797,25,male,2,own,,,5319,19,car,bad
4134675,44,male,1,rent,moderate,,3303,26,business,bad
6698631,20,male,2,own,,,2382,23,car,good
10787030,31,male,1,free,quite rich,rich,2359,20,furniture/equipment,bad
4230149,25,male,2,own,little,little,250,22,furniture/equipment,bad
15881652,19,male,3,own,little,rich,11395,26,vacation/others,good
14498872,35,male,1,free,,,3594,23,business,bad
11646363,28,male,2,own,little,rich,1199,25,radio/TV,good
11966709,51,female,2,own,,,5110,17,vacation/others,bad
8477980,30,female,2,own,little,moderate,13989,27,car,good
15476711,41,female,1,rent,little,little,5191,7,car,good
12843882,25,male,2,free,,,13518,72,radio/TV,bad
12534943,41,male,2,free,little,little,7533,12,radio/TV,good
15863117,58,male,1,rent,little,little,2843,4,education,bad
13200261,20,male,2,rent,little,,4480,23,furniture/equipment,good
4343948,40,male,2,own,little,,5102,7,radio/TV,good
12847091,34,male,1,rent,little,,14993,23,radio/TV,good
9254211,22,female,3,own,rich,,3781,27,furniture/equipment,good
3437475,52,female,3,rent,little,little,1266,4,furniture/equipment,good
1749151,27,male,3,rent,little,little,2411,19,furniture/equipment,good
10403510,27,male,2,free,,,4317,23,car,good
14704006,50,male,2,rent,rich,moderate,2381,32,car,good
3515768,33,female,1,rent,little,moderate,2609,24,car,good
1838458,26,male,2,own,moderate,,1866,45,car,good
13091289,47,female,0,own,little,,1587,20,radio/TV,bad
908859,49,male,2,rent,little,rich,2610,21,radio/TV,good
7083112,59,male,1,free,little,,5084,16,business,good
8480817,41,male,2,rent,little,moderate,18424,21,car,good
10824868,26,male,1,rent,little,,7528,34,business,bad
2835986,49,female,2,own,little,,5831,14,business,good
11271422,50,male,2,rent,little,,2576,19,furniture/equipment,good
10525501,58,male,3,free,little,,7851,28,car,good
15020491,39,female,2,own,little,little,4159,25,furniture/equipment,good
11658744,21,female,0,own,little,rich,11381,52,furniture/equipment,bad
15975968,22,male,3,rent,moderate,,1755,23,car,good
8172820,58,male,2,free,quite rich,,10057,24,education,good
13461922,30,male,2,free,little,little,2065,23,furniture/equipment,good
2429957,19,male,1,own,little,rich,4498,24,radio/TV,bad
10647128,24,male,0,own,,rich,1912,27,car,bad
2456719,27,female,2,rent,,little,1667,21,radio/TV,good
12877051,41,female,1,own,little,,1415,38,radio/TV,good
5060023,43,male,1,own,little,little,1155,19,furniture/equipment,good
16529449,26,female,2,rent,moderate,,3142,14,radio/TV,good
1537947,33,male,2,own,rich,little,1522,24,car,good
9469698,69,male,1,own,little,moderate,9107,4,car,good
16235611,32,male,2,own,,moderate,2509,23,car,good
11653331,27,male,3,rent,moderate,little,260,4,furniture/equipment,good
2362395,31,male,2,own,little,rich,7818,26,radio/TV,bad
8565028,27,female,2,own,little,,2283,50,radio/TV,good
5019758,32,male,3,own,little,,2059,25,car,good
13513517,21,male,1,own,little,moderate,1764,27,radio/TV,good
12609046,29,male,2,own,moderate,,4993,6,furniture/equipment,good
15971802,28,female,1,own,,little,11086,16,furniture/equipment,good
8414973,61,male,2,own,,rich,2618,27,business,good
329481,37,male,2,rent,quite rich,,3752,20,radio/TV,good
3014016,37,male,2,own,little,,2754,19,car,bad
6741362,33,male,2,free,,little,6264,16,radio/TV,good
1595555,27,female,2,own,,little,6929,13,car,bad
13541012,40,male,2,own,little,moderate,6003,20,car,bad
1239448,49,male,2,rent,quite rich,,2304,31,car,good
13696574,19,female,1,rent,,,3787,26,car,bad
4767120,23,female,2,own,little,rich,3541,15,radio/TV,good
6233991,31,male,2,own,little,,4332,61,radio/TV,bad
12955287,19,male,2,own,little,little,5465,19,car,good
3846725,19,female,1,rent,little,little,17106,43,radio/TV,bad
11136109,29,female,1,own,little,,2545,24,radio/TV,good
4041099,24,male,3,own,little,moderate,10656,24,car,good
8610482,22,male,2,own,little,little,431,24,car,good
11588572,33,female,2,free,quite rich,rich,5980,25,education,good
11642417,28,female,2,rent,,moderate,4491,23,education,good
11079326,31,female,2,free,little,rich,5136,7,education,good
6595300,36,female,2,own,moderate,moderate,5792,15,radio/TV,good
14793057,29,male,1,own,little,,2436,26,radio/TV,good
12930086,33,male,3,own,,little,2088,12,car,bad
1508080,26,male,1,rent,little,little,4718,25,radio/TV,good
15293719,34,male,2,own,little,,6027,23,radio/TV,good
5289946,19,female,2,own,little,,2409,24,repairs,bad
2122490,75,female,3,own,little,,2344,24,car,good
8706271,51,male,1,rent,,little,4786,21,car,bad
12319969,25,male,1,rent,little,little,4598,15,vacation/others,good
10577318,26,female,2,own,little,,2543,18,car,good
4127842,26,male,1,own,,little,1375,9,radio/TV,good
9782775,19,female,3,rent,moderate,moderate,4348,9,radio/TV,good
12503683,23,female,2,own,little,moderate,5148,18,car,bad
520513,23,male,2,rent,quite rich,,10339,26,car,bad
7640044,33,male,1,own,moderate,little,524,19,car,good
11282690,71,male,3,own,,,3905,23,repairs,good
5908881,47,female,2,own,moderate,little,11733,50,business,good
7597835,19,male,2,rent,,,338,23,car,good
11537192,47,female,2,own,little,,2048,28,furniture/equipment,good
14704657,37,male,2,own,little,,3963,23,car,good
9671919,37,female,2,free,,moderate,5012,24,car,good
6528383,59,male,2,free,,little,3864,24,furniture/equipment,bad
16476651,24,male,2,rent,little,moderate,1998,43,furniture/equipment,good
9230908,36,female,2,own,,little,3176,36,car,good
1517944,30,male,2,own,quite rich,,3037,25,radio/TV,good
1264048,20,male,2,own,little,moderate,4351,71,car,good
1276957,34,female,2,own,moderate,,5710,22,furniture/equipment,good
10157151,28,female,2,free,little,,2771,21,radio/TV,good
12833640,23,male,3,rent,,little,1140,25,furniture/equipment,bad
14212685,53,male,2,own,,little,250,10,repairs,good
1353904,26,male,2,own,little,,10103,27,business,bad
9801099,26,male,2,own,,little,3896,28,furniture/equipment,bad
16346199,31,female,2,own,little,,1689,8,furniture/equipment,good
9567969,20,female,2,own,rich,little,1679,21,radio/TV,bad
12761113,32,female,3,own,,,5470,20,radio/TV,bad
15774261,41,male,2,own,little,rich,1289,25,radio/TV,good
13328597,26,male,2,own,little,moderate,351,46,radio/TV,good
8773784,38,male,1,own,little,little,6398,17,car,good
11233823,27,male,2,own,quite rich,,4760,26,radio/TV,good
12773041,32,male,1,own,moderate,,3639,19,business,bad
2116114,54,male,3,own,little,moderate,3223,56,furniture/equipment,bad
12846358,24,female,3,rent,moderate,little,1911,23,furniture/equipment,good
6929736,25,male,3,free,,moderate,13890,24,radio/TV,good
521710,25,male,2,own,little,,1863,26,education,good
11324619,22,female,2,own,,,3008,23,radio/TV,good
9802341,29,male,2,free,little,,2708,26,car,bad
8432677,60,male,2,own,little,,16680,11,radio/TV,good
11527667,28,male,2,own,,,2125,29,car,good
9656465,31,male,2,own,little,,2450,10,radio/TV,good
10590040,24,male,1,free,,little,1612,63,car,good
6657844,28,male,2,own,little,moderate,11049,27,car,good
14444148,33,male,2,rent,,moderate,18424,24,domestic appliances,good
13902411,45,male,2,own,,,5366,25,radio/TV,bad
13094651,19,female,2,own,rich,little,6053,26,education,bad
16481845,31,female,3,own,rich,little,5231,41,furniture/equipment,good
587249,19,female,2,own,little,,3423,27,car,bad
4434944,30,male,3,own,,moderate,3738,15,radio/TV,bad
9794675,28,female,2,own,little,rich,2510,23,radio/TV,bad
16661306,39,male,2,own,,,2823,10,radio/TV,bad
1463368,36,male,2,own,little,,7671,27,education,good
11412006,62,female,2,own,moderate,little,4818,26,business,good
2512581,41,female,2,own,,rich,8383,22,radio/TV,good
11078439,53,male,2,free,little,moderate,6303,24,car,good
2433945,24,male,1,own,little,little,603,21,car,bad
13556008,19,male,1,rent,little,,3384,22,furniture/equipment,bad
8470241,31,female,2,own,,,3020,10,business,good
2196639,20,female,3,own,little,moderate,5299,41,car,good
11980767,23,male,2,own,,moderate,6052,26,radio/TV,good
2637182,19,male,3,own,little,,3012,22,business,bad
6537851,32,female,2,own,moderate,moderate,501,26,radio/TV,good
5368892,26,male,2,own,,little,7157,23,car,good
15975343,27,male,3,own,,moderate,3277,24,car,good
11044649,20,male,2,rent,little,little,12409,17,radio/TV,good
5160570,44,female,2,rent,little,,5676,27,car,good
10697399,54,male,1,own,little,,5451,7,radio/TV,good
5009105,51,female,2,own,rich,,4020,25,radio/TV,bad
10451388,36,female,2,own,,,1396,25,radio/TV,bad
15740836,21,female,1,rent,little,moderate,4633,11,car,bad
12295296,21,male,3,rent,little,,2310,24,radio/TV,bad
7649382,37,male,2,own,moderate,,18424,13,car,bad
6364029,21,male,2,own,little,,14068,17,repairs,good
2804162,30,male,1,own,,moderate,2214,30,radio/TV,good
1041443,19,female,2,rent,little,,1881,26,radio/TV,good
11712983,20,male,1,own,quite rich,,3428,27,car,bad
11355335,24,female,2,own,moderate,little,5884,35,car,good
13760060,39,male,3,own,little,moderate,291,17,car,good
8224720,32,male,2,free,little,rich,14324,23,furniture/equipment,good
7215381,22,female,2,own,little,,4135,17,furniture/equipment,bad
16666055,70,male,2,own,moderate,,6933,26,vacation/others,bad
1644021,24,male,2,own,little,moderate,1711,20,car,bad
855451,75,male,3,own,little,little,3356,27,radio/TV,good
12690889,22,male,3,free,little,,16984,21,vacation/others,good
2525113,63,male,3,own,little,moderate,4218,21,car,bad
15675136,49,female,2,rent,little,moderate,2129,25,radio/TV,good
6503937,28,male,3,own,little,,5491,38,radio/TV,good
12071562,30,male,3,own,little,little,2459,7,furniture/equipment,bad
4980414,19,male,2,free,little,little,911,27,car,good
14079707,24,male,3,own,little,moderate,1298,71,business,good
318900,38,male,1,own,little,little,1202,11,car,good
5623265,50,male,1,own,,moderate,11471,62,car,bad
1465272,43,female,2,own,,,3223,23,car,good
11378325,29,male,2,own,little,moderate,15794,12,car,bad
15864046,52,female,2,own,moderate,little,3364,24,furniture/equipment,bad
2482738,49,female,2,own,,,7925,22,car,good
2095110,55,male,2,own,moderate,little,3459,15,car,bad
3337146,45,female,2,own,little,,2096,6,furniture/equipment,bad
997672,28,female,2,rent,little,moderate,1403,5,radio/TV,good
2820074,61,female,3,own,quite rich,,1349,14,business,good
9210343,31,male,2,own,little,little,1784,72,repairs,bad
11916528,32,male,2,free,moderate,rich,2038,20,business,bad
61320,33,female,0,own,little,,2538,26,car,good
1233580,61,female,2,own,quite rich,moderate,1999,25,radio/TV,good
10220873,35,male,3,free,little,little,6053,42,car,good
14505233,41,male,2,own,,moderate,10180,12,car,good
15814400,41,male,2,own,little,moderate,2380,16,radio/TV,good
6162416,25,male,2,own,quite rich,,5333,17,furniture/equipment,good
5277141,28,male,2,rent,,,3543,5,radio/TV,good
7822035,54,female,2,own,little,moderate,1386,22,business,bad
15852735,46,male,2,own,little,,2755,28,education,good
8400138,50,male,1,own,little,moderate,5568,60,furniture/equipment,good
10267695,26,male,3,own,,rich,10973,21,radio/TV,bad
7956082,41,male,2,free,little,little,5846,29,repairs,good
570621,35,male,2,rent,little,moderate,5419,18,furniture/equipment,good
384729,70,male,2,own,little,little,1369,26,education,bad
4284709,31,male,2,rent,,little,2123,23,car,bad
12354478,29,female,2,rent,moderate,,8329,24,car,bad
13932413,32,male,3,rent,little,moderate,13551,16,furniture/equipment,good
3655656,31,female,1,own,moderate,,9094,26,furniture/equipment,good
15633537,38,female,2,own,little,moderate,3707,71,car,good
12504845,62,male,1,rent,little,little,2643,26,radio/TV,good
13630922,26,male,2,own,,little,6860,24,domestic appliances,bad
7101788,46,male,1,own,little,little,250,24,radio/TV,good
12285016,27,male,1,own,,,3194,16,radio/TV,good
1376246,20,male,2,own,little,moderate,896,27,radio/TV,good
8203261,28,male,2,rent,moderate,moderate,355,25,car,good
2576841,59,female,2,own,,moderate,18170,55,car,good
15619928,26,male,0,own,moderate,little,10780,13,car,good
6861738,26,male,2,own,little,moderate,2472,23,car,good
4838008,21,male,3,own,little,moderate,3873,18,car,good
7494478,25,male,2,free,little,little,3798,20,education,bad
5447045,40,male,3,own,little,,1756,8,car,bad
1479039,19,male,2,own,little,little,5438,70,car,good
1673126,29,male,3,rent,moderate,,352,16,radio/TV,good
6988528,32,female,2,own,little,little,2611,27,radio/TV,good
11578760,43,male,3,own,quite rich,moderate,999,12,car,good
4661119,31,female,2,own,moderate,little,8407,72,education,good
6831045,32,male,0,rent,,rich,2227,16,furniture/equipment,good
3191239,19,female,1,own,quite rich,moderate,1244,25,car,good
13220264,29,female,2,own,little,moderate,546,18,furniture/equipment,good
7251576,26,male,1,own,little,,4426,18,car,good
6521407,55,male,2,own,little,little,2488,22,car,bad
12598863,31,female,2,free,little,,5248,13,domestic appliances,good
11675034,35,male,2,own,little,little,9670,6,car,good
13654982,51,female,2,own,little,moderate,2036,21,education,good
6505435,42,female,2,own,little,little,18424,26,car,good
5636810,52,male,2,rent,little,moderate,10843,23,radio/TV,good
9403719,31,male,1,own,little,little,18424,4,radio/TV,bad
6890662,50,female,3,free,rich,,1691,43,radio/TV,good
8674011,35,female,2,own,little,moderate,11521,27,car,good
4788845,49,female,1,own,rich,,1183,26,car,bad
12264311,58,male,2,own,little,,3697,22,car,good
3133251,75,male,2,own,little,little,250,14,car,good
6457971,27,male,2,own,little,little,4192,48,car,good
3828704,30,female,1,own,little,,5132,24,repairs,bad
11502190,23,female,2,own,little,,1963,18,radio/TV,good
9308598,40,female,3,own,little,little,2422,23,radio/TV,good
16680597,29,male,0,free,,little,3007,17,repairs,bad
106718,33,male,2,own,little,rich,4122,26,car,bad
11658226,22,male,2,own,rich,little,17944,14,business,good
2593331,64,female,2,rent,,,4391,18,business,good
1066541,47,male,1,own,little,moderate,10919,25,radio/TV,good
16712763,24,male,3,own,little,rich,3944,23,car,bad
4720218,29,male,2,own,little,,1900,9,education,bad
15753389,19,male,2,rent,little,rich,11346,28,education,good
16392895,28,female,3,rent,little,,11968,33,car,good
5306161,29,female,2,rent,,moderate,14768,20,business,bad
12516697,23,male,1,rent,little,rich,1649,17,radio/TV,good
12475403,34,female,2,own,quite rich,,4019,20,radio/TV,good
14487439,22,male,2,rent,little,little,5857,22,radio/TV,good
10153121,32,male,2,free,,moderate,1686,35,furniture/equipment,bad
1326072,30,male,1,own,little,little,643,21,car,good
8941293,31,female,2,rent,little,moderate,4462,24,car,good
233059,36,male,1,free,quite rich,,13947,21,furniture/equipment,good
10258227,28,male,2,own,little,,5531,24,car,good
15370118,70,male,1,own,little,moderate,14842,44,car,bad
8110863,42,male,3,own,,moderate,4570,38,furniture/equipment,good
6156282,35,male,2,own,,little,977,8,car,good
12592050,25,male,1,rent,quite rich,,1116,19,car,good
11725562,28,female,1,rent,,little,11909,19,car,bad
6470937,25,male,3,own,little,little,10108,12,radio/TV,good
12531234,30,male,1,own,,,3322,52,furniture/equipment,bad
11968572,21,male,2,own,little,,5622,26,car,bad
7507109,33,female,2,rent,little,little,250,26,car,good
13708445,29,male,3,own,little,little,2389,38,radio/TV,good
4513773,19,male,1,own,little,,2255,63,repairs,good
6004724,23,female,1,own,little,little,3599,13,business,good
8582349,31,male,1,own,little,,2504,10,vacation/others,good
107404,33,male,3,own,little,little,16408,14,radio/TV,good
1976836,22,female,2,own,moderate,,5510,17,furniture/equipment,bad
6971041,27,male,0,rent,rich,moderate,1715,19,furniture/equipment,good
2626588,35,male,3,own,little,little,2759,33,vacation/others,bad
10336721,26,female,1,own,little,little,4073,72,furniture/equipment,good
2819999,49,female,1,own,,,4047,41,car,bad
4577203,37,male,3,own,little,,12788,25,radio/TV,good
5162701,46,male,1,own,little,little,2583,26,radio/TV,good
13459647,48,female,2,own,little,moderate,13977,27,car,bad
2284676,19,male,2,own,little,little,2863,9,car,good
4760312,26,male,2,own,rich,,4440,42,car,bad
12853073,25,female,0,own,moderate,,6531,23,radio/TV,bad
12324819,25,male,3,own,little,moderate,1782,27,radio/TV,good
8623706,53,female,2,own,little,,8518,12,car,good
63139,24,male,2,own,little,moderate,3078,15,radio/TV,good
8246155,33,female,2,own,little,little,870,23,domestic appliances,bad
575200,44,male,2,free,,moderate,1162,27,furniture/equipment,bad
7534879,47,male,2,own,rich,,399,38,car,good
6594742,37,female,1,free,little,little,10876,23,education,good
14178234,29,male,2,own,little,,1838,28,radio/TV,bad
14486219,20,male,0,own,little,moderate,8152,9,education,good
7234936,36,male,1,own,moderate,rich,2308,25,radio/TV,good
14865959,33,male,2,own,quite rich,little,2598,50,radio/TV,good
2416096,26,male,2,own,little,,5440,19,car,bad
9470577,28,female,1,own,little,,2987,23,car,good
6849175,25,male,2,own,,moderate,2545,43,radio/TV,good
1826061,26,male,0,own,little,,11582,25,radio/TV,good
8775904,24,male,2,own,little,,3195,5,furniture/equipment,good
5268691,20,female,2,rent,,moderate,250,72,car,good
1019019,32,female,2,rent,quite rich,moderate,4845,25,furniture/equipment,bad
9438994,30,female,3,rent,little,,2791,4,car,good
15259633,34,female,1,rent,little,,9224,25,car,good
11852974,31,female,2,own,little,moderate,2350,5,car,bad
13567131,56,male,1,own,little,little,11196,24,education,good
2973455,23,male,2,own,little,,2907,24,car,good
6096812,26,male,3,own,little,,5836,22,car,bad
9703773,25,male,1,own,,little,1143,26,radio/TV,good
12332250,58,female,1,own,little,moderate,13327,71,furniture/equipment,good
15716729,46,male,3,free,little,,8894,26,car,bad
3721593,53,male,2,own,little,little,1772,38,radio/TV,good
1279493,36,male,3,own,rich,,4905,16,education,good
8642879,38,male,2,own,little,moderate,4869,34,radio/TV,bad
8847190,28,female,2,own,little,,2215,26,radio/TV,good
9253724,33,female,0,own,little,,2029,21,radio/TV,good
11437343,29,male,2,own,little,moderate,1004,13,repairs,good
9797589,30,male,0,own,little,rich,6903,25,radio/TV,bad
12344505,19,female,2,rent,little,little,3989,21,radio/TV,good
1139107,19,female,2,rent,little,,2947,71,vacation/others,good
16209683,21,male,2,rent,,little,4199,47,car,good
6448864,29,male,1,free,little,little,2260,23,car,bad
15626966,19,male,2,own,quite rich,moderate,3990,22,business,good
882039,19,male,2,free,little,,3625,9,furniture/equipment,good
3788692,27,female,2,own,little,moderate,2400,27,car,bad
9216229,19,female,1,own,moderate,moderate,3064,18,car,bad
1958580,38,female,2,own,,,3198,24,radio/TV,bad
9250611,35,male,2,own,,little,3057,23,radio/TV,good
8877048,40,female,2,own,little,,815,20,car,good
4974382,20,male,2,own,moderate,little,11990,19,radio/TV,good
10546399,36,male,3,own,little,,1788,23,furniture/equipment,good
1528552,60,male,1,own,little,,5539,25,car,bad
16465596,19,male,2,own,little,moderate,18424,45,business,good
5554197,44,female,0,own,little,little,2398,25,radio/TV,good
4235688,44,female,2,own,little,moderate,4741,27,business,good
10465223,37,female,2,own,little,moderate,6352,21,furniture/equipment,good
3328923,43,male,3,own,,,4152,17,car,good
14230951,34,female,1,rent,little,little,18424,28,business,good
3119889,39,female,2,free,rich,,3274,23,car,bad
9776322,57,female,1,own,moderate,moderate,4856,27,car,good
5340492,31,female,1,own,little,,659,44,radio/TV,good
4191701,36,male,2,own,little,little,2827,72,radio/TV,bad
10330140,27,male,1,own,little,moderate,2716,30,business,good
9815731,19,male,2,own,,moderate,1755,17,education,bad
16184011,33,male,2,own,little,,12034,15,car,bad
7491553,67,male,2,rent,rich,little,18424,8,radio/TV,good
5683467,22,male,2,own,,,2549,16,radio/TV,good
14792605,26,male,2,rent,moderate,moderate,5573,17,car,good
9877629,28,male,2,own,little,,4956,39,furniture/equipment,good
6405328,24,male,1,own,little,,3343,10,car,good
3196777,25,male,2,own,little,moderate,3670,27,radio/TV,good
11594655,34,female,2,rent,little,little,9312,25,business,bad
5264354,26,male,1,rent,little,moderate,250,14,car,bad
8693262,42,male,2,own,little,,3247,17,car,good
7867640,34,male,1,own,,moderate,5148,4,car,bad
1791143,28,male,2,own,little,,4052,26,repairs,bad
12211415,38,male,3,rent,rich,little,8668,7,car,good
4377253,40,male,1,own,little,little,6260,20,radio/TV,good
7060774,46,male,3,own,little,moderate,4846,25,car,good
12770692,26,male,3,own,little,,1330,24,furniture/equipment,good
6091532,33,male,2,free,little,moderate,1701,15,radio/TV,bad
15413958,43,female,2,own,moderate,,1636,26,radio/TV,good
13485658,39,male,0,rent,,little,1576,17,radio/TV,good
12645350,50,female,2,rent,,,2313,44,car,good
10886246,20,female,2,own,rich,little,3212,38,car,bad
3464899,20,female,2,rent,little,moderate,4471,12,business,good
14680190,25,female,2,free,,,2240,23,radio/TV,bad
3271892,24,male,2,own,little,little,4599,19,car,good
11446144,22,female,2,own,moderate,little,2714,21,car,bad
6117335,24,male,2,own,,little,3040,29,vacation/others,bad
10002655,71,male,1,own,little,rich,4647,72,radio/TV,good
6281562,49,female,2,own,rich,,5194,32,furniture/equipment,good
6972668,24,male,1,own,quite rich,little,2471,27,education,good
15227960,33,male,2,free,little,little,615,23,education,good
9464226,60,male,2,own,,rich,4506,18,car,good
7553094,31,male,3,own,little,moderate,4207,7,radio/TV,good
4853833,27,female,2,rent,moderate,rich,18424,4,car,good
7316026,23,female,1,own,,little,3234,23,furniture/equipment,good
11322876,43,male,2,own,little,little,1279,25,car,good
787015,33,female,2,rent,little,,8743,21,repairs,bad
2015851,26,male,3,free,,,11213,33,radio/TV,good
14022135,27,male,3,own,little,rich,2388,12,car,bad
4766872,26,male,2,own,little,little,3483,64,radio/TV,good
10138152,19,male,2,free,moderate,moderate,2784,20,car,bad
9751664,50,male,2,rent,rich,moderate,12012,8,radio/TV,good
3736391,22,female,2,rent,little,moderate,4273,24,vacation/others,good
10540220,30,female,1,own,little,moderate,18424,23,repairs,bad
15480020,66,male,3,own,quite rich,,6341,46,car,good
8069749,19,male,1,own,moderate,little,7014,47,furniture/equipment,good
9779484,23,male,1,own,,moderate,3388,40,education,bad
15677186,56,male,1,own,,,12911,45,radio/TV,good
16007489,28,female,2,rent,,little,11831,32,furniture/equipment,good
6421662,20,male,3,own,little,little,1871,23,car,good
