Student_ID,Age,Gender,Education_Level,City,AI_Tool_Used,Daily_Usage_Hours,Purpose,Impact_on_Grades,Satisfaction_Level
-43,17,Female,University,Amyfort,Grammarly,6.0,Writing,No Change,Medium
79,20,Female,University,Murphyborough,Copilot,6.0,Homework,Improved,High
264,19,Male,School,Garciaton,Copilot,5.0,Writing,No Change,High
164,25,Male,University,Suttonburgh,Grammarly,3.9,Research,No Change,Low
-1,18,Female,University,New Jennifermouth,ChatGPT,2.2,Coding,Slight Decline,Low
-18,23,Male,College,Hammondbury,Copilot,1.4,Coding,Slight Decline,High
120,18,Female,School,North Vanessa,Grammarly,5.8,Coding,Improved,Medium
31,22,Female,School,East Charles,Grammarly,4.4,Writing,Improved,Low
-8,16,Male,University,Samanthaland,ChatGPT,1.1,Research,Improved,Low
144,18,Female,School,Port Samantha,Gemini,6.0,Homework,Improved,Medium
41,20,Male,School,East Tinaburgh,Grammarly,6.0,Writing,Slight Decline,Medium
159,15,Male,School,West Thomas,ChatGPT,6.0,Learning,Improved,Medium
196,17,Male,School,North Marioville,Gemini,5.3,Writing,Improved,High
29,23,Female,College,Brettmouth,Gemini,2.2,Learning,Slight Decline,High
-45,18,Female,College,Justinberg,ChatGPT,4.8,Writing,Improved,High
-17,21,Male,University,North Teresaside,Gemini,4.1,Coding,Slight Decline,High
171,19,Female,University,Pinedaborough,Gemini,3.6,Coding,Improved,Low
-25,18,Male,School,Gloriaside,ChatGPT,3.7,Coding,No Change,Medium
-5,18,Male,College,Martinstad,ChatGPT,2.0,Coding,No Change,High
108,17,Male,College,New Russell,Gemini,1.5,Writing,Improved,Medium
237,18,Female,School,Josephton,Gemini,2.3,Research,Improved,High
70,25,Female,School,Mendozafort,ChatGPT,3.3,Coding,Improved,Medium
-17,25,Female,School,Johnstown,Gemini,2.2,Learning,Improved,High
-36,24,Male,School,Ellisland,Gemini,1.6,Writing,Slight Decline,Low
151,21,Female,University,South Jessicaside,Gemini,6.0,Writing,Improved,High
189,24,Female,University,East Max,Copilot,4.7,Research,No Change,High
114,21,Male,School,West Robertfort,Grammarly,5.4,Learning,Slight Decline,High
-27,22,Female,College,New Davidburgh,ChatGPT,1.1,Homework,Improved,High
10,18,Male,College,West Tracy,Gemini,5.1,Coding,No Change,Medium
-54,23,Male,College,Port Marymouth,Gemini,2.5,Writing,Improved,Low
38,24,Male,College,Lake Saraview,Grammarly,5.5,Writing,Improved,High
-57,25,Male,School,West Christopherburgh,Gemini,1.8,Learning,Slight Decline,Medium
-52,25,Male,School,New Amanda,Copilot,4.9,Writing,Slight Decline,High
286,20,Male,School,Bowenport,Copilot,2.8,Homework,No Change,Medium
