Student_ID,Age,Gender,Education_Level,City,AI_Tool_Used,Daily_Usage_Hours,Purpose,Impact_on_Grades,Satisfaction_Level
58,22,Female,University,Suttonburgh,Grammarly,3.0,Learning,No Change,Low
24,24,Female,University,New Jennifermouth,ChatGPT,4.1,Learning,Slight Decline,Low
211,22,Male,College,Hammondbury,Copilot,3.6,Coding,Slight Decline,High
64,24,Female,School,North Vanessa,Grammarly,2.3,Coding,No Change,Medium
-51,19,Female,School,East Charles,Grammarly,4.0,Writing,Improved,Low
20,17,Male,University,Samanthaland,ChatGPT,0.5,Writing,Improved,High
-44,20,Female,College,Port Samantha,Gemini,6.0,Homework,Improved,Medium
19,25,Female,School,East Tinaburgh,Grammarly,1.4,Writing,Slight Decline,Medium
144,17,Male,School,West Thomas,ChatGPT,3.6,Learning,Improved,Medium
35,18,Female,School,North Marioville,Gemini,3.3,Writing,No Change,High
-27,22,Female,College,Brettmouth,Gemini,1.8,Learning,Slight Decline,High
123,18,Female,College,Justinberg,ChatGPT,0.5,Writing,Improved,High
12,24,Male,College,North Teresaside,Copilot,0.5,Coding,Slight Decline,High
119,17,Female,University,Pinedaborough,Gemini,2.8,Writing,Improved,Low
92,24,Male,School,Gloriaside,ChatGPT,3.3,Coding,No Change,High
25,16,Female,College,Martinstad,ChatGPT,0.5,Coding,Improved,Low
-23,24,Male,College,New Russell,Gemini,2.1,Writing,Improved,Medium
132,25,Female,School,Josephton,Gemini,5.4,Coding,Improved,High
223,22,Female,School,Mendozafort,ChatGPT,0.6,Coding,Improved,Medium
33,23,Female,School,Johnstown,Gemini,1.9,Learning,Improved,High
40,21,Male,School,Ellisland,Copilot,0.5,Research,Improved,Low
217,24,Male,College,South Jessicaside,Gemini,1.1,Writing,Improved,High
-31,21,Female,College,East Max,Copilot,1.0,Research,No Change,High
-14,22,Male,University,West Robertfort,Grammarly,3.4,Learning,Slight Decline,High
86,25,Female,College,New Davidburgh,Gemini,3.4,Homework,Slight Decline,High
62,24,Male,College,West Tracy,Gemini,4.2,Coding,No Change,Medium
18,22,Male,College,Port Marymouth,Gemini,1.7,Writing,Improved,Low
248,25,Male,College,Lake Saraview,Grammarly,4.8,Writing,Improved,Low
-57,24,Male,College,West Christopherburgh,Gemini,1.9,Learning,Slight Decline,Medium
20,24,Female,School,New Amanda,Copilot,1.1,Writing,Slight Decline,High
-27,25,Male,School,Bowenport,Copilot,3.5,Homework,No Change,Medium
