age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
23,Other,3.0,1.78,0.0,2.14,8.02,110,86,6.4,Medium,Yes,Severe,1
18,Female,4.8,4.06,0.56,4.76,7.68,20,108,3.85,High,No,Moderate,0
35,Male,6.18,1.07,2.68,2.86,7.86,165,168,3.58,Low,Yes,,1
24,Male,4.84,1.74,0.76,3.42,7.64,57,74,6.91,High,No,Moderate,1
21,Other,11.36,4.4,2.23,5.88,7.05,52,169,11.63,High,No,Severe,1
18,Other,9.14,5.19,1.23,2.68,4.5,22,180,11.63,Low,Yes,,1
20,Female,4.38,5.72,2.31,4.26,5.73,47,72,14.88,Low,No,Moderate,0
23,Female,11.42,5.36,1.44,5.68,4.95,33,150,10.45,Medium,No,Moderate,0
18,Other,9.78,4.13,0.45,0.91,5.25,236,180,9.99,Low,Yes,Severe,0
23,Female,3.0,3.0,2.33,6.0,4.61,194,91,12.66,Medium,Yes,Moderate,1
21,Other,4.56,5.34,1.32,2.87,4.54,88,83,5.23,Medium,No,,1
18,Other,9.96,1.52,1.35,5.11,8.23,56,132,5.37,Medium,Yes,Moderate,0
25,Male,5.11,5.47,0.65,2.76,8.03,74,180,5.33,High,Yes,Moderate,1
22,Female,3.47,4.77,0.9,6.0,5.35,106,144,13.08,Medium,No,Moderate,0
34,Other,7.56,2.26,2.46,3.78,5.67,21,126,7.11,Medium,No,Severe,1
26,Male,10.16,1.6,0.74,6.0,5.87,201,92,12.59,Low,No,Mild,1
27,Other,9.52,0.5,0.34,6.0,7.01,142,94,7.02,Medium,Yes,Moderate,1
34,Male,5.63,1.56,1.0,5.83,8.77,75,156,10.86,Medium,Yes,Moderate,1
24,Other,12.0,5.99,2.42,4.07,8.82,20,179,8.38,Low,No,Moderate,1
25,Male,7.84,5.97,1.75,4.81,6.98,137,176,10.24,Medium,No,Moderate,1
26,Other,9.49,4.11,1.33,3.83,5.16,153,174,3.73,Low,Yes,,1
25,Male,10.97,5.47,2.44,5.39,5.21,39,92,11.06,High,Yes,Severe,1
27,Other,6.83,1.73,2.18,1.11,4.51,228,41,7.98,Low,No,Severe,0
20,Male,8.6,2.03,2.41,2.93,4.65,88,180,7.31,Medium,No,Severe,1
27,Female,5.85,3.5,1.87,3.13,6.04,245,51,7.78,Low,No,,0
25,Other,3.4,5.4,2.89,4.89,7.03,140,179,7.33,Medium,Yes,Moderate,0
26,Male,3.35,4.8,0.0,1.89,7.98,143,180,12.32,Low,No,Mild,1
24,Female,4.95,5.4,2.33,3.87,4.9,96,176,7.82,Medium,No,Mild,1
21,Other,10.57,4.71,0.11,1.43,7.16,206,128,5.16,Medium,No,Mild,1
28,Other,10.93,3.12,2.73,5.49,8.52,66,163,9.9,High,No,Severe,1
20,Male,8.77,4.26,3.09,2.4,8.13,20,49,3.58,Low,No,Moderate,1
19,Other,10.26,3.33,3.2,3.63,7.84,39,99,5.37,Low,No,Moderate,0
24,Female,11.9,2.62,0.0,0.73,5.41,30,165,9.95,Medium,Yes,,1
25,Female,4.37,1.41,2.4,1.95,4.5,20,26,8.69,Low,No,Moderate,0
22,Male,5.05,5.02,1.37,1.55,4.64,114,101,4.58,High,No,,1
18,Female,8.69,2.79,0.0,5.18,8.18,20,108,7.44,Medium,No,Moderate,1
19,Other,9.0,3.03,1.31,6.0,4.58,236,56,14.65,Low,No,,1
18,Female,11.14,5.57,2.41,3.98,5.68,108,180,9.14,High,No,Moderate,0
28,Male,9.25,4.93,2.96,5.27,8.44,46,180,10.14,Low,No,Moderate,0
26,Male,4.76,4.43,1.13,2.93,5.45,170,180,12.84,Medium,No,Moderate,0
25,Male,10.28,3.09,0.98,6.0,4.98,31,160,7.79,Medium,Yes,Severe,1
29,Other,7.39,4.47,0.78,3.51,6.36,63,18,13.15,High,No,Moderate,1
24,Male,5.48,3.07,0.1,4.22,6.63,82,111,10.7,Medium,Yes,Mild,1
25,Other,11.35,5.58,0.1,4.69,4.51,125,167,7.46,Low,Yes,Moderate,1
34,Other,6.46,4.16,2.96,2.62,5.17,20,172,7.74,High,No,Severe,1
30,Male,8.14,6.0,3.57,5.52,5.8,114,178,11.75,Medium,Yes,Severe,0
35,Other,7.52,4.22,2.25,5.6,6.99,127,140,4.8,Medium,No,Mild,1
23,Other,6.76,3.7,2.27,4.65,4.5,212,45,4.71,Medium,Yes,Moderate,1
19,Female,9.2,1.35,0.75,0.85,4.5,168,91,5.77,High,No,Moderate,1
21,Male,3.4,2.06,2.33,0.79,8.12,200,180,11.43,Low,Yes,Mild,0
25,Male,7.15,4.68,3.19,6.0,6.02,66,59,13.52,High,No,Moderate,0
35,Male,7.29,5.37,4.0,3.82,4.5,68,180,4.98,Low,No,Severe,0
18,Female,9.56,4.68,2.53,3.26,8.14,250,169,6.36,Low,No,Mild,1
23,Female,3.66,1.13,2.96,4.2,5.33,49,75,5.43,Low,Yes,Mild,1
28,Male,6.92,3.89,1.51,4.92,5.68,39,122,10.37,Low,Yes,Mild,1
23,Female,10.1,6.0,0.47,6.0,7.86,161,96,8.73,Medium,No,,1
21,Female,10.74,5.42,0.1,4.19,4.99,41,180,13.19,High,No,Severe,1
27,Other,7.88,1.53,0.61,4.96,6.31,26,131,11.12,High,Yes,Moderate,1
25,Male,4.11,4.44,3.34,5.12,8.48,250,125,7.13,Medium,No,Mild,1
28,Other,9.54,5.92,1.65,3.21,5.46,128,54,9.41,High,No,Mild,1
25,Female,10.36,2.73,1.01,3.14,6.63,72,176,13.27,Low,No,Severe,0
24,Other,7.52,2.68,0.88,5.13,8.04,127,65,7.92,Medium,No,,1
26,Other,5.1,5.37,0.0,1.07,4.94,250,177,7.91,Low,Yes,Severe,0
23,Female,8.37,2.73,1.38,4.69,4.5,180,180,12.65,Low,Yes,Mild,1
20,Female,5.42,3.2,1.67,2.98,8.05,34,135,11.81,Medium,No,Moderate,1
25,Female,11.36,5.82,0.47,4.5,4.77,218,180,8.2,Low,No,Moderate,1
25,Other,7.85,5.06,0.42,3.56,7.56,102,153,7.86,High,No,Moderate,1
23,Male,6.51,3.87,1.54,2.18,6.49,30,180,8.74,High,No,Severe,1
28,Female,7.02,5.24,3.14,5.69,5.62,104,116,8.34,Low,No,Moderate,1
19,Other,9.78,1.79,0.5,2.77,4.88,104,158,8.98,Medium,No,Moderate,1
22,Other,4.41,4.37,1.94,2.83,6.62,117,86,3.85,Medium,Yes,Mild,1
23,Other,6.53,1.86,1.11,2.37,8.06,30,41,13.19,High,No,Moderate,0
24,Female,5.43,3.29,0.0,4.85,5.91,20,168,3.58,Low,Yes,Mild,1
18,Female,5.2,4.07,1.97,0.5,8.2,23,180,6.14,Medium,Yes,Severe,1
18,Male,4.41,4.2,0.77,5.39,4.62,106,180,8.8,High,No,Severe,1
25,Female,9.09,4.68,2.94,4.54,4.5,165,173,4.96,High,No,Moderate,1
22,Female,7.9,4.56,1.95,2.12,5.26,72,180,8.7,High,Yes,Severe,1
20,Female,6.9,1.73,0.22,5.77,8.15,212,170,6.97,Medium,Yes,Moderate,1
24,Male,7.78,5.33,2.74,5.32,7.76,134,100,3.58,Low,Yes,Moderate,0
26,Other,5.61,5.99,0.16,6.0,8.28,232,169,7.56,Low,Yes,Severe,0
28,Other,7.6,6.0,0.57,1.48,6.07,102,180,9.19,High,No,Moderate,1
25,Female,11.96,4.64,1.85,4.83,5.84,20,67,4.13,Medium,No,Moderate,0
18,Other,12.0,1.32,0.93,2.08,8.23,86,103,4.75,Medium,No,Moderate,1
21,Other,10.88,1.72,1.31,5.5,4.98,197,165,8.8,Medium,Yes,Moderate,1
32,Other,8.31,6.0,1.53,6.0,6.73,42,180,6.01,Low,No,Moderate,0
28,Male,11.52,4.18,3.4,5.45,5.43,26,157,6.09,Medium,No,Mild,1
18,Other,4.28,6.0,1.51,3.42,5.48,65,171,9.33,Low,Yes,Severe,0
24,Other,8.72,1.66,3.3,6.0,6.58,191,174,3.58,Medium,Yes,Moderate,1
21,Female,7.86,5.39,3.38,5.87,7.85,213,180,12.33,High,No,Moderate,0
33,Other,3.1,3.62,0.22,1.27,6.57,73,141,4.66,Medium,No,Severe,0
29,Male,7.07,5.87,3.65,3.96,6.31,87,169,12.44,High,Yes,,0
18,Female,10.1,4.43,3.05,5.7,4.96,115,49,12.01,Medium,Yes,Mild,0
19,Other,9.14,4.88,0.89,4.07,4.5,64,52,8.73,Medium,No,Moderate,1
23,Female,9.19,2.89,0.39,5.48,5.72,110,73,7.73,Medium,No,Moderate,0
22,Other,7.13,2.96,0.0,2.43,8.32,192,180,6.32,Medium,Yes,Severe,1
18,Male,5.6,5.29,4.0,2.06,8.59,87,141,6.18,High,Yes,Moderate,1
28,Female,10.45,1.27,1.89,0.86,5.27,211,122,7.53,Low,Yes,Mild,1
25,Other,10.84,2.38,1.83,1.75,8.31,20,180,11.56,High,No,Severe,1
22,Female,6.53,2.29,1.13,5.86,6.09,92,171,5.32,High,No,Moderate,1
22,Female,6.62,2.74,0.17,5.43,5.3,160,180,3.89,Low,No,Severe,1
18,Other,8.1,3.63,2.51,1.06,6.14,78,180,7.6,Low,No,Moderate,0
25,Other,8.6,5.01,0.0,4.22,4.5,179,131,5.4,High,Yes,,1
20,Other,11.95,2.41,1.49,5.06,4.5,118,150,4.47,High,No,Moderate,1
19,Female,10.42,4.84,1.08,3.11,7.07,20,120,5.9,Low,No,Severe,1
21,Male,6.7,4.9,0.0,3.27,5.19,32,66,12.68,Medium,Yes,Moderate,0
20,Female,3.35,5.78,1.27,2.26,5.57,82,180,8.8,High,Yes,Severe,0
18,Female,11.71,2.63,2.43,5.21,6.33,201,62,12.1,Medium,Yes,Severe,1
20,Other,4.24,5.29,1.75,5.46,4.5,200,47,10.56,High,Yes,Severe,1
18,Female,5.34,2.96,1.7,2.57,6.59,225,152,14.05,Low,No,Moderate,1
21,Other,8.67,4.13,0.0,6.0,7.09,20,95,9.1,Low,Yes,Severe,1
18,Female,10.26,6.0,1.77,5.66,6.69,100,180,9.66,Low,No,,1
29,Male,6.7,6.0,1.39,6.0,6.93,233,180,8.73,High,Yes,Severe,1
31,Female,3.0,3.94,0.1,6.0,8.18,142,146,13.4,Low,Yes,Severe,1
27,Other,3.95,5.47,3.92,4.09,4.64,109,180,4.46,Low,Yes,,1
22,Other,7.09,3.33,3.93,4.8,7.99,86,138,6.12,Medium,No,Moderate,0
23,Female,11.77,3.5,0.35,4.55,8.47,96,157,4.56,High,No,Moderate,1
21,Male,5.37,1.53,0.92,0.92,5.17,99,136,11.49,Low,No,,1
22,Female,12.0,5.01,1.27,5.0,4.5,30,88,4.69,Medium,No,,0
19,Male,9.76,4.85,1.27,5.97,9.0,250,117,11.9,Low,No,Severe,1
20,Female,3.0,5.48,1.93,1.6,4.74,43,152,9.11,High,Yes,,1
30,Other,6.73,6.0,3.46,1.38,4.59,43,163,11.53,Medium,Yes,Moderate,0
18,Female,3.15,3.3,2.27,4.98,5.14,61,155,11.64,Low,Yes,Moderate,0
21,Female,10.57,1.43,1.96,4.04,8.43,132,82,6.3,High,Yes,Severe,1
24,Female,4.96,3.2,3.01,5.99,8.86,35,180,11.73,Medium,No,Mild,0
21,Male,9.58,1.64,1.22,5.48,8.05,95,152,3.94,High,No,Severe,1
18,Other,8.49,2.65,1.5,4.55,8.61,98,134,6.57,Medium,No,Moderate,1
24,Other,6.76,4.16,1.91,4.02,4.89,57,168,9.49,High,No,Moderate,1
18,Other,7.14,0.99,0.02,4.49,4.5,94,72,10.3,High,No,Severe,1
20,Female,3.9,2.27,0.56,4.78,4.5,140,161,11.16,High,No,Severe,0
25,Other,9.61,2.3,0.61,3.33,5.33,78,31,13.51,High,Yes,Moderate,1
22,Male,6.26,2.31,2.58,2.71,8.43,67,179,3.58,Medium,No,Moderate,1
27,Female,11.5,4.34,0.92,1.27,5.47,91,180,6.42,Medium,No,Mild,1
26,Other,9.48,4.68,0.0,2.14,8.16,25,79,3.65,Medium,No,Moderate,1
18,Male,3.56,1.5,0.13,5.67,7.69,33,176,11.93,Medium,No,,0
18,Female,6.95,5.87,0.0,2.13,5.96,163,180,6.27,Low,No,Mild,1
22,Female,4.0,3.04,1.82,5.19,5.44,61,180,4.61,Medium,No,,1
24,Male,12.0,4.44,0.54,5.17,4.5,75,90,11.02,Low,Yes,Severe,1
18,Other,10.42,1.86,1.05,6.0,4.88,174,180,3.58,Low,Yes,,1
34,Male,5.93,5.37,2.57,4.72,6.27,135,160,4.86,High,No,Moderate,0
20,Male,3.58,4.37,1.65,5.85,6.45,52,178,12.27,Medium,No,Moderate,1
25,Other,6.81,4.82,0.31,2.86,4.89,91,177,3.79,Medium,No,Severe,1
26,Male,10.45,5.22,1.43,3.88,7.42,71,166,9.16,Low,No,Mild,1
21,Male,5.41,3.77,1.21,6.0,5.74,119,165,4.89,High,No,Severe,1
29,Other,6.9,3.05,0.0,6.0,7.34,27,161,9.45,Low,No,Mild,1
28,Female,10.38,1.84,0.0,6.0,4.5,47,112,12.05,Medium,Yes,Mild,1
18,Other,4.31,4.16,3.03,6.0,4.6,34,141,13.46,Medium,No,Mild,1
22,Male,10.37,1.26,1.9,2.96,4.5,70,139,3.58,Medium,No,Moderate,0
28,Other,11.56,5.41,0.52,4.4,4.5,168,180,7.61,High,No,Mild,1
18,Male,8.88,3.71,1.72,2.42,5.05,180,106,5.43,High,No,Moderate,0
18,Other,10.51,4.1,0.0,5.63,5.47,79,166,5.01,Low,No,Severe,0
28,Female,6.05,3.48,3.66,1.37,4.74,98,152,9.74,Medium,No,Severe,1
18,Other,12.0,5.36,0.0,5.46,6.6,86,135,5.47,High,Yes,Mild,1
24,Other,7.29,6.0,0.24,6.0,6.9,84,161,6.29,High,Yes,Severe,0
18,Male,5.52,6.0,0.48,5.72,7.73,79,87,3.78,High,No,Mild,1
18,Other,10.43,4.95,1.27,2.81,4.5,157,180,9.94,Medium,No,Moderate,1
24,Male,10.17,3.55,0.33,4.79,5.04,224,180,13.43,Medium,No,Moderate,1
31,Female,3.86,3.01,0.0,4.65,8.59,206,123,4.96,Low,Yes,Mild,1
25,Female,6.18,5.4,1.72,4.46,8.37,30,30,3.58,Medium,Yes,Mild,1
18,Male,11.7,2.58,0.47,5.35,4.5,69,136,3.58,Medium,Yes,Moderate,1
18,Other,9.07,0.55,1.93,0.5,6.8,160,174,5.92,Low,Yes,Moderate,1
18,Other,8.47,3.83,2.72,5.65,5.92,20,96,4.68,Low,No,Moderate,0
20,Male,3.0,4.77,0.11,4.74,5.77,93,143,12.84,Medium,No,Moderate,1
29,Other,4.32,5.09,0.33,3.26,6.34,33,113,10.8,High,Yes,Severe,1
33,Female,6.52,5.13,0.0,2.17,4.8,94,175,7.63,Low,No,Moderate,0
22,Female,4.78,3.92,1.91,5.58,5.53,155,131,14.88,High,Yes,Moderate,1
25,Female,4.72,4.47,2.67,3.29,5.34,64,180,14.31,Medium,No,Moderate,0
20,Other,12.0,5.4,1.94,1.53,5.39,72,71,7.32,Medium,No,Mild,1
31,Female,8.08,2.62,2.02,3.28,7.27,92,136,11.6,Medium,Yes,Moderate,1
24,Other,5.47,4.77,2.72,1.46,4.5,55,70,5.25,Medium,Yes,,1
24,Other,7.5,4.61,2.13,5.36,5.85,161,180,9.29,High,Yes,Moderate,0
29,Male,6.58,5.11,1.09,2.59,8.59,43,149,5.49,Low,No,Moderate,1
25,Other,9.4,5.51,1.38,5.69,5.82,92,170,13.52,High,Yes,Mild,1
20,Other,7.0,5.29,1.94,1.32,8.18,49,156,3.78,Low,No,Severe,1
27,Male,3.87,1.98,2.07,5.16,5.52,103,170,3.59,High,No,Severe,0
26,Male,5.79,4.92,2.79,0.71,5.5,184,89,10.99,Low,No,,0
30,Female,7.93,1.26,2.89,5.46,4.69,172,137,9.19,Low,No,Moderate,1
27,Other,10.83,2.61,1.34,5.62,8.12,20,180,5.21,Low,No,Mild,1
21,Male,6.55,2.57,2.26,4.81,4.89,83,170,8.56,High,Yes,Mild,1
30,Other,8.29,2.89,0.36,0.5,5.36,20,81,13.82,Medium,No,Moderate,0
23,Other,5.58,5.85,3.59,2.97,7.03,111,170,11.6,Medium,No,Moderate,1
19,Other,7.95,1.83,0.5,3.09,7.83,66,156,7.99,Medium,No,Moderate,1
24,Male,4.69,2.33,0.0,0.57,5.82,62,180,3.58,Low,Yes,Severe,0
23,Female,8.42,4.94,1.84,5.53,4.5,64,32,12.0,High,No,Severe,1
18,Female,10.19,3.45,1.13,4.87,4.81,70,122,11.05,Medium,No,Moderate,1
25,Male,4.16,5.39,1.6,5.27,6.66,20,180,6.98,High,No,Severe,1
23,Female,5.07,5.53,2.63,1.26,5.62,113,105,11.95,High,Yes,Severe,1
18,Female,6.25,5.51,0.0,6.0,6.74,131,161,6.67,Low,No,Moderate,1
21,Male,4.0,2.08,0.78,6.0,4.79,46,120,13.19,High,No,Moderate,1
31,Other,11.01,4.73,0.0,6.0,5.5,73,165,8.83,Medium,Yes,Mild,1
27,Female,10.28,2.24,1.88,2.3,6.98,180,146,6.3,Low,Yes,Severe,1
25,Other,8.68,3.52,2.92,3.46,5.51,28,21,9.48,High,No,Moderate,1
22,Female,3.74,2.05,0.1,4.83,8.55,200,149,11.51,High,Yes,Severe,1
18,Other,9.97,4.49,0.72,6.0,5.76,107,180,6.89,Medium,No,Severe,1
18,Female,8.37,3.74,2.6,6.0,5.8,91,180,5.09,Medium,Yes,Mild,0
22,Female,8.01,1.41,0.25,1.8,4.95,216,153,11.04,Low,Yes,Severe,0
18,Other,9.1,6.0,0.0,5.15,7.78,250,180,7.37,Low,No,Moderate,1
20,Female,4.17,5.14,0.14,1.53,4.84,20,105,5.36,High,No,Moderate,1
23,Male,7.38,0.59,0.11,2.95,4.56,134,164,9.42,Medium,No,Moderate,1
28,Male,4.37,5.04,1.3,5.18,6.06,20,67,11.62,High,Yes,Moderate,1
25,Male,10.56,4.22,2.15,5.47,8.5,23,180,14.79,Low,No,Severe,1
27,Female,11.91,1.38,0.54,6.0,6.01,143,118,8.79,Low,No,Moderate,1
34,Male,3.0,3.1,2.3,2.52,5.05,164,158,6.38,Low,Yes,Severe,0
19,Male,6.38,5.4,2.03,4.2,4.5,26,98,3.58,Medium,No,Moderate,1
19,Other,7.06,1.57,1.92,2.42,6.23,20,131,6.49,Medium,No,Moderate,0
24,Female,11.35,4.47,0.49,5.05,6.95,58,158,9.01,Medium,No,Severe,1
19,Other,4.36,3.94,0.0,4.65,4.5,64,28,8.5,Medium,Yes,Severe,0
23,Other,10.94,4.2,2.28,1.12,7.95,186,72,5.28,Medium,Yes,,1
27,Female,6.52,5.95,3.34,4.86,7.12,234,180,4.96,High,No,Severe,1
29,Other,3.0,1.98,1.77,3.71,6.49,97,156,11.15,Medium,No,Moderate,1
27,Male,6.34,6.0,1.94,3.63,5.02,43,142,9.02,Medium,No,Mild,1
25,Female,12.0,2.82,2.05,2.42,6.21,79,175,10.01,Low,No,Mild,1
23,Female,4.49,5.41,3.27,5.9,6.08,202,173,14.31,Low,No,,1
18,Other,8.33,4.02,2.24,5.28,8.16,117,175,6.43,High,No,Moderate,1
18,Other,7.77,3.93,1.36,6.0,4.56,31,55,6.93,High,No,Severe,0
32,Male,8.71,1.01,1.3,4.38,4.5,48,105,4.76,Low,No,Severe,1
27,Other,8.56,0.5,0.18,6.0,5.13,203,134,4.39,Low,No,Severe,1
27,Male,6.88,2.63,2.8,6.0,4.5,98,141,12.39,High,No,Mild,1
18,Other,8.84,4.83,3.54,3.95,5.9,41,132,13.16,Medium,No,Moderate,1
19,Female,10.18,2.74,1.39,5.45,7.97,98,108,13.15,Low,No,Mild,1
19,Other,9.79,4.23,0.0,4.34,5.98,79,180,10.6,Medium,Yes,Mild,0
28,Male,12.0,4.58,4.0,4.26,6.96,151,70,14.88,Low,No,Moderate,0
23,Male,11.67,2.16,2.32,5.03,7.99,124,180,9.01,Low,No,Moderate,1
25,Male,3.03,3.49,1.18,2.29,4.92,185,175,3.58,Low,No,Moderate,0
18,Other,9.56,4.32,0.05,5.98,4.87,103,168,5.29,High,No,Moderate,0
34,Male,8.29,1.65,1.71,4.55,7.24,88,180,9.85,Medium,No,Moderate,0
26,Other,9.82,3.17,3.41,2.12,4.5,20,180,6.36,High,No,Mild,1
29,Female,5.65,5.45,1.66,5.28,5.09,47,116,8.37,Low,No,Moderate,1
27,Male,7.08,4.86,1.0,3.19,5.68,235,163,12.86,High,No,Mild,1
20,Male,8.86,5.37,0.4,3.88,6.34,66,124,10.52,Low,No,Moderate,0
18,Male,10.24,2.58,0.0,5.7,5.43,89,180,6.75,High,No,Moderate,1
24,Female,8.06,5.19,0.93,6.0,4.5,101,37,10.42,Low,No,Mild,1
18,Male,7.34,3.89,2.39,5.76,6.29,86,42,12.15,High,No,Moderate,0
23,Female,10.4,2.97,0.0,6.0,4.5,250,180,3.58,High,No,Mild,1
18,Male,6.51,4.36,0.98,5.82,7.92,32,159,7.0,Low,No,Mild,1
19,Male,5.46,3.58,0.74,4.99,5.86,167,54,7.66,Medium,Yes,Mild,1
24,Male,7.43,2.97,2.16,3.0,8.3,95,180,12.69,Low,Yes,Moderate,0
19,Male,3.52,1.28,1.93,1.28,6.44,87,163,4.78,High,Yes,Moderate,0
27,Other,3.86,6.0,1.25,6.0,5.69,115,180,9.68,High,No,Moderate,1
18,Female,4.5,2.23,2.78,5.72,7.86,20,159,7.26,High,No,Moderate,0
33,Female,7.54,4.9,1.75,1.1,6.84,20,107,4.08,Low,No,Mild,0
33,Other,6.02,2.77,2.65,2.64,5.3,177,180,4.83,Low,No,Severe,1
19,Male,9.86,3.97,1.28,5.56,7.85,51,72,8.96,Medium,Yes,Moderate,1
18,Other,4.08,6.0,1.26,5.9,4.98,89,138,14.88,Medium,Yes,Moderate,1
24,Other,7.14,5.85,2.78,2.71,7.64,65,157,5.25,Medium,Yes,Mild,1
18,Female,10.97,6.0,1.22,5.06,6.52,250,180,10.4,High,No,,0
26,Female,8.34,1.14,0.03,3.34,5.61,84,90,7.73,Medium,No,Moderate,1
22,Other,9.78,3.6,2.6,5.93,5.72,120,150,4.93,Low,No,Moderate,1
21,Other,4.33,1.39,0.78,6.0,8.18,61,100,12.29,Low,No,Moderate,1
18,Male,5.08,4.62,2.4,3.54,4.5,20,95,5.8,Medium,No,,1
18,Other,10.43,5.57,0.74,0.63,7.09,73,180,12.09,High,No,Mild,0
29,Female,9.93,4.43,0.15,0.83,6.42,239,180,5.48,Low,Yes,,1
18,Male,11.5,4.91,2.93,5.03,8.19,236,126,14.31,Medium,No,,0
31,Other,10.18,3.51,0.0,6.0,6.2,176,163,3.91,Medium,No,Severe,1
18,Other,10.81,0.83,3.4,4.63,4.6,29,177,9.11,High,No,Moderate,0
28,Female,11.63,5.81,1.98,1.29,8.0,228,180,8.76,High,No,,1
28,Female,11.94,1.44,3.18,3.37,4.5,95,123,4.01,Low,Yes,Severe,0
24,Female,10.09,2.01,0.94,2.19,6.06,214,76,3.58,Low,Yes,Mild,1
29,Male,9.56,5.06,1.86,5.61,7.06,152,142,8.67,Low,Yes,Severe,1
29,Other,12.0,5.46,1.2,6.0,8.69,49,157,6.96,Medium,No,Severe,1
21,Other,7.6,1.91,0.0,3.59,7.97,143,180,7.64,Low,Yes,Moderate,1
27,Female,9.39,3.42,1.15,1.67,7.1,20,37,11.17,Low,No,Severe,0
27,Other,10.58,3.42,0.67,5.57,8.85,145,171,7.8,Medium,No,Moderate,1
30,Female,8.77,5.44,3.99,5.3,5.69,77,168,3.58,High,No,Moderate,1
23,Other,4.68,3.93,2.0,3.75,4.52,246,169,4.01,High,Yes,Moderate,1
28,Other,7.4,5.99,0.31,4.7,8.22,63,84,11.49,High,Yes,,1
18,Male,7.57,1.66,2.69,2.83,4.5,20,112,14.79,Low,No,,0
21,Female,10.64,2.71,1.25,5.88,4.71,67,39,10.61,Medium,Yes,Mild,1
23,Male,7.08,3.36,2.57,5.01,7.84,144,180,3.58,High,Yes,Moderate,1
21,Female,5.72,5.0,1.67,4.09,4.76,250,48,4.09,High,Yes,Severe,1
28,Other,7.47,2.08,2.58,4.27,8.58,36,46,5.41,Medium,No,Mild,1
25,Other,9.51,3.14,0.14,1.36,6.37,55,180,9.22,Medium,No,Moderate,1
25,Other,10.59,4.6,1.57,3.33,7.59,20,112,11.9,Medium,Yes,Mild,1
29,Other,8.6,3.91,0.0,5.11,4.5,55,15,10.52,Medium,Yes,Moderate,1
32,Male,10.18,4.28,3.47,5.06,7.01,20,180,10.98,Low,No,,1
22,Male,6.1,5.32,2.41,5.68,8.55,206,180,13.29,Low,No,Severe,0
19,Female,9.19,2.7,0.34,5.41,4.6,72,96,3.58,Low,Yes,Mild,1
21,Female,8.83,2.74,2.39,2.8,6.29,238,154,9.28,Medium,No,Severe,0
18,Male,5.99,4.96,2.46,0.73,6.7,60,180,5.31,High,Yes,Severe,1
23,Female,10.6,1.05,3.16,3.41,5.37,89,166,9.37,Low,No,,0
34,Male,9.72,4.19,4.0,3.73,7.98,110,140,4.43,Low,No,Moderate,0
20,Female,10.09,5.24,3.07,2.71,4.65,35,163,8.74,Low,Yes,,1
19,Female,8.49,2.98,1.35,4.75,7.32,20,163,5.6,Low,Yes,Severe,0
28,Female,5.55,3.27,2.9,3.77,6.63,41,141,13.33,Medium,No,Moderate,0
23,Other,10.16,4.21,0.02,4.72,6.93,23,48,6.21,High,Yes,Moderate,0
21,Female,8.32,4.46,0.53,6.0,6.37,138,98,11.14,Medium,No,Severe,0
27,Other,6.23,2.05,0.47,3.29,4.61,113,98,4.0,Medium,No,,1
23,Female,9.09,5.02,2.06,4.48,6.63,137,180,10.06,Low,No,Moderate,0
18,Female,3.76,2.02,3.33,4.0,5.13,90,57,13.08,High,Yes,Severe,0
22,Male,6.19,4.7,1.44,4.36,4.5,37,180,3.58,Low,No,Moderate,0
20,Female,9.22,2.98,3.15,1.52,5.64,111,174,7.98,Medium,No,Severe,1
21,Other,5.24,2.32,1.56,4.4,6.68,68,111,10.45,Medium,Yes,Moderate,1
33,Female,8.15,1.72,1.72,5.82,7.97,70,113,5.53,High,Yes,Severe,1
23,Female,5.81,3.55,1.5,4.4,4.87,183,40,11.51,Medium,No,,1
33,Male,5.15,2.81,0.72,4.27,5.53,20,170,9.64,High,Yes,Mild,1
35,Other,10.18,6.0,1.35,4.65,5.3,144,54,8.63,High,No,Mild,1
24,Other,6.23,3.3,2.72,2.75,8.78,116,174,4.56,Low,No,,0
27,Other,3.0,5.46,1.1,6.0,8.64,39,64,8.98,Low,Yes,,1
21,Male,6.43,0.69,1.8,4.82,6.17,124,77,3.58,Medium,Yes,Severe,1
28,Female,9.13,1.73,0.0,5.11,5.79,35,180,11.23,Low,No,Severe,1
23,Other,5.51,4.27,0.0,5.28,4.66,115,178,12.72,Low,No,Severe,1
18,Male,6.93,5.61,1.58,6.0,6.28,111,180,10.88,Medium,No,,0
30,Male,5.22,5.58,1.19,1.94,4.6,52,180,11.27,Low,Yes,Severe,0
18,Other,10.01,6.0,2.5,4.85,4.99,137,180,5.82,High,No,,0
20,Female,8.39,6.0,0.0,2.98,6.02,51,148,12.45,Low,Yes,Severe,1
21,Female,6.88,5.6,0.24,4.33,8.36,198,122,3.79,High,No,Severe,0
18,Female,11.03,3.56,0.87,5.51,4.54,20,112,9.12,Low,No,,1
20,Female,7.62,1.3,0.0,2.57,8.43,94,178,4.89,Low,No,,1
20,Male,10.26,4.32,4.0,6.0,7.81,214,180,13.44,Medium,Yes,Moderate,1
18,Other,8.1,1.79,2.26,1.56,8.18,28,110,10.77,Low,No,,1
18,Male,5.51,2.96,0.45,2.01,7.98,149,180,9.5,Medium,No,Severe,0
