age,monthly_income,daily_internet_hours,smartphone_usage_years,social_media_hours,online_payment_trust_score,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,discount_sensitivity,return_frequency,avg_delivery_days,delivery_fee_sensitivity,free_return_importance,product_availability_online,impulse_buying_score,need_touch_feel_score,brand_loyalty_score,environmental_awareness,time_pressure_level,gender,city_tier,shopping_preference
34,99635,7.1,2,4.5,8,5,30,2,45449,73312,9,2,6,3,7,7,9,9,2,4,3,Male,Williamhaven,Hybrid
36,44011,5.1,2,4.1,6,7,40,7,88880,27160,7,7,2,5,9,5,10,4,2,8,1,Male,Lake Christinetown,Online
69,215992,8.2,2,5.0,9,1,48,2,64578,122981,3,8,4,1,3,6,8,6,7,8,10,Female,West Danielmouth,Store
42,39157,2.5,5,1.0,10,9,28,19,106317,123504,10,7,6,7,9,1,6,7,1,5,3,Female,Cruzshire,Online
54,71648,2.9,1,3.2,4,3,26,19,84269,83239,10,2,1,9,3,7,5,9,5,2,3,Male,South Marisahaven,Online
32,112791,6.4,7,3.8,9,9,36,1,60610,59632,4,4,4,2,3,4,3,1,8,7,8,Female,Anthonyfurt,Store
40,201989,5.0,14,2.4,3,6,17,19,44944,8357,1,3,2,3,2,6,9,9,8,7,10,Female,Batesfurt,Hybrid
40,100288,5.7,6,2.1,3,4,45,5,132497,8690,9,8,7,5,5,4,9,10,9,9,1,Male,Lake Victormouth,Online
27,150722,5.1,14,4.3,8,8,27,4,144766,29820,4,5,1,2,10,9,1,1,3,6,4,Other,Leonardchester,Online
51,166126,5.3,12,1.1,4,7,45,17,81980,123630,10,1,6,9,1,10,1,9,9,6,3,Male,Lake Amberview,Online
74,164632,6.6,6,3.1,4,8,35,5,74304,106335,3,2,3,10,6,3,4,1,1,8,2,Male,Lisaville,Store
56,238542,8.3,14,3.0,8,1,10,14,4838,20533,10,0,2,5,4,2,9,5,3,8,8,Other,South Jonathan,Store
53,18977,4.9,9,3.0,4,10,27,14,117381,149972,10,1,6,3,7,7,9,9,1,9,7,Female,East Laurenborough,Online
30,141536,7.1,5,5.3,4,10,14,13,7291,96391,1,0,4,1,5,5,5,10,2,8,6,Other,West Raymond,Hybrid
46,112758,4.7,11,0.2,6,2,48,9,149996,122826,2,5,5,9,9,3,6,2,6,1,5,Female,Adamville,Hybrid
21,25819,4.2,10,2.7,2,4,33,2,106747,15087,3,3,1,7,6,7,5,10,10,4,6,Female,Lake Rebeccamouth,Store
55,176407,5.3,11,3.3,10,5,0,15,127096,40851,3,7,4,3,7,7,6,10,7,6,7,Male,Kimberlyport,Store
22,135172,7.4,7,2.8,5,7,47,4,102512,66412,1,4,6,2,4,9,8,7,7,9,10,Male,North Raybury,Store
54,27340,5.5,12,2.2,8,9,41,8,137741,96436,10,3,3,9,4,6,1,8,3,8,9,Female,East Kelly,Online
24,111810,9.3,1,4.1,10,3,16,13,57487,102698,10,7,3,8,4,4,10,2,9,2,9,Other,Port Courtneychester,Store
71,120145,7.6,12,0.9,6,9,42,13,144649,47526,6,2,2,9,10,9,4,5,10,5,7,Female,Port Valerieport,Online
30,45232,8.1,3,1.5,10,5,34,13,149996,102487,9,3,5,1,1,1,7,7,3,10,3,Other,Port Linda,Hybrid
79,118346,8.3,10,0.6,2,1,40,1,50545,1478,2,3,7,5,5,8,9,10,8,6,4,Other,North Ericfort,Store
69,89610,5.8,10,2.3,8,8,22,12,7811,78871,8,3,4,1,5,10,8,4,8,5,2,Female,West Brandonland,Hybrid
65,235977,8.9,10,3.6,7,3,23,8,97881,118309,9,9,5,2,7,7,9,2,3,10,6,Female,Stephaniemouth,Online
58,42938,8.7,7,3.0,2,7,8,10,105266,78030,5,0,2,9,2,2,1,3,6,5,3,Other,Hodgeberg,Hybrid
44,127433,5.8,9,2.6,2,5,31,0,128109,117240,3,4,2,2,10,9,3,1,5,1,7,Male,Mitchellchester,Store
39,67148,10.4,8,1.6,1,2,40,13,14928,18543,9,8,6,5,2,3,9,9,1,9,4,Male,Amyfort,Store
24,21119,9.1,9,1.4,5,7,32,6,87529,88975,9,8,1,3,9,4,4,8,4,2,10,Male,Aaronside,Online
40,34666,6.2,6,3.5,8,9,3,14,102647,128645,10,9,1,1,7,7,8,10,6,9,10,Female,New Tomfurt,Online
40,168621,2.2,11,1.6,3,9,34,14,20634,46405,4,6,3,7,8,1,9,6,2,4,8,Female,East Andrewchester,Online
34,38729,10.2,2,3.4,8,6,47,12,86883,80799,7,2,4,5,10,1,3,9,5,6,9,Male,Crystalshire,Hybrid
74,156094,6.1,4,2.6,4,2,34,16,75382,108542,2,4,4,9,10,3,8,1,9,8,6,Other,Darrenmouth,Hybrid
25,240961,5.9,12,5.9,10,2,29,17,98400,120037,8,8,6,4,7,10,2,3,1,3,4,Female,South Kristin,Online
27,172311,4.5,14,1.9,4,4,27,4,116632,42511,6,5,3,6,8,1,10,8,8,2,8,Male,New Linda,Online
44,34532,6.3,10,2.0,1,4,42,7,124624,46917,3,4,6,3,8,10,3,9,3,7,4,Male,Lake Pamela,Hybrid
76,207447,9.3,1,0.2,4,3,46,16,141976,124141,6,1,6,6,4,6,5,4,1,10,3,Male,Lake Maria,Store
50,179221,5.3,11,4.4,9,7,32,8,97086,87196,2,4,2,5,4,7,2,8,7,8,6,Other,Whitefort,Hybrid
53,108126,6.9,12,1.3,2,10,47,19,137144,126008,5,5,7,6,1,6,8,10,4,3,10,Female,Michelleland,Store
48,77173,12.0,10,2.2,10,6,47,11,141374,73631,2,8,4,2,7,2,3,1,8,9,3,Male,New Zachary,Hybrid
45,126570,5.0,11,0.5,10,4,35,5,48240,107354,8,2,1,8,7,9,10,2,1,5,8,Female,Grahamville,Store
23,201534,6.4,11,3.7,5,1,40,19,100145,98001,9,6,7,7,9,4,6,1,1,2,10,Other,East Richard,Online
47,108498,6.2,12,2.5,6,10,33,5,43198,69792,1,4,1,7,1,10,1,1,7,9,1,Other,Port George,Hybrid
73,171797,6.8,8,0.6,6,1,29,8,149996,10184,4,7,1,2,2,10,6,3,6,5,8,Other,Taylorbury,Store
36,161392,3.0,5,2.5,1,8,36,3,58119,42216,7,2,6,8,1,2,5,1,8,5,2,Male,Crawfordborough,Online
75,209113,4.3,14,3.1,1,9,18,12,59004,62379,1,8,5,4,5,8,6,10,6,5,3,Other,New Benjaminside,Online
58,217664,7.8,5,0.0,1,6,39,18,99356,13497,1,5,6,5,4,9,2,5,10,6,10,Other,North Michaelmouth,Store
66,184917,11.0,11,3.8,1,8,11,1,25213,7533,4,9,7,3,1,4,1,1,2,7,6,Female,Mcdonaldmouth,Online
58,113101,4.8,13,0.9,9,6,47,0,110448,102633,4,9,6,7,9,4,8,4,7,9,4,Female,Port John,Hybrid
72,87469,2.1,7,2.9,4,5,4,5,66553,131412,3,5,3,9,7,1,4,8,7,6,7,Other,East Colleen,Online
57,40671,11.7,12,2.2,9,1,48,12,132949,85947,6,4,5,5,8,9,3,8,1,4,6,Other,New Carlamouth,Hybrid
27,206799,4.1,12,2.8,8,2,41,15,149753,26575,3,9,4,7,9,5,5,9,8,10,9,Female,Tomland,Online
63,202637,6.3,10,1.2,5,6,25,3,136463,13274,8,8,4,4,1,5,2,1,7,6,1,Male,East Michelle,Store
78,216765,3.8,14,0.4,7,1,46,13,132171,25489,2,0,5,1,10,1,4,3,3,8,3,Male,Port Christopher,Hybrid
43,95932,5.3,10,5.9,6,8,44,11,101953,45613,10,8,6,2,1,9,3,7,3,10,4,Female,South Kelly,Hybrid
22,26927,8.3,11,3.5,2,4,7,6,92406,37775,5,2,1,5,1,4,1,1,8,4,10,Female,East Debra,Store
75,26588,6.4,8,0.3,9,7,23,19,106280,90914,6,7,7,3,3,3,8,4,9,5,4,Other,East Anthonyberg,Hybrid
38,168684,5.0,13,0.0,1,10,37,13,147285,96514,8,0,2,3,9,9,6,9,1,7,7,Other,Meyersport,Online
72,30080,8.2,9,0.0,2,4,10,2,133437,97804,3,8,3,9,8,1,7,4,7,1,5,Female,North Jameston,Hybrid
20,152543,4.4,7,2.9,10,3,8,3,84954,54221,4,1,6,8,10,3,2,9,2,3,2,Female,South Michaelport,Store
59,102398,6.4,3,2.5,2,9,6,17,100442,24106,7,6,4,4,5,6,10,8,3,3,3,Other,Victoriahaven,Store
79,36160,1.6,2,2.6,1,5,41,11,99518,132394,1,9,1,3,9,3,10,6,5,4,4,Male,Kevinville,Hybrid
53,28157,7.0,11,3.8,2,10,46,2,49864,119797,2,3,5,4,10,8,3,2,2,6,5,Female,Craigport,Store
46,67749,10.4,8,3.9,10,7,49,9,110721,125726,4,5,4,10,3,7,1,10,5,5,3,Male,West Justinberg,Online
46,15005,5.2,5,3.5,2,4,46,13,132985,89792,4,5,5,3,4,8,6,4,3,1,4,Other,West Kennethfort,Store
45,185829,4.7,7,4.8,5,9,19,1,40731,49317,5,8,1,2,7,6,3,3,2,3,4,Female,Sylviabury,Store
20,207668,8.7,6,1.7,2,5,19,4,105656,141721,1,4,2,2,10,7,10,6,5,7,1,Male,East Elizabeth,Online
64,157094,6.7,5,1.6,5,6,34,13,134649,65205,6,3,7,3,5,8,4,4,6,5,1,Male,Raytown,Hybrid
32,41897,3.0,6,2.8,9,3,41,12,56113,72008,3,0,1,2,1,10,6,10,6,2,9,Other,West Crystaltown,Online
20,184324,11.3,7,3.7,6,7,46,3,31566,80380,8,2,1,5,6,4,3,9,2,5,2,Female,Ronaldfort,Store
18,81661,5.7,8,1.9,8,10,0,17,95619,131723,7,1,3,3,10,3,7,3,6,4,10,Other,Davisfort,Store
18,144348,3.6,6,2.3,5,6,35,6,121220,62832,3,4,7,5,1,7,9,2,9,2,1,Other,Adamhaven,Store
43,201649,4.5,8,1.4,7,8,18,15,3038,61813,3,4,2,9,6,6,3,6,6,10,10,Other,Marquezfurt,Online
40,15238,5.7,7,2.8,5,10,25,5,5315,61913,5,2,6,6,2,5,7,4,9,8,7,Male,Paulaport,Online
47,144794,8.5,10,1.6,8,1,40,7,11595,54119,9,2,6,5,5,10,7,8,9,3,3,Other,New Amandaport,Online
22,209446,7.6,12,5.4,5,2,40,18,144495,48749,8,5,6,3,1,1,2,10,6,6,10,Female,West Kim,Online
41,20892,9.2,8,4.4,8,9,10,19,131270,5177,5,9,5,4,4,10,4,7,5,9,2,Male,East Darrenbury,Online
34,58353,5.3,12,2.0,7,4,33,3,101732,30251,3,6,2,6,3,1,10,6,10,9,6,Female,Stephaniechester,Store
29,69826,11.5,3,1.9,7,7,21,17,113575,28095,3,7,2,4,10,8,5,5,7,1,5,Other,Janicemouth,Hybrid
71,26285,4.2,4,0.3,3,3,32,0,95970,542,6,0,2,2,3,6,8,5,7,4,2,Male,Fostermouth,Online
53,74108,9.3,2,0.9,7,3,8,7,149996,122589,5,4,4,6,5,3,6,10,10,1,6,Male,West Stephanieport,Hybrid
47,90414,6.8,7,1.6,9,4,42,6,102350,23754,7,6,2,1,7,1,4,6,5,2,3,Male,West Ashlee,Online
45,227062,1.4,6,4.6,8,10,48,13,43539,50208,1,5,1,2,8,10,7,10,6,7,6,Other,New Christineborough,Store
66,136433,1.0,9,4.2,3,4,38,14,93063,82410,3,0,3,4,9,3,9,9,7,6,3,Male,Whiteshire,Online
24,118262,2.9,9,5.7,8,8,38,0,142349,126914,2,6,4,9,5,3,1,1,1,9,7,Female,Port Theresahaven,Store
53,113891,4.0,8,2.9,4,1,26,1,122131,6249,8,6,7,5,1,5,4,4,9,4,3,Other,East Andrew,Store
65,246632,5.4,10,3.9,9,3,48,14,81727,3925,2,3,5,3,10,8,10,8,8,3,10,Male,New Justinburgh,Store
41,214886,7.5,7,2.8,6,5,25,7,143521,50364,8,9,4,2,10,6,5,10,2,7,10,Other,Wilsonstad,Hybrid
50,111578,8.7,1,0.0,3,1,0,6,118698,19586,3,9,3,8,9,9,2,7,7,3,7,Female,South Samantha,Hybrid
72,141879,6.8,1,2.5,9,9,45,10,86150,28872,6,9,5,7,2,6,8,10,5,1,3,Other,New Raymond,Hybrid
78,38049,3.2,5,2.3,1,9,0,8,112660,74306,5,3,1,4,5,4,8,9,1,7,6,Female,Bullockberg,Online
79,139351,5.6,12,3.2,4,1,44,14,138988,123722,3,3,6,8,3,8,5,2,2,7,3,Other,Aarontown,Online
65,130914,4.2,14,2.5,6,3,12,12,103158,79118,6,1,3,1,10,1,8,5,9,5,9,Other,Margarettown,Online
49,249989,6.4,8,2.4,6,3,24,15,10175,91155,6,5,3,4,3,4,7,1,5,9,4,Other,Lake Madison,Hybrid
26,44710,12.0,14,4.3,3,4,19,10,10796,59649,6,9,4,1,6,10,4,9,2,10,10,Female,Cherylborough,Online
30,15005,12.0,7,5.6,4,3,43,19,85841,46369,6,5,7,1,3,3,7,4,9,7,9,Female,Smithton,Online
67,199886,1.0,12,2.9,10,6,37,19,135678,59219,7,6,5,5,4,4,7,9,5,7,2,Female,Brianfort,Online
68,144559,4.9,9,2.0,2,6,43,13,128081,58838,9,4,3,3,10,4,7,3,8,6,2,Other,New Brandon,Online
76,219193,7.2,3,1.1,9,1,37,17,44528,63319,6,0,1,10,2,3,4,3,5,2,2,Other,Pennyshire,Hybrid
30,77265,2.7,2,2.5,2,7,31,15,122951,68729,9,1,3,4,3,7,3,8,2,5,6,Male,Adamton,Online
27,220666,8.9,7,2.6,1,9,30,7,144164,132041,4,0,5,4,5,9,9,3,7,10,7,Female,Rhondaberg,Store
42,139216,4.4,8,3.5,3,2,38,0,100751,102394,8,3,3,7,6,6,3,7,4,4,8,Male,Port Erin,Hybrid
77,88383,7.2,8,2.3,8,4,27,14,98482,133316,3,7,5,10,3,7,4,2,7,6,4,Female,West Carol,Online
66,95927,1.8,3,4.3,4,3,26,19,95980,38478,6,0,2,5,2,10,8,2,2,2,5,Male,East Tracy,Hybrid
43,157253,7.0,8,1.3,9,4,41,2,149996,115593,4,3,5,1,1,8,4,8,9,9,8,Male,Roberttown,Online
33,228067,11.3,11,3.1,6,4,9,19,110092,126535,3,4,6,7,5,3,5,8,5,6,5,Female,Lopezport,Store
70,63676,5.4,10,1.8,3,3,13,2,107010,21064,8,6,7,10,1,8,4,10,9,10,4,Female,Davidtown,Hybrid
57,15005,6.3,9,2.1,1,10,20,6,71538,97700,1,9,5,8,8,5,10,7,8,1,5,Female,Deborahshire,Online
31,147046,10.6,14,4.3,5,7,33,15,125831,137935,1,8,3,8,2,10,9,6,8,7,2,Other,North Taraland,Store
46,242089,6.7,12,5.8,6,1,46,8,125815,71914,10,3,4,10,3,2,4,2,9,3,6,Male,Meganton,Online
71,147921,7.9,11,1.7,4,5,23,16,5625,3215,6,9,3,7,9,8,9,7,7,6,10,Other,North Kimberly,Online
68,172163,10.0,5,0.7,9,8,8,11,18663,109090,6,3,6,5,7,9,5,9,2,5,1,Other,East Renee,Store
45,212460,4.9,8,0.1,4,9,4,3,18562,26747,3,9,6,6,9,5,1,8,1,5,9,Female,South Patriciaburgh,Store
54,102488,3.8,8,3.2,5,9,47,11,20046,98344,3,8,4,6,8,6,7,4,6,3,8,Male,Valeriefort,Online
29,27187,7.0,10,3.9,6,8,44,10,145917,112001,7,4,4,3,8,6,9,2,5,8,7,Female,Port Dylan,Store
79,198978,5.6,14,4.7,2,7,40,12,149996,12934,7,2,6,5,8,2,7,5,4,6,7,Female,Wendychester,Store
67,187195,5.3,12,1.5,9,5,43,8,59281,43983,5,9,1,8,7,10,7,2,6,9,9,Female,Lisafort,Store
64,206189,4.4,10,0.1,8,7,20,6,130734,18103,9,1,6,3,10,1,7,6,1,7,4,Female,Douglasport,Online
20,28183,5.5,2,3.4,8,9,7,12,122948,124438,1,6,6,6,10,5,10,1,8,7,2,Other,Lake Victoriaville,Store
43,176194,1.3,7,2.4,6,1,31,4,523,117828,9,3,3,8,5,5,1,10,9,9,7,Other,South Linda,Store
60,147045,4.3,3,0.4,2,4,29,17,110201,26961,2,7,2,2,2,3,1,1,2,7,9,Other,Jeffreyshire,Hybrid
26,53788,3.9,4,3.3,3,2,37,16,72754,24039,8,4,5,8,7,1,3,7,5,5,5,Other,South Jennifer,Store
44,75365,2.5,6,2.7,4,9,15,16,9966,77884,7,0,5,7,3,5,8,9,7,6,2,Other,West Jessica,Online
39,65347,7.1,12,1.6,1,5,18,12,109440,87473,10,6,3,7,2,9,2,5,5,6,3,Other,South Deanland,Store
23,113010,2.4,13,3.6,3,6,24,2,63040,41029,4,7,5,9,3,8,2,3,6,1,8,Female,Simonside,Hybrid
33,40019,8.5,11,2.9,7,9,32,11,79278,13534,8,7,1,4,8,4,10,2,10,1,1,Male,Lake Christie,Store
70,143637,6.1,12,3.2,4,2,24,10,149996,99417,7,7,3,7,5,6,1,2,6,8,1,Male,Audreyshire,Store
69,37173,7.9,4,3.2,5,6,12,12,72123,59014,5,0,2,7,3,4,6,2,3,7,6,Other,North Keithmouth,Hybrid
33,86568,5.5,1,2.4,6,8,31,7,42217,53831,3,1,4,1,9,6,8,9,2,7,4,Male,Travisbury,Hybrid
20,38262,6.1,8,1.1,7,1,21,7,127918,72442,3,4,1,5,9,5,7,3,9,4,5,Male,Port Carlos,Store
41,35480,6.6,10,4.3,6,10,40,5,76894,55024,5,4,1,7,7,3,10,8,9,4,5,Other,Christinaburgh,Store
74,98825,5.0,5,0.3,3,1,35,17,97383,102585,8,7,7,7,4,1,8,1,1,8,9,Male,North Calvin,Store
43,236917,6.2,3,3.2,3,10,17,17,16224,542,7,8,3,1,8,2,3,9,9,6,2,Male,Kevinmouth,Store
71,244820,5.6,13,3.5,2,1,32,5,134874,63899,8,9,3,5,7,10,4,7,10,8,10,Other,Richardshire,Online
79,147300,6.4,5,4.2,10,5,7,12,146172,95602,3,2,7,10,3,5,7,7,9,9,2,Female,South Jessica,Online
57,47425,5.7,7,4.6,5,3,46,2,149996,79628,2,2,4,4,5,8,8,8,5,5,10,Male,Port Ricardo,Store
73,245436,7.4,3,5.0,7,9,45,7,67766,9278,10,4,7,1,10,5,7,4,10,7,10,Other,Lake Sara,Store
23,154419,3.0,3,3.3,8,9,5,4,61278,91894,8,7,7,9,6,7,1,2,5,6,7,Female,North Jennifer,Store
52,130166,5.4,5,0.3,7,1,16,10,95307,62576,4,0,5,1,6,5,3,9,5,3,5,Other,South Peggy,Store
41,116912,3.0,9,1.8,8,8,36,1,79275,149972,2,9,4,10,3,10,2,9,10,8,9,Other,Antonioland,Online
68,134252,8.1,13,4.2,2,7,49,2,127789,19423,5,1,5,3,5,10,10,1,8,3,4,Male,Carlfort,Store
44,216047,4.5,5,3.9,8,10,47,0,144012,17418,6,1,2,6,5,5,1,1,5,5,10,Female,Snyderfurt,Online
53,99957,2.9,14,2.6,1,8,45,7,102078,542,7,2,1,5,4,8,3,4,8,8,7,Other,Hannahstad,Store
60,123584,5.6,4,3.6,10,9,40,10,19708,78546,6,5,3,7,1,6,1,2,5,10,10,Other,New Stephanie,Hybrid
36,240977,3.4,7,1.5,3,2,18,3,116899,15569,5,9,6,9,9,10,2,3,5,1,9,Male,Lake Robert,Store
26,68173,7.3,12,1.4,9,4,30,6,96586,147765,1,6,7,1,1,6,7,3,4,8,2,Female,Belindabury,Hybrid
58,28272,7.5,12,3.3,2,7,14,8,105926,20669,1,8,6,1,3,8,3,3,10,9,2,Female,Allenberg,Store
41,215274,7.7,2,3.1,6,2,0,11,117876,149972,4,7,3,7,1,7,6,5,2,6,8,Other,Taylorton,Store
51,211918,3.9,10,0.0,1,9,47,2,130764,70098,6,1,7,5,4,8,10,6,7,3,10,Male,East Nicole,Online
46,39585,7.7,5,4.6,3,1,0,10,147604,25821,8,0,3,6,3,3,6,10,2,3,2,Female,East Gregory,Hybrid
56,232214,4.1,3,1.9,10,8,12,7,26335,73172,10,9,7,9,6,8,9,7,5,2,2,Other,Cunninghamburgh,Store
30,136197,4.6,12,1.4,7,1,34,4,54727,65030,9,8,5,10,1,5,2,9,7,3,2,Other,North Catherinefurt,Store
37,183359,4.5,1,1.7,3,8,45,4,140889,140893,1,6,3,2,9,1,7,8,6,1,3,Female,Richardport,Online
77,207252,5.9,8,4.0,5,5,3,15,149698,134526,1,8,2,2,6,2,9,7,5,6,8,Female,Lake Richard,Hybrid
20,195373,4.1,8,2.1,10,5,42,13,120968,141091,1,3,3,4,6,6,10,5,8,9,1,Female,Parkstad,Online
79,225623,7.8,7,2.9,3,3,10,4,149996,143911,9,9,1,7,2,7,3,9,8,4,10,Female,East Nicholaston,Online
48,138590,4.7,10,0.3,6,2,0,14,88807,18886,8,3,5,10,1,8,7,2,9,10,4,Other,Lake Mary,Store
18,212519,8.0,2,2.9,10,5,43,9,18954,129538,10,6,3,2,10,9,6,4,2,5,7,Other,Marshallborough,Hybrid
61,15005,8.9,9,2.5,3,5,18,0,127708,86367,1,8,5,4,4,4,10,6,4,9,9,Male,Lake John,Online
55,58163,7.5,5,6.0,7,7,17,6,38075,43302,6,7,4,4,8,8,2,10,8,9,6,Other,East Donald,Store
20,22516,7.8,11,5.1,6,4,19,1,51215,542,2,0,1,9,2,7,10,9,1,4,10,Female,East Michaelville,Online
36,199777,5.4,14,5.3,1,5,29,6,113255,33993,5,8,3,2,6,8,9,1,8,3,1,Female,North Tammy,Hybrid
68,177958,9.1,13,5.9,10,8,43,17,51564,16056,7,9,2,3,8,10,9,8,2,4,9,Female,East Lancebury,Hybrid
79,26639,5.1,14,3.0,4,10,1,19,83597,144923,3,2,6,2,7,6,3,9,9,10,9,Male,New Davidborough,Store
33,128043,3.3,10,2.9,3,5,38,19,145862,90048,10,5,7,8,8,8,8,4,9,4,10,Other,Lewisfort,Store
59,221443,1.5,13,3.0,9,8,41,1,149996,104964,1,7,6,4,4,4,3,1,9,6,4,Male,Tuckermouth,Store
23,60438,5.3,11,3.8,3,10,11,19,61459,16785,1,8,7,7,10,9,4,10,3,4,1,Female,South Brandon,Store
67,249989,4.6,5,1.9,10,8,17,19,11856,51431,10,3,1,7,8,1,5,9,6,3,1,Other,Blakeborough,Online
21,243014,2.2,6,2.8,9,8,2,12,84513,85003,10,3,4,8,7,10,4,6,4,3,5,Other,New Bruceborough,Online
57,75196,3.1,7,5.4,6,10,16,15,17771,102636,1,6,7,4,4,9,9,5,8,5,8,Other,New Brian,Online
40,119942,7.4,7,1.8,1,3,21,12,5413,9508,2,8,6,3,6,3,4,3,5,4,4,Male,Lake Danielbury,Hybrid
55,72954,10.0,6,1.7,6,3,0,9,77264,110129,1,8,1,2,7,6,4,5,8,2,1,Other,Harristown,Store
50,249989,7.2,4,2.1,2,4,38,11,42463,149972,3,4,1,3,2,10,1,6,4,4,10,Other,South Laura,Store
51,129991,3.0,1,4.3,7,1,28,6,31387,109351,1,4,2,4,1,5,7,8,9,1,5,Male,Port Rachael,Store
30,20593,6.2,10,0.7,9,3,25,7,67003,125508,5,5,7,3,2,9,6,9,1,2,7,Male,North Jennifer,Store
54,136765,3.4,9,1.2,3,3,44,16,64176,116171,6,9,5,2,4,8,10,7,3,6,3,Other,Mooreview,Hybrid
70,21610,2.9,2,4.5,6,4,40,4,145636,79434,5,5,3,10,3,8,4,10,7,5,4,Other,Williamsport,Hybrid
46,219191,2.4,13,2.1,3,9,14,12,89393,73591,3,9,2,10,4,8,3,9,2,2,4,Female,South Kyle,Hybrid
40,107020,4.4,10,2.1,5,9,6,15,102530,131815,10,8,7,1,6,3,1,6,7,10,10,Female,Traceytown,Hybrid
24,96546,6.9,11,3.2,8,8,45,3,118577,113741,5,5,1,9,9,10,3,2,1,5,1,Male,Reedstad,Hybrid
21,194563,2.2,13,6.0,2,8,17,2,39450,18427,8,0,4,10,10,9,8,6,9,6,10,Female,East Lauramouth,Online
52,215535,3.6,4,0.7,3,3,28,11,135066,90015,9,9,3,3,10,5,10,9,8,6,6,Other,New Haleyport,Store
77,95240,4.2,5,2.9,5,1,39,9,102496,130821,6,2,1,5,9,10,2,1,3,10,2,Female,Johnsonchester,Store
57,55951,6.9,7,1.5,10,4,0,5,82327,108287,2,5,2,2,3,8,6,4,3,1,2,Female,Nicholasmouth,Hybrid
69,78433,6.3,12,2.4,4,4,25,14,115464,542,3,1,4,7,4,6,2,4,1,9,6,Female,New Alyssa,Online
22,210705,9.3,10,2.7,7,7,48,2,148918,124704,5,9,6,1,4,3,10,1,1,5,5,Female,South Angela,Store
56,169340,3.9,5,3.1,5,4,43,14,91822,46841,9,7,3,3,8,8,1,10,3,8,1,Male,Crawfordview,Hybrid
67,89738,5.1,5,2.4,3,3,49,1,138104,100057,2,5,4,3,9,6,8,1,3,4,3,Male,Lake Kristin,Store
62,159995,7.0,7,3.1,9,1,25,3,50092,16784,9,6,3,8,8,2,1,5,6,4,3,Male,North Danielshire,Store
37,199719,6.3,14,3.0,6,10,19,4,134104,93394,10,4,3,9,6,5,1,2,6,8,4,Male,North Nicholaschester,Store
54,161868,10.6,2,2.3,3,1,8,2,26128,131835,8,1,2,8,9,7,2,6,3,10,8,Male,Russellbury,Online
39,97441,6.6,14,1.8,7,4,8,15,120807,107130,8,2,3,5,2,6,8,4,8,6,2,Male,Casehaven,Store
78,27889,5.5,14,2.0,4,1,41,4,43065,14599,8,4,4,2,3,5,5,4,4,8,4,Female,New Stevenbury,Store
39,209578,4.9,7,4.4,10,10,28,0,38794,62139,9,9,5,2,1,4,7,5,3,4,9,Female,Rodneyburgh,Online
44,209743,8.0,1,5.6,6,9,8,17,72565,36367,8,4,2,3,9,3,10,6,2,8,6,Other,Juanshire,Hybrid
56,183616,4.4,12,2.0,1,4,31,2,118195,106938,2,1,7,7,8,5,2,5,4,10,8,Male,Brandonchester,Store
43,111403,9.3,12,1.8,10,10,18,12,13715,60314,2,1,5,7,4,6,9,1,9,9,10,Female,New Michael,Hybrid
65,144429,5.8,12,2.1,2,1,25,15,136194,89639,1,2,6,4,4,2,4,8,1,6,10,Male,South Kendraside,Online
36,166333,5.1,8,2.7,10,2,17,16,139008,117726,7,2,4,4,9,2,8,6,6,10,10,Other,Wyattview,Online
56,175858,3.8,3,2.1,6,5,2,19,99511,52268,7,7,5,1,5,4,1,1,8,3,5,Male,West Jessica,Online
34,76616,2.3,2,1.4,10,1,23,17,82800,90689,10,9,2,5,5,10,2,10,7,3,5,Male,New Lorifort,Hybrid
69,158460,7.9,12,3.5,2,9,48,17,141326,119574,9,7,7,6,9,6,7,6,1,1,2,Male,New Rebeccaview,Store
55,84424,5.9,4,3.6,2,4,26,19,11030,104264,8,3,6,6,8,4,5,5,5,3,6,Male,Jayport,Online
51,85990,7.6,1,0.2,8,6,7,5,5107,125333,8,6,4,3,9,7,9,6,7,1,7,Other,East Sarahfurt,Online
71,121645,9.4,8,4.1,10,8,42,0,125488,16696,7,3,1,4,7,10,5,2,9,10,10,Male,New Kristen,Store
66,140964,4.8,10,1.7,1,5,45,19,95107,91733,1,4,3,10,1,2,5,2,3,3,3,Female,West Marco,Online
56,67198,6.1,11,1.2,1,10,19,0,22031,67800,6,8,5,7,10,3,5,5,4,3,10,Female,Laurabury,Online
67,130591,4.8,12,4.0,9,1,17,9,17118,120235,3,3,1,9,3,5,3,3,10,4,5,Other,Hillstad,Hybrid
29,213269,1.0,7,3.5,10,5,28,1,60682,49323,8,8,7,6,3,7,2,10,3,6,1,Other,Michaelstad,Store
66,48689,5.4,1,3.0,4,6,20,5,113695,58817,2,7,6,9,1,2,4,1,10,8,10,Female,Alexshire,Hybrid
65,116287,6.4,1,4.0,2,7,10,4,71021,105225,6,4,6,10,8,10,10,5,8,8,7,Male,Phillipsside,Store
51,50477,9.7,10,3.4,3,6,34,6,133528,78450,4,0,2,8,10,7,2,2,7,4,4,Female,Robinsonport,Store
77,130174,9.1,8,2.0,8,8,12,11,129321,19855,9,0,2,3,9,3,5,2,5,5,5,Other,Garyberg,Hybrid
