Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,Yes,Travel_Rarely,652,Research & Development,10,3,Life Sciences,1,2995595,3,Male,98,3,3,Sales Representative,1,Single,1733,17898,1,Y,No,12,3,2,80,1,0,3,3,3,6,0,8
38,No,Travel_Rarely,985,Research & Development,2,3,Life Sciences,1,8340810,3,Male,74,1,1,Sales Executive,3,Divorced,10918,2292,8,Y,No,15,3,4,80,1,2,2,3,4,0,6,0
25,No,Travel_Frequently,1153,Research & Development,13,1,Life Sciences,1,1583084,4,Male,75,1,2,Sales Representative,4,Married,6274,16442,3,Y,Yes,15,3,4,80,0,0,2,2,9,2,0,5
20,No,Travel_Rarely,429,Research & Development,4,3,Life Sciences,1,8999562,4,Female,61,1,5,Sales Executive,4,Single,3145,2094,4,Y,Yes,12,3,4,80,1,0,1,3,10,0,1,0
30,No,Travel_Rarely,1044,Research & Development,21,4,Marketing,1,13345532,3,Female,56,2,1,Human Resources,3,Single,9842,20307,2,Y,No,18,4,3,80,2,6,2,3,8,2,3,4
18,No,Travel_Rarely,593,Research & Development,13,4,Life Sciences,1,16635349,1,Male,79,4,1,Manufacturing Director,2,Married,4556,10017,9,Y,No,13,3,3,80,0,7,3,3,10,3,2,1
18,No,Non-Travel,1077,Research & Development,20,3,Life Sciences,1,15116346,3,Male,44,3,2,Laboratory Technician,3,Married,2924,6779,8,Y,No,17,3,2,80,1,0,4,3,10,7,1,6
51,No,Travel_Rarely,1236,Research & Development,1,1,Life Sciences,1,2951014,2,Female,70,3,2,Human Resources,4,Married,2974,6486,9,Y,No,13,3,3,80,3,2,0,3,6,6,9,12
29,No,Travel_Rarely,518,Human Resources,3,4,Medical,1,7527154,1,Female,77,3,1,Laboratory Technician,4,Married,3219,2094,4,Y,No,15,4,3,80,1,0,5,3,3,7,2,2
40,No,Travel_Rarely,266,Sales,22,3,Life Sciences,1,8339405,2,Male,97,3,4,Manufacturing Director,3,Single,3183,2499,3,Y,Yes,22,3,4,80,0,1,2,3,7,4,6,3
20,No,Travel_Rarely,709,Research & Development,14,4,Medical,1,488526,1,Male,46,4,2,Sales Executive,3,Divorced,1621,2094,4,Y,No,16,3,4,80,2,2,5,3,11,1,1,9
42,No,Travel_Rarely,1208,Research & Development,16,1,Life Sciences,1,12181581,1,Female,58,3,2,Sales Executive,3,Single,3323,16908,9,Y,No,21,3,2,80,1,14,3,2,10,2,0,4
22,No,Travel_Rarely,782,Human Resources,21,3,Medical,1,2298227,4,Female,91,1,3,Research Director,2,Married,6202,9032,1,Y,No,13,3,4,80,1,0,4,3,3,3,4,8
38,No,Travel_Frequently,1428,Research & Development,20,4,Marketing,1,16733713,2,Female,94,4,1,Human Resources,4,Single,1698,2094,1,Y,No,14,3,3,80,2,4,4,1,1,2,1,9
26,No,Travel_Frequently,872,Sales,6,2,Life Sciences,1,211702,4,Female,69,3,4,Research Scientist,4,Single,3359,2094,2,Y,No,12,4,2,80,0,1,2,3,12,5,4,7
24,No,Travel_Rarely,477,Research & Development,29,1,Medical,1,7446388,1,Female,100,3,2,Sales Executive,4,Married,3519,2094,1,Y,No,13,3,3,80,3,10,2,3,3,6,2,1
34,No,Travel_Frequently,1209,Research & Development,29,3,Life Sciences,1,2311412,4,Male,73,3,2,Research Scientist,2,Married,3954,21175,0,Y,No,21,3,1,80,0,0,6,2,10,5,1,0
18,No,Travel_Rarely,482,Research & Development,29,2,Technical Degree,1,11284626,1,Female,100,3,1,Sales Representative,4,Single,1862,2094,4,Y,Yes,12,3,4,80,1,4,2,3,5,2,1,2
42,Yes,Travel_Frequently,1059,Research & Development,4,2,Medical,1,13834579,3,Male,85,3,1,Manufacturing Director,3,Married,3133,19765,7,Y,No,13,3,1,80,1,2,2,3,9,3,2,9
42,No,Travel_Rarely,792,Research & Development,24,4,Marketing,1,16695004,3,Male,77,3,3,Sales Executive,3,Married,2873,2601,1,Y,No,25,3,4,80,1,2,5,3,7,2,15,0
51,Yes,Travel_Rarely,1252,Human Resources,14,2,Other,1,1941913,1,Male,74,4,2,Sales Executive,3,Married,3875,4452,6,Y,Yes,25,3,1,80,2,1,3,2,11,3,1,15
29,Yes,Travel_Rarely,845,Research & Development,3,1,Technical Degree,1,4297998,1,Female,55,3,1,Sales Executive,3,Divorced,2690,2094,1,Y,Yes,23,3,1,80,1,1,1,3,14,7,3,2
44,No,Travel_Rarely,1327,Sales,21,1,Life Sciences,1,4972789,4,Male,76,2,3,Laboratory Technician,2,Divorced,2587,2094,1,Y,No,12,3,4,80,1,1,2,3,6,0,0,2
40,No,Travel_Frequently,738,Human Resources,20,3,Medical,1,502174,2,Female,95,1,1,Research Scientist,4,Married,5140,6497,9,Y,No,11,4,2,80,3,0,2,3,6,3,1,0
31,No,Travel_Rarely,289,Sales,11,4,Technical Degree,1,10887544,4,Female,100,2,3,Healthcare Representative,4,Single,2701,12654,1,Y,Yes,21,3,4,80,3,5,3,3,3,0,10,2
21,No,Travel_Frequently,816,Research & Development,12,4,Human Resources,1,15211680,4,Female,80,1,2,Sales Executive,3,Divorced,3112,14214,1,Y,Yes,11,3,2,80,1,0,3,2,10,3,1,0
23,No,Travel_Rarely,256,Sales,19,1,Medical,1,2092133,1,Female,72,3,2,Laboratory Technician,4,Divorced,4555,2094,9,Y,No,11,3,4,80,0,0,5,3,11,2,2,8
47,No,Travel_Rarely,471,Sales,5,1,Life Sciences,1,3645142,4,Male,73,3,2,Research Scientist,4,Single,2796,2094,5,Y,Yes,11,3,2,80,2,11,2,3,4,7,1,5
45,No,Travel_Rarely,418,Research & Development,11,4,Life Sciences,1,3598319,1,Female,39,3,2,Sales Executive,3,Divorced,2999,11459,1,Y,No,14,3,3,80,1,0,2,3,8,0,15,2
37,No,Travel_Rarely,1451,Sales,13,3,Other,1,10610124,1,Female,100,2,4,Laboratory Technician,1,Single,3009,7104,3,Y,No,14,3,2,80,1,0,3,4,7,6,1,4
18,No,Travel_Rarely,458,Research & Development,1,3,Other,1,14702232,1,Female,79,3,2,Sales Executive,2,Married,3264,9327,0,Y,Yes,12,3,2,80,0,0,3,2,11,2,1,0
35,No,Travel_Rarely,612,Research & Development,13,3,Life Sciences,1,14575872,4,Male,73,4,2,Manager,3,Married,2386,20984,1,Y,No,18,3,4,80,3,4,2,3,6,1,1,3
20,No,Travel_Rarely,1492,Research & Development,29,1,Life Sciences,1,1215932,3,Female,73,3,3,Manufacturing Director,2,Married,14733,2922,2,Y,No,21,4,3,80,0,5,3,3,9,2,0,7
28,No,Travel_Rarely,1443,Research & Development,21,4,Marketing,1,506724,2,Female,85,3,1,Research Scientist,1,Married,6606,15741,4,Y,No,15,3,2,80,0,3,4,3,16,0,0,1
37,Yes,Travel_Rarely,744,Research & Development,2,3,Life Sciences,1,8290983,3,Female,64,3,1,Research Scientist,2,Divorced,14919,2094,4,Y,Yes,13,3,4,80,0,7,3,3,5,2,13,9
31,No,Travel_Rarely,1254,Research & Development,21,4,Marketing,1,5940763,3,Male,90,4,1,Sales Executive,3,Single,2356,2094,3,Y,No,19,4,3,80,1,5,4,1,8,6,5,1
38,No,Non-Travel,1041,Research & Development,13,4,Life Sciences,1,4332827,4,Female,100,3,3,Manufacturing Director,1,Married,6935,20201,1,Y,No,13,3,2,80,2,0,3,3,2,4,0,1
25,No,Travel_Rarely,1044,Sales,13,1,Life Sciences,1,11055554,4,Male,97,4,2,Research Director,1,Married,5416,10518,1,Y,No,12,3,1,80,0,7,3,3,7,1,1,0
18,No,Travel_Rarely,1411,Research & Development,17,4,Medical,1,11931356,3,Male,82,3,1,Manager,3,Divorced,2194,2094,4,Y,No,11,3,3,80,2,0,3,3,9,7,1,7
18,No,Travel_Rarely,888,Sales,4,5,Marketing,1,476545,4,Male,76,3,3,Manufacturing Director,3,Married,5904,2094,3,Y,No,12,3,2,80,2,3,2,3,6,2,2,9
27,No,Travel_Rarely,640,Research & Development,24,2,Medical,1,361691,4,Female,56,1,3,Laboratory Technician,2,Married,4070,3946,6,Y,No,20,4,3,80,1,1,5,3,3,6,2,7
28,Yes,Travel_Rarely,976,Research & Development,11,3,Medical,1,11159047,1,Male,82,2,1,Research Scientist,2,Single,3901,19932,3,Y,No,11,3,2,80,0,0,3,3,9,5,1,6
18,No,Travel_Rarely,757,Research & Development,22,4,Medical,1,4206587,4,Male,99,3,1,Sales Executive,3,Married,2955,22872,5,Y,No,17,3,3,80,0,10,4,3,10,5,0,0
27,Yes,Travel_Rarely,1241,Sales,5,3,Other,1,6390741,4,Male,90,4,2,Manager,3,Married,7811,21245,3,Y,Yes,11,3,3,80,1,0,3,3,4,0,2,7
18,No,Travel_Rarely,109,Research & Development,16,1,Life Sciences,1,15289869,4,Male,99,2,1,Laboratory Technician,4,Single,3581,8397,1,Y,No,13,3,2,80,1,0,2,3,9,6,7,6
36,No,Travel_Rarely,652,Research & Development,4,2,Marketing,1,2497346,3,Male,36,3,1,Laboratory Technician,1,Single,3360,19279,2,Y,Yes,11,4,1,80,0,0,0,4,12,3,6,3
22,No,Travel_Rarely,502,Research & Development,28,4,Life Sciences,1,3113871,2,Female,70,2,3,Manufacturing Director,2,Married,3356,2094,5,Y,No,23,3,3,80,1,0,3,3,10,0,1,0
42,No,Travel_Rarely,1476,Sales,23,1,Human Resources,1,3048532,4,Male,75,4,5,Research Scientist,1,Single,2487,21710,2,Y,Yes,13,4,4,80,0,10,5,4,24,5,1,1
45,No,Travel_Rarely,1140,Research & Development,1,3,Medical,1,9280682,1,Male,63,3,1,Research Scientist,4,Married,10843,22400,4,Y,No,21,4,1,80,1,0,0,3,4,6,3,3
18,No,Travel_Rarely,591,Research & Development,9,3,Other,1,4973455,1,Female,48,2,2,Manufacturing Director,4,Single,2689,10769,4,Y,No,17,3,2,80,1,0,2,3,10,8,1,7
28,No,Travel_Frequently,893,Research & Development,29,1,Life Sciences,1,899025,4,Male,77,3,4,Laboratory Technician,4,Divorced,3797,2094,6,Y,No,13,3,2,80,0,7,3,3,7,6,1,7
33,No,Travel_Rarely,939,Sales,18,4,Life Sciences,1,10016783,1,Male,87,2,1,Research Scientist,4,Married,13647,16060,0,Y,No,25,4,3,80,0,6,4,3,6,6,1,8
39,Yes,Travel_Rarely,281,Research & Development,20,3,Medical,1,7381125,3,Male,56,2,2,Research Scientist,3,Divorced,1656,2094,5,Y,No,17,3,2,80,1,11,6,3,11,1,1,2
44,No,Travel_Rarely,253,Research & Development,2,2,Medical,1,8500204,3,Female,96,4,2,Laboratory Technician,1,Divorced,3567,11742,2,Y,Yes,18,4,4,80,1,0,3,3,7,2,2,2
29,No,Travel_Rarely,228,Human Resources,20,1,Life Sciences,1,4764466,4,Female,97,2,3,Research Scientist,4,Married,1738,3934,5,Y,No,17,3,4,80,1,0,2,3,16,6,1,0
18,No,Travel_Rarely,1016,Research & Development,22,4,Medical,1,6376732,3,Female,100,3,1,Sales Executive,2,Married,3579,2094,1,Y,Yes,11,3,4,80,2,1,4,2,11,2,5,1
48,No,Travel_Rarely,493,Sales,18,3,Life Sciences,1,10034855,2,Male,72,3,2,Sales Representative,4,Married,3131,10860,0,Y,No,11,3,4,80,0,7,3,3,9,6,1,1
19,No,Travel_Rarely,1255,Sales,16,3,Life Sciences,1,6999537,1,Male,44,3,4,Laboratory Technician,4,Married,2163,4077,1,Y,Yes,13,4,3,80,1,9,2,3,8,6,2,0
25,No,Travel_Rarely,1499,Human Resources,11,2,Medical,1,11540583,1,Female,83,3,1,Sales Executive,3,Married,2253,8196,1,Y,No,18,3,1,80,1,6,6,3,11,6,1,9
27,Yes,Travel_Rarely,730,Sales,29,4,Other,1,4451199,1,Female,59,2,4,Sales Executive,4,Married,2847,4678,0,Y,No,11,3,4,80,1,0,5,3,5,1,6,6
33,No,Travel_Rarely,1499,Research & Development,12,4,Medical,1,14706399,3,Female,77,3,1,Healthcare Representative,3,Single,3827,17280,1,Y,Yes,21,3,4,80,3,8,5,2,6,0,1,2
19,No,Travel_Rarely,484,Research & Development,29,2,Medical,1,3858601,4,Male,67,3,1,Laboratory Technician,3,Married,5284,4255,4,Y,No,20,3,2,80,1,4,2,3,10,6,1,8
51,No,Travel_Rarely,1112,Human Resources,16,1,Life Sciences,1,7802512,1,Male,100,3,2,Manufacturing Director,4,Married,3521,2612,1,Y,No,23,3,1,80,0,0,5,3,9,4,0,4
18,No,Travel_Rarely,310,Research & Development,10,4,Technical Degree,1,12484538,4,Male,88,2,5,Sales Executive,4,Married,2966,6943,9,Y,No,16,3,3,80,3,0,6,3,11,0,1,0
19,No,Non-Travel,1097,Research & Development,9,5,Life Sciences,1,7112820,2,Male,80,3,1,Research Scientist,1,Married,2572,2094,3,Y,No,17,3,2,80,1,0,2,3,21,1,1,7
23,Yes,Travel_Frequently,1155,Research & Development,3,1,Medical,1,13100507,1,Female,84,3,2,Sales Representative,2,Married,1922,5912,1,Y,No,14,3,3,80,1,6,5,3,7,0,1,2
30,No,Travel_Rarely,526,Research & Development,3,2,Medical,1,5524921,1,Female,89,2,1,Sales Executive,3,Single,10592,11220,5,Y,No,17,3,3,80,1,1,1,3,8,0,1,4
18,Yes,Travel_Rarely,714,Human Resources,26,4,Life Sciences,1,11512422,1,Male,72,2,3,Sales Representative,1,Married,2218,16994,3,Y,No,15,3,1,80,0,0,6,4,13,7,0,1
41,Yes,Travel_Rarely,852,Research & Development,17,4,Medical,1,1784825,4,Female,84,3,1,Human Resources,2,Divorced,3395,2759,0,Y,Yes,17,3,4,80,0,0,2,1,1,1,1,1
36,No,Travel_Rarely,512,Research & Development,10,3,Other,1,2959953,1,Male,63,2,1,Laboratory Technician,4,Married,2784,4315,5,Y,Yes,15,3,2,80,0,2,6,2,9,1,1,0
38,No,Travel_Rarely,404,Research & Development,19,5,Life Sciences,1,13883910,3,Male,98,3,1,Healthcare Representative,1,Married,5569,2094,3,Y,Yes,11,3,3,80,0,1,3,4,2,6,2,7
22,No,Non-Travel,645,Sales,29,1,Medical,1,11135668,4,Male,51,3,1,Sales Executive,3,Single,2838,2094,2,Y,No,11,4,1,80,0,0,4,3,9,4,1,1
18,No,Travel_Rarely,1478,Research & Development,23,1,Life Sciences,1,11389672,4,Female,61,3,1,Manufacturing Director,1,Divorced,2061,6436,1,Y,No,24,3,4,80,1,0,3,3,6,6,2,9
36,No,Travel_Frequently,1449,Sales,17,3,Medical,1,5859763,3,Male,80,3,3,Manager,2,Divorced,14744,20088,1,Y,Yes,11,3,4,80,2,0,2,3,4,2,2,1
22,No,Travel_Rarely,146,Research & Development,9,4,Life Sciences,1,16493937,3,Female,72,3,5,Laboratory Technician,3,Married,3646,16410,7,Y,No,20,3,2,80,1,0,2,3,40,1,4,0
52,Yes,Travel_Rarely,905,Research & Development,4,3,Life Sciences,1,2555456,1,Male,100,3,3,Sales Executive,3,Married,2911,2590,0,Y,No,19,3,1,80,0,7,3,3,7,4,1,8
40,No,Travel_Rarely,1499,Sales,29,3,Life Sciences,1,7392202,3,Female,84,3,1,Research Scientist,4,Married,2067,21004,1,Y,No,20,3,3,80,1,0,2,3,12,5,1,8
48,No,Non-Travel,1499,Research & Development,13,3,Medical,1,15753215,3,Female,63,2,1,Healthcare Representative,3,Single,1683,7953,0,Y,Yes,16,4,2,80,3,6,3,3,12,2,2,9
18,No,Travel_Rarely,1013,Sales,2,2,Marketing,1,7950632,1,Male,81,3,1,Manufacturing Director,2,Married,3459,9831,3,Y,Yes,17,4,1,80,2,0,2,3,20,0,2,7
40,No,Travel_Rarely,1268,Research & Development,20,2,Life Sciences,1,13166206,2,Female,70,3,1,Laboratory Technician,1,Married,3104,4845,4,Y,No,17,3,2,80,0,3,5,3,9,4,1,1
41,No,Travel_Rarely,786,Human Resources,10,1,Life Sciences,1,14366265,2,Male,78,3,2,Manufacturing Director,2,Divorced,4161,3369,0,Y,No,17,3,4,80,1,4,3,3,24,4,6,7
31,No,Travel_Rarely,780,Research & Development,4,5,Medical,1,4137562,3,Male,51,3,1,Sales Executive,4,Married,4619,7616,2,Y,No,17,4,1,80,0,2,2,3,8,8,11,2
24,No,Travel_Rarely,1073,Research & Development,13,4,Life Sciences,1,9400704,3,Male,46,3,2,Human Resources,2,Divorced,2205,4317,7,Y,No,16,3,4,80,1,10,5,3,8,2,15,0
22,Yes,Travel_Rarely,364,Research & Development,2,4,Medical,1,1146981,4,Male,90,3,1,Human Resources,3,Single,2600,17963,2,Y,Yes,20,3,4,80,1,0,2,3,8,2,1,1
27,No,Travel_Rarely,494,Research & Development,7,3,Medical,1,8731370,3,Male,93,2,1,Laboratory Technician,3,Married,2741,3552,5,Y,Yes,11,3,3,80,0,8,4,3,10,7,0,2
39,No,Travel_Rarely,775,Research & Development,29,3,Life Sciences,1,3775194,4,Male,36,4,1,Sales Executive,4,Married,19297,24633,5,Y,Yes,14,3,2,80,1,0,2,3,7,2,8,7
36,No,Travel_Rarely,251,Research & Development,4,3,Medical,1,14318407,3,Female,100,2,2,Research Director,4,Divorced,3337,11901,3,Y,No,11,3,2,80,0,0,2,3,4,8,7,8
35,Yes,Travel_Rarely,1499,Human Resources,29,1,Other,1,6994177,1,Male,45,2,4,Research Scientist,1,Divorced,5249,19773,2,Y,No,24,4,1,80,0,14,5,3,11,5,7,11
34,Yes,Travel_Frequently,285,Research & Development,23,4,Medical,1,14696876,2,Female,90,4,3,Sales Executive,3,Married,2002,2094,1,Y,No,12,3,4,80,1,11,3,3,31,5,1,1
20,No,Travel_Rarely,1160,Research & Development,13,3,Technical Degree,1,8805387,1,Female,87,1,3,Laboratory Technician,1,Married,2761,16509,8,Y,No,11,3,1,80,1,21,3,3,9,2,1,7
20,No,Travel_Rarely,508,Human Resources,29,4,Technical Degree,1,16378171,4,Male,94,4,2,Manager,4,Married,1009,2094,2,Y,No,12,3,3,80,0,0,3,3,8,2,1,1
28,No,Travel_Frequently,947,Research & Development,10,3,Medical,1,464203,3,Male,68,3,2,Manager,2,Married,3038,7138,3,Y,No,22,3,1,80,0,0,2,3,15,6,0,0
44,No,Travel_Rarely,1326,Research & Development,28,4,Technical Degree,1,2154804,1,Male,73,3,2,Research Scientist,4,Married,2289,9872,3,Y,No,19,3,4,80,0,1,1,1,4,0,2,0
41,No,Travel_Rarely,1190,Research & Development,9,2,Marketing,1,14363688,4,Female,61,3,3,Sales Executive,3,Married,14487,2094,1,Y,No,13,3,3,80,0,0,2,3,11,2,8,7
23,No,Travel_Rarely,1214,Research & Development,15,5,Technical Degree,1,10964952,3,Female,85,2,1,Manager,3,Single,4583,2094,0,Y,No,11,3,3,80,1,1,2,2,7,6,1,3
18,Yes,Travel_Rarely,1499,Research & Development,15,4,Human Resources,1,14036318,4,Female,100,4,1,Laboratory Technician,2,Married,5498,3224,0,Y,No,11,3,4,80,1,0,2,3,15,4,1,2
19,No,Travel_Rarely,990,Sales,10,3,Medical,1,12351489,1,Female,52,2,2,Sales Executive,1,Single,3213,4184,1,Y,No,17,3,3,80,1,1,5,3,3,2,4,2
46,No,Travel_Frequently,459,Research & Development,29,4,Medical,1,6215264,1,Male,93,2,3,Laboratory Technician,3,Divorced,2198,11292,3,Y,Yes,20,3,3,80,1,4,6,3,8,6,5,1
58,No,Travel_Rarely,1277,Research & Development,12,4,Life Sciences,1,12586955,2,Male,97,4,1,Healthcare Representative,3,Single,6442,8533,1,Y,No,11,4,3,80,1,5,2,3,12,1,3,0
31,No,Non-Travel,1074,Research & Development,11,3,Medical,1,15674449,1,Male,70,2,1,Sales Executive,1,Single,2973,10143,1,Y,Yes,16,3,4,80,2,11,2,3,12,6,2,0
26,No,Travel_Rarely,1383,Research & Development,5,1,Life Sciences,1,2365769,4,Female,85,3,1,Sales Executive,3,Divorced,6180,6916,4,Y,No,13,3,4,80,3,26,5,2,5,6,15,2
36,Yes,Travel_Rarely,1499,Sales,13,1,Marketing,1,1251700,4,Female,73,3,3,Laboratory Technician,4,Divorced,2435,2094,0,Y,Yes,14,3,3,80,1,29,5,3,3,6,6,0
41,No,Travel_Rarely,748,Research & Development,28,4,Life Sciences,1,13628081,4,Male,69,3,1,Research Scientist,4,Single,1161,2094,4,Y,No,21,3,4,80,1,11,3,1,5,3,12,1
19,Yes,Travel_Frequently,1375,Sales,9,3,Marketing,1,10130783,1,Female,100,3,2,Manufacturing Director,3,Married,11920,2323,9,Y,No,17,3,4,80,0,0,1,3,9,2,1,3
25,No,Travel_Rarely,765,Human Resources,5,2,Medical,1,2477058,1,Male,59,3,5,Healthcare Representative,3,Single,6106,2102,6,Y,Yes,13,3,2,80,1,1,3,2,8,0,1,1
46,No,Travel_Rarely,747,Research & Development,6,3,Life Sciences,1,6348901,3,Male,54,2,2,Research Scientist,3,Single,7136,9118,3,Y,No,15,3,1,80,1,1,2,2,4,0,1,0
40,No,Travel_Frequently,1301,Research & Development,3,3,Medical,1,14485052,1,Male,94,3,1,Sales Executive,2,Single,2341,22455,1,Y,Yes,21,3,3,80,0,2,5,2,36,4,2,6
23,No,Travel_Rarely,1413,Research & Development,29,2,Marketing,1,9815987,1,Female,39,3,2,Sales Executive,2,Married,6571,2094,1,Y,Yes,11,3,1,80,3,2,5,3,12,0,14,3
33,No,Travel_Rarely,906,Research & Development,19,3,Medical,1,8587012,1,Female,66,3,5,Sales Executive,2,Divorced,2987,6197,1,Y,No,15,3,3,80,1,8,3,1,3,1,1,6
18,No,Travel_Rarely,277,Sales,2,3,Life Sciences,1,13175096,3,Female,100,4,1,Laboratory Technician,3,Divorced,15371,21466,0,Y,Yes,17,3,4,80,0,6,0,3,8,1,6,2
47,No,Travel_Rarely,1256,Research & Development,24,4,Marketing,1,4017591,4,Female,73,3,4,Research Scientist,2,Divorced,4985,5889,6,Y,No,12,4,4,80,0,7,2,3,6,5,1,2
18,No,Travel_Rarely,536,Sales,24,3,Life Sciences,1,6666996,4,Female,100,3,3,Manager,4,Married,4280,3952,2,Y,No,17,3,1,80,0,22,2,3,8,6,1,6
20,No,Travel_Rarely,1420,Research & Development,5,1,Other,1,2457784,1,Female,89,3,2,Manager,1,Single,3620,2094,3,Y,No,20,3,2,80,0,0,1,3,9,2,1,1
45,No,Travel_Rarely,301,Research & Development,14,4,Other,1,9554605,3,Female,87,3,1,Healthcare Representative,2,Married,4870,2094,1,Y,Yes,11,3,2,80,2,4,2,3,4,6,0,0
39,No,Travel_Rarely,919,Research & Development,18,2,Life Sciences,1,6010089,4,Female,42,3,5,Research Scientist,1,Divorced,1768,2094,9,Y,No,18,4,4,80,1,7,2,3,6,1,1,6
30,No,Travel_Rarely,1102,Research & Development,3,1,Human Resources,1,2729556,3,Male,94,4,1,Manufacturing Director,1,Single,2555,14589,9,Y,Yes,22,3,4,80,1,8,2,3,3,6,1,8
18,No,Travel_Rarely,727,Sales,5,1,Life Sciences,1,16668579,3,Male,85,3,4,Laboratory Technician,4,Divorced,1043,2094,0,Y,No,16,3,4,80,1,21,3,3,8,2,1,2
18,No,Travel_Frequently,955,Sales,16,3,Technical Degree,1,3940069,4,Female,98,3,1,Healthcare Representative,1,Married,2377,2094,5,Y,No,17,4,4,80,0,0,1,3,8,7,0,9
30,Yes,Travel_Rarely,560,Human Resources,1,3,Medical,1,16351930,4,Male,58,2,5,Research Scientist,3,Married,2042,2109,0,Y,No,15,3,1,80,1,6,2,3,4,6,1,6
54,No,Travel_Rarely,1022,Research & Development,26,4,Life Sciences,1,16506991,1,Female,80,3,2,Manager,4,Divorced,3610,14340,7,Y,No,12,3,3,80,1,3,3,3,27,0,0,2
18,No,Travel_Rarely,374,Sales,25,4,Life Sciences,1,6599626,4,Male,59,3,1,Healthcare Representative,1,Married,18274,16849,6,Y,No,17,3,2,80,1,7,3,3,10,2,0,2
33,No,Travel_Rarely,1098,Research & Development,3,3,Other,1,10478584,4,Female,99,1,3,Research Scientist,3,Married,3887,7984,1,Y,No,20,3,1,80,2,0,4,2,5,5,1,2
21,No,Travel_Rarely,1181,Research & Development,15,3,Medical,1,15929650,2,Female,53,3,2,Sales Executive,2,Married,4609,11349,3,Y,No,18,3,3,80,0,5,1,3,13,2,14,2
38,No,Travel_Frequently,334,Research & Development,15,3,Marketing,1,4373842,1,Female,87,4,1,Research Scientist,2,Married,3702,11268,5,Y,No,19,3,2,80,0,0,2,3,6,7,1,10
38,No,Travel_Rarely,1144,Research & Development,7,4,Medical,1,5988328,1,Male,85,4,2,Manager,4,Single,3613,8314,5,Y,No,18,3,4,80,0,8,3,3,6,2,3,1
26,No,Travel_Rarely,1415,Research & Development,10,4,Life Sciences,1,7355380,3,Male,100,1,5,Sales Executive,2,Married,5963,14947,6,Y,No,23,3,3,80,2,13,3,3,4,0,1,2
49,No,Travel_Rarely,102,Sales,21,1,Life Sciences,1,9468355,2,Male,94,3,2,Manager,2,Divorced,2635,2094,7,Y,Yes,13,3,4,80,0,12,5,2,21,2,2,0
23,No,Travel_Rarely,102,Research & Development,2,3,Technical Degree,1,5166449,1,Female,85,3,5,Research Scientist,3,Divorced,3209,19022,2,Y,No,14,4,2,80,0,6,4,3,12,0,9,2
20,No,Travel_Rarely,1197,Research & Development,5,3,Life Sciences,1,10746418,4,Male,55,3,2,Healthcare Representative,2,Married,6484,10713,0,Y,No,13,4,4,80,1,4,3,2,3,0,1,7
44,No,Travel_Rarely,371,Research & Development,10,3,Other,1,6947694,1,Female,86,2,2,Laboratory Technician,3,Married,2360,11824,5,Y,No,19,3,4,80,1,0,3,1,4,3,1,4
18,No,Travel_Frequently,523,Research & Development,4,3,Medical,1,7359928,3,Female,92,3,4,Research Director,3,Married,10585,9094,1,Y,Yes,14,3,1,80,1,3,2,3,12,2,1,7
25,No,Travel_Rarely,1486,Sales,14,3,Life Sciences,1,13416082,2,Female,69,3,2,Research Scientist,3,Married,5979,16622,3,Y,No,12,3,4,80,1,12,0,2,1,0,1,1
28,No,Travel_Rarely,1143,Research & Development,9,3,Technical Degree,1,1627737,4,Female,79,3,4,Manager,2,Married,2089,6436,0,Y,No,12,3,1,80,1,5,3,4,12,7,1,2
23,No,Travel_Rarely,909,Sales,21,3,Other,1,2502405,1,Female,98,3,4,Healthcare Representative,4,Divorced,4033,17205,0,Y,No,16,3,1,80,1,0,6,3,40,8,2,2
22,Yes,Travel_Rarely,1138,Research & Development,23,3,Technical Degree,1,885780,4,Male,59,3,2,Sales Executive,3,Single,6250,4282,9,Y,No,12,3,1,80,0,2,2,3,5,6,0,0
32,No,Travel_Rarely,1439,Research & Development,7,3,Life Sciences,1,12022962,3,Male,59,3,1,Human Resources,1,Divorced,1091,2094,1,Y,No,17,3,4,80,0,6,2,3,13,0,5,2
36,No,Travel_Rarely,1488,Research & Development,2,2,Medical,1,6714013,2,Male,92,2,1,Laboratory Technician,2,Married,2813,4380,6,Y,No,12,3,2,80,1,4,3,3,4,6,1,0
35,Yes,Travel_Rarely,899,Research & Development,5,5,Medical,1,4970443,1,Female,100,3,2,Research Scientist,4,Single,3267,11714,6,Y,No,18,3,1,80,2,7,1,2,9,2,15,5
21,Yes,Travel_Frequently,315,Sales,19,2,Medical,1,12579919,4,Female,34,3,4,Research Scientist,4,Married,13622,21828,1,Y,No,18,3,1,80,0,0,2,3,2,5,1,2
38,No,Travel_Rarely,896,Sales,29,4,Life Sciences,1,7272352,2,Male,100,3,2,Sales Executive,1,Divorced,7155,4054,0,Y,No,13,3,3,80,3,0,3,3,11,2,1,2
