Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
52,No,Travel_Rarely,561,Sales,14,3,Medical,1,1,Female,100,2,4,Sales Representative,1,Single,2955,19906,3,Y,No,15,3,2,80,0,9,3,4,7,7,0,7
23,No,Travel_Rarely,200,Research & Development,26,2,Medical,1,1,Female,63,3,2,Sales Executive,2,Married,3806,14300,0,Y,Yes,12,3,2,80,0,0,3,2,13,2,0,12
42,No,Travel_Rarely,1350,Research & Development,18,3,Life Sciences,1,4,Male,58,4,2,Manager,3,Single,3680,16204,1,Y,No,22,3,4,80,3,2,2,3,9,2,0,6
38,No,Travel_Rarely,1180,Research & Development,29,1,Life Sciences,1,3,Female,80,3,1,Sales Executive,4,Married,11785,21857,1,Y,No,22,4,3,80,0,3,3,3,5,1,0,3
33,No,Travel_Rarely,996,Research & Development,18,4,Marketing,1,2,Female,97,3,1,Healthcare Representative,4,Married,8761,26999,1,Y,No,16,3,2,80,0,16,2,2,21,0,0,10
43,No,Travel_Rarely,102,Sales,5,3,Medical,1,3,Female,100,3,1,Research Scientist,1,Single,4307,2094,1,Y,Yes,16,3,2,80,0,2,2,3,3,2,0,8
37,No,Travel_Rarely,1027,Research & Development,16,5,Life Sciences,1,3,Male,100,3,1,Sales Executive,3,Single,4236,7946,3,Y,No,19,3,3,80,1,2,4,1,7,1,1,0
22,No,Travel_Rarely,883,Sales,15,4,Life Sciences,1,4,Female,49,3,1,Manufacturing Director,1,Married,1476,19831,1,Y,No,14,3,2,80,2,3,2,3,4,6,0,0
38,No,Travel_Rarely,945,Sales,9,1,Life Sciences,1,3,Male,72,3,2,Research Director,1,Married,3088,4444,1,Y,No,15,3,1,80,0,8,3,3,7,3,0,0
21,No,Travel_Rarely,528,Research & Development,18,4,Medical,1,4,Female,93,3,1,Research Scientist,3,Married,2584,2094,4,Y,No,11,3,3,80,2,7,3,3,8,3,0,5
28,No,Travel_Rarely,102,Sales,26,1,Marketing,1,4,Male,89,3,3,Research Scientist,3,Married,4961,4652,1,Y,Yes,16,3,2,80,2,16,2,3,6,2,0,6
33,No,Travel_Rarely,568,Sales,23,2,Medical,1,4,Male,76,1,3,Sales Representative,2,Married,1633,9222,1,Y,No,25,3,3,80,1,0,5,3,3,3,2,2
33,Yes,Travel_Rarely,1157,Research & Development,13,3,Medical,1,1,Male,84,2,1,Research Scientist,2,Single,1787,19998,3,Y,No,16,3,2,80,0,4,3,3,12,7,0,7
20,No,Travel_Rarely,465,Sales,19,4,Medical,1,4,Male,83,3,1,Sales Executive,3,Divorced,2167,2171,5,Y,No,13,3,3,80,0,10,4,2,12,0,0,2
47,Yes,Travel_Rarely,685,Sales,4,3,Medical,1,4,Male,100,4,2,Human Resources,4,Married,3559,7392,3,Y,Yes,20,3,3,80,1,3,3,3,1,0,0,8
37,No,Travel_Rarely,102,Research & Development,12,1,Life Sciences,1,4,Male,88,2,1,Research Scientist,4,Single,3866,11443,1,Y,Yes,13,3,2,80,1,9,2,3,9,0,6,10
26,No,Travel_Rarely,133,Research & Development,4,2,Marketing,1,3,Female,37,3,1,Laboratory Technician,4,Single,1355,21487,2,Y,No,20,4,1,80,0,7,0,4,10,2,0,3
33,No,Travel_Rarely,123,Research & Development,26,4,Life Sciences,1,2,Female,44,2,3,Manufacturing Director,2,Married,1489,4836,5,Y,No,15,3,3,80,1,2,3,3,11,0,1,0
57,No,Travel_Rarely,1034,Sales,25,1,Life Sciences,1,3,Male,77,3,1,Sales Executive,1,Divorced,1393,26999,1,Y,Yes,16,3,4,80,0,0,2,4,27,5,0,1
59,No,Travel_Rarely,489,Research & Development,4,3,Medical,1,1,Male,59,2,1,Research Scientist,2,Single,5556,18408,4,Y,No,16,3,2,80,1,12,0,3,2,2,0,3
35,No,Travel_Rarely,328,Sales,13,4,Other,1,4,Female,32,2,2,Manufacturing Director,4,Single,1838,20411,4,Y,No,16,3,2,80,1,0,3,3,10,9,0,6
30,No,Travel_Rarely,145,Research & Development,29,4,Life Sciences,1,4,Male,98,3,4,Laboratory Technician,4,Divorced,6179,2815,7,Y,No,12,3,2,80,0,0,2,3,3,6,0,5
41,No,Travel_Rarely,145,Sales,4,4,Life Sciences,1,1,Male,50,2,1,Research Scientist,4,Married,2982,16120,6,Y,No,25,4,3,80,0,0,4,3,6,9,0,6
31,No,Travel_Rarely,102,Research & Development,4,3,Medical,1,3,Male,54,2,1,Research Scientist,1,Divorced,7841,3049,1,Y,No,19,3,2,80,1,8,3,3,10,0,0,2
25,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,3,Female,100,3,2,Research Scientist,1,Married,5800,9024,8,Y,No,16,3,4,80,1,4,3,3,7,4,0,2
40,No,Travel_Rarely,204,Human Resources,27,1,Life Sciences,1,3,Male,62,2,3,Research Scientist,1,Single,4822,3908,4,Y,No,21,3,4,80,1,11,2,3,14,2,1,0
45,No,Travel_Rarely,462,Research & Development,29,4,Medical,1,4,Male,92,3,1,Sales Executive,2,Married,3959,4246,1,Y,Yes,16,3,2,80,2,6,2,2,10,2,4,6
26,No,Travel_Rarely,187,Sales,27,3,Life Sciences,1,3,Male,96,3,2,Sales Executive,4,Married,4980,9373,0,Y,No,14,3,3,80,0,2,2,2,20,2,0,1
42,No,Travel_Rarely,1188,Sales,14,3,Life Sciences,1,3,Male,100,2,2,Healthcare Representative,4,Married,4940,10207,1,Y,Yes,18,4,3,80,0,10,3,3,11,5,0,0
35,No,Travel_Rarely,1004,Human Resources,12,2,Medical,1,1,Female,92,3,1,Sales Executive,3,Married,5592,17124,1,Y,No,23,3,2,80,0,7,6,3,13,0,1,3
32,No,Travel_Rarely,948,Sales,29,4,Medical,1,3,Female,100,2,4,Sales Executive,4,Married,1727,5719,0,Y,No,12,3,4,80,1,0,3,2,3,3,11,3
50,No,Travel_Rarely,1162,Research & Development,8,4,Medical,1,3,Female,49,3,1,Healthcare Representative,1,Single,3001,22844,1,Y,Yes,25,3,2,80,3,8,5,2,10,0,1,2
38,No,Travel_Rarely,1290,Research & Development,27,2,Medical,1,4,Male,52,3,1,Sales Executive,3,Single,2881,2094,4,Y,No,20,3,2,80,1,7,2,2,10,5,1,8
45,No,Travel_Rarely,258,Human Resources,9,2,Life Sciences,1,3,Male,49,3,1,Research Scientist,4,Married,1732,17456,1,Y,No,25,3,1,80,0,4,2,3,6,1,0,2
40,No,Travel_Rarely,102,Sales,13,4,Life Sciences,1,3,Male,100,3,2,Sales Executive,4,Married,10205,6327,1,Y,No,14,3,2,80,3,5,6,3,9,0,1,0
49,No,Non-Travel,1030,Research & Development,14,5,Life Sciences,1,1,Male,30,3,1,Research Scientist,1,Married,2281,5977,3,Y,No,15,3,2,80,1,5,2,3,18,2,1,6
33,Yes,Travel_Frequently,578,Sales,3,4,Medical,1,1,Male,98,3,2,Sales Representative,1,Married,2270,3232,1,Y,No,16,3,3,80,1,20,5,3,8,0,0,3
34,No,Travel_Rarely,184,Research & Development,2,2,Medical,1,1,Female,98,2,1,Sales Executive,3,Single,4099,4503,5,Y,No,16,3,3,80,1,4,1,3,5,0,0,3
34,No,Travel_Rarely,832,Human Resources,22,4,Life Sciences,1,1,Male,54,2,3,Sales Representative,4,Single,2317,26999,1,Y,No,11,3,1,80,0,3,2,4,11,7,0,0
39,Yes,Travel_Rarely,1379,Sales,20,3,Medical,1,4,Male,100,3,1,Human Resources,1,Divorced,2313,19273,0,Y,Yes,21,3,4,80,0,5,2,2,3,2,0,0
49,No,Travel_Rarely,856,Research & Development,11,3,Medical,1,4,Male,75,2,1,Research Scientist,4,Married,1259,13928,5,Y,Yes,14,3,2,80,0,3,3,2,11,1,1,0
34,No,Travel_Rarely,346,Research & Development,18,5,Life Sciences,1,3,Female,77,3,1,Healthcare Representative,1,Married,5706,9282,1,Y,Yes,15,3,3,80,0,0,2,3,4,2,2,6
41,No,Non-Travel,1139,Sales,29,3,Medical,1,4,Male,68,3,1,Sales Executive,1,Single,2539,2158,1,Y,No,16,4,2,80,0,0,4,3,9,2,0,0
33,No,Travel_Rarely,410,Research & Development,29,3,Life Sciences,1,4,Female,60,3,1,Manufacturing Director,1,Divorced,1959,9121,1,Y,No,16,3,4,80,0,5,3,3,11,8,2,7
56,No,Travel_Frequently,646,Sales,15,3,Medical,1,3,Male,100,3,3,Manager,3,Married,8661,14055,1,Y,Yes,21,3,4,80,2,6,2,3,3,3,0,0
32,No,Travel_Rarely,102,Research & Development,13,4,Life Sciences,1,3,Female,70,3,5,Laboratory Technician,3,Married,3998,26999,7,Y,No,22,3,2,80,1,0,2,3,6,0,0,6
58,No,Travel_Rarely,493,Sales,3,3,Life Sciences,1,4,Male,100,3,3,Sales Executive,4,Married,1134,8984,0,Y,No,22,3,1,80,0,8,3,3,7,1,1,6
23,No,Travel_Rarely,722,Sales,29,3,Life Sciences,1,3,Female,95,3,1,Research Scientist,4,Married,1880,16048,1,Y,No,20,3,3,80,1,4,2,3,9,2,1,7
38,No,Non-Travel,433,Research & Development,7,3,Medical,1,3,Female,89,2,1,Healthcare Representative,4,Single,1835,5442,0,Y,Yes,12,3,3,80,3,15,3,3,11,2,0,7
35,No,Travel_Rarely,102,Sales,2,2,Life Sciences,1,1,Male,79,3,1,Manufacturing Director,2,Married,3165,9850,3,Y,Yes,15,3,1,80,2,0,2,3,28,0,0,8
48,No,Travel_Rarely,587,Research & Development,24,2,Life Sciences,1,2,Female,65,3,1,Laboratory Technician,1,Married,3056,6112,1,Y,No,25,3,2,80,0,0,3,3,9,2,1,0
29,No,Travel_Rarely,263,Research & Development,11,1,Life Sciences,1,2,Male,59,3,2,Laboratory Technician,2,Divorced,2804,3627,0,Y,Yes,25,3,4,80,1,1,3,3,25,1,6,7
31,No,Travel_Rarely,1082,Research & Development,4,4,Medical,1,3,Male,68,3,1,Sales Executive,4,Married,3997,6322,2,Y,No,21,4,1,80,0,17,2,3,9,6,0,4
34,No,Travel_Rarely,458,Research & Development,12,4,Life Sciences,1,1,Male,54,3,2,Human Resources,2,Divorced,2846,5526,7,Y,No,19,3,4,80,0,17,2,3,7,1,6,2
28,Yes,Travel_Rarely,318,Sales,3,4,Medical,1,4,Male,72,2,1,Manager,3,Single,1009,23793,2,Y,Yes,25,3,1,80,1,2,2,2,11,3,0,0
47,No,Travel_Rarely,236,Sales,13,3,Medical,1,3,Male,60,2,1,Laboratory Technician,1,Divorced,2515,6813,1,Y,Yes,24,3,3,80,0,1,2,2,9,6,0,2
26,No,Travel_Rarely,209,Research & Development,29,4,Life Sciences,1,4,Male,30,2,1,Sales Executive,4,Married,11350,21551,1,Y,Yes,22,3,2,80,1,0,2,2,8,2,0,8
33,No,Travel_Rarely,244,Research & Development,2,3,Medical,1,3,Female,98,2,1,Research Director,4,Divorced,2893,3887,1,Y,No,13,3,2,80,0,0,4,3,4,1,4,0
40,Yes,Travel_Rarely,1259,Sales,29,1,Life Sciences,1,3,Male,51,2,1,Research Scientist,1,Divorced,4121,24263,2,Y,Yes,24,3,1,80,0,7,2,3,12,3,4,2
40,Yes,Travel_Frequently,102,Research & Development,22,4,Medical,1,2,Male,56,3,3,Sales Executive,3,Married,1988,5274,1,Y,No,17,3,4,80,1,8,2,3,40,1,0,0
45,No,Travel_Rarely,1124,Research & Development,14,3,Life Sciences,1,1,Male,82,3,1,Manager,1,Married,2838,8572,1,Y,No,18,3,1,80,1,5,3,3,13,1,0,8
26,No,Travel_Rarely,128,Human Resources,28,4,Life Sciences,1,4,Male,41,3,2,Manager,4,Married,3348,2494,2,Y,Yes,12,3,3,80,0,9,3,3,10,2,0,0
37,No,Travel_Frequently,299,Research & Development,15,3,Medical,1,3,Female,68,3,2,Research Director,2,Married,3059,26182,1,Y,No,17,3,1,80,0,6,2,4,12,6,0,0
60,No,Travel_Rarely,402,Research & Development,12,3,Technical Degree,1,1,Female,98,3,2,Research Scientist,4,Married,3254,10504,1,Y,No,14,3,4,80,0,10,2,1,3,2,0,0
49,No,Travel_Rarely,314,Research & Development,12,2,Life Sciences,1,4,Female,59,3,2,Research Scientist,3,Married,10714,4781,1,Y,No,14,3,3,80,1,0,2,3,8,2,4,6
46,No,Travel_Rarely,1163,Sales,23,4,Medical,1,3,Female,53,2,1,Manager,1,Single,4333,7383,0,Y,No,16,3,3,80,1,2,2,2,4,2,1,2
23,Yes,Travel_Rarely,947,Research & Development,20,4,Human Resources,1,4,Female,80,3,1,Laboratory Technician,2,Married,1330,6633,0,Y,Yes,13,3,4,80,1,1,2,3,4,1,0,2
44,No,Travel_Rarely,1275,Sales,8,3,Life Sciences,1,1,Female,54,2,2,Sales Executive,1,Single,3226,16934,1,Y,No,18,3,3,80,1,0,3,3,12,2,3,4
45,No,Travel_Frequently,118,Research & Development,12,4,Medical,1,1,Male,99,2,3,Sales Executive,3,Divorced,1367,8711,1,Y,Yes,19,3,3,80,1,18,6,3,3,7,4,0
60,No,Travel_Rarely,1122,Research & Development,6,1,Life Sciences,1,2,Male,100,4,1,Healthcare Representative,4,Single,3328,9326,1,Y,No,13,4,3,80,1,5,2,3,9,0,2,3
30,No,Non-Travel,537,Research & Development,20,3,Life Sciences,1,1,Male,71,2,1,Sales Executive,1,Single,4875,22633,1,Y,Yes,17,3,4,80,2,4,2,2,9,0,0,0
41,No,Non-Travel,1134,Sales,29,1,Life Sciences,1,4,Female,57,3,2,Sales Executive,4,Divorced,6920,22791,1,Y,No,19,3,4,80,0,6,2,2,2,1,10,2
45,Yes,Travel_Rarely,1305,Sales,18,2,Marketing,1,4,Female,86,3,3,Laboratory Technician,4,Single,5004,19759,1,Y,Yes,14,3,3,80,0,14,5,3,3,2,4,5
41,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,4,Male,40,3,1,Research Scientist,4,Single,3562,5181,8,Y,No,21,3,4,80,0,0,3,1,30,2,1,3
26,Yes,Travel_Frequently,1314,Sales,14,3,Marketing,1,1,Female,90,3,2,Manufacturing Director,3,Married,4376,2094,1,Y,Yes,15,3,4,80,0,0,2,3,8,0,0,2
38,No,Travel_Rarely,590,Human Resources,1,4,Medical,1,1,Male,100,3,1,Healthcare Representative,3,Single,5013,4656,1,Y,Yes,18,3,3,80,1,0,3,2,8,0,1,0
45,No,Travel_Rarely,1165,Sales,12,3,Life Sciences,1,3,Male,38,2,2,Research Scientist,4,Married,4225,3984,1,Y,No,18,3,1,80,0,4,2,2,4,0,1,9
39,No,Travel_Rarely,1173,Research & Development,4,3,Medical,1,3,Male,52,3,1,Sales Executive,2,Single,1543,20955,1,Y,Yes,21,3,3,80,0,0,2,2,5,4,0,4
18,No,Travel_Rarely,1106,Research & Development,29,2,Marketing,1,1,Female,35,3,2,Sales Executive,2,Married,5846,3796,1,Y,Yes,12,3,1,80,3,2,2,3,9,0,0,2
25,No,Travel_Rarely,877,Research & Development,22,3,Medical,1,3,Female,32,3,5,Sales Executive,2,Single,14862,2094,1,Y,Yes,16,3,3,80,0,23,3,1,3,1,0,2
31,No,Travel_Rarely,102,Research & Development,5,3,Life Sciences,1,3,Male,80,3,5,Laboratory Technician,3,Divorced,19086,22615,1,Y,Yes,18,3,1,80,0,8,0,3,30,0,3,2
40,No,Travel_Rarely,1411,Research & Development,29,4,Life Sciences,1,3,Female,96,3,4,Laboratory Technician,2,Divorced,3639,3651,6,Y,Yes,13,4,4,80,0,12,2,3,5,3,1,2
36,No,Travel_Rarely,102,Sales,22,3,Life Sciences,1,4,Female,99,3,2,Sales Executive,4,Single,2075,6322,1,Y,No,21,3,2,80,0,5,2,3,3,1,0,8
36,Yes,Travel_Rarely,904,Research & Development,4,1,Other,1,2,Male,49,3,2,Sales Executive,1,Single,2090,6879,3,Y,Yes,21,3,2,80,0,8,2,3,5,2,0,0
43,No,Travel_Rarely,184,Research & Development,14,4,Other,1,3,Female,48,3,1,Healthcare Representative,2,Married,7214,2976,1,Y,Yes,16,3,2,80,1,0,2,3,1,0,0,0
37,No,Travel_Rarely,102,Sales,13,2,Life Sciences,1,4,Female,89,2,5,Research Scientist,3,Single,4695,11395,1,Y,No,18,4,4,80,1,17,2,3,6,1,0,7
36,No,Travel_Rarely,1199,Research & Development,11,1,Human Resources,1,3,Male,84,4,1,Manufacturing Director,1,Single,1009,19797,1,Y,Yes,15,3,1,80,0,10,2,3,5,1,0,7
25,No,Travel_Rarely,102,Sales,5,3,Life Sciences,1,3,Male,85,3,4,Laboratory Technician,4,Divorced,1977,5492,1,Y,No,15,3,3,80,1,0,3,3,12,2,1,1
41,No,Travel_Rarely,424,Sales,10,3,Medical,1,4,Female,90,3,2,Healthcare Representative,1,Married,5299,20150,1,Y,No,21,3,4,80,0,0,1,3,6,0,0,6
39,Yes,Travel_Rarely,1066,Human Resources,25,3,Medical,1,3,Male,41,2,5,Sales Executive,3,Married,2541,12795,1,Y,No,15,3,1,80,0,0,2,3,4,0,0,8
27,No,Travel_Rarely,1087,Sales,25,4,Life Sciences,1,3,Male,100,2,1,Research Scientist,4,Divorced,2401,4200,7,Y,No,15,3,3,80,1,28,3,3,24,0,0,1
35,No,Travel_Rarely,1170,Sales,23,4,Life Sciences,1,1,Male,91,3,1,Sales Executive,1,Single,1230,10897,1,Y,No,20,3,3,80,1,9,2,3,5,2,0,0
24,No,Travel_Rarely,622,Sales,1,5,Other,1,1,Female,65,3,3,Research Scientist,3,Married,6123,17514,1,Y,No,19,3,2,80,2,0,4,2,3,2,1,2
38,No,Travel_Rarely,245,Sales,10,3,Marketing,1,2,Female,36,3,2,Sales Executive,2,Married,5236,7543,1,Y,No,15,3,3,80,0,2,1,3,11,1,0,0
40,No,Travel_Frequently,284,Research & Development,13,3,Marketing,1,1,Male,99,2,1,Research Scientist,2,Married,2251,8573,1,Y,Yes,25,3,2,80,0,20,3,3,6,6,0,9
33,No,Travel_Rarely,1123,Sales,8,4,Medical,1,1,Male,64,4,2,Manager,4,Single,2127,2094,5,Y,No,13,3,4,80,0,10,3,3,12,0,0,0
42,No,Travel_Rarely,115,Research & Development,11,4,Life Sciences,1,3,Male,99,1,2,Sales Executive,2,Married,2650,26999,1,Y,No,15,3,3,80,0,10,3,3,7,0,1,2
23,No,Travel_Rarely,168,Sales,29,3,Life Sciences,1,2,Male,90,3,2,Research Scientist,2,Divorced,2391,4890,7,Y,Yes,15,3,2,80,0,3,5,2,24,0,1,0
34,No,Travel_Rarely,102,Sales,4,3,Life Sciences,1,1,Male,50,2,5,Research Scientist,3,Divorced,1389,24992,2,Y,No,16,4,2,80,0,26,4,3,11,0,5,3
45,No,Travel_Rarely,792,Research & Development,15,3,Life Sciences,1,4,Male,50,3,2,Healthcare Representative,2,Single,4790,13227,0,Y,No,16,4,2,80,1,3,0,3,2,0,0,7
31,No,Travel_Rarely,159,Research & Development,11,3,Other,1,4,Female,90,2,2,Laboratory Technician,3,Married,12997,10193,1,Y,No,15,3,4,80,1,6,1,1,5,2,0,2
28,No,Travel_Frequently,515,Research & Development,10,3,Medical,1,3,Female,89,3,4,Research Director,1,Married,5364,16796,1,Y,Yes,12,3,1,80,1,6,2,3,5,2,0,1
23,No,Travel_Rarely,866,Sales,12,5,Marketing,1,2,Male,100,2,2,Research Scientist,3,Married,4302,19792,3,Y,No,16,3,4,80,0,12,2,2,4,1,0,6
43,No,Travel_Rarely,486,Research & Development,9,3,Medical,1,1,Female,53,3,4,Manager,2,Divorced,2587,17913,1,Y,No,17,3,1,80,0,5,3,4,12,0,1,2
24,No,Travel_Rarely,520,Sales,22,3,Medical,1,1,Male,90,2,4,Healthcare Representative,4,Divorced,1960,20492,1,Y,No,13,3,1,80,1,18,6,3,13,0,4,2
36,Yes,Travel_Rarely,1401,Research & Development,22,2,Life Sciences,1,4,Male,60,2,2,Sales Executive,3,Single,3971,2094,0,Y,No,12,3,2,80,0,0,2,3,12,3,0,3
38,No,Travel_Rarely,472,Sales,23,2,Life Sciences,1,4,Male,81,2,1,Human Resources,1,Divorced,5676,5911,1,Y,No,20,3,4,80,0,2,2,2,11,0,0,4
44,No,Travel_Rarely,1049,Research & Development,4,2,Medical,1,2,Male,100,2,1,Laboratory Technician,4,Married,3165,5558,1,Y,No,14,3,3,80,1,3,2,3,3,5,0,9
60,Yes,Travel_Rarely,469,Research & Development,5,5,Medical,1,2,Male,94,3,1,Research Scientist,1,Single,2842,7728,2,Y,No,17,3,2,80,0,7,1,2,7,2,0,9
39,Yes,Travel_Frequently,236,Sales,29,2,Medical,1,4,Female,48,3,1,Research Director,4,Married,5054,14977,1,Y,Yes,18,3,1,80,0,3,2,3,3,2,1,1
49,No,Travel_Rarely,512,Sales,29,4,Life Sciences,1,2,Male,85,3,2,Sales Executive,1,Divorced,3592,12370,0,Y,No,21,3,3,80,3,0,3,3,3,4,5,3
27,No,Travel_Rarely,1205,Research & Development,10,4,Life Sciences,1,4,Male,93,2,1,Manager,1,Single,2324,2094,1,Y,Yes,14,3,2,80,0,10,2,2,1,2,0,1
37,No,Travel_Frequently,1100,Research & Development,12,3,Life Sciences,1,2,Male,100,2,1,Research Scientist,2,Single,1232,2094,1,Y,No,17,3,1,80,0,0,2,3,9,0,0,3
53,No,Non-Travel,1398,Research & Development,1,4,Medical,1,2,Female,80,3,4,Research Scientist,4,Divorced,1323,17865,1,Y,Yes,16,3,3,80,1,2,2,3,3,2,0,2
46,No,Travel_Rarely,1001,Research & Development,15,3,Life Sciences,1,2,Male,49,3,1,Sales Executive,3,Single,5416,24337,0,Y,No,19,3,4,80,0,0,2,2,8,1,0,2
48,No,Travel_Rarely,102,Human Resources,2,3,Life Sciences,1,2,Male,48,3,1,Research Scientist,3,Single,1801,9399,1,Y,Yes,15,3,1,80,0,4,3,2,12,2,0,8
26,No,Travel_Rarely,614,Research & Development,8,4,Medical,1,3,Female,54,2,2,Laboratory Technician,3,Married,3072,10252,1,Y,No,14,4,4,80,0,10,4,3,4,5,0,2
24,No,Non-Travel,659,Research & Development,29,2,Life Sciences,1,4,Female,75,2,4,Human Resources,1,Married,6865,6137,5,Y,No,16,4,4,80,2,8,2,3,9,1,1,2
18,No,Travel_Rarely,102,Research & Development,20,4,Medical,1,4,Male,98,3,1,Laboratory Technician,1,Single,2717,14480,4,Y,No,23,3,1,80,2,0,2,3,7,0,0,1
18,No,Travel_Frequently,1077,Research & Development,29,3,Medical,1,2,Male,84,2,2,Sales Executive,3,Married,2867,2094,5,Y,No,17,3,3,80,2,4,2,3,18,0,0,2
29,Yes,Travel_Rarely,145,Research & Development,4,4,Life Sciences,1,3,Male,100,3,2,Sales Representative,4,Married,5438,20730,1,Y,Yes,21,4,3,80,0,0,2,3,7,6,1,2
36,No,Travel_Rarely,462,Research & Development,4,3,Life Sciences,1,2,Female,100,2,1,Sales Executive,3,Single,1009,7369,1,Y,Yes,14,3,4,80,1,11,2,3,4,6,0,6
33,No,Travel_Frequently,467,Research & Development,29,2,Life Sciences,1,1,Male,85,2,2,Healthcare Representative,3,Divorced,1958,26531,0,Y,No,14,3,3,80,0,7,2,3,12,1,0,1
28,No,Travel_Rarely,658,Sales,3,3,Medical,1,3,Female,100,3,1,Sales Executive,4,Married,1700,20560,0,Y,Yes,20,3,1,80,0,0,2,2,8,1,1,2
41,No,Travel_Frequently,147,Research & Development,3,1,Life Sciences,1,2,Male,31,3,2,Research Scientist,3,Single,1947,18111,3,Y,No,15,4,2,80,3,21,3,3,2,1,2,0
24,No,Travel_Rarely,988,Research & Development,12,3,Technical Degree,1,3,Female,92,1,1,Sales Executive,3,Married,1758,5874,0,Y,Yes,21,3,2,80,0,10,2,3,4,2,0,6
54,No,Travel_Frequently,102,Sales,15,4,Medical,1,4,Male,98,2,1,Sales Executive,1,Divorced,3574,13963,1,Y,Yes,13,3,3,80,0,1,2,3,12,8,0,2
28,No,Travel_Rarely,102,Research & Development,14,2,Life Sciences,1,4,Female,30,2,2,Human Resources,3,Single,1279,14644,1,Y,Yes,20,4,2,80,0,11,2,3,40,2,1,2
20,No,Travel_Rarely,157,Sales,2,2,Medical,1,3,Male,64,2,2,Sales Executive,3,Married,5076,2562,3,Y,No,15,3,4,80,0,3,2,2,6,0,1,4
36,No,Travel_Rarely,136,Sales,15,3,Life Sciences,1,2,Female,54,2,1,Laboratory Technician,1,Single,3570,11013,3,Y,No,16,3,1,80,0,0,2,2,5,3,1,7
18,No,Travel_Rarely,135,Research & Development,4,2,Medical,1,1,Female,72,3,2,Sales Executive,4,Single,1009,21775,6,Y,No,13,3,4,80,0,7,2,1,3,0,0,4
32,No,Travel_Frequently,1342,Research & Development,4,3,Life Sciences,1,2,Male,100,2,3,Sales Executive,1,Divorced,2056,2694,3,Y,No,15,3,2,80,1,8,3,2,12,0,0,0
46,No,Travel_Rarely,1468,Sales,14,3,Medical,1,4,Female,100,3,2,Laboratory Technician,3,Married,6012,5597,6,Y,No,12,3,3,80,0,8,5,3,28,3,0,0
57,No,Travel_Frequently,132,Research & Development,29,3,Medical,1,2,Female,60,3,2,Research Director,1,Single,6390,4986,6,Y,No,15,3,4,80,0,14,2,2,11,2,0,7
26,No,Non-Travel,102,Sales,21,2,Medical,1,3,Male,39,1,1,Sales Executive,4,Married,2347,6555,1,Y,No,15,3,4,80,1,7,2,3,3,0,1,7
24,No,Travel_Rarely,255,Sales,14,3,Life Sciences,1,2,Male,83,3,2,Sales Executive,3,Single,4456,26999,0,Y,No,15,3,1,80,1,11,3,3,12,0,0,0
56,No,Travel_Rarely,256,Sales,12,1,Medical,1,4,Male,62,2,2,Sales Executive,2,Married,1935,18719,3,Y,Yes,17,3,4,80,0,10,3,3,7,0,0,0
31,No,Travel_Rarely,875,Research & Development,29,3,Life Sciences,1,2,Male,56,3,3,Research Scientist,4,Single,2265,26064,3,Y,Yes,15,4,3,80,2,3,0,2,3,5,0,1
35,No,Non-Travel,1198,Research & Development,13,3,Medical,1,3,Male,98,3,1,Manager,4,Single,3161,22649,0,Y,No,21,3,4,80,2,7,2,3,6,1,0,2
35,No,Travel_Rarely,1110,Research & Development,2,1,Medical,1,2,Female,69,4,4,Sales Representative,4,Single,5407,21194,1,Y,Yes,14,3,2,80,1,0,2,4,5,0,0,3
45,No,Travel_Rarely,1315,Research & Development,14,2,Life Sciences,1,3,Female,100,2,2,Sales Executive,4,Married,2715,4459,2,Y,Yes,14,3,1,80,1,0,2,2,7,0,1,11
39,No,Travel_Rarely,134,Research & Development,15,4,Human Resources,1,3,Female,35,2,1,Sales Executive,4,Married,6652,26999,0,Y,No,15,3,3,80,0,7,5,3,9,0,1,5
19,Yes,Travel_Rarely,102,Research & Development,4,3,Life Sciences,1,3,Male,72,3,1,Laboratory Technician,1,Single,3669,2094,0,Y,No,14,3,3,80,0,4,3,2,9,2,0,2
39,No,Travel_Rarely,1499,Research & Development,3,2,Medical,1,1,Female,62,3,1,Laboratory Technician,3,Married,2519,6475,4,Y,No,25,3,3,80,0,4,0,4,5,0,0,0
26,No,Travel_Rarely,102,Research & Development,29,3,Medical,1,3,Male,56,3,1,Sales Executive,3,Single,4434,21952,1,Y,No,16,3,1,80,0,10,2,3,1,2,0,6
25,No,Non-Travel,390,Research & Development,11,4,Marketing,1,4,Male,51,3,1,Research Director,1,Married,2893,13347,9,Y,Yes,18,3,1,80,1,8,2,4,4,1,0,0
