Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,No,Travel_Rarely,1499,Research & Development,13,1,Life Sciences,1,15289869,4,Male,74,4,1,Sales Executive,4,Single,7940,20478,1,Y,No,17,3,2,80,0,30,2,4,9,9,2,14
30,No,Travel_Rarely,1026,Research & Development,2,4,Marketing,1,2497346,3,Female,30,3,1,Research Scientist,2,Single,12178,26999,2,Y,No,16,4,1,80,0,13,0,4,15,4,4,5
23,No,Travel_Frequently,1106,Research & Development,24,4,Life Sciences,1,3113871,2,Female,33,2,3,Manufacturing Director,2,Divorced,3137,8082,5,Y,No,14,3,3,80,1,14,3,2,5,18,1,4
18,No,Travel_Rarely,1499,Sales,11,1,Medical,1,3048532,4,Male,69,3,3,Research Scientist,1,Divorced,6578,22194,2,Y,Yes,11,4,4,80,0,24,5,4,16,6,0,2
47,No,Travel_Rarely,1477,Research & Development,3,3,Medical,1,9280682,4,Male,69,3,1,Research Scientist,4,Single,13055,24280,4,Y,No,14,3,1,80,1,21,0,2,0,3,2,5
33,No,Non-Travel,1191,Research & Development,11,4,Other,1,4973455,4,Female,50,2,2,Manufacturing Director,3,Single,8553,21037,4,Y,No,14,3,2,80,1,12,3,3,9,18,1,4
18,No,Travel_Frequently,1233,Research & Development,28,3,Marketing,1,899025,3,Male,85,3,4,Laboratory Technician,4,Divorced,7828,11580,7,Y,No,11,3,2,80,0,11,3,3,0,9,1,8
31,No,Travel_Rarely,1499,Sales,19,4,Medical,1,10016783,1,Male,30,3,1,Research Scientist,4,Married,7951,19157,6,Y,No,15,4,3,80,0,13,6,3,1,12,0,9
41,No,Travel_Rarely,1451,Research & Development,4,3,Medical,1,7381125,3,Male,49,2,2,Sales Representative,1,Divorced,4323,10164,5,Y,No,13,3,2,80,0,37,3,3,7,1,2,2
22,No,Travel_Rarely,690,Research & Development,4,2,Medical,1,8500204,3,Female,32,3,2,Laboratory Technician,1,Married,5115,15655,8,Y,Yes,19,4,4,80,1,12,3,2,2,5,0,3
20,No,Travel_Rarely,375,Human Resources,13,1,Life Sciences,1,4764466,3,Female,78,2,3,Research Scientist,2,Married,6501,21637,5,Y,No,16,3,4,80,1,37,2,3,0,4,1,6
50,No,Travel_Rarely,1152,Research & Development,25,4,Medical,1,6376732,3,Male,96,3,1,Sales Executive,2,Married,10687,22260,1,Y,Yes,14,3,1,80,2,11,2,4,7,3,4,2
24,No,Travel_Rarely,422,Sales,14,3,Life Sciences,1,10034855,3,Male,68,3,2,Sales Executive,4,Married,3480,26999,0,Y,No,13,3,4,80,0,26,3,2,0,8,0,1
31,No,Travel_Rarely,1324,Sales,3,3,Technical Degree,1,6999537,3,Male,30,3,2,Healthcare Representative,4,Married,5845,16106,1,Y,Yes,20,4,3,80,1,30,3,3,7,9,0,2
20,No,Travel_Rarely,1499,Human Resources,1,2,Medical,1,11540583,3,Female,96,3,2,Sales Executive,3,Married,6784,26479,1,Y,No,15,3,1,80,2,12,6,2,9,12,1,3
18,Yes,Travel_Rarely,633,Sales,29,4,Medical,1,4451199,3,Female,38,2,4,Manager,3,Married,8199,10263,0,Y,No,12,3,4,80,1,13,3,2,2,3,3,4
26,No,Travel_Rarely,1499,Research & Development,10,4,Medical,1,14706399,3,Female,80,3,1,Healthcare Representative,1,Single,4449,26999,1,Y,Yes,25,3,4,80,3,10,5,2,2,4,10,2
18,No,Travel_Rarely,1499,Research & Development,15,2,Medical,1,3858601,4,Male,74,3,2,Laboratory Technician,3,Single,4661,23451,4,Y,No,21,3,2,80,1,10,3,2,6,9,1,17
18,No,Travel_Rarely,1465,Human Resources,29,2,Life Sciences,1,7802512,4,Male,60,3,2,Manufacturing Director,4,Married,6648,15826,1,Y,No,16,3,1,80,0,14,3,3,6,4,0,5
35,No,Travel_Rarely,1244,Sales,11,4,Other,1,12484538,3,Male,90,3,2,Manager,4,Married,2989,25195,3,Y,Yes,16,3,2,80,3,9,3,3,17,1,1,1
39,No,Non-Travel,1499,Research & Development,15,5,Life Sciences,1,7112820,2,Male,52,3,1,Research Scientist,1,Married,3708,15858,3,Y,Yes,12,3,2,80,1,14,2,4,18,3,3,8
30,Yes,Travel_Frequently,1474,Research & Development,20,4,Medical,1,13100507,1,Male,83,3,2,Sales Representative,2,Married,2670,4508,1,Y,No,16,3,2,80,1,29,5,3,16,1,1,2
45,No,Travel_Rarely,1101,Research & Development,2,2,Medical,1,5524921,1,Female,45,2,1,Sales Executive,3,Single,11793,11749,5,Y,No,21,4,3,80,0,36,1,3,1,6,0,6
18,Yes,Travel_Rarely,1499,Human Resources,16,3,Life Sciences,1,11512422,1,Male,82,2,3,Manufacturing Director,4,Married,2079,26708,3,Y,Yes,11,3,1,80,0,13,6,2,7,13,0,2
33,Yes,Travel_Rarely,1499,Research & Development,21,4,Medical,1,1784825,4,Male,91,3,1,Human Resources,1,Divorced,6844,21758,0,Y,Yes,15,3,4,80,0,13,2,1,0,6,0,2
18,No,Travel_Rarely,1499,Research & Development,14,3,Other,1,2959953,1,Male,81,2,1,Manufacturing Director,4,Married,3894,26999,5,Y,Yes,11,3,2,80,0,26,3,2,10,2,1,1
18,No,Travel_Rarely,248,Research & Development,20,4,Life Sciences,1,13883910,3,Male,99,3,2,Healthcare Representative,3,Married,5186,15189,1,Y,Yes,12,3,3,80,0,35,3,4,7,4,2,9
19,Yes,Non-Travel,1499,Sales,29,1,Medical,1,11135668,4,Female,35,3,1,Sales Executive,3,Single,3565,10955,2,Y,No,12,4,1,80,0,20,4,3,19,5,0,1
19,No,Travel_Rarely,1451,Research & Development,24,1,Life Sciences,1,11389672,4,Female,72,3,1,Manufacturing Director,1,Divorced,6582,16712,5,Y,No,14,3,4,80,0,16,3,3,9,9,1,3
41,No,Travel_Frequently,1452,Sales,16,3,Medical,1,5859763,3,Male,58,3,3,Manager,3,Divorced,15921,19824,1,Y,Yes,14,3,4,80,2,5,4,3,11,5,2,1
29,No,Travel_Rarely,503,Research & Development,10,4,Life Sciences,1,16493937,3,Female,78,3,5,Laboratory Technician,3,Married,7098,26999,6,Y,No,14,3,2,80,1,14,2,3,8,0,2,10
47,Yes,Travel_Rarely,1499,Sales,5,3,Life Sciences,1,2555456,3,Male,64,3,3,Sales Executive,3,Married,6094,18191,0,Y,Yes,11,3,1,80,1,11,3,3,7,5,0,8
32,No,Travel_Rarely,1499,Sales,27,3,Life Sciences,1,7392202,3,Female,69,3,1,Research Scientist,4,Married,6572,19189,1,Y,No,16,3,1,80,1,30,2,3,2,12,1,6
29,No,Non-Travel,997,Research & Development,12,3,Medical,1,15753215,3,Female,59,2,1,Healthcare Representative,3,Single,3425,23658,0,Y,Yes,13,4,2,80,3,20,3,3,6,6,8,2
21,No,Travel_Rarely,1118,Sales,3,2,Life Sciences,1,7950632,1,Male,64,3,1,Manufacturing Director,2,Married,3910,4850,3,Y,Yes,21,3,1,80,2,25,1,3,4,18,6,10
36,No,Travel_Rarely,1499,Research & Development,17,2,Life Sciences,1,13166206,2,Female,69,3,1,Laboratory Technician,2,Married,3341,20571,4,Y,No,16,3,2,80,0,6,5,3,10,5,0,14
18,No,Travel_Rarely,1303,Research & Development,11,1,Life Sciences,1,14366265,2,Male,44,3,2,Manufacturing Director,2,Divorced,4074,10772,0,Y,Yes,17,3,3,80,1,2,3,2,13,3,4,17
21,No,Travel_Rarely,1363,Research & Development,29,4,Medical,1,4137562,3,Male,47,3,1,Sales Executive,4,Married,5931,22857,2,Y,Yes,12,3,1,80,0,25,3,3,2,9,8,3
26,No,Travel_Rarely,1417,Research & Development,7,4,Life Sciences,1,9400704,1,Male,49,3,2,Human Resources,2,Divorced,3723,20044,7,Y,No,14,3,2,80,0,18,3,3,5,5,4,5
21,Yes,Travel_Rarely,681,Research & Development,4,1,Life Sciences,1,1146981,4,Male,75,2,1,Human Resources,3,Married,3323,26999,2,Y,Yes,14,3,1,80,1,40,2,2,0,4,0,0
19,No,Travel_Rarely,598,Research & Development,10,3,Medical,1,8731370,2,Male,36,3,1,Research Director,3,Divorced,2824,19758,6,Y,Yes,15,3,3,80,0,12,4,3,7,5,0,3
35,No,Travel_Rarely,1369,Research & Development,29,4,Medical,1,3775194,4,Male,99,3,4,Sales Executive,4,Single,19999,20519,1,Y,Yes,12,3,2,80,1,13,2,2,3,2,3,5
39,No,Travel_Rarely,1499,Research & Development,3,3,Medical,1,14318407,3,Female,97,2,2,Research Director,4,Divorced,4058,26474,1,Y,No,11,3,2,80,0,14,4,3,0,9,6,8
24,Yes,Travel_Rarely,1430,Human Resources,20,1,Medical,1,6994177,3,Male,66,2,4,Research Scientist,1,Divorced,4083,26220,2,Y,Yes,17,3,1,80,1,10,5,3,9,4,7,17
23,Yes,Travel_Frequently,1499,Research & Development,11,4,Life Sciences,1,14696876,2,Female,66,3,3,Sales Executive,3,Married,3420,5735,1,Y,No,14,3,2,80,1,28,3,3,0,8,0,3
26,No,Travel_Rarely,1499,Research & Development,12,3,Life Sciences,1,8805387,1,Female,50,3,3,Manager,1,Married,6664,13843,1,Y,No,17,3,1,80,1,14,3,3,5,2,0,3
31,No,Travel_Rarely,532,Human Resources,29,4,Technical Degree,1,16378171,4,Male,89,3,2,Manager,4,Married,7415,14481,2,Y,Yes,11,3,3,80,0,28,3,3,17,11,3,0
24,No,Travel_Frequently,1499,Research & Development,10,2,Medical,1,464203,3,Male,78,3,2,Manager,2,Married,3716,7435,3,Y,No,15,3,1,80,0,13,3,4,40,9,0,5
35,No,Travel_Rarely,1046,Research & Development,20,4,Technical Degree,1,2154804,1,Female,91,2,2,Healthcare Representative,4,Married,4367,17150,8,Y,No,13,3,4,80,0,10,4,2,3,3,1,1
41,No,Travel_Rarely,734,Research & Development,9,4,Technical Degree,1,14363688,4,Female,53,3,3,Sales Executive,3,Married,4607,26071,1,Y,No,11,3,1,80,0,10,3,3,8,3,1,9
18,No,Travel_Rarely,1499,Human Resources,20,4,Medical,1,10964952,3,Female,82,2,1,Human Resources,1,Single,5718,14212,0,Y,No,23,4,3,80,1,9,2,2,0,5,1,5
18,Yes,Travel_Rarely,1467,Research & Development,21,4,Human Resources,1,14036318,4,Female,81,3,2,Laboratory Technician,2,Married,6983,13550,0,Y,Yes,11,3,4,80,1,26,0,3,5,5,6,2
18,No,Non-Travel,1499,Sales,12,3,Medical,1,12351489,1,Female,54,2,2,Sales Executive,1,Single,2630,20455,1,Y,No,18,3,3,80,1,9,3,1,8,2,1,5
44,No,Travel_Frequently,964,Research & Development,21,4,Medical,1,6215264,1,Male,54,3,3,Sales Executive,3,Divorced,4192,25743,3,Y,Yes,13,3,3,80,1,26,3,2,2,9,3,5
47,No,Travel_Rarely,1360,Research & Development,7,4,Life Sciences,1,12586955,2,Male,90,4,1,Healthcare Representative,3,Single,8276,23762,1,Y,No,12,4,3,80,1,38,2,3,10,5,2,2
26,No,Non-Travel,1116,Research & Development,14,2,Other,1,15674449,1,Female,75,2,1,Sales Executive,1,Single,3969,12337,1,Y,Yes,13,3,4,80,2,30,2,2,10,8,0,2
18,No,Non-Travel,1381,Research & Development,2,1,Life Sciences,1,2365769,4,Male,65,3,2,Sales Executive,1,Divorced,19101,26999,6,Y,No,22,3,4,80,3,13,4,2,2,18,5,3
40,Yes,Travel_Rarely,1499,Sales,16,1,Marketing,1,1251700,4,Female,64,3,3,Laboratory Technician,1,Married,3557,9911,1,Y,Yes,16,3,3,80,0,40,5,3,0,5,1,2
25,No,Travel_Rarely,1499,Research & Development,26,4,Life Sciences,1,13628081,4,Male,45,3,1,Human Resources,4,Single,7669,8760,8,Y,No,16,3,4,80,0,40,3,1,7,13,6,2
22,Yes,Travel_Frequently,1499,Sales,7,4,Marketing,1,10130783,1,Female,87,3,2,Manufacturing Director,3,Married,8988,5174,1,Y,No,15,3,4,80,0,9,1,3,0,5,0,3
30,No,Travel_Rarely,1215,Human Resources,5,4,Medical,1,2477058,1,Male,94,3,4,Healthcare Representative,3,Single,6911,26999,0,Y,Yes,19,3,1,80,2,17,3,2,6,0,1,0
20,No,Travel_Rarely,1314,Sales,13,3,Life Sciences,1,6348901,3,Male,75,2,2,Research Scientist,3,Divorced,6005,7981,3,Y,No,17,3,1,80,1,37,2,2,1,1,3,2
33,No,Travel_Frequently,1499,Research & Development,5,4,Medical,1,14485052,3,Male,51,3,1,Sales Executive,1,Single,4247,23995,1,Y,Yes,12,4,2,80,0,14,2,2,6,10,2,5
18,No,Travel_Rarely,1104,Research & Development,29,2,Marketing,1,9815987,1,Female,46,3,2,Sales Executive,2,Married,8396,25866,1,Y,Yes,12,3,1,80,3,34,3,4,7,0,5,3
24,No,Travel_Rarely,1100,Research & Development,17,3,Medical,1,8587012,3,Female,66,3,5,Sales Executive,2,Divorced,19999,9532,1,Y,Yes,16,3,3,80,0,28,3,1,4,2,5,4
18,No,Travel_Frequently,535,Research & Development,17,2,Life Sciences,1,13175096,3,Female,58,3,1,Laboratory Technician,4,Divorced,19419,21275,0,Y,Yes,16,3,1,80,0,13,0,3,12,3,1,2
41,No,Travel_Rarely,1263,Sales,17,4,Medical,1,4017591,4,Female,100,3,4,Manager,2,Single,7855,8621,6,Y,Yes,11,4,4,80,0,40,2,3,6,5,1,2
18,No,Travel_Rarely,1200,Sales,20,1,Life Sciences,1,6666996,4,Female,97,3,2,Manager,4,Married,3678,8746,2,Y,No,18,3,1,80,0,35,3,4,31,16,1,5
24,Yes,Travel_Rarely,1499,Research & Development,5,1,Other,1,2457784,2,Male,84,3,2,Manager,1,Single,4005,11588,3,Y,Yes,15,3,2,80,0,31,1,3,4,2,0,1
22,No,Travel_Rarely,1499,Research & Development,11,3,Other,1,9554605,3,Female,96,3,1,Healthcare Representative,2,Married,4880,24388,1,Y,Yes,14,3,2,80,2,25,2,3,0,1,0,1
24,No,Non-Travel,1005,Sales,5,2,Life Sciences,1,6010089,4,Female,79,3,5,Research Scientist,1,Married,5280,8966,9,Y,No,15,4,4,80,1,39,5,3,18,6,3,7
21,No,Travel_Rarely,1443,Research & Development,3,4,Marketing,1,2729556,4,Male,77,4,2,Manufacturing Director,2,Single,9418,2875,1,Y,Yes,18,3,1,80,1,0,2,4,3,8,1,2
18,Yes,Travel_Rarely,964,Sales,5,1,Life Sciences,1,16668579,3,Female,56,3,4,Sales Representative,2,Divorced,3574,16252,0,Y,No,12,3,3,80,1,2,3,2,9,6,1,2
20,No,Travel_Frequently,1308,Sales,9,3,Medical,1,3940069,4,Female,100,3,2,Healthcare Representative,1,Married,10901,26094,5,Y,No,15,4,4,80,0,16,1,3,1,9,0,5
20,Yes,Travel_Rarely,1417,Human Resources,23,3,Medical,1,16351930,4,Male,47,2,5,Research Director,3,Married,7465,18547,4,Y,No,13,3,1,80,0,8,2,3,0,8,2,16
49,No,Travel_Rarely,894,Research & Development,13,1,Life Sciences,1,16506991,3,Female,69,3,2,Research Director,4,Divorced,5702,2094,7,Y,No,14,3,3,80,1,32,3,3,5,0,0,3
18,No,Travel_Rarely,1342,Sales,18,4,Life Sciences,1,6599626,1,Male,35,3,1,Healthcare Representative,1,Married,18600,10435,6,Y,No,14,3,2,80,1,13,3,3,2,3,0,6
18,No,Travel_Rarely,1395,Research & Development,4,5,Other,1,10478584,4,Female,73,3,3,Research Scientist,3,Married,7542,20313,1,Y,No,13,3,2,80,2,9,4,2,3,9,2,2
23,No,Travel_Rarely,1499,Research & Development,9,1,Marketing,1,15929650,2,Female,36,3,1,Healthcare Representative,2,Married,2779,16434,3,Y,No,16,3,3,80,0,10,1,3,7,2,8,2
18,No,Travel_Frequently,1320,Research & Development,10,3,Marketing,1,4373842,1,Female,77,3,1,Research Scientist,2,Married,3520,10037,5,Y,Yes,18,4,2,80,0,26,3,3,4,10,0,14
54,No,Travel_Rarely,1119,Research & Development,11,4,Medical,1,5988328,1,Male,89,3,2,Manager,4,Single,4491,21212,5,Y,No,17,3,4,80,0,10,3,3,3,4,0,3
22,No,Travel_Rarely,1337,Research & Development,17,4,Life Sciences,1,7355380,3,Male,80,1,2,Sales Executive,2,Married,15391,13626,6,Y,No,24,3,3,80,2,14,3,2,11,2,1,2
22,No,Travel_Rarely,586,Sales,14,1,Medical,1,9468355,2,Male,100,3,2,Manager,2,Divorced,13158,2094,7,Y,Yes,14,3,2,80,2,17,3,2,2,6,1,0
42,No,Travel_Rarely,1499,Research & Development,2,3,Marketing,1,5166449,1,Female,92,3,5,Research Scientist,2,Divorced,2755,25528,2,Y,No,13,4,2,80,0,39,3,3,11,10,5,6
27,No,Travel_Rarely,1492,Research & Development,2,3,Life Sciences,1,10746418,4,Male,51,3,2,Healthcare Representative,2,Married,5834,22984,0,Y,No,12,4,1,80,1,36,0,2,0,11,0,1
35,Yes,Travel_Rarely,349,Research & Development,8,1,Other,1,6947694,1,Female,82,2,2,Laboratory Technician,3,Married,18788,26999,1,Y,No,18,3,4,80,1,9,1,1,7,3,0,3
18,No,Travel_Frequently,1218,Research & Development,14,3,Medical,1,7359928,3,Female,40,3,4,Research Director,3,Married,14084,13216,1,Y,Yes,11,3,2,80,1,15,3,3,1,2,1,5
21,No,Travel_Rarely,1499,Sales,14,1,Marketing,1,13416082,2,Male,82,3,2,Research Scientist,3,Married,7794,23333,3,Y,No,12,3,3,80,1,11,2,2,1,0,0,2
19,No,Travel_Rarely,820,Research & Development,9,2,Medical,1,1627737,1,Male,97,3,4,Manager,2,Divorced,8153,26210,1,Y,No,12,3,1,80,0,6,3,4,12,14,1,3
18,No,Travel_Rarely,661,Sales,26,4,Medical,1,2502405,1,Female,100,3,2,Healthcare Representative,4,Divorced,6613,23553,0,Y,No,19,3,1,80,1,39,6,3,12,12,4,2
23,Yes,Travel_Rarely,1364,Research & Development,23,3,Technical Degree,1,885780,4,Male,87,3,2,Manufacturing Director,3,Single,11661,9912,0,Y,No,11,3,1,80,0,12,2,3,8,5,0,6
23,No,Travel_Rarely,1499,Research & Development,19,2,Life Sciences,1,12022962,4,Female,45,3,1,Human Resources,1,Divorced,16606,11558,1,Y,No,19,3,4,80,0,14,2,2,0,2,3,4
33,No,Travel_Rarely,1499,Research & Development,4,2,Medical,1,6714013,2,Male,71,1,1,Manufacturing Director,2,Married,6584,22594,6,Y,No,12,3,3,80,1,8,2,3,0,5,0,6
18,Yes,Travel_Rarely,1447,Research & Development,1,5,Medical,1,4970443,2,Male,99,3,2,Research Scientist,1,Single,3280,13570,6,Y,No,14,3,1,80,2,10,1,2,4,6,3,5
22,Yes,Travel_Frequently,1104,Sales,22,2,Medical,1,12579919,4,Female,34,3,4,Research Director,4,Single,3324,25218,1,Y,No,15,3,4,80,0,12,2,3,0,6,1,3
34,No,Travel_Rarely,999,Sales,28,4,Medical,1,7272352,2,Male,99,3,2,Sales Executive,1,Divorced,7619,8362,0,Y,No,25,3,3,80,3,11,3,4,5,5,5,5
18,No,Travel_Rarely,1401,Research & Development,22,4,Medical,1,7995590,4,Male,79,3,2,Manager,2,Divorced,3946,3815,1,Y,No,13,3,3,80,1,13,2,2,0,5,2,1
18,No,Travel_Frequently,1499,Research & Development,9,3,Life Sciences,1,7018815,4,Male,99,1,1,Research Scientist,2,Single,4827,26999,4,Y,No,11,3,1,80,0,11,6,3,3,1,3,5
46,Yes,Non-Travel,1459,Research & Development,3,4,Medical,1,9954459,2,Female,99,3,4,Research Scientist,4,Divorced,6881,12227,0,Y,Yes,11,3,3,80,1,16,2,3,0,5,3,2
25,No,Travel_Frequently,1353,Research & Development,5,3,Life Sciences,1,14199030,2,Female,59,3,2,Sales Executive,3,Single,3708,13343,6,Y,No,15,3,4,80,1,37,2,2,2,2,0,1
20,No,Travel_Rarely,274,Human Resources,1,3,Life Sciences,1,936643,3,Male,30,3,1,Research Scientist,3,Single,16046,8657,4,Y,Yes,15,3,1,80,0,40,0,2,7,11,0,3
24,No,Travel_Rarely,1488,Research & Development,29,4,Medical,1,5505664,3,Female,88,3,2,Laboratory Technician,3,Married,4264,8840,1,Y,Yes,12,4,4,80,0,8,0,3,1,12,0,3
18,No,Non-Travel,1499,Research & Development,2,2,Life Sciences,1,16673991,4,Female,56,3,4,Human Resources,1,Married,6437,16852,5,Y,No,18,3,4,80,2,10,2,3,7,2,1,2
23,No,Travel_Rarely,1016,Research & Development,16,4,Technical Degree,1,11361086,4,Male,51,3,1,Laboratory Technician,3,Single,3165,18309,4,Y,No,15,3,1,80,2,25,2,3,5,8,0,4
18,No,Travel_Frequently,1499,Research & Development,29,3,Medical,1,5934634,3,Male,76,4,2,Sales Executive,3,Married,4382,24642,5,Y,No,13,3,3,80,2,40,3,3,10,5,0,4
23,Yes,Travel_Rarely,1009,Research & Development,1,4,Technical Degree,1,14363930,3,Male,62,3,2,Sales Representative,4,Married,16938,26999,4,Y,Yes,17,4,1,80,0,24,3,3,5,9,0,2
45,No,Travel_Rarely,1386,Research & Development,4,3,Life Sciences,1,8679114,2,Female,57,4,1,Sales Executive,3,Single,2820,26999,2,Y,Yes,12,3,4,80,1,31,5,2,0,13,0,7
18,No,Travel_Frequently,1048,Research & Development,4,2,Life Sciences,1,5798242,1,Female,89,3,2,Healthcare Representative,3,Divorced,7136,20726,0,Y,No,11,3,3,80,0,13,3,4,8,4,0,1
18,No,Travel_Frequently,898,Research & Development,3,3,Marketing,1,11145041,4,Female,75,3,1,Sales Executive,4,Married,5471,26059,0,Y,Yes,15,4,1,80,0,13,3,2,2,2,1,2
37,Yes,Travel_Frequently,1499,Research & Development,3,1,Life Sciences,1,10041393,2,Male,72,3,2,Research Scientist,3,Single,2818,16197,3,Y,No,16,4,2,80,3,36,3,2,2,1,2,0
50,No,Travel_Rarely,1401,Research & Development,11,3,Technical Degree,1,12267923,3,Female,65,3,1,Manager,3,Married,8591,20149,3,Y,Yes,11,3,2,80,3,26,3,3,25,2,0,9
29,No,Travel_Frequently,1462,Sales,8,4,Medical,1,5867370,4,Male,84,2,3,Sales Executive,1,Divorced,10806,24517,6,Y,Yes,21,3,3,80,0,15,2,3,7,12,1,6
24,No,Travel_Rarely,522,Research & Development,27,2,Life Sciences,1,16168153,4,Female,31,3,3,Human Resources,3,Single,6435,7500,1,Y,Yes,14,4,2,80,0,30,2,3,5,2,0,2
22,No,Travel_Rarely,438,Sales,2,2,Medical,1,15095353,4,Male,57,3,2,Sales Executive,3,Married,6009,22788,3,Y,No,18,3,4,80,0,22,3,2,4,5,7,5
37,No,Travel_Rarely,1499,Sales,3,4,Life Sciences,1,16554915,2,Female,84,2,1,Research Scientist,1,Married,3399,21371,4,Y,No,12,3,2,80,0,9,2,2,22,6,1,2
37,No,Travel_Rarely,1471,Research & Development,3,2,Medical,1,6399660,2,Female,77,3,2,Research Scientist,4,Married,3166,25306,6,Y,No,16,3,4,80,0,28,3,1,0,5,4,3
18,No,Travel_Frequently,1499,Research & Development,4,3,Life Sciences,1,12251049,1,Male,62,2,3,Manufacturing Director,4,Divorced,2915,5751,3,Y,No,13,3,2,80,1,13,3,2,6,1,0,1
25,No,Travel_Rarely,1499,Sales,12,4,Marketing,1,938219,4,Female,97,3,2,Laboratory Technician,4,Married,5568,15806,6,Y,Yes,11,3,3,80,2,17,5,3,11,5,5,1
18,No,Travel_Frequently,1499,Research & Development,29,3,Medical,1,12072300,2,Female,38,3,2,Research Director,1,Single,3276,7595,6,Y,No,18,3,4,80,0,40,6,2,7,5,0,2
21,No,Non-Travel,468,Research & Development,15,2,Medical,1,13687947,3,Male,43,1,1,Manager,4,Married,4306,8215,0,Y,No,12,4,4,80,1,24,1,3,0,16,1,3
40,No,Travel_Rarely,1411,Sales,13,3,Life Sciences,1,7664415,3,Male,91,3,2,Sales Executive,2,Single,7878,20011,0,Y,No,13,3,1,80,1,7,3,3,13,3,0,5
44,No,Travel_Rarely,1499,Sales,2,1,Medical,1,10847039,4,Male,71,3,2,Sales Executive,2,Married,16146,14132,5,Y,No,11,3,4,80,0,13,3,2,2,5,10,2
18,No,Travel_Rarely,1025,Sales,27,1,Life Sciences,1,7846910,2,Male,82,3,3,Research Scientist,3,Single,11708,26740,3,Y,No,13,4,3,80,2,13,0,4,7,10,0,5
18,No,Non-Travel,1499,Research & Development,10,1,Medical,1,7611792,3,Male,80,3,1,Manager,4,Single,13550,25663,0,Y,No,16,3,4,80,3,14,2,3,0,3,3,5
18,No,Travel_Rarely,1499,Research & Development,3,1,Medical,1,16613502,2,Female,87,4,4,Sales Representative,4,Single,12260,26999,5,Y,Yes,12,3,4,80,2,6,2,4,12,5,0,8
23,No,Travel_Rarely,1499,Research & Development,8,2,Technical Degree,1,11202009,3,Female,84,2,2,Sales Executive,4,Married,2661,8645,2,Y,Yes,14,3,1,80,1,15,2,2,4,5,2,17
18,No,Travel_Frequently,1499,Research & Development,9,4,Life Sciences,1,15382680,3,Female,84,2,1,Sales Executive,2,Married,4400,26999,1,Y,No,18,3,3,80,0,28,5,3,7,12,4,5
23,Yes,Travel_Frequently,1172,Sales,3,3,Technical Degree,1,8435892,3,Female,46,3,1,Laboratory Technician,1,Single,8531,19453,0,Y,No,11,3,2,80,0,35,3,2,20,9,2,2
24,No,Travel_Rarely,1499,Research & Development,2,2,Medical,1,5158246,1,Female,50,3,5,Laboratory Technician,3,Married,7649,26506,4,Y,No,20,3,3,80,0,14,0,4,0,9,5,1
27,No,Travel_Rarely,318,Research & Development,28,4,Medical,1,14691707,3,Male,86,3,1,Sales Executive,3,Married,15452,10100,2,Y,No,16,3,1,80,0,13,5,2,0,6,5,8
38,No,Non-Travel,589,Research & Development,21,4,Marketing,1,5753820,4,Male,95,3,3,Research Director,1,Married,13999,12764,9,Y,Yes,25,3,1,80,1,10,2,4,2,5,0,1
34,Yes,Travel_Rarely,1443,Research & Development,24,3,Life Sciences,1,13615036,4,Female,82,3,1,Healthcare Representative,4,Married,19999,24262,2,Y,No,12,3,1,80,2,13,3,2,9,2,2,3
32,No,Travel_Rarely,480,Research & Development,10,4,Life Sciences,1,10869826,3,Female,58,3,3,Manufacturing Director,3,Divorced,3294,23656,0,Y,No,12,3,2,80,1,13,6,4,11,2,5,0
18,No,Travel_Rarely,924,Research & Development,3,2,Life Sciences,1,162098,1,Female,42,2,1,Human Resources,3,Single,4314,8865,4,Y,No,17,3,1,80,0,11,5,3,7,10,10,5
46,No,Travel_Rarely,1496,Research & Development,3,3,Medical,1,7104540,1,Male,86,3,2,Sales Executive,3,Divorced,9235,20254,6,Y,No,12,3,3,80,0,32,2,2,5,1,0,12
18,No,Travel_Rarely,434,Research & Development,12,1,Life Sciences,1,3574524,1,Female,59,3,2,Healthcare Representative,4,Divorced,8002,20784,3,Y,No,11,3,1,80,0,31,3,2,18,6,1,4
31,No,Travel_Rarely,1283,Research & Development,1,5,Medical,1,15494055,1,Female,75,3,4,Sales Executive,3,Single,4419,23485,4,Y,No,23,4,3,80,0,24,3,3,10,8,1,2
18,No,Travel_Rarely,1499,Research & Development,2,4,Life Sciences,1,13819338,3,Female,90,3,1,Manufacturing Director,1,Married,13185,11443,3,Y,No,15,3,4,80,0,26,1,3,0,5,0,1
54,No,Travel_Rarely,310,Research & Development,12,1,Medical,1,16327713,1,Male,64,3,3,Laboratory Technician,1,Married,6469,24971,1,Y,No,18,3,2,80,1,39,2,3,11,1,1,3
