job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
Data Analyst,Medium,Retail,Canada,Hybrid,Entry,14,Master,0,1,0,0,0,160776,4,2020,High,4
AI Engineer,MNC,E-commerce,Singapore,Remote,Senior,12,Bachelor,0,1,0,0,0,150036,10,2020,High,9
AI Engineer,Enterprise,Healthcare,Germany,Remote,Mid,7,PhD,0,0,1,0,1,94905,12,2020,High,7
Data Scientist,Medium,Healthcare,Australia,Remote,Entry,7,Bachelor,0,1,1,0,1,83552,9,2023,Medium,6
Business Analyst,Enterprise,Healthcare,UK,Hybrid,Mid,13,PhD,1,0,0,0,0,174653,3,2022,High,7
Data Scientist,Enterprise,Retail,Canada,Remote,Entry,1,Master,0,1,0,1,0,45083,6,2023,High,7
Data Analyst,Enterprise,Education,Australia,Onsite,Mid,14,PhD,0,1,1,1,1,108122,9,2023,High,5
AI Engineer,Enterprise,Education,Canada,Onsite,Senior,12,Bachelor,0,0,1,1,0,51140,8,2024,Low,2
Business Analyst,MNC,Technology,Germany,Onsite,Senior,12,PhD,0,1,1,1,0,94243,11,2024,High,1
Business Analyst,Enterprise,Healthcare,USA,Onsite,Entry,6,Master,1,1,1,0,1,151244,9,2025,Medium,8
Business Analyst,Enterprise,E-commerce,Germany,Remote,Entry,10,Bachelor,1,1,1,1,0,106249,6,2020,High,4
AI Engineer,Enterprise,Healthcare,UK,Hybrid,Entry,13,Master,0,1,1,0,1,119122,1,2023,High,6
Machine Learning Engineer,MNC,Retail,USA,Remote,Senior,6,Master,1,0,0,1,1,153672,11,2022,High,7
Data Engineer,MNC,Healthcare,USA,Hybrid,Senior,14,PhD,1,0,1,0,1,177897,2,2026,Medium,3
Data Engineer,Enterprise,Education,UK,Remote,Entry,13,PhD,1,0,0,0,1,132740,7,2025,High,1
Data Engineer,Medium,Education,Singapore,Onsite,Entry,12,Bachelor,0,1,0,1,1,149834,6,2026,Medium,9
Business Analyst,Medium,Retail,India,Onsite,Mid,3,Bachelor,1,0,1,0,0,86205,7,2024,Low,5
Business Analyst,Startup,Healthcare,Australia,Hybrid,Entry,11,Master,1,0,0,1,0,203828,10,2020,High,7
Data Engineer,MNC,Finance,Australia,Onsite,Senior,13,Master,0,1,0,1,1,121100,3,2021,High,1
AI Engineer,MNC,Technology,Canada,Hybrid,Entry,0,Master,1,1,1,0,1,77992,9,2024,High,3
Data Analyst,Startup,Education,USA,Remote,Mid,10,PhD,1,0,1,1,0,113151,11,2020,High,9
Business Analyst,Enterprise,Finance,India,Remote,Senior,12,PhD,0,1,0,1,0,108264,9,2022,Medium,1
Data Engineer,Startup,Technology,India,Onsite,Entry,3,Bachelor,0,0,0,0,0,131687,6,2021,Low,6
Data Scientist,Medium,Education,Singapore,Onsite,Entry,13,Bachelor,0,1,0,1,0,65462,1,2021,Low,1
Machine Learning Engineer,MNC,Technology,Singapore,Hybrid,Entry,0,Master,1,0,1,1,1,104660,7,2024,High,1
Data Analyst,Enterprise,Education,India,Remote,Mid,14,Master,1,1,1,1,0,77240,11,2021,High,5
Data Scientist,Startup,Technology,Canada,Hybrid,Mid,11,Bachelor,0,0,1,1,1,57835,12,2026,Low,8
AI Engineer,Medium,Retail,UK,Remote,Mid,9,Bachelor,1,0,0,1,0,92681,8,2022,Medium,4
Data Engineer,Medium,Healthcare,USA,Hybrid,Entry,5,PhD,0,0,1,1,0,88064,11,2022,High,7
Machine Learning Engineer,Startup,E-commerce,Canada,Hybrid,Mid,12,Master,1,1,0,1,0,45083,9,2023,Medium,6
Data Scientist,Startup,Technology,UK,Onsite,Senior,10,Master,1,0,1,0,1,97789,11,2022,Medium,8
Data Scientist,Startup,Healthcare,India,Remote,Entry,7,Master,1,1,0,0,1,115762,7,2021,Low,6
AI Engineer,Medium,Technology,UK,Remote,Entry,1,PhD,1,0,1,1,1,124318,8,2026,High,4
Data Scientist,Enterprise,E-commerce,Canada,Onsite,Mid,1,PhD,0,0,1,1,1,95774,9,2022,Medium,7
Business Analyst,Enterprise,E-commerce,UK,Hybrid,Senior,13,Bachelor,0,0,1,1,0,92175,6,2024,Low,9
Business Analyst,Medium,E-commerce,Singapore,Hybrid,Senior,12,PhD,0,1,1,1,1,89729,11,2023,Low,5
Business Analyst,Enterprise,E-commerce,Germany,Hybrid,Mid,6,Master,1,0,0,0,1,74793,9,2023,High,9
Data Scientist,Medium,E-commerce,Canada,Remote,Entry,1,Master,1,1,0,0,1,65897,7,2020,Low,5
Data Analyst,MNC,Healthcare,Canada,Remote,Mid,8,Bachelor,1,0,1,0,1,105939,8,2021,High,6
AI Engineer,Medium,Healthcare,USA,Hybrid,Entry,2,PhD,1,0,0,0,0,132936,11,2023,Low,4
Business Analyst,Medium,Healthcare,Canada,Remote,Senior,1,PhD,0,1,0,0,1,167578,2,2020,High,4
Data Analyst,Startup,Technology,Germany,Remote,Entry,11,Bachelor,0,1,0,0,0,109716,3,2025,High,7
Data Analyst,Startup,Technology,Canada,Onsite,Mid,8,Master,1,1,0,1,0,45083,11,2020,Medium,9
Machine Learning Engineer,Medium,E-commerce,Canada,Onsite,Entry,7,Master,0,1,0,1,0,81213,1,2025,High,6
Data Analyst,Medium,Technology,Germany,Onsite,Mid,13,Bachelor,1,0,1,1,1,120899,11,2022,Medium,1
Business Analyst,MNC,Education,UK,Remote,Entry,9,PhD,0,1,0,0,0,83147,12,2020,Medium,8
Data Scientist,Enterprise,Retail,Australia,Remote,Senior,13,Master,1,0,0,0,0,121335,7,2026,Medium,4
Business Analyst,Medium,E-commerce,UK,Remote,Senior,2,PhD,1,0,1,0,0,130880,11,2023,High,8
Data Scientist,Startup,Healthcare,USA,Onsite,Senior,5,PhD,1,0,0,1,0,130813,12,2021,Medium,7
Data Scientist,Startup,Retail,Singapore,Hybrid,Senior,13,Master,0,0,1,0,1,70155,9,2024,Low,7
Machine Learning Engineer,Medium,Education,Australia,Hybrid,Entry,4,Bachelor,1,0,1,1,0,115045,3,2021,Low,2
Data Analyst,Medium,Technology,Canada,Remote,Senior,14,Bachelor,0,0,0,1,1,82179,1,2024,Medium,8
Business Analyst,MNC,Retail,India,Onsite,Senior,11,Bachelor,0,0,1,0,1,71409,3,2026,Medium,1
AI Engineer,Enterprise,Technology,UK,Onsite,Entry,1,PhD,1,0,1,0,1,122938,7,2023,High,7
AI Engineer,Startup,Technology,India,Remote,Senior,11,Master,0,0,1,0,0,71629,2,2024,High,6
AI Engineer,Enterprise,Retail,Australia,Onsite,Mid,0,Bachelor,1,1,1,0,0,47849,1,2022,Medium,6
Business Analyst,Medium,Finance,USA,Hybrid,Mid,13,Master,0,0,0,1,1,53948,7,2024,Low,9
Machine Learning Engineer,Medium,Finance,Germany,Onsite,Mid,14,PhD,1,0,1,0,0,101970,8,2022,High,3
Data Scientist,Startup,Technology,Canada,Remote,Senior,2,Master,1,1,0,0,0,50391,7,2026,High,8
Data Scientist,MNC,Finance,Singapore,Onsite,Senior,11,PhD,0,0,1,0,0,105751,7,2024,Medium,6
Data Scientist,Startup,Finance,Singapore,Hybrid,Entry,7,Bachelor,0,0,1,1,0,111769,11,2026,Low,4
Machine Learning Engineer,MNC,Education,Singapore,Remote,Entry,8,Bachelor,0,0,0,1,1,64693,9,2021,Medium,2
Data Analyst,Medium,Retail,Australia,Onsite,Entry,7,PhD,0,0,1,1,1,187771,1,2022,Medium,7
Business Analyst,Medium,Healthcare,Germany,Onsite,Entry,14,Master,0,1,0,0,0,113344,3,2025,High,7
Data Analyst,Enterprise,Retail,India,Hybrid,Mid,14,Master,1,0,1,0,0,116353,6,2023,Low,5
AI Engineer,Enterprise,Healthcare,Canada,Onsite,Senior,14,PhD,0,1,0,1,0,125113,9,2026,Medium,3
Data Analyst,Medium,Retail,Singapore,Hybrid,Entry,0,Master,0,0,1,1,1,201175,9,2021,Low,5
Data Engineer,Enterprise,Finance,Singapore,Onsite,Senior,7,Master,0,1,0,1,1,92512,5,2025,Low,6
Data Engineer,Medium,Technology,UK,Onsite,Entry,14,Master,1,1,0,1,0,68027,1,2021,Low,1
Data Analyst,Startup,E-commerce,Germany,Hybrid,Senior,14,Bachelor,0,0,0,1,1,62320,11,2025,Low,7
AI Engineer,MNC,Finance,India,Onsite,Entry,10,Bachelor,1,0,1,1,1,96500,7,2020,Medium,8
Data Engineer,Medium,Healthcare,Australia,Remote,Entry,3,Master,1,1,0,1,0,109306,3,2026,Medium,9
AI Engineer,Enterprise,E-commerce,Canada,Onsite,Senior,4,Bachelor,0,1,0,1,1,127744,3,2024,Low,4
Data Engineer,Enterprise,Retail,Germany,Remote,Entry,10,Master,0,0,1,0,1,180112,1,2024,Low,2
Data Scientist,Medium,Retail,India,Remote,Mid,14,Master,1,1,1,1,0,106780,7,2023,Low,6
Data Analyst,Medium,Retail,Canada,Remote,Senior,10,PhD,1,0,1,1,1,150719,10,2025,High,2
Data Scientist,Medium,Education,Canada,Remote,Mid,2,Master,0,0,1,1,0,112860,7,2020,Low,5
Data Engineer,Enterprise,Technology,Australia,Onsite,Senior,9,Bachelor,0,1,0,0,1,131713,11,2025,Low,4
AI Engineer,MNC,Retail,UK,Hybrid,Mid,11,PhD,0,0,0,0,0,125998,12,2023,Low,2
Data Analyst,Medium,Education,Canada,Hybrid,Mid,5,PhD,1,1,1,0,1,112665,12,2023,High,8
Business Analyst,Startup,Education,USA,Hybrid,Senior,10,Bachelor,1,0,1,0,0,52646,1,2024,Low,1
Data Scientist,Startup,Healthcare,Australia,Remote,Senior,8,Master,0,1,1,0,0,104176,9,2026,High,2
Data Scientist,Startup,Finance,UK,Hybrid,Entry,14,PhD,0,0,1,0,1,85931,2,2020,High,5
Data Engineer,MNC,Technology,USA,Hybrid,Mid,10,Bachelor,1,0,0,1,1,117567,6,2020,High,7
Data Engineer,MNC,Education,Singapore,Remote,Mid,2,Bachelor,1,1,1,1,0,89140,7,2024,High,1
AI Engineer,MNC,Education,USA,Hybrid,Senior,14,Master,0,0,0,0,1,112405,9,2026,High,8
Data Analyst,Startup,Healthcare,Canada,Onsite,Mid,3,PhD,1,0,1,0,0,158273,11,2026,High,6
Data Analyst,MNC,Healthcare,Canada,Hybrid,Mid,4,Master,0,1,0,1,1,93405,2,2022,High,5
Data Engineer,Startup,Technology,USA,Hybrid,Mid,7,Bachelor,0,0,0,0,0,55587,1,2022,Medium,3
Business Analyst,Startup,Technology,Australia,Hybrid,Mid,14,PhD,0,1,0,1,0,105423,8,2023,Medium,6
Data Engineer,Medium,Finance,USA,Onsite,Entry,9,Bachelor,1,0,0,0,0,45083,10,2026,Low,9
Data Engineer,MNC,Finance,USA,Remote,Senior,9,Bachelor,1,1,1,0,1,80736,9,2023,High,7
Data Scientist,Enterprise,Finance,UK,Hybrid,Mid,7,Master,1,0,0,0,1,68442,7,2023,High,9
Data Engineer,Medium,Retail,Australia,Remote,Entry,10,Bachelor,0,0,0,0,1,146033,8,2024,Medium,8
Business Analyst,Startup,Retail,Canada,Onsite,Entry,11,Master,0,1,0,0,0,139013,9,2020,High,6
Data Engineer,Startup,Finance,UK,Remote,Entry,10,Master,0,0,0,1,0,45083,11,2024,High,7
AI Engineer,Startup,E-commerce,India,Hybrid,Entry,12,Master,1,1,0,0,1,95124,12,2023,Medium,1
AI Engineer,Medium,Technology,Singapore,Hybrid,Entry,7,Master,1,0,0,1,0,67026,9,2023,High,9
Machine Learning Engineer,Medium,Technology,Canada,Onsite,Entry,0,Bachelor,0,1,1,1,1,149968,7,2024,Medium,6
Data Analyst,MNC,Technology,UK,Remote,Entry,6,Bachelor,1,0,0,0,0,152127,4,2022,Low,8
AI Engineer,Medium,E-commerce,USA,Onsite,Entry,14,PhD,0,0,1,0,1,126009,1,2020,Medium,7
Data Analyst,Medium,E-commerce,Singapore,Remote,Mid,5,PhD,0,0,0,1,1,147594,1,2023,Medium,4
Machine Learning Engineer,MNC,Finance,Singapore,Hybrid,Mid,3,Bachelor,1,1,1,0,0,105808,12,2022,High,9
Data Engineer,Startup,Finance,USA,Onsite,Senior,14,Master,0,0,0,0,0,113860,7,2024,High,9
Machine Learning Engineer,Startup,Education,Germany,Onsite,Senior,14,Master,1,0,0,1,1,110990,9,2024,High,3
Data Analyst,Startup,Retail,USA,Onsite,Senior,11,Bachelor,0,1,1,0,0,88109,2,2022,Medium,9
Data Engineer,MNC,Healthcare,Canada,Remote,Senior,7,Bachelor,0,1,0,0,0,75001,11,2023,Low,5
Machine Learning Engineer,Startup,Technology,Singapore,Onsite,Mid,12,Bachelor,0,0,1,0,1,131074,2,2020,High,1
AI Engineer,MNC,Education,Australia,Hybrid,Senior,14,PhD,0,0,0,1,0,123349,8,2021,Low,4
Business Analyst,Startup,E-commerce,UK,Remote,Mid,14,Bachelor,1,0,1,1,0,170406,11,2023,Low,2
Data Analyst,MNC,Education,Germany,Onsite,Mid,3,Bachelor,1,0,1,0,0,129729,11,2025,Low,9
Data Scientist,MNC,Education,USA,Onsite,Entry,11,Bachelor,1,1,0,1,1,90886,10,2025,Low,8
Business Analyst,Medium,Healthcare,Australia,Hybrid,Mid,1,Master,1,1,1,0,1,68750,6,2022,High,7
Data Engineer,MNC,Healthcare,Germany,Remote,Senior,14,Master,1,1,0,1,0,125693,6,2024,High,5
Data Engineer,Medium,Retail,Singapore,Remote,Entry,11,PhD,0,0,1,0,0,105763,9,2023,High,4
Data Scientist,Medium,Healthcare,Australia,Onsite,Mid,5,Master,0,1,0,0,0,129905,2,2026,Medium,5
Data Analyst,MNC,Technology,UK,Remote,Entry,2,PhD,0,0,0,1,0,125488,12,2025,High,8
Data Scientist,Startup,Education,Germany,Onsite,Senior,5,Master,1,1,1,0,1,124213,7,2020,Medium,3
Data Analyst,Enterprise,Education,India,Onsite,Mid,12,PhD,1,1,1,0,1,96581,7,2026,Low,7
Data Analyst,Startup,Finance,Germany,Remote,Entry,7,PhD,0,0,0,1,1,67508,6,2025,Medium,9
Data Analyst,Startup,E-commerce,Australia,Onsite,Entry,5,Master,0,1,1,1,1,132549,8,2023,Low,5
AI Engineer,Enterprise,Finance,UK,Hybrid,Mid,8,PhD,1,0,0,1,1,123655,11,2025,Low,3
AI Engineer,MNC,Finance,Singapore,Hybrid,Mid,2,Bachelor,0,1,0,0,0,132426,8,2020,High,2
Business Analyst,MNC,Technology,Singapore,Hybrid,Entry,5,PhD,1,1,0,1,0,123718,11,2020,High,1
Machine Learning Engineer,MNC,Retail,Singapore,Onsite,Mid,7,Master,0,0,0,0,0,86626,1,2024,Medium,1
Machine Learning Engineer,Medium,E-commerce,UK,Onsite,Senior,12,PhD,1,1,0,0,0,145635,9,2026,High,8
Data Analyst,Medium,Technology,Singapore,Onsite,Entry,2,Bachelor,1,1,1,1,1,103754,7,2024,High,7
Machine Learning Engineer,Medium,Education,Germany,Hybrid,Senior,14,Master,0,1,0,0,1,183709,7,2021,Low,1
Machine Learning Engineer,Medium,Healthcare,UK,Onsite,Senior,10,PhD,1,0,0,0,0,160534,8,2020,High,3
Data Scientist,Enterprise,Technology,Canada,Remote,Senior,8,Bachelor,1,0,1,1,0,99162,5,2022,Low,9
Data Analyst,Medium,Healthcare,Singapore,Remote,Mid,7,Master,1,1,0,1,1,114309,11,2023,Medium,4
Data Engineer,Enterprise,Finance,UK,Remote,Entry,11,Master,1,1,1,0,0,84978,1,2025,High,9
Machine Learning Engineer,Enterprise,Finance,UK,Remote,Senior,14,Master,1,0,0,0,1,86415,7,2022,Medium,3
Data Engineer,Medium,Finance,Australia,Onsite,Senior,2,Bachelor,0,1,1,0,0,79960,10,2026,Low,2
AI Engineer,MNC,Retail,Singapore,Hybrid,Senior,13,Bachelor,0,1,1,1,1,107963,6,2022,Low,7
Business Analyst,Enterprise,Retail,India,Remote,Mid,3,Bachelor,1,1,1,1,1,94048,9,2021,High,4
Business Analyst,MNC,Retail,Australia,Onsite,Senior,13,Master,0,1,1,0,0,122320,11,2023,High,8
AI Engineer,Medium,Education,USA,Hybrid,Mid,5,Bachelor,0,1,1,0,1,129827,9,2025,Medium,6
AI Engineer,Medium,Healthcare,Australia,Hybrid,Senior,14,PhD,1,1,0,0,1,124422,10,2023,High,4
Business Analyst,Enterprise,Finance,India,Remote,Mid,13,PhD,0,0,0,1,1,133101,12,2020,High,7
Business Analyst,Medium,Retail,Australia,Onsite,Entry,11,Bachelor,0,0,0,0,0,92394,7,2020,Low,1
Business Analyst,MNC,Technology,Germany,Hybrid,Mid,13,Master,0,0,1,0,0,92056,6,2024,High,6
Data Engineer,Medium,E-commerce,India,Remote,Mid,12,PhD,0,0,0,0,1,45083,2,2025,High,4
Machine Learning Engineer,Startup,Finance,USA,Onsite,Mid,11,Master,0,0,1,0,0,86446,2,2020,Medium,4
Data Analyst,Startup,Technology,UK,Hybrid,Senior,7,Bachelor,1,0,0,0,0,120272,9,2024,High,4
Machine Learning Engineer,MNC,Retail,UK,Hybrid,Entry,13,Master,0,1,0,1,0,119170,9,2021,Low,4
Machine Learning Engineer,Enterprise,Technology,UK,Onsite,Senior,1,PhD,0,0,1,1,1,136051,11,2022,Medium,4
AI Engineer,Startup,Finance,Australia,Hybrid,Entry,2,Bachelor,1,1,0,0,0,119142,9,2025,High,8
AI Engineer,Medium,Healthcare,Australia,Hybrid,Entry,11,Bachelor,0,0,1,0,1,115856,12,2022,Medium,3
AI Engineer,Medium,E-commerce,UK,Remote,Mid,5,Bachelor,0,1,0,1,0,81819,1,2022,High,2
Data Engineer,MNC,Technology,USA,Remote,Entry,3,Master,0,1,1,1,0,182283,1,2021,High,3
AI Engineer,Medium,Healthcare,Germany,Onsite,Senior,11,Master,1,0,1,1,1,89857,12,2025,High,9
Data Engineer,Medium,Education,USA,Hybrid,Entry,10,Bachelor,0,0,1,1,0,139931,11,2024,High,6
Data Engineer,Medium,Finance,India,Onsite,Senior,7,Bachelor,0,0,1,1,0,113091,5,2021,High,4
Data Analyst,MNC,Technology,UK,Remote,Senior,7,Master,1,1,1,0,1,83073,9,2022,Medium,4
Data Engineer,Medium,Retail,Canada,Onsite,Mid,10,Master,1,1,1,0,0,82821,11,2024,Low,3
AI Engineer,MNC,E-commerce,Canada,Remote,Entry,5,Bachelor,1,1,1,0,1,120218,7,2026,Low,8
AI Engineer,Startup,Finance,Singapore,Remote,Senior,14,Bachelor,1,1,0,1,1,170309,11,2025,High,3
Data Analyst,Enterprise,Finance,Singapore,Onsite,Mid,7,Bachelor,0,0,0,0,1,147349,9,2026,High,6
Business Analyst,Enterprise,Retail,USA,Hybrid,Entry,6,Master,1,0,0,1,0,71041,12,2020,Medium,5
Business Analyst,Enterprise,Education,Australia,Hybrid,Entry,8,Master,1,0,0,1,0,117870,10,2021,High,6
Business Analyst,Medium,Education,Canada,Hybrid,Mid,14,Master,1,1,0,0,0,45083,1,2022,Low,4
Business Analyst,MNC,Technology,Canada,Onsite,Senior,7,Master,1,1,0,0,1,120277,11,2026,High,7
Data Engineer,Enterprise,Finance,UK,Onsite,Entry,10,Bachelor,1,0,0,1,1,135946,9,2026,Low,1
Data Analyst,Enterprise,Retail,Canada,Hybrid,Mid,2,PhD,0,1,0,0,0,121607,9,2022,High,9
Machine Learning Engineer,Medium,E-commerce,India,Remote,Entry,3,Master,0,1,1,1,0,123313,7,2024,High,6
Business Analyst,Medium,Finance,Australia,Hybrid,Senior,12,Master,0,1,0,1,1,94509,5,2020,High,4
Data Engineer,Startup,Healthcare,Singapore,Onsite,Mid,9,Bachelor,0,0,1,0,0,109013,1,2025,Medium,3
Data Analyst,Enterprise,Finance,Germany,Hybrid,Mid,10,Bachelor,1,1,1,1,1,49497,12,2025,High,2
Data Engineer,Medium,Retail,Canada,Hybrid,Mid,14,PhD,1,1,0,1,0,117260,12,2021,Low,4
AI Engineer,Enterprise,Education,Germany,Hybrid,Senior,7,Master,1,0,0,1,0,133003,7,2024,Low,8
Data Scientist,Startup,Finance,USA,Hybrid,Entry,0,Master,0,0,0,1,0,124110,1,2024,High,7
AI Engineer,Medium,Education,India,Onsite,Mid,0,Master,0,0,0,1,0,117771,9,2026,Low,7
Business Analyst,Enterprise,Technology,Australia,Hybrid,Senior,12,Bachelor,0,0,1,1,0,98618,6,2022,Low,1
AI Engineer,Enterprise,Education,Australia,Hybrid,Senior,12,Master,1,1,0,0,0,111852,8,2025,Medium,3
Machine Learning Engineer,Enterprise,Healthcare,Germany,Hybrid,Senior,8,Bachelor,1,1,1,1,0,184532,6,2020,High,2
Data Engineer,Medium,E-commerce,Canada,Onsite,Entry,14,PhD,0,0,0,1,1,176429,1,2023,Medium,6
Business Analyst,Medium,Education,UK,Hybrid,Mid,7,Bachelor,0,0,0,1,1,124347,9,2022,High,5
Data Engineer,Startup,Retail,UK,Hybrid,Senior,13,PhD,1,1,0,1,0,86150,9,2023,High,4
Data Analyst,Startup,E-commerce,Canada,Hybrid,Mid,5,Bachelor,1,1,1,0,0,108887,2,2024,High,9
Business Analyst,Medium,Finance,Germany,Onsite,Senior,6,PhD,1,0,0,1,1,76334,7,2024,Medium,4
AI Engineer,Medium,Finance,Germany,Onsite,Senior,13,PhD,0,0,0,1,0,119789,4,2021,Medium,2
Machine Learning Engineer,MNC,Education,UK,Hybrid,Entry,14,PhD,0,0,0,0,0,110879,11,2020,Low,5
Machine Learning Engineer,Enterprise,Education,Australia,Onsite,Mid,1,PhD,0,1,0,1,0,124714,1,2026,Medium,1
Data Engineer,Medium,E-commerce,UK,Hybrid,Entry,14,PhD,1,0,1,1,0,155387,9,2023,High,2
Machine Learning Engineer,Medium,Finance,Germany,Hybrid,Entry,11,PhD,1,0,0,0,1,119142,12,2020,Low,2
Data Engineer,Startup,Retail,India,Hybrid,Senior,13,Bachelor,0,1,1,0,1,106920,4,2024,High,8
Business Analyst,MNC,E-commerce,India,Onsite,Entry,7,Master,0,1,0,1,1,125139,10,2025,Low,9
Machine Learning Engineer,MNC,E-commerce,Australia,Hybrid,Mid,9,Bachelor,1,1,0,1,1,69515,6,2021,Medium,2
Data Analyst,Startup,Technology,Australia,Onsite,Senior,8,Bachelor,1,1,0,0,0,101076,8,2025,Low,5
AI Engineer,MNC,Retail,USA,Onsite,Mid,11,Bachelor,1,1,1,0,0,87819,12,2026,High,7
AI Engineer,MNC,Education,UK,Hybrid,Mid,4,Bachelor,1,0,0,1,0,45083,6,2024,Low,9
Business Analyst,Enterprise,Healthcare,India,Hybrid,Senior,1,PhD,0,1,1,0,1,110611,6,2023,Medium,7
Data Engineer,Enterprise,Education,Canada,Hybrid,Entry,4,PhD,1,1,1,0,1,112759,1,2020,High,4
Data Scientist,Startup,Technology,Canada,Hybrid,Senior,10,Master,0,1,1,1,1,154861,2,2026,Low,5
Data Engineer,MNC,E-commerce,Canada,Remote,Mid,13,Master,1,1,0,1,0,112115,7,2022,Medium,9
AI Engineer,Startup,Education,Singapore,Onsite,Senior,2,PhD,1,0,0,0,0,110978,3,2025,Low,7
Business Analyst,MNC,Education,Germany,Onsite,Entry,14,Bachelor,0,0,1,1,0,137423,9,2026,High,5
Business Analyst,MNC,Healthcare,Canada,Remote,Mid,9,Master,1,1,0,0,0,140433,6,2021,High,9
Business Analyst,MNC,Technology,Singapore,Onsite,Mid,3,Bachelor,1,0,1,0,1,131576,1,2021,High,7
Data Scientist,MNC,E-commerce,Singapore,Onsite,Mid,7,Master,1,1,1,1,1,123941,12,2020,Low,8
Business Analyst,Medium,Retail,UK,Remote,Senior,13,Bachelor,0,0,0,0,0,120962,1,2025,Low,4
AI Engineer,Startup,Technology,India,Remote,Senior,11,Master,1,1,0,1,0,80969,9,2022,Medium,6
Data Analyst,Enterprise,Finance,Germany,Hybrid,Senior,2,Master,1,0,1,0,1,127585,9,2026,High,4
Data Engineer,Enterprise,Healthcare,Germany,Remote,Senior,12,Master,0,1,0,0,1,69144,9,2020,High,3
AI Engineer,Startup,Finance,Singapore,Remote,Mid,7,Bachelor,0,1,1,0,1,105997,10,2020,High,5
Business Analyst,Enterprise,Retail,USA,Remote,Entry,9,Bachelor,1,0,1,0,0,107293,12,2022,Low,1
Machine Learning Engineer,Enterprise,Technology,Canada,Remote,Mid,8,PhD,1,0,1,0,1,79119,2,2026,Low,6
AI Engineer,Enterprise,Technology,USA,Remote,Mid,5,Master,0,1,1,1,0,120807,9,2020,Low,6
Business Analyst,Medium,Finance,USA,Hybrid,Mid,7,Master,1,1,1,1,0,154530,9,2022,High,4
Data Analyst,Medium,Healthcare,USA,Hybrid,Mid,5,PhD,0,1,1,0,1,104619,9,2022,High,4
Data Engineer,MNC,Retail,Canada,Remote,Entry,9,PhD,0,1,1,0,0,115546,12,2021,Low,2
AI Engineer,Medium,Education,Germany,Onsite,Senior,13,Bachelor,0,1,1,0,1,87490,10,2022,High,3
AI Engineer,Medium,Technology,Singapore,Onsite,Entry,14,Bachelor,0,0,0,0,0,108226,12,2022,High,5
AI Engineer,Enterprise,Healthcare,Singapore,Hybrid,Mid,13,Master,0,1,0,0,1,119502,9,2023,High,1
Data Engineer,MNC,Technology,Germany,Hybrid,Mid,12,PhD,0,0,1,1,1,60767,12,2021,High,8
Data Scientist,Enterprise,E-commerce,USA,Hybrid,Senior,9,Bachelor,0,0,0,1,1,91687,5,2025,Low,4
Machine Learning Engineer,Startup,Education,UK,Remote,Senior,10,Master,0,0,1,1,0,90790,1,2020,Low,2
AI Engineer,Startup,Education,USA,Onsite,Entry,12,Master,0,0,0,0,1,115479,7,2024,Medium,9
Business Analyst,MNC,Healthcare,Australia,Remote,Senior,4,Master,0,1,1,1,0,102765,3,2023,Low,5
Data Scientist,Medium,E-commerce,Singapore,Hybrid,Senior,8,Master,1,1,0,1,1,67198,2,2020,Low,6
Machine Learning Engineer,Medium,Healthcare,Canada,Onsite,Mid,3,Bachelor,0,1,1,1,1,113421,2,2022,High,2
AI Engineer,Startup,E-commerce,USA,Onsite,Entry,11,Master,1,1,1,0,1,121279,2,2024,Medium,2
Data Analyst,Medium,Healthcare,Singapore,Remote,Entry,14,Bachelor,0,1,0,1,0,116113,11,2023,High,2
Business Analyst,MNC,Finance,UK,Remote,Mid,14,Bachelor,1,0,1,1,1,86027,1,2022,Low,1
Business Analyst,MNC,Education,Singapore,Remote,Senior,13,Master,0,1,0,0,1,135980,1,2023,High,2
Business Analyst,Medium,Finance,Germany,Onsite,Senior,1,PhD,1,0,1,0,1,119564,11,2021,Medium,2
Machine Learning Engineer,Medium,Technology,Singapore,Onsite,Mid,11,PhD,0,0,0,0,0,204143,6,2025,High,7
AI Engineer,MNC,Healthcare,India,Hybrid,Mid,11,Master,0,1,1,0,0,45083,8,2022,Medium,9
AI Engineer,Enterprise,Finance,USA,Hybrid,Mid,13,Master,0,1,1,0,0,78354,1,2026,High,6
Machine Learning Engineer,MNC,Finance,India,Onsite,Entry,11,Master,0,0,1,0,0,131264,7,2021,High,9
Business Analyst,Enterprise,Technology,Singapore,Hybrid,Senior,7,Bachelor,1,0,0,0,0,105516,7,2026,High,2
Data Analyst,Medium,Technology,Germany,Hybrid,Mid,6,Master,0,0,0,1,1,135706,2,2024,Medium,6
Machine Learning Engineer,Enterprise,E-commerce,USA,Remote,Senior,12,Bachelor,1,0,1,1,1,115314,7,2025,High,9
Machine Learning Engineer,MNC,Retail,Canada,Remote,Senior,10,Bachelor,0,0,1,1,1,140382,1,2025,High,7
Data Analyst,Enterprise,Education,India,Hybrid,Mid,10,Master,1,1,1,1,1,97029,6,2024,Medium,2
Data Scientist,Enterprise,Education,Canada,Remote,Entry,3,Bachelor,1,0,1,0,0,64576,8,2025,High,7
Machine Learning Engineer,MNC,Finance,India,Remote,Mid,7,Bachelor,1,1,0,1,1,153353,9,2023,Medium,1
